X1,X2,X3,X4,X5,Y
-1.0,-1.0,-0.9696303668950074,-0.8173798639275642,-0.6725755986682274,-0.5350805173091246
-0.8541116196411556,-0.8498835553259769,-0.8173798639275642,-0.6725755986682274,-0.5350805173091246,-0.40475756604238144
-0.7149452974564932,-0.7068893638962531,-0.6725755986682274,-0.5350805173091246,-0.40475756604238144,-0.28146969106011877
-0.5823817015209718,-0.5708887043072213,-0.5350805173091246,-0.40475756604238144,-0.28146969106011877,-0.16507983855445874
-0.45630149990952906,-0.4417528551552926,-0.40475756604238144,-0.28146969106011877,-0.16507983855445874,-0.05545095471752348
-0.33658536069712,-0.31935309503687637,-0.28146969106011877,-0.16507983855445874,-0.05545095471752348,0.0475540142585642
-0.2231139519586971,-0.20356070254837755,-0.16507983855445874,-0.05545095471752348,0.0475540142585642,0.1440721221816812
-0.11576794176920968,-0.09424695628620205,-0.05545095471752348,0.0475540142585642,0.1440721221816812,0.2342404228597066
-0.014427998203607517,0.00871686515324388,0.0475540142585642,0.1440721221816812,0.2342404228597066,0.31819597010051637
0.08102521066315971,0.10545948317355403,0.1440721221816812,0.2342404228597066,0.31819597010051637,0.3960758177119892
0.17071101675614098,0.19610961917832137,0.2342404228597066,0.31819597010051637,0.3960758177119892,0.46801701950200214
0.25474875200038594,0.2807959945711407,0.31819597010051637,0.3960758177119892,0.46801701950200214,0.5341566292784332
0.3332577483209458,0.35964733075560495,0.3960758177119892,0.46801701950200214,0.5341566292784332,0.5946317008491573
0.40635733764286863,0.43279234913530784,0.46801701950200214,0.5341566292784332,0.5946317008491573,0.6495792880220552
0.4741668518912052,0.5003597711138434,0.5341566292784332,0.5946317008491573,0.6495792880220552,0.6991364446050099
0.5368056229910052,0.5624783180948054,0.5946317008491573,0.6495792880220552,0.6991364446050099,0.7434402244058822
0.5943929828673187,0.6192767114817852,0.6495792880220552,0.6991364446050099,0.7434402244058822,0.7826276812325648
0.6470482634451928,0.6708836726783796,0.6991364446050099,0.7434402244058822,0.7826276812325648,0.8168358688929365
