X1,X2,X3,X4,X5,X6,X7,Y
-0.09062684340107707,0.13324270629054769,0.32105260503416955,-0.4413121389068029,0.1369722242613891,0.3232587245280991,0.4751620449261178,-0.7977934973601801
-0.19923422405085423,0.32105260503416955,0.3526389772830203,-0.41270575743496973,0.3232587245280991,0.4751620449261178,0.5589007269358901,-0.8388276428719376
-0.27409928877947476,0.3526389772830203,0.1834883508434333,-0.33756051628141637,0.4751620449261178,0.5589007269358901,0.542821528514752,-0.8289308900767736
-0.30957479511873653,0.1834883508434333,-0.06914770157507277,-0.2153811669049498,0.5589007269358901,0.542821528514752,0.41554650921764935,-0.7941790907606989
-0.3000185237513827,-0.06914770157507277,-0.2528915520169346,-0.05175365946213761,0.542821528514752,0.41554650921764935,0.20896221446904217,-0.8116612964951916
-0.2262226861989427,-0.2528915520169346,-0.26959686891002055,0.1369722242613891,0.41554650921764935,0.20896221446904217,-0.03387409988481416,-0.867317671361966
-0.07863538929097891,-0.26959686891002055,-0.16781484952156367,0.3232587245280991,0.20896221446904217,-0.03387409988481416,-0.26738927588663297,-0.8810002921702489
0.13324270629054769,-0.16781484952156367,-0.09310784530655325,0.4751620449261178,-0.03387409988481416,-0.26738927588663297,-0.43989319911826874,-0.4984355860619688
0.32105260503416955,-0.09310784530655325,-0.16654976581450098,0.5589007269358901,-0.26738927588663297,-0.43989319911826874,-0.5000680155083321,-0.5749759611098089
0.3526389772830203,-0.16654976581450098,-0.3583033870536855,0.542821528514752,-0.43989319911826874,-0.5000680155083321,-0.416251466960851,0.5078371582945487
0.1834883508434333,-0.3583033870536855,-0.5245965416483438,0.41554650921764935,-0.5000680155083321,-0.416251466960851,-0.21447588673004458,-0.15187777681759396
-0.06914770157507277,-0.5245965416483438,-0.4210221985612781,0.20896221446904217,-0.416251466960851,-0.21447588673004458,0.04133417380136928,-0.757548074351155
-0.2528915520169346,-0.4210221985612781,0.19924424812873887,-0.03387409988481416,-0.21447588673004458,0.04133417380136928,0.28369201533947397,-0.8422294373185082
-0.26959686891002055,0.19924424812873887,0.816129612713014,-0.26738927588663297,0.04133417380136928,0.28369201533947397,0.4576988693642603,-0.8595676154655452
-0.16781484952156367,0.816129612713014,0.7925538529290621,-0.43989319911826874,0.28369201533947397,0.4576988693642603,0.5043976350692569,-0.8837093825057234
-0.09310784530655325,0.7925538529290621,0.3232580383251513,-0.5000680155083321,0.4576988693642603,0.5043976350692569,0.38264529220817756,-0.887138610778476
-0.16654976581450098,0.3232580383251513,-0.22171436219555107,-0.416251466960851,0.5043976350692569,0.38264529220817756,0.13183794835632923,-0.7741455391912783
-0.3583033870536855,-0.22171436219555107,-0.6339348553582493,-0.21447588673004458,0.38264529220817756,0.13183794835632923,-0.17793341119290884,-0.8363174477762827
-0.5245965416483438,-0.6339348553582493,-0.8465193772090226,0.04133417380136928,0.13183794835632923,-0.17793341119290884,-0.46868228334086215,0.4728796052821087
-0.4210221985612781,-0.8465193772090226,-0.8627907344939844,0.28369201533947397,-0.17793341119290884,-0.46868228334086215,-0.6476579076485436,-0.053904725065052506
0.19924424812873887,-0.8627907344939844,-0.5759842343776627,0.4576988693642603,-0.46868228334086215,-0.6476579076485436,-0.640236925092256,0.05447946372356571
0.816129612713014,-0.5759842343776627,0.18328148947493328,0.5043976350692569,-0.6476579076485436,-0.640236925092256,-0.45815690452144553,-0.5320420231349465
0.7925538529290621,0.18328148947493328,0.9939091537672056,0.38264529220817756,-0.640236925092256,-0.45815690452144553,-0.18159627324485828,-0.7097789245117122
0.3232580383251513,0.9939091537672056,1.0,0.13183794835632923,-0.45815690452144553,-0.18159627324485828,0.09412059170859943,-0.8342256185299036
-0.22171436219555107,1.0,0.39683833356700027,-0.17793341119290884,-0.18159627324485828,0.09412059170859943,0.2814225025210815,-0.8701570723718052
-0.6339348553582493,0.39683833356700027,-0.13809334663304573,-0.46868228334086215,0.09412059170859943,0.2814225025210815,0.3400810872615505,-0.867249086796511
-0.8465193772090226,-0.13809334663304573,-0.46015860347819115,-0.6476579076485436,0.2814225025210815,0.3400810872615505,0.2933385493015108,-0.8832087151779016
-0.8627907344939844,-0.46015860347819115,-0.5651407164519169,-0.640236925092256,0.3400810872615505,0.2933385493015108,0.17800748304499092,-0.8612273619495574
-0.5759842343776627,-0.5651407164519169,-0.5215792496082539,-0.45815690452144553,0.2933385493015108,0.17800748304499092,0.031759932158574644,-0.8074159118935231
0.18328148947493328,-0.5215792496082539,-0.456775103763703,-0.18159627324485828,0.17800748304499092,0.031759932158574644,-0.09840750749499994,-0.3805455765012812
0.9939091537672056,-0.456775103763703,-0.46862209697919777,0.09412059170859943,0.031759932158574644,-0.09840750749499994,-0.15214526435432785,-0.5806273293033051
1.0,-0.46862209697919777,-0.5171431968565348,0.2814225025210815,-0.09840750749499994,-0.15214526435432785,-0.08507367882417582,0.37869242154268634
0.39683833356700027,-0.5171431968565348,-0.5104198674900331,0.3400810872615505,-0.15214526435432785,-0.08507367882417582,0.09336684183401456,-0.8597665107053648
-0.13809334663304573,-0.5104198674900331,-0.2898108608952049,0.2933385493015108,-0.08507367882417582,0.09336684183401456,0.32590871243520825,-0.8621189613004732
-0.46015860347819115,-0.2898108608952049,0.3286658683510699,0.17800748304499092,0.09336684183401456,0.32590871243520825,0.541701082900985,-0.9174255548834268
-0.5651407164519169,0.3286658683510699,0.6897569774591299,0.031759932158574644,0.32590871243520825,0.541701082900985,0.6717894429861073,-0.8714670375719966
-0.5215792496082539,0.6897569774591299,0.27583555571679574,-0.09840750749499994,0.541701082900985,0.6717894429861073,0.6487057561557887,-0.921081112222181
-0.456775103763703,0.27583555571679574,-0.21164750393560416,-0.15214526435432785,0.6717894429861073,0.6487057561557887,0.4317886841965619,-0.9252236199756662
-0.46862209697919777,-0.21164750393560416,-0.316188570283617,-0.08507367882417582,0.6487057561557887,0.4317886841965619,0.08686090755016318,-0.9257654380427609
-0.5171431968565348,-0.316188570283617,-0.18371694913795356,0.09336684183401456,0.4317886841965619,0.08686090755016318,-0.298170829608413,-0.9476439144229225
-0.5104198674900331,-0.18371694913795356,-0.018697990429279443,0.32590871243520825,0.08686090755016318,-0.298170829608413,-0.6517531888688217,-0.8704862782859895
-0.2898108608952049,-0.018697990429279443,0.03988597728813126,0.541701082900985,-0.298170829608413,-0.6517531888688217,-0.9038273150585674,-0.8013187440245697
0.3286658683510699,0.03988597728813126,-0.08190775260330374,0.6717894429861073,-0.6517531888688217,-0.9038273150585674,-1.0,-0.8317977249127939
0.6897569774591299,-0.08190775260330374,-0.3366640315263866,0.6487057561557887,-0.9038273150585674,-1.0,-0.9101836402016334,-0.18929751572987008
0.27583555571679574,-0.3366640315263866,-0.551739025760017,0.4317886841965619,-1.0,-0.9101836402016334,-0.6459976759271648,0.9319641110685886
-0.21164750393560416,-0.551739025760017,-0.47182009452914286,0.08686090755016318,-0.9101836402016334,-0.6459976759271648,-0.26077919747098044,-0.4724420357545043
-0.316188570283617,-0.47182009452914286,0.003202935430780318,-0.298170829608413,-0.6459976759271648,-0.26077919747098044,0.17588015183225747,-0.28589201771676653
-0.18371694913795356,0.003202935430780318,0.6029800455596224,-0.6517531888688217,-0.26077919747098044,0.17588015183225747,0.5881203981157193,-0.532453530527676
-0.018697990429279443,0.6029800455596224,0.7985637396690035,-0.9038273150585674,0.17588015183225747,0.5881203981157193,0.8913279970645647,-0.7936509896066942
0.03988597728813126,0.7985637396690035,0.25843278883525556,-1.0,0.5881203981157193,0.8913279970645647,1.0,-0.8684561751485199
-0.08190775260330374,0.25843278883525556,-0.40051234774563527,-0.9101836402016334,0.8913279970645647,1.0,0.8634099717534787,-0.8416121762294126
-0.3366640315263866,-0.40051234774563527,-0.633615276442602,-0.6459976759271648,1.0,0.8634099717534787,0.5523972009688201,-0.7971282270752653
-0.551739025760017,-0.633615276442602,-0.524405571719159,-0.26077919747098044,0.8634099717534787,0.5523972009688201,0.16730166407826497,-0.8056464301047835
-0.47182009452914286,-0.524405571719159,-0.30625539404302105,0.17588015183225747,0.5523972009688201,0.16730166407826497,-0.19806008727358948,-0.6332591248335111
0.003202935430780318,-0.30625539404302105,-0.1006144028532352,0.5881203981157193,0.16730166407826497,-0.19806008727358948,-0.47864069779596474,-0.849924625562565
0.6029800455596224,-0.1006144028532352,0.025086884589261116,0.8913279970645647,-0.19806008727358948,-0.47864069779596474,-0.6317957200720054,-0.5741117955850736
0.7985637396690035,0.025086884589261116,0.03539252813739435,1.0,-0.47864069779596474,-0.6317957200720054,-0.6364484687172158,-0.32180975464557715
0.25843278883525556,0.03539252813739435,-0.029350736374053277,0.8634099717534787,-0.6317957200720054,-0.6364484687172158,-0.49906261798322615,-0.6137536744180943
-0.40051234774563527,-0.029350736374053277,-0.029143274509963235,0.5523972009688201,-0.6364484687172158,-0.49906261798322615,-0.264729145218743,-0.7482685826450872
-0.633615276442602,-0.029143274509963235,0.0994428760695496,0.16730166407826497,-0.49906261798322615,-0.264729145218743,-0.010804336251778124,-0.7586797196811641
-0.524405571719159,0.0994428760695496,0.22208624381161002,-0.19806008727358948,-0.264729145218743,-0.010804336251778124,0.1926094987672029,-0.9139826096975833
