X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,Y
-0.26598524968535575,-0.2256983453680661,-0.2161866822746461,-0.06461523995900698,-0.030391261611312448,0.09599861342894611,0.10121562732569611,-0.05511809304188142,-0.01221817000940939,0.011351635731139842,-0.4591001858495203,0.053116698758720604,0.0828869833369208,0.17304719177003802,0.013295275524574324,-0.10741114282856867,-0.14557240364028956,-0.04443487667324253,-0.11276072899408651,0.07927038099247552,-0.03839819030067115,-0.8137188334588431
-0.12565974595403362,-0.24077724104258447,-0.2895083003584946,-0.06638639382798928,0.025639874105972904,0.11632475478954496,-0.32323687184571936,0.03480390848987347,-0.05131707357485871,0.204304492889819,0.00418238138112681,-0.04243227422587148,-0.41106320861739387,-0.07052991367591332,-0.04795485393768306,0.07123462792426904,-0.2547865832650634,0.18338988642143117,-0.3550531398365766,-0.021451982676109593,-0.0426430044158832,-0.7664640678603125
0.04270439462904707,-0.2512757420748344,-0.3150924684532749,-0.026522030997648494,0.05567292076221353,0.11485383422727202,-0.2512927635933846,0.04903337654438733,-0.06030715082075644,-0.12547543204225087,0.17102315767140852,-0.1845227947008009,0.291014060399575,-0.292766561808664,0.05279593488267009,0.18771810441805226,-0.29296313334951285,-0.16880843515574495,-0.39285498619669257,-0.2362698610029772,-0.14755131246637931,-0.33767336463532893
0.20590325792808928,-0.25277172600950737,-0.2735915849527223,0.031970130721823864,0.03290461815326373,0.09100733177675768,0.22327435872268775,-0.12752494749184518,-0.013175638655056776,-0.38840051843015866,-0.20436796458359008,0.1752071447580661,-0.008359559988449727,-0.07727874952771852,-0.08925008149783575,0.09662373041704386,-0.31175134480476263,-0.19159816307695432,-0.08702517095167661,-0.2065414605611383,0.1338043671543223,-0.7620746556711893
0.32300240052019813,-0.24909899642169575,-0.1548189185460781,0.05108655401259843,-0.02792427068202674,0.09241073597640104,0.29407494042639426,0.136131054019357,0.053189945116234094,0.1633483466962493,-0.0779027133676794,-0.31212375908523804,-0.3264301900744534,0.009849179878232084,0.08688617147531841,-0.2126402964207904,-0.365931148520368,0.06125302824093848,0.2456308472130373,0.14725746458839795,0.26801786598965793,-0.7768203372440253
0.3628234897897724,-0.2335082070670379,0.01244381621986479,0.021147600646744147,-0.06143127562336226,0.08193462168425181,-0.2418266893544222,-0.1390945941228271,0.09062884030927543,0.31920620109775344,-0.0631948553638566,0.0693954265732164,0.26958624658614205,-0.13718657033306414,-0.06533166420772674,-0.45959815638317303,-0.4452020532880201,-0.035828455012666294,0.16636194511710545,0.23051505375849568,-0.3204062668101052,-0.7731167707094525
0.3106010297903219,-0.20049900243184537,0.18613184475602496,-0.028130969180071075,-0.056992546228849084,0.010528997434714915,-0.42448736666910936,0.13655406396049363,0.06964830100106001,-0.27010852621476744,-0.2729195171281714,0.08493415971711515,-0.1155455156622408,-0.3339730604478749,-0.016228740631067273,-0.30968525323195895,-0.5217160566756501,-0.12858452232814999,-0.23627166042683945,-0.2786948115238801,-0.2686541437097105,-0.7264106816345623
0.1707568331317899,-0.14913524781257403,0.3295590065030516,-0.07605902668323195,-0.025478432533772133,-0.08641688819328475,0.02860500476395922,-0.08043447349508748,-0.0013509292309183962,-0.2740025193888903,0.12308979339271353,-0.41149224179551913,-0.11343968369259483,0.15052495753510575,0.07953979842335035,0.18385954290839757,-0.6231101287583971,-0.0004238187252856296,-0.3610689034372567,-0.5958757978284468,0.25169909891319175,-0.8554868338209696
-0.03336052734958295,-0.08460169165304132,0.4184418461482531,-0.09805449974589753,0.04598769184776752,-0.07454621577534404,0.39481752760015687,-0.003082452230401267,-0.11005302653279814,0.09546581517396646,0.16366878642328841,0.26331380179299946,0.05744021887541573,-0.05127446617712872,-0.15173386339846717,0.5316745191996408,-0.6538591157918869,-0.2697078611312008,0.002621831388957885,-0.278439981880963,0.20684196379784536,-0.8934689661699773
-0.262982575684534,-0.014297538497791806,0.4244696743005092,-0.0357170333404484,0.12209438383354887,0.07763611744537813,0.08949139958106067,0.028111905639016666,-0.19068585723037945,0.11943354614371415,-0.39851847770119964,-0.096780261221731,-0.06194460665376411,-0.49761883503869686,0.15771651448326685,0.30142978870476766,-0.6614702126226539,-0.22466912211073553,0.36436478942886286,-0.0301090942991894,-0.11104986955170193,-0.8967198745725466
