X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,Y
-0.39288576370865125,-0.48310830669771465,-0.4343131236650156,0.009999152492792485,-0.37310737712759656,0.21854005610302907,-0.29829306603960204,-0.29422108403984115,0.07201240890221694,-0.05026612571283273,-0.1525403856897607,-0.6300157165691405,0.17089001948641114,0.13164214035924204,-0.24881258643758708,-0.21475723609212027,-0.14949490416995836,0.1493489379128432,0.1285601276010786,0.423147962372477,0.22044554124398208,-0.31295911771466034,-0.24143264440219547,-0.2847189269050542,0.1024585439102037,0.43022714057706457,-0.5011568502150512,0.1398441310508478,-0.14638266256898347,0.2017631344740045,-0.4097544276376405,0.41564556848929235,-0.16877848301430498,0.05179874635728954,0.10667244832706646,0.0599208629381236,0.7329027554752392,0.2010645419451953,0.11427836257801882,0.04667628022508441,-0.11125902426524648,-0.09941737861955813,1.0,-0.403641162833669,0.40552447151662063,-0.3870389324624952,-0.40127669803759003,0.330013863707026,0.0843749151993829,-0.01589854958084569,-0.25926044363874257,-0.7104580323479829,-0.11412695937268447,0.3299160689919216,0.7158020871021165,-0.5684276896564731,-0.41532808294784374,1.0,1.0,-0.9034744690872086,0.24295348322402477,-0.15091802339924332,-0.12443281428456388,-0.015534212493108823,0.25172487966910273,-0.5606139864086412,-0.06653296205186898,-1.0,-0.407322597787629,-0.7998129847631796
-0.3600922072066046,-0.3107435614157845,-0.24781039519931047,0.3061456510501317,-0.29022118679097475,0.2663394134701693,-0.3823546913844955,0.3617829138381805,0.18066425465929403,0.10634860941967217,0.04254228121082493,0.11810688754902277,-0.057479009956592275,0.06790859041970987,-0.4060955410403646,-0.20586021055232562,-0.5431370376243894,-0.37354748598445975,-0.08412168455407143,-0.41712781100266194,0.3293859236513448,-0.6150175778496423,0.12624271361174988,-0.1378314641055991,-0.13375061870804394,-0.1041546912714314,0.06493408455714111,0.06999237042539241,-0.11373738166580138,0.33258298818813925,-0.19436232505131856,0.18027389706069963,0.028388067891164992,0.602796164648504,0.2649963472360559,-0.20912448326459732,0.4128927093493764,0.13461318828917213,0.1805467340557685,0.08678235814121105,0.06440264781940908,-0.6144202221281391,-0.668033971455855,0.3331528287880272,0.16346412516615905,-0.46237351767089974,-0.21711058400855499,0.1632175580500792,0.32445898132882856,0.22188248988018033,-0.19590389292949217,-0.3118545758365132,0.30241972430712627,1.0,-0.16006572332455427,-0.1165445829251901,-0.6410000845416184,-0.11450817461892471,0.4677128956073062,0.5844599348366428,-1.0,1.0,0.12435465917907917,-1.0,0.13616206416060805,0.05866518013436961,-0.5110322039981502,0.36116599315593834,0.09221321197496057,-0.6310976810110634
-0.32598861253156386,-0.09362644998144942,0.19327942908699747,0.3263133110354326,-0.2205900647974255,0.24795480927874047,0.12105174400302365,0.5397790153999042,0.1385652026657933,-0.03891594182848668,0.2752922103719697,0.5303284677751625,0.03121384317185627,-0.4389330046502635,0.5038778357757645,-0.09749011644647287,-0.054351950974080965,-0.2846259757245261,-0.05705145414145818,-0.23685932248384478,-0.019445810388905693,0.10111496836348821,0.39174823704287487,0.07873602108045263,-0.3963486773568857,-0.004648765009486078,-0.29747613912335824,-0.2695396130985481,-0.05816800844712178,-0.17824213238593267,-0.11908793102825199,-0.2618719825730347,-0.06744695312371396,0.2857942886193823,0.0619964326146194,0.015240859238519588,0.09540916770675767,-0.1459810022275989,0.05031506110123174,-0.02715013088652196,-0.0335505524224492,-0.04086628603276188,-0.8739300582033609,0.25644400585221483,0.11888489245249101,0.4756801133171722,-0.6045150127274472,0.07222419511025735,-0.2736622402197195,-0.19390690673638422,0.03977798487836548,-0.6742875870675362,0.7501619445268248,0.6260504534012934,0.568843156531154,-0.47315028290119854,-0.7711618763470174,-1.0,-1.0,1.0,-0.06670505255125003,0.060977616528497425,0.10378522118663591,0.2368533554183183,-0.014448684917258814,-0.07456191400039625,-0.9747192121169402,-0.1764291161485696,0.14621210897124248,0.11172487105791573
-0.2884999426885567,0.13519967122718035,0.567126279926581,0.016252961280843303,-0.19469248281730311,0.20583978142400716,0.5713972407032546,-0.10327746343932542,-0.17044302662511113,-0.03318042923388109,0.3706202440929274,-0.5266876766825583,-0.14720431387286603,-0.4185438447310824,0.3326519943584676,0.014013754985826798,0.35093843494663934,-0.1509103698628721,0.008702808202734724,0.04098674301145433,-0.039630237056376805,0.2611607477773521,-0.28074378938432476,-0.013536298617996101,-0.017595685833865615,-0.2813287551025212,-0.002887778537319474,-0.08732623529919781,0.11619830398297704,0.09833719223664539,-0.21765829598768038,-0.19675876957919347,0.016345604331972075,-0.12106022385496518,0.04177063759153099,0.3579919409612058,-0.5899859840436501,0.2520995711879195,-0.04152950662220367,-0.3591247704415742,0.14008403416155435,0.241389754783784,0.4195164551486612,0.15616117782816552,0.2121918788923891,-0.12296105380503664,-0.3969398579584036,0.35762806813757764,0.10739717765032109,-0.1262620551341681,0.3015625579421264,-0.26572171270779377,-0.2848182215062225,0.6190352878210508,1.0,-0.6810213659262538,-1.0,-0.36584723930794694,-0.7602050181725153,0.2051913659362814,1.0,-0.9942039078337402,0.07938414377866065,1.0,-0.3258679675570658,-0.35821183791158273,-0.4121624449897193,-0.22534447366207377,-0.20130909458003976,0.1612268199535416
-0.24748933084560953,0.31306530409628563,0.505571622750685,-0.4185468003397492,-0.23946814495478685,0.05090276406048888,0.10638624627120219,-0.7589447709240088,-0.3081953783226754,-0.004077018428714663,0.0025467408393280433,-0.2587187774266365,0.18245188162322368,-0.07898272468030021,-0.5203314391296354,0.024781369748901882,0.10209704329976188,-0.08850977803264626,-0.31909155244555576,-0.3212345602631175,-0.04968656659888404,-0.5147513126606997,-0.3388584008708897,-0.008837938599799866,0.15845635226797783,-0.15923422932323383,-0.20549622197453943,-0.26181587600068756,0.11257333883282161,-0.052161461592285296,0.13977348882204788,-0.22080246572468365,-0.044625606819711394,0.22325796070474158,0.21338795270119992,0.669214297317416,-0.14527468538907107,-0.13476688761526912,0.11144931694124094,-0.3548312204161842,-0.011825702002236427,-0.013110069513564082,0.38841878453994916,0.3122962039708086,-0.3728678807214232,-0.1088269517353655,-0.32211405166832885,-0.038563900885958735,0.2330419905850465,-0.056810121837836736,-0.23170307701509196,-0.3359333458792324,-0.5092573093767363,0.45836158531323523,0.08550486177529404,-0.18161297481633887,-0.9999431888201405,0.6283225271977175,0.030031030578118623,0.14784395802856154,0.5134002702154732,-1.0,0.14627063174296207,0.21022691220523382,-0.24303920538214552,0.08363986378704524,-0.3203887438930828,0.3562011176183719,-0.2914781834366572,-0.6946533328083783
-0.20530605620694653,0.36346882434547156,-0.04169581233122688,-0.5876002228318506,-0.34020479359274525,-0.25279082850787893,-0.6516743335048233,-0.3306482532787357,-0.2678733166603027,0.057291957422692,-0.27711365671774535,0.42714319433785164,-0.07515226879389159,-0.23428138788622954,-0.008802039106887816,-0.20523253060119906,-0.20907176681663298,0.2619186979549628,0.090713822932458,-0.21866582298041848,-0.09374687821240801,-0.3759113704817739,-0.07701646906402781,-0.3114884308607867,-0.08794862945062643,-0.06514479340474577,-0.5617764700248922,-0.06408704605133442,-0.013738916048992356,-0.016817940535978404,-0.16391776149560866,-0.2754469532315209,0.08894424082470898,0.19618496744233327,-0.24592846187450534,0.6624563144276789,0.19337823236109708,0.15796130961592136,0.3912030864079421,-0.2164037957501308,0.21831931151528128,0.15432415236053387,-0.32315743846764433,0.38174767064979465,-0.12040858805907317,0.22743687538699553,0.27274555795673683,0.16004435556333307,-0.1571699169572569,0.04240936567410225,0.15325760578982894,-0.2011390839935342,0.07422027629943728,0.22859693932373948,-0.40193524496313826,0.08432263269756723,-0.41048449430461864,0.14472579435486677,0.5445430019974975,0.3838192417206028,-0.060551658548205545,-0.4443041437222902,0.7090876802495112,-0.3343408742362205,0.14638670981890378,-0.23672017906948029,-0.4306715555168156,0.19606741755963686,0.46178439062769816,-0.7582385133272963
-0.16678791672258853,0.2479847470692471,-0.6115629087182441,-0.2347854226640803,-0.4256604586580276,-0.5039077578507996,-0.3304422720920678,0.5244733782174187,-0.27928138512214473,-0.14853608658612494,-0.1479620193915958,-0.443647265248745,-0.05591709606622275,-0.426607398292868,0.24508507537210433,-0.25920668173995975,-0.41980331331308907,-0.1409625322339495,0.07755296373846243,0.08236954660704399,-0.15448398897461224,-0.17544749101049162,0.25510799593367794,-0.20284959112828582,-0.07558831717486703,-0.2279608165262097,-0.17788351891543008,-0.18826585483342773,0.04289898239005452,0.24289287112897728,-0.19777954727099245,-0.0800336174548566,-0.13401191602258145,0.26978613984102684,-0.23635090045779983,0.6786508736315451,0.16753166744464565,0.8034999529306701,-0.022478194222705583,-0.39279398457689096,-0.15206982812932046,-0.028999411459759816,0.01635268314630789,0.05211148570505819,0.05838809686947277,0.29044264507900674,0.33540381415434495,-0.09866000376933326,0.22899208308415187,-0.4422903287167762,0.16233649101369152,-0.10914798046586127,0.24671350242381807,-0.13470614226341848,-0.3164934473030552,-0.16053048249914337,-0.2923992418589906,-0.46164400607086864,-0.3354708086878102,0.16611338737582004,-0.5461325375802483,-0.2249476965727576,1.0,-0.4905889686894498,-0.5826223422276765,-0.11777878761359806,-0.6637680119457176,-0.9439522733716459,0.09076993414108059,-0.895468325524627
-0.1369488074385935,0.0010369047025604594,-0.6182362680189002,0.40030373448254797,-0.4395860100063832,-0.5518275387714243,0.48548537440752226,0.25534445141619044,-0.1446028404318126,0.1721545693426556,-0.12637722519176142,-0.1516922642341174,0.10662494139162337,-0.47770863064411606,-0.34757324866178096,0.09353511855203256,-0.021423497254086654,-0.549644214267472,-0.05278169596337967,0.1234776773272912,0.11650949110434339,-0.28908317197193567,0.1775859742437389,0.010311534336624906,0.2169969050933247,-0.33327383297815516,-0.12062057143926574,-0.1519474131328672,0.15096402600141,-0.05490016712026691,-0.0411479151231654,-0.03898388171181655,0.08043589326269762,0.27695269259260114,0.00756932167780211,0.5956215335354185,0.28440295123912174,-0.06683600040667759,0.07780771248390339,-0.0412037950571601,-0.11429596941161191,-0.4590533965352048,0.31668637079399975,-0.16472227660314265,-0.022109895537722357,-0.3186714049404409,0.18652425057045496,-0.00828867967570246,-0.18763530498147563,-0.0038700861964431343,-0.14242374810851977,0.05217827227200744,0.07573690104691688,-0.1438829986984611,-0.17890580793026423,0.004858074303463189,-0.3516733234030496,-0.5536866431567031,-0.6574502211469027,-0.33466391795046013,-0.10904690747436585,-0.24926408562682034,0.8175858497130493,-0.4488860622395435,-1.0,0.2332553402071582,-0.12796333790731407,-0.4289670529355847,-1.0,-0.9109807472735147
-0.11613958932259116,-0.2922674787630284,-0.008717619659209475,0.7350448289368952,-0.4118262202735241,-0.47050769372029533,0.3005652398365355,-0.5718534472031496,0.10899122210111978,-0.13664242430912,-0.07349222025709456,0.28265863155077464,-0.09357829259100547,-0.7119109547991673,-0.007847129629592442,0.1308837842268724,0.03759224515912085,-0.08800997587508796,-0.11478801559663454,-0.212802336526547,0.36695540448923336,-0.32237836843588785,-0.04250718137993792,-0.332838827919672,0.20970169063838595,-0.060321151632254266,-0.25098592836882117,-0.011386643472434899,0.07738663012363611,-0.34561335407978644,-0.17359268158463925,0.03270169678440982,0.03803915105779665,0.3063928839676118,-0.04701355206321289,0.2196140417362611,-0.17007315176631166,-0.3547697749130929,0.2942635663675912,0.07067487178802856,0.08080155153367397,-0.17842955675465666,-0.6012914429378091,-0.14009512161748838,0.3069431452321465,0.00757728049959705,0.28391733581006395,0.21951949208188037,0.2871498320286745,-0.24556511875810072,0.10913403513823328,-0.17646284161300352,0.35577941377487776,0.18465137257794417,-0.39633549862877426,0.09967300919214916,-0.2799257568590112,-0.4042945060207952,-0.32070662242382575,-0.3555825539933192,-0.40273731624137343,-0.24844957497595477,0.4473882788243757,-0.15463522877482982,-0.685512288803451,0.284344134746771,0.11215772714784711,1.0,-0.8532846957072209,-0.781644946651443
-0.10221751164359161,-0.5468857766484602,0.6416625604582464,0.41221583042202536,-0.41196519314872215,-0.4061616386756395,-0.38912646528539874,-0.486155096627894,-0.14842021844811015,0.0676276052157887,0.1890524704548362,-0.46107373629555026,-0.03794201606706327,-0.6900481613811145,0.14344845543561036,-0.04186280730124081,-0.16141317731314175,0.14777244178786364,-0.09692798602643993,-0.3943776806086604,-0.03634754098009407,-0.1448917608453022,0.27407126912671465,-0.09637262726443019,-0.04722352623346149,0.06348490876267032,-0.3217821043350273,-0.25645994781177806,-0.0027007154975512426,0.34303847345920513,-0.206684775057423,0.11802204548777029,-0.10633034475018732,0.35084432864990345,0.09559208440125322,-0.06727802060108778,-0.2756820926262208,0.3064585612814299,0.16485575076142944,-0.460347627611958,0.16302616999611907,0.03226159353321911,-0.3159025187292027,-0.5080236262353535,0.460001793398215,0.4806830110462581,-0.1520403757569625,-0.2099508661997178,-0.03427074230799143,-0.15113788609797385,-0.15331240383888378,-0.09167851029352447,0.07208178679763177,0.26770658225252686,-0.27404351345283817,-0.04903357617717963,-0.34284916992344483,-0.3943590833917322,-0.3608752811790291,-0.3773924199613369,-0.313844446060086,-0.447626067929468,-0.02929801680185995,-0.07270720828899846,-0.043696294448871575,0.037264308815028846,-0.3975301562706921,-0.17746060161162625,-0.060488431102568296,-0.8068329461789834
