X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,Y
-0.008124937896408557,-0.04365856322262085,-0.1396962724690538,0.08721195177720387,-0.8181708234666221,-0.09102497741065074,0.07964708675157772,1.0,-0.017617423547166333,0.003908743219942057,-0.11167147544789113,1.0,0.47221016237208424,0.10298038649104946,-0.28991653598633693,-1.0,0.007482534234279914,0.16826014254742172,-0.5912894946837677,1.0,-1.0,-0.05070003597361272,-1.0,-1.0,0.6818774054716503,-0.11761588134594414,-0.05991935269738646,1.0,1.0,-0.7796369935824246
0.09026627632673057,-0.061449779973232865,-0.007131019001343719,0.10010989258183156,-0.8406632340143259,0.07524600664702374,-0.20563176209279743,0.941467168063951,-0.08546608584623427,-0.04510781247364837,-0.280879225755314,0.9231357449531759,0.38572088531595305,0.1715309123758384,-0.7677175988800984,-0.7463252949249716,0.16375042563744313,0.1883819914649174,-0.18572493981932925,0.8885214286559926,-0.8196981301177053,-0.215668327943756,-0.8908231680666352,-0.9389132268595461,0.6021387085938099,-0.10155570564853944,-0.0745208230623875,0.9299177086257309,0.8197717817961847,-0.23266664041891616
0.21375892672935715,-0.11886305203743652,0.03278919226730159,0.1105665398037623,-0.697036436903913,0.1780182141647857,-0.4301086188626344,0.8981480169889811,-0.13103295274365656,-0.21568752306808625,-0.27839012166105925,0.854790004476816,0.28605919152659975,-0.05859199191005626,-0.9609060344104579,-0.6137074295699345,0.200832783722239,0.20455885633202886,0.16517713954480806,0.7909237806730125,-0.6640834858594118,-0.28905101263021327,-0.8522772079317552,-0.8689356117495074,0.5313550834002871,-0.08141976412095708,-0.11314575288018724,0.8857451758456336,0.6697448703325548,-0.6525630930351589
0.29132478324895295,-0.1118236795883022,-0.10784381248559316,0.13292964759200188,-0.44837021437448266,0.22310345379494723,-0.48669183860242515,0.8723741867956436,-0.1638402439618023,-0.454154308548552,-0.06164855321129914,0.7536842031021778,0.20233068663470033,-0.1305200564749659,-0.9625498996169642,-0.5689303802288874,0.19088827912168682,0.21063662597111343,0.44984953830904484,0.6909832338571664,-0.5410690834140715,-0.30497812090121357,-0.860840590584329,-0.8056676012543473,0.45494846238712494,-0.10589169036847179,-0.16871212314284567,0.8637425896879323,0.5523519912649486,-0.912067404228513
0.24591423466654883,-0.024417844811952083,-0.34945294303227536,0.18783182871273607,-0.21722514123840242,0.2516404275608086,-0.4049393181468294,0.8615434252817593,-0.18517608475449998,-0.4665545211183224,-0.054587405906311615,0.6526268909622017,0.16516979257626452,0.23523262658199218,-0.9448618528164278,-0.5162032527905784,0.21452530648123358,0.21740054628333527,0.5982168661276972,0.5699887141418276,-0.45612296638965955,-0.3212301763102571,-0.8504259020209591,-0.7469474912463919,0.36682196935529054,-0.15059121322631874,-0.2490538760915243,0.8569478411082847,0.45464345654868366,-0.8687212094964366
0.06369832001671494,0.05792723850610293,-0.49982695026555524,0.26806099951428486,-0.07392299073771502,0.2998582338861968,-0.33989500579128273,0.8509208641838537,-0.19475064203238945,-0.2989137954113815,-0.31192068426789954,0.6105325322828801,0.11582032982611024,0.17745539083681128,-0.6773667530727062,-0.5468939080769685,0.13635308054623008,0.2340946213394337,0.7127805263993654,0.45475413660652597,-0.3904163856741375,-0.2823763474014489,-0.8691186749290505,-0.6666904768139688,0.31007193141991474,-0.09207982447838203,-0.3585428235219337,0.8581576174981487,0.3695241108665901,-0.8238907043584396
-0.18219560733988627,0.05090399629451148,-0.46940310539756536,0.344356852449639,0.026497843230825158,0.3601235465355288,-0.3783768248315401,0.8328598292747227,-0.19397651766006052,-0.23400939949623123,-0.48489192256680336,0.558514873557094,0.05426296499150163,0.044884121345325045,-0.31417772312186154,-0.6189020685168294,0.051639083506380024,0.24151783473723665,0.6668152938071066,0.3510030124588783,-0.3384084308696548,-0.16432192638138132,-0.913428102404736,-0.5963368715493951,0.2671563597842399,-0.02875181977080843,-0.4666967351009065,0.861943723775169,0.30555932538037567,-0.9113114689554707
-0.3869089773529989,-0.050813810341526766,-0.3446560781450284,0.3967683453168236,0.1700529390729577,0.40066316195628593,-0.45851317695251004,0.8167374457511987,-0.18240372974309704,-0.29133179941504617,-0.5140190645759299,0.49132594339180335,-0.003961074303439949,0.055023154473725855,-0.04616005882633989,-0.6638251267088433,0.007990341410682111,0.2429972178740769,0.45345710954802954,0.261678756228072,-0.29886245364283825,-0.022063553976478523,-0.9514220336474624,-0.5447000693585577,0.2141772897713714,-0.016479256600278602,-0.5505053898258149,0.8649460781352161,0.25195180944021445,-0.9584156856569156
-0.4967358689171757,-0.19773788351110566,-0.23593550449470724,0.4180703388168625,0.383218968412653,0.40344568021880356,-0.47749647676579277,0.8119372479381253,-0.16342391032705283,-0.38059928716969726,-0.4567123341975863,0.4415077462222312,-0.05777292242533694,0.0742516234611652,0.05064173930591709,-0.656873321365091,-0.01883806805770938,0.25141789064676323,0.13208989946607308,0.19743098802509618,-0.27203263309919457,0.08221622744375967,-0.9634600522973256,-0.5044698566682853,0.13961501461097958,-0.044283674705463016,-0.587537798494663,0.8599631608843594,0.18955339825213446,-0.8469427930233476
-0.518344958525027,-0.32382584132865255,-0.19679483362310168,0.40935228074449515,0.6175073986707345,0.37494824425808804,-0.3642121528799602,0.8201341751121629,-0.1454343737982834,-0.42568587793042745,-0.3464682178542561,0.41723933510076705,-0.10503778380560003,0.05846929158019454,-0.03443769166473165,-0.5956705413821823,-0.03810958781132501,0.2723965652456961,-0.10096465351536754,0.15438371926990047,-0.2421463949063284,0.10150539901896316,-0.9409300254738652,-0.4679155305796959,0.053748435626804314,-0.0867099177787487,-0.580800785285476,0.8392067149972011,0.1073492789723911,-0.81837867632584
-0.49633296349741285,-0.35983899582971535,-0.2341548887887409,0.3768640277160793,0.7811104856230793,0.3391466588538705,-0.09294611800702002,0.8351185566205248,-0.14025114763804547,-0.41342676194466244,-0.14565439125400437,0.4083923499491917,-0.1558307766579562,-0.14456400150709592,-0.1492980279273558,-0.5397872658929654,-0.08439847456511795,0.30073952393208647,-0.2141052883880269,0.13389078561058665,-0.2099434335976983,0.05511978512338511,-0.9088454460897062,-0.4312637808693719,-0.03466966829586382,-0.12174407655760577,-0.5324935630207908,0.8007373790957903,0.008399425802213312,-0.9054017874719477
-0.48240509445227875,-0.27088824134290046,-0.30455142411244773,0.33526541958930767,0.7818977197709445,0.3322406019856794,0.27744513898964507,0.8459103427593875,-0.15635638068642543,-0.31883963377718805,0.1016221825187904,0.36630217492769845,-0.1921512804221277,-0.22433075851513506,-0.14930555148435876,-0.5234071334395165,-0.12250004677314874,0.323070833164274,0.10237229863444197,0.09268080249563293,-0.14183573640352187,-0.040753039083993414,-0.8820282702253539,-0.3868468624849545,-0.08511914358181327,-0.13670491415073072,-0.5199653044633982,0.7556995265292903,-0.08675309565105416,-0.7535139178707824
-0.48916786310705385,-0.10876955469885141,-0.30182097333124636,0.30040632206965556,0.5820994256874141,0.38961993222788416,0.5819603455534643,0.841071824024203,-0.19028008707240684,-0.0637474169068677,0.15100658932487598,0.2953036846814676,-0.2036975820634247,-0.04100136249575326,-0.020547426896979193,-0.5213305841020894,-0.09748782674454848,0.32967371311944493,0.18568585536322435,0.03616304296322559,-0.09675243566149316,-0.09815023063344053,-0.8489871546152903,-0.34899014954156493,-0.1276971243416749,-0.11839458629641819,-0.5286279988493618,0.7122510730672349,-0.16585217769697136,-0.7998129847631796
-0.4576455259540396,-0.009024462203850891,-0.10627748236709611,0.2702887636635931,0.25462089389685216,0.5169009894758667,0.6189940862113457,0.8128254351107636,-0.22817922617022313,0.29416377982755315,-0.11913777928664138,0.24623482690975695,-0.21046849053609595,0.19917349973502652,0.010061935323009141,-0.44754223997504816,0.011123327863887145,0.33403135970879183,-0.054201828495348936,-0.017013013955302858,-0.06404423094020639,-0.15080787067278478,-0.769289827371,-0.3163546411312972,-0.1893720940838325,-0.10505229930604199,-0.5227873207182353,0.6645074310062757,-0.24749220534934102,-0.6310976810110634
-0.30531793848784905,-0.038526927397944055,0.21653009569598525,0.22492812879455681,-0.021734996852188937,0.6632410052330333,0.37161414034865214,0.7641815459515955,-0.2610637018728542,0.4217964244068828,-0.29860511825471525,0.23113681320030444,-0.2662893841576972,-0.11517917022420676,0.03725032062579481,-0.3815531431931908,0.06413512432557833,0.3447985373988658,-0.2138010158825281,-0.04142044071825213,-0.0008417618468430366,-0.20735654110759805,-0.6967897628221951,-0.27332168767517895,-0.23271948621524652,-0.05324701552811639,-0.4991708175840389,0.6100318656926247,-0.33644174943860794,0.11172487105791573
-0.015574832515921622,-0.13334631970904165,0.4326334973287269,0.16528431558937529,-0.10130639947729447,0.7654324741186955,0.028020041394160478,0.7147846063391416,-0.28521898805885426,0.2506302136609442,-0.16141411629499158,0.17072567924715232,-0.31482943356679305,-0.09300331855319899,-0.11480552555660684,-0.263958189887902,0.1564606713758896,0.3545497133096829,-0.1227871154633291,-0.07528483816923104,0.09714416275435589,-0.3121229310715361,-0.6097690163980731,-0.2395355530660681,-0.2701622795364148,-0.08455526939966174,-0.4868073194081064,0.5644821905435546,-0.4138077072258316,0.1612268199535416
0.2951014274136201,-0.14125921938796104,0.32217520973187597,0.12308323126838716,0.007880693491699287,0.8033771397420766,-0.18734216489296007,0.6802362586897026,-0.30258290582504876,-0.015748904182253498,0.16177336818246024,0.11406094827954538,-0.3660122912444759,-0.24104071773370706,-0.07651777371335822,-0.23612928966687252,0.11042426812993567,0.37539819025170806,0.07893109876380988,-0.10633475950205884,0.1791455811531253,-0.36635339852810644,-0.58197502782263,-0.18800302870363927,-0.2770942194204382,-0.04468844419301865,-0.5062965942341533,0.5404616970996929,-0.4690257980193725,-0.6946533328083783
