,series_max,series_min
X1,4.485011745218417,-2.932323044427783
X2,3.931243790975626,-2.752446790421625
X3,3.662634462547039,-2.2722259867892793
X4,0.49550167764078606,-1.2773594751287631
X5,1.8529236089807863,-1.720138323783391
X6,1.0596960683015058,-1.10081993498705
X7,1.6841144470113094,-1.293790877124937
X8,1.0226037344890107,-0.8226451176425162
X9,0.832576575139777,-0.7849319725905612
X10,0.8849294356105014,-0.7937453711002237
X11,0.8606020671463014,-0.7718692276660494
X12,0.20357623049135096,-0.16167683734627572
X13,0.12441887652006917,-0.1532699511164329
X14,0.23694710819586234,-0.2222970113620107
X15,0.15417923102370845,-0.09719284502158085
X16,0.09062990936712097,-0.10797377009936686
X17,0.042285885784354486,-0.04296625803790736
X18,0.028301386559498615,-0.03151267624176981
X19,0.019334447135307183,-0.022553204406575322
X20,0.01980442533465273,-0.013360571093627776
X21,0.005198366666209192,-0.009168836638160597
X22,0.005019193843775249,-0.00522406606123532
X23,0.003524032581550535,-0.004197909604434105
X24,0.0023513843148784282,-0.0025822542762701088
X25,0.0007177859996155204,-0.0005892723304801291
X26,0.000997662306269645,-0.0008691476646339802
X27,0.00033873915221888453,-0.00016091301836361046
X28,5.885445585606299e-05,-5.0435410872691245e-05
X29,5.092533731179062e-05,-3.4926199158783124e-05
Y,8.814528,0.0366336
