X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,Y
-0.4828406949406484,-0.5588875760780359,-0.2937830034233391,-0.04455798990582216,0.1551629697311636,-0.3479685169871414,0.1816161757578436,0.012099261629780367,-0.17659248703452424,-0.19710996640858025,0.4037509196877538,0.16380698810294714,0.2690043781859055,0.08953690912209655,0.3416192496056889,-0.11034401185494613,-0.03089387388504583,-0.34479915538745454,-0.36612162810344073,0.06374952575329251,0.7290002904649913,-0.3105790079200894,0.1338567791567613,0.5049223722217129,-0.2795928679903802,0.07680880200286277,-0.03731271121197843,0.04928640608097545,-0.7635117968583098,0.32729740959794484,0.12263799871926073,0.13835935555267587,-0.7065110119352261,1.0,0.9391302239745598,-1.0,-0.7741573431260315,1.0,0.3092962866082132,1.0,-0.31098373780167143
-0.3758699611531653,-0.6379044752910992,-0.35701840454731604,-0.20294906050237227,-0.20805203149290352,-0.2580433673653536,-0.28680936892852016,-0.462137185477435,-0.03733124611634486,0.09333188846379503,-0.0906444290643228,-0.019666698525031445,0.06118117545871127,0.15855981630420612,-0.20258449017443303,-0.04923961080046135,0.0034181256499603574,-0.3019003557560729,-0.2338687783421881,0.24442772464626206,0.2102619493320823,-0.2509292247093372,0.1126840876318691,-0.009631360705979697,-0.4699129237118589,0.16316444977339817,0.6728475521924477,-0.533419408346786,-0.0025197633372182615,-0.11513049846841106,-0.37241204937376693,0.015771854364177162,1.0,-0.43275907884805553,-0.3582896026365532,1.0,0.31982837387020946,-0.8388809458125592,-0.17853088416521168,-0.6428494711773569,-0.6393620811945888
-0.3146394503941399,-0.6761673303691939,-0.24452839917558056,-0.11612811344747809,0.23443198351627226,0.04131207574717344,-0.3009534486051071,0.16541342369276313,0.04894234721191992,0.24547539961978893,-0.30675953213126295,-0.15979230935739375,-0.12629339715029597,-0.15993283024612504,-0.18273505472421459,-0.18533565560775278,0.030824334631980976,-0.030209132550047313,-0.35455856221650783,0.06306350146340511,0.15277976144502037,-0.0864182898637047,-0.13129982425070397,0.049449929036833096,-0.17142529669114515,0.06473896202216145,-0.2695549057232408,-0.013054049477669971,0.4277863986767618,0.296906970465475,0.8017381725629611,-0.8682523286758035,-0.895901860452965,-0.8145530557097239,1.0,-0.4628715457252641,0.6918226177651385,-0.6492885394879055,0.6796922187366363,-0.1924647941372596,-0.8337092543364972
-0.3153256630836644,-0.658128263096139,-0.047355057908441966,0.11037645310169353,-0.2882340205662344,0.1658428150039175,0.34346798763590725,0.04955022785174079,0.1519895279495589,0.30786706443538936,0.09310416513032749,0.05926182047271,0.15974430201853385,0.02063556989758175,-0.16599208622667871,-0.2086570820404925,-0.050772882003376485,-0.11998037271419526,-0.0963715306772307,-0.06364130888651909,0.40249448742058735,-0.133114601150635,0.038756541331758765,0.23332935649814623,-0.19636653993507547,-0.4326509689517155,-0.013741433561945238,0.005344354380685701,-1.0,0.3533473708266903,0.3343019992883194,1.0,-0.2515860981813913,-0.33503423021913425,-0.10944848105681737,-0.4889312951019559,-0.7317003014985297,0.03928944403263257,0.4047640697759216,0.25276597778361576,-0.8256065147607211
-0.36986458284803814,-0.5869431247083698,0.07258721549006264,0.20296877203430985,0.26580480185639255,-0.08476901450808028,0.15481973520714187,-0.3260264599764545,-0.22549148721466117,0.5486192323692329,0.05278303238589466,0.06334008497140275,0.08295780916399731,-0.0776788574746694,0.008851751856384427,-0.11341319234474256,-0.008162935808484484,0.05903416810990336,-0.15340757070155786,0.04431697233273435,0.16449226326252542,-0.25363940717721944,-0.2721245104882488,0.34445146702168317,-0.5777741177563793,-0.217574852047966,0.16768699981214463,-0.2985176298857972,-0.07439756610478787,-0.06216847278533422,0.570890421402555,-0.128489872172051,0.4470028061888731,-0.17634082878357504,-1.0,0.07951098942079105,-0.307007103213498,-0.3126472825092086,-0.45781541591910235,-0.07861684280493442,-0.782721283347467
-0.45454473052514577,-0.4722103909804709,0.0929315018667709,0.08558426388981388,-0.22759035729928767,-0.352437216479622,-0.442005994152865,0.0021577422024412485,-0.12292794391035633,0.6532036292839245,0.03359898792406302,0.014169132875532231,0.13109445439414635,-0.06622645842362174,-0.1273527408602121,0.013093712421239356,-0.05436074015347225,-0.12824470560143364,-0.013060021968113178,0.5038200136751778,0.3627305921090813,0.22769541545104022,0.051771815309064495,0.38033185727433017,-0.3362744172176144,0.37070046610686624,-0.09231726403115037,0.3471279917866559,0.7775016428430332,0.028325276896643548,0.3219343334124478,-0.40666690749997325,-0.37307321302782626,-0.42181004816383705,0.5545420351616004,-0.4037104762235957,0.8578511976721825,-0.34190041201063714,-0.022616889293876508,0.20427769268249807,-0.8758435001305331
-0.5582955640318972,-0.33406337302884903,0.055191214480904804,-0.08546441314300246,0.16052427190428253,-0.30969173640605663,-0.07782790922372351,-0.059935571676963506,0.4479729524463054,0.5240310921253994,-0.0231035197896291,-0.019085711866523303,0.11282045790722472,0.019214297881512632,-0.06642767103396985,-0.1570890454094067,0.3342481774712238,-0.1695066641423938,-0.36611227823949755,0.09513933741407143,-0.1614340394208127,0.608349445550437,-0.11152617479710447,-0.08266838447600078,0.04663904132992647,0.41163006394436286,-0.04953814613190177,0.07592618345933744,-0.3626418205349231,0.14996370222188093,-0.2596599323441978,-0.06777059100517102,-0.20198268903235006,-0.3345778596250374,0.14461963594007887,-0.1336767406429724,-0.5696564713904005,-0.5805701925499102,-0.038959048036711574,-0.03109092867330976,-0.911989623750276
-0.6642395916042219,-0.18640405049229447,-0.0006733748518268357,-0.20498600407006218,-0.13517556294662225,-0.127930217358596,0.32398454546415056,-0.04226913026064327,-0.018751159233959314,0.5760405114137976,-0.3098544141237447,-0.09310965250985359,-0.06507424260315797,0.04658404852714404,-0.10019965724990276,-0.4644881682994658,0.37812899453653936,-0.39573014989757704,0.2920880220925248,-0.4988528200626495,-0.11019918952142671,0.005584127077273182,0.14723617040719716,0.35147308509478825,0.001871430135231833,-0.12941654468814323,0.021071896181872107,-0.044520448048046446,-0.1230686871258827,0.07357226940174377,-0.2578468241917592,-0.48947485193066664,-0.07475447494171716,-0.5313420496165551,0.029333553066269724,0.019987838049714934,-0.045050606713914254,-0.2827259117106712,-0.01255565246105328,-0.4986240895296059,-0.8826418962624039
-0.7460973943097412,-0.05488899774291134,-0.07928683210530352,-0.24104098806456897,0.10106072509009967,0.02134307166867888,0.19064958837789625,-0.021684278149318836,-0.27252467365639577,0.4229245674506006,0.1721104158236595,-0.035389274624100575,0.00902677681662789,-0.166410865864404,-0.384549173235613,-0.44150318358926643,-0.3168765218833347,0.40202197837621045,0.17861857800216696,-0.4131706857012054,0.28917167772562213,0.1805975977717107,0.07414616329806711,-0.18990574894781675,-0.5784679124087411,0.027462203556799736,-0.10540993414193622,-0.20031991593558696,-0.10291235809414456,0.025033815034464668,0.04256298950067672,-0.40830253808573136,-0.3716467003857864,-0.33007901723648025,0.43180759162678206,-0.47346858495246635,0.14809926851986854,-0.28754677930357997,0.16291167266253237,-0.7081297874275962,-0.8084524221954195
-0.7714412995675363,0.036428138665956844,-0.16097867472125504,-0.15325539476768368,-0.08315575679844334,0.09106063891218641,-0.23101420071323886,-0.16737032116292638,-0.0628939323037856,0.1046595523444287,0.13501672666967957,0.3153925231853614,0.2571788632758283,-0.2721828878720427,0.0729603606614031,0.14088695802794393,-0.6433221173703745,0.3809614716029259,0.16203378765599608,-0.10158245268151078,-0.0828241166942566,0.10011247787876143,-0.03673935074626189,0.3769728702288717,0.10728258689116621,0.12745090141963877,0.21320607366552413,-0.09088273065066765,-0.1931380631098356,0.19244508873761212,0.21687303865202368,-0.058421059037820355,-0.1036200659408083,-0.5909351530403082,-0.10990843310893594,-0.04177975852946303,0.08550212508906219,-0.5551534190249741,0.08978910236876758,0.04743307645097872,-0.7566344144693585
