X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,Y
-0.06086554266440669,-0.4597132444583033,-0.1620903676779749,-0.005677649343941882,0.25815139713458635,0.02973279204922341,-0.3620686119581785,-0.05873987815090831,0.037939795417514466,0.3453810557185648,-0.063241767923369,-0.2485672326551216,-0.2120135373330424,0.17187457447684373,-0.1854796574567188,-0.20128694030320304,-0.02737490383785024,0.016920143715375424,-0.1311745453153802,-0.24664406108437475,-0.07728760913067267,-0.2051982197467651,-0.045974093132905236,-0.07979351409171254,-0.007290050566855832,-0.10196074322040627,-0.14696158719529961,-0.03442181741931394,-0.3136356267402467,0.1293064649968878,0.32829202531265156,-0.17078651213061946,0.6964490318009615,0.8698430746937336,-1.0,-0.23961689647777507,1.0,-0.27604151778032304,-1.0,0.19849122451548706,0.8091733454069867,0.8564633288842562,0.6169935207658681,-1.0,0.13860335333576135,-0.6002287790994365,-0.030589753961730026,-0.5452935402911319,-0.9289987609856559,-0.7768203372440253
-0.06349845767365958,-0.44248520930155866,-0.03698735717974888,0.07834727188749846,-0.346044039692026,0.059287628312978846,0.15644462248964408,-0.4158662075761371,0.0008660381475205092,0.40351480662568906,-0.12220284564942085,0.013381418075502749,0.08869535817175933,-0.08952076360613248,-0.10644066460377122,-0.12152049838910006,-0.25225779754241384,0.014256581683237624,-0.15333744233194868,-0.03322920771557614,-0.1415299041447734,0.08892315870136702,-0.21031740807044708,-0.0019848367268064937,-0.4066640738861702,0.22583985456655764,-0.3524965311948407,0.23688251942692995,-0.6733971025788454,0.5610608603100313,0.34443638568441437,-0.2327451041726063,0.15029040825752493,-0.629890061206128,0.8973216573584983,0.3489926039185376,-0.8465283093526073,0.5417698098460249,0.007878113959373101,-0.07140102702109674,0.8274962652784208,0.5452138132135667,0.8438255968842572,0.49391783320745075,1.0,1.0,-0.0325853419506652,-0.03500992942269898,-0.40128364772251124,-0.7731167707094525
-0.11893188943038224,-0.378311113334284,0.017853102839934465,0.06999927055700916,0.2961819994844237,-0.136050711654652,0.13373445767540404,-0.036715021358314615,-0.3928662574372742,0.6316103946537628,-0.03720567533594166,0.04317084379322078,-0.1868821510707771,0.05549680065304896,-0.1035330345712725,0.0016787757846870033,-0.09241927176184406,-0.10112310465281793,0.07693630320918654,-0.3599498419803523,-0.2740808624405726,-0.22793119372762816,0.1311290691773137,-0.2238034409521601,-0.49565863373938135,-0.5703292192031753,-0.1118359847385233,-0.2566157882934824,-0.6693035532460743,0.2599297669894973,0.03875048737355313,-0.6235444950122486,-0.21941048455528245,-0.22087290688365446,0.18961725395828233,-0.11699797318859195,-0.16897708615257812,-0.7967922992524997,0.16329848470057562,-0.6305600191386798,0.18502034997865535,0.08451611778039125,-1.0,0.4407829685148217,-1.0,-0.34149040856105695,0.15397382501786394,0.21691018320051092,-0.2313214830946685,-0.7264106816345623
-0.210202986554616,-0.2834934673999584,0.018746733346855615,-0.019119893317294023,-0.33157258111174137,-0.12703876273705872,-0.23202360547625445,0.18308369486852216,-0.02120992536823707,0.7766250503839967,-0.005528088198454628,0.01616312455226465,0.018487782779881057,0.028385730677301657,0.10466425686578029,-0.003398932248003028,-0.11749035825080223,0.03053259856773849,-0.17101471442760874,-0.3401335983084297,-0.04196601642384645,0.40803211492716907,-0.35242554952942473,0.034039493728850845,0.30449306124223696,-0.5485600132852334,0.3883303043442121,0.26041029568564666,-0.42964984041160803,0.34799382873414153,-0.03842535624491872,-0.13411100043737934,-0.20325993158426425,0.039426036216078986,-0.20497739690005357,-0.06890246540451861,0.5002819118813882,-0.6065516547201555,0.002983666584809752,0.9253559189780525,0.1876359511322525,0.774737818008745,0.738657557428918,1.0,-0.38017116587822397,-1.0,0.047074292330602896,0.29276713725609005,0.875585544904496,-0.8554868338209696
-0.3317974469412629,-0.17415384809069978,0.021014568205165896,-0.07551662420414584,0.20875221858760407,-0.1343500958821322,0.10426147516529172,-0.11613296056434319,0.14563671188016958,0.673401045934366,-0.35023672749362156,-0.10235592252337433,-0.052206851104237284,0.14126983017049355,-0.08027117885120616,-0.0785114837571087,0.1069295526898193,0.24311990092167535,0.02110261497888999,-0.21575080808148472,0.2155089353035644,0.07117186162329858,0.6196208931913953,0.08841808081614744,0.43889602116765913,-0.2606410286372277,-0.06151011322914057,0.12526207537488587,-0.3197456373955955,0.006948738363887319,-0.11733732545363706,0.043150993510991054,0.17714306496698873,-0.19382502371470034,0.44729671700628093,0.6266217434124901,-0.2951312791873375,0.5122229504185083,-0.26062995364507946,-0.26705333481052174,0.13423198211597498,0.37771048038917465,0.9130955234784945,0.9089595711401646,0.9024487014771747,0.3732958349579578,0.12928189786795086,0.3529302874888234,-0.3431326488905032,-0.8934689661699773
-0.4677155553082545,-0.053167214110624306,0.01797563131480784,-0.10280727598652606,-0.22074061331438088,-0.04331723183889147,-0.06558544803704858,-0.2061881467640403,-0.2962705737285072,0.6549961837889942,-0.12715533047926952,-0.26692350599637804,-0.05102389074139313,0.0446229549570778,-0.26740988039240343,-0.2914808143721226,-0.057076308135612264,0.2030514150380005,0.202988200928913,0.2574184705374716,0.3735311261157599,-0.12898151457888074,-0.3136031416690437,0.04704773564996323,-0.17470504483019622,-0.46350632438094264,-0.015364536260146666,-0.010479453824840168,-0.4267637201828657,0.2618514299668291,0.12984800622053516,0.36164621940791,-0.4422674549530814,0.01505017322637947,0.10669690822311728,-0.17595283401252904,0.2857760186752114,-0.1089941127986116,-0.023004688581246935,-1.0,-0.43689984637842516,-0.3812453068124598,-0.9174358189954137,0.10715847060417083,-0.6997516653275456,-0.376446295351999,1.0,1.0,0.84179226692161,-0.8967198745725466
-0.5831314735864912,0.06899564473877184,-0.03118702869458423,-0.1344172118948903,0.12133064254325232,-0.037625408404148075,0.04621811003216347,-0.13195961393538425,-0.04629925849462002,0.5462834833901724,0.16946806994939467,0.06910001978062152,-0.07397838267227752,-0.08874602881523752,-0.28504078281081136,-0.24079650109148776,-0.2909668460991518,-0.36382005812830165,0.2457984971731102,0.31050591830669005,-0.07916579629816956,0.08736270248656708,0.3259600890578278,-0.3242385281527591,-0.12268594934637755,-0.42800561678309423,-0.26220012624407385,0.1902038763321543,-0.5351529752431017,-0.01373692073776911,-0.27809527352791374,-0.13872902668535192,0.11154080349985906,0.16345378139850286,0.026055973716829106,0.1582029965406051,0.11254343586466642,1.0,0.6830323756061765,0.8234445229171239,0.48088248859035065,-0.2004380988670157,0.4142039027481781,0.3541011121218891,-0.3914857070483675,-0.6290403713523598,-1.0,-1.0,0.1558429944437587,-0.7943917029136095
-0.6364662607024357,0.16547882036185002,-0.12122974382660312,-0.1453220413400056,-0.1005102991740412,0.06168337158053161,-0.03388822537364422,-0.019152197462092402,-0.19951172621127178,0.2244299128215257,-0.22094287194338802,0.16536348870282236,-0.03556305137892912,-0.11911445979703028,0.04747508129592881,0.3049278495000878,-0.38986139989385427,-0.5205397568848538,0.2826135911900449,-0.062384542657636266,0.23565538171352762,-0.06914617907985032,-0.13243471987153088,0.09321074370153037,0.032981974512095835,-0.3522797726467297,0.06362326888841108,0.2757388528923612,-0.3610931899652444,0.5558359461428324,0.22808078719586655,-0.034844149609955966,0.07498018480650259,-0.030228065129791815,0.18845701410712867,0.18911607805551744,-0.013627881480255732,-0.3360722627195901,-0.5172234977664295,-0.7107870328222077,-0.6952190248710814,-0.3711345037237229,1.0,0.04457736820043179,0.5779121056998373,0.25696437382007487,0.1141169701537561,-0.1965188632531104,0.08562023144475228,-0.6649589109868359
-0.597834525339755,0.21847730464789605,-0.19789374479044963,-0.02834139505415345,0.01577229803304281,0.1362965259040807,0.04988708836448241,0.18063022540123508,-0.010170616724092363,-0.019087775140727903,-0.048196534995532114,-0.13687488980413653,-0.1034709880758754,0.3835658566185516,0.2641765339928288,0.5586243247939155,-0.0542027129885686,-0.03547779437194831,0.25161556356023684,0.07535150087664255,-0.033395351598090484,-0.01548638039345629,0.22167061022758627,-0.025558977984097342,0.11310102070354278,-0.2400092207896085,0.26457612751710147,-0.1391778413720418,-0.5509344615456856,0.2294812069211425,0.3821532976408184,-0.20631973574106743,-0.12381336312594349,0.2964908464244911,0.21908130743212428,0.19990231447277407,-0.41846032583437487,0.24853122698372965,0.300121130667522,-0.028686672020757142,0.5963551931888891,0.24361832221339053,-0.36916022147561733,0.944799446754701,-0.04789336833086044,-0.42761158995800097,0.24250689245953283,-0.1769065580355874,-0.7792083680347168,-0.6706514299196054
-0.4559723498979644,0.212379119323457,-0.21050518458613066,0.21006929497971916,0.003737521680105216,0.10499983475319619,-0.09382485044190814,0.08226034355178746,-0.08336034757154309,-0.35333788994020543,-0.13374090954880824,-0.22064248865603142,0.10017908759467775,0.7397633718827821,0.19941623392150443,-0.1354099602382124,-0.06424350300751569,0.08424563061146761,-0.026019429676219508,-0.0188699882736022,0.2503078209176359,0.1272447862780195,-0.11815616624837655,-0.2739653206074425,0.03994052285204752,-0.0358572538152101,0.16442894835495103,-0.11511226035690325,-0.6545122426718153,0.4527960351150242,-0.0848499815167203,-0.29402430383994316,-0.09383239078661065,0.3241692247494108,0.1932614609064227,0.19573796971543356,-0.02513615859819507,-0.05501956019566279,-0.09544862348126548,-0.14916345908171857,-0.34991172935939396,0.08885062740296523,0.3741308494918332,0.4667166758845329,-0.2764648003969895,-0.18378787934867657,-0.027647592851037683,-0.13354380312437952,-0.01756961823390213,-0.6484986152776235
