p,q,nse_train,nrmse_train,ppts_train,nse_dev,nrmse_dev,ppts_dev,nse_test,nrmse_test,ppts_test
17,16,0.493042717203436,0.790280201244057,45.6814345400814,0.425741869970677,0.872552246160055,43.4709751140263,0.352935922701798,0.814128980893108,51.6246736695379
