p,q,nse_train,nrmse_train,ppts_train,nse_dev,nrmse_dev,ppts_dev,nse_test,nrmse_test,ppts_test
9,19,0.447120583395895,0.834596646363545,49.0052867802639,0.526285415031202,0.983695263921954,49.7865394779213,0.34780174170601,0.866492286899853,49.5767294522973
