1,1,1,1,1,1,1,1,1,1,1,1
0.99665,0.87993,0.85293,0.55621,0.46901,0.13303,-0.020454,-0.48163,-0.97348,-0.896,-0.60536,-0.54407
-0.95571,-0.98639,-0.98332,-0.97092,-0.97486,-0.95284,-0.95728,-0.71748,-0.94139,-0.95793,-0.93819,-0.96166
0.401,0.91503,0.52227,0.66252,0.32217,0.1002,-0.33212,-0.79233,-0.92441,-0.65854,-0.63545,-0.54752
0.09644,-0.86914,-0.30969,-0.80984,-0.72964,-0.26356,-0.52295,-0.56402,-0.7063,-0.65894,-0.8608,-0.92049
-0.0021365,0.34409,-0.3765,0.29204,-0.46609,-0.15467,-0.65975,-0.34365,-0.52101,-0.78055,-0.66813,-0.45188
0.10276,0.19293,-0.2225,0.28538,-0.12608,0.32434,-0.21694,-0.0028736,-0.669,-0.78817,-0.609,-0.70417
0.097334,-0.20249,-0.22591,-0.15731,-0.26544,0.20943,-0.12549,0.24166,-0.18023,-0.47591,-0.28417,0.10069
0.086462,-0.22891,-0.18999,0.0044485,-0.36031,-0.22005,-0.31886,0.47653,0.408,-0.611,0.27906,-0.3303
0.091687,-0.13289,-0.075617,0.21185,-0.32794,0.050284,-0.14216,-0.34711,0.014258,-0.2082,0.11488,-0.15751
0.12751,-0.15497,0.052832,-0.056961,-0.2223,0.016724,-0.34963,0.074693,0.041378,0.060038,0.099663,-0.32084
0.14984,-0.11231,0.067393,-0.13236,-0.08443,-0.12076,-0.12045,-0.14764,-0.17837,0.12674,-0.19192,-0.12583
-0.014733,-0.0037915,-0.12473,-0.18473,-0.13527,0.10868,-0.24101,0.044517,-0.085946,-0.3462,0.15089,-0.099128
-0.089945,0.10724,-0.15688,-0.26369,0.041605,-0.242,0.34457,-0.11631,0.095288,0.072539,-0.094537,-0.086824
-0.57135,0.11295,-0.4529,0.016188,-0.21361,0.081792,-0.21344,-0.11451,0.1804,-0.039751,0.14905,0.03567
0.34748,-0.097677,0.37631,-0.31683,0.3845,-0.6348,0.054641,-0.26392,-0.22905,0.12626,-0.26678,0.14388
-0.047706,-0.14881,-0.32443,0.1658,-0.39136,0.10759,-0.11791,-0.010305,-0.068448,0.19605,0.10083,0.0092271
0.10002,-0.13743,-0.14473,-0.48146,-0.034998,-0.10061,-0.32792,-0.088147,0.090308,-0.020051,-0.20258,-0.22669
0.1136,0.12175,-0.12881,0.39428,0.013282,-0.063818,-0.085951,-0.3594,-0.062403,0.010261,-0.28027,-0.36764
0.056326,0.0088672,-0.18478,0.1078,-0.25382,0.19027,-0.043781,0.078998,0.084524,0.13646,-0.32655,-0.012156
0.066769,-0.10993,-0.11535,-0.18034,-0.27118,0.15398,-0.26475,-0.087405,-0.062135,-0.31103,-0.14544,-0.14128
