,Trend,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8,Periodic9,Periodic10,Noise,ORIG
0,2.9001014088008654,-0.28340900418957726,-1.1244344300188966,0.18937882395049385,0.6612513728312143,-0.5752010110461104,-0.7089075131771959,0.5860969074082445,0.02514853301286996,-0.09825489104438775,0.0242678074135446,0.16565799605894752,1.761696
1,2.917707724310109,-0.307331514112746,-1.1485608301105246,-0.047554688321651606,0.27485629953576374,0.4632183235421521,0.015498743249018565,-0.5961306325997898,-0.12651698151770777,0.18407391396840017,0.18016936065619224,-0.03477371859918009,1.774656
2,2.921444271229227,-0.1851004835651285,-0.9287267832823275,-0.261091957958407,-0.2802668217570912,0.4484254764713436,0.6026222004969256,0.15789861751948006,0.27467504242981594,-0.20470096365777415,-0.3963931891937919,-0.23848140873225243,1.910304
3,2.9380370213096065,0.04988444022714923,-0.46491451348596424,-0.2825171469196047,-0.4511187457392253,-0.3238072222513642,0.015374697367535523,0.23510997475531603,-0.4280670293330914,0.1157427725888222,0.3722379440674479,0.33565380741338036,2.111616
4,2.9835917865676844,0.31667200869910184,0.13602724373854405,-0.11699193746379541,-0.08961466088695963,-0.5772671392312996,-0.5256568703463825,-0.16749158856721716,0.545595359037484,0.05282653033735148,-0.04370833449935304,-0.1111983973851435,2.402784
5,3.0385949575057367,0.5193207964190171,0.6682968666052922,0.07568778597322674,0.3324075592331595,0.08721448024086909,-0.06592363680791652,-0.23970330248216545,-0.6125200463555476,-0.20730642046650605,-0.34741167625388786,-0.25057736361126637,2.99808
6,3.0943905165664676,0.5815426713350468,0.968607202232052,0.13560712115972645,0.3473700329703681,0.5831141886931114,0.548374466924659,0.39421125263134854,0.630664935228628,0.27156780345755194,0.45523788890100336,0.3891199199000444,8.399808
7,3.1158437714232754,0.46856247397360384,0.9124221119108165,0.013090934174893376,-0.055883510856410815,-0.038582416701408384,0.003604526583519327,-0.16661518077662538,-0.6022585091946715,-0.24520441319337066,-0.1938771756915444,-0.15772661165206772,3.053376
8,3.2227389088513405,0.1884586758667548,0.7444480191916532,-0.2049224498753486,-0.2134860449506762,-0.7040450800893532,-0.3358403919970128,-0.1914611553378294,0.5273031204308698,0.18847705689175306,-0.17623633417386028,-0.1778183248082809,2.867616
9,3.3999610880913096,-0.22630376791003223,0.48479861513056505,-0.4122716260755922,-0.05964022917725924,-0.3569715457826817,-0.09817612789366353,0.1546526755178856,-0.41854674642283607,-0.14758943202015676,0.31673176578267803,0.2776273307597969,2.914272
10,3.5964783235723057,-0.7091472200786808,0.09180358014515365,-0.454750939751885,0.03223678504755458,0.4837526167404249,0.22654473376356454,0.13243482000723597,0.29885723815146403,0.10846446702249762,-0.1836044074284534,-0.12041399719117636,3.502656
11,3.7627183657939725,-1.151294449906603,-0.4379167239970518,-0.2143019672481293,-0.12136013480309032,0.5258244921592511,0.08307863572244224,-0.24893411859959402,-0.18754141699390614,-0.03839100779098918,-0.013408574575271073,-0.08186509976102786,1.876608
12,3.9951859032515666,-1.5368083939112382,-0.9443927682262666,0.25244128267607957,-0.2436719973147878,-0.3464337881742374,-0.08098936584477238,0.021612426869688617,0.10147103873941819,-0.05436605065923808,0.09267065836412798,0.1414058542296543,1.3981248
13,4.235757403129916,-1.629703956756594,-1.320461272650656,0.6417290852281676,0.07404340539830905,-0.7017042789491953,-0.13483528955586213,0.22102265652284137,-0.022604344540998023,0.12633403697187226,-0.07178602887287945,-0.06062021592492448,1.3571712
14,4.485180758652519,-1.343814879959379,-1.39880994094516,0.5730114745912136,0.5745293254692875,0.06866363098616247,-0.07243257625015358,-0.1193636954361156,-0.039319879506003415,-0.13876965112579306,0.05441025800352212,0.0029743755199010033,2.6462592
15,4.7292406834839165,-0.6828565953207946,-1.1020894090410274,-0.04553191028695333,0.4992962237074378,0.766447143797358,0.19889272098598323,-0.19677210823842436,0.08669009266682752,0.1150835387995403,-0.06772143002569812,-0.02387895052816821,4.2768
16,4.9456336147074715,0.24933195543763773,-0.46541780907515556,-0.7637754805376353,-0.34309801129561346,0.26414846579365897,0.1922780675882204,0.3013608930626153,-0.12888277827441505,-0.116041595925465,0.04282653852188026,0.026724139996794977,4.205088
17,5.132284539373217,1.267342913816554,0.40942147563460524,-0.8587222292568691,-1.0373588168277272,-0.6256742611203534,-0.22024209194146474,-0.007997113822269605,0.16797735243356926,0.1590718835397964,0.04750368862844486,0.05055265954249875,4.48416
18,5.287529269760526,2.1408157214896657,1.3179949291339217,-0.047392049197398665,-0.6116065356936812,-0.42734969980955745,-0.399477020568779,-0.2411982215146863,-0.19398410133467725,-0.19607000826716614,-0.10843094636630106,-0.11945533763185777,6.401376
19,5.449740655459128,2.6405610234840426,2.0559617923389903,1.0470400409579181,0.7236059921966493,0.46986218425593046,0.36678923314046347,0.09942635520032406,0.19841332445420867,0.18451848674369695,0.059815946710931635,0.06948096505772693,13.365216
20,5.4869116851581685,2.6064345719842614,2.1401404521626866,1.4068892697518536,1.322194710098114,0.7305966904210028,0.374371517457554,0.26095981835750615,-0.18547346181701585,-0.1504543184704302,0.043275383208434215,0.03871368168787321,14.07456
21,5.478306053158508,1.999656696445524,1.657501235185915,0.5188734430837689,0.5921052030402604,-0.22177006850597217,-0.14553533607244915,-0.35296185410697706,0.16615095248348663,0.1590578390092325,-0.07690567657518628,-0.025102487146105256,9.749376
22,5.431006289354015,0.9360663901228984,0.745023622141752,-0.8823666432359184,-0.7823832207284339,-0.6327436404877104,-0.5252723127423277,0.206139087919797,-0.14237442617912927,-0.23599128368152641,0.04354836216408026,-0.09121222464749468,4.06944
23,5.374041027519982,-0.3385052154112547,-0.33295112563214707,-1.4466632302069578,-1.4140070806020058,0.18226366959056972,0.06769687480128422,0.04214219981221959,0.10404105886071817,0.3374617217821114,-0.05582366997859852,0.08370856946408013,2.6034048
24,5.3082008368932865,-1.5200367682474083,-1.3394745803198003,-0.5722150308685707,-0.6868868712409227,0.6479780818244611,0.520964140351823,-0.17133875142026425,-0.035271546821511096,-0.3844026550177591,0.16872575996818462,0.15023098489848244,2.0864736
25,5.235832025671805,-2.325930971836769,-2.0439067026427424,0.9384695359776133,0.7349353809735177,-0.10287179933882883,0.05721777833735899,0.08238287464970019,-0.07412080320587165,0.325518285098007,-0.2362807107529519,-0.3800960929308417,2.2111488
26,5.153846533459373,-2.562317308355684,-2.2840030603259334,1.610005459237472,1.4901326201197251,-0.6619501332900692,-0.565040863215794,0.13586558480499702,0.220895243648492,-0.17436402427308714,0.047194831883153675,0.2386727163073533,2.6489376000000004
