ORIG,Trend,Periodic1,Periodic2,Periodic3,Periodic4,Periodic5,Periodic6,Periodic7,Periodic8,Periodic9,Periodic10,Noise,UP,LOW
1,1,1,1,1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.528317009880793,0.996648839679313,0.879933332195779,0.852926530940484,0.556207681850784,0.469006309385577,0.133034592606312,-0.0204544325510704,-0.481627059629091,-0.973479665195696,-0.896000970549231,-0.605358929226311,-0.544066356785632,0.0851256530758749,-0.0851256530758749
0.000522634233800275,-0.955712159704578,-0.986393740799674,-0.983320122065252,-0.970916353029463,-0.974855834736584,-0.952837356012921,-0.957278921347528,-0.717482813203957,-0.941391726886799,-0.957927847929306,-0.938185290045542,-0.96165570036104,0.0851256530758749,-0.0851256530758749
-0.117738102295445,0.40099754479838,0.915034899976593,0.522274319558495,0.662518936464271,0.322174035916389,0.100203758797189,-0.332119250041504,-0.792333129716968,-0.924410291821917,-0.658536531216624,-0.635448361585508,-0.547517626083686,0.0851256530758749,-0.0851256530758749
-0.00806302788797879,0.0964399581065515,-0.869135631738955,-0.309693868685302,-0.80983912024621,-0.729639795100018,-0.263555859310363,-0.522951805264814,-0.564021844078042,-0.706302406853475,-0.658940241411257,-0.860797413651852,-0.920491937632205,0.0851256530758749,-0.0851256530758749
-0.0324876081242284,-0.00213651110801965,0.344094744611349,-0.376504745522078,0.29203657912058,-0.466094511511557,-0.15467400481801,-0.659751856326135,-0.343654503977094,-0.521007676667072,-0.780551558034857,-0.668132466791305,-0.451875980123719,0.0851256530758749,-0.0851256530758749
-0.0585246722576447,0.102763855749346,0.192929763104958,-0.222499858285587,0.285379845276883,-0.126084330681593,0.324344927792057,-0.21693580673522,-0.00287363437801275,-0.668999360584047,-0.788165999706688,-0.60899845037963,-0.704173861675425,0.0851256530758749,-0.0851256530758749
0.00583379580068592,0.0973341418996001,-0.202491842801224,-0.225914999813145,-0.157309687718641,-0.265439376523518,0.20943159592344,-0.125491898771852,0.241660028570615,-0.180232864927563,-0.475913993670548,-0.284168763107929,0.100686724174428,0.0851256530758749,-0.0851256530758749
0.0277722283871577,0.086461840234846,-0.228909332544166,-0.189991548873062,0.00444845523372425,-0.360311245242935,-0.220054086490246,-0.318861594318775,0.476534395015393,0.407998297540053,-0.610999554221576,0.279055742682982,-0.330297517866023,0.0851256530758749,-0.0851256530758749
0.088491391969515,0.0916869594350729,-0.132893394611249,-0.0756173294864958,0.211853572867783,-0.327939072806775,0.0502842383714036,-0.142162840324461,-0.347114935323482,0.014258480568152,-0.208195897155441,0.11487953982923,-0.157512420458463,0.0851256530758749,-0.0851256530758749
0.151640073274654,0.127511007600825,-0.154969685683974,0.0528318171833495,-0.0569608227568836,-0.222296357906064,0.0167238941734161,-0.349625722786896,0.0746932007463404,0.0413781645878128,0.0600377277592121,0.0996627286477833,-0.320840210696648,0.0851256530758749,-0.0851256530758749
0.163509528718556,0.149838469797067,-0.112314970784676,0.067392968820985,-0.132358459797128,-0.0844296964650222,-0.120759829054578,-0.120447250050191,-0.147639562932052,-0.178365743942867,0.126741174300871,-0.1919206521634,-0.125827434221222,0.0851256530758749,-0.0851256530758749
0.224355073055464,-0.014732795446621,-0.00379150539887603,-0.12472946940206,-0.184732582913315,-0.135274613471031,0.108683675740649,-0.241007335029855,0.0445170049359864,-0.0859457530555937,-0.346195436736538,0.150893100151002,-0.0991275377218905,0.0851256530758749,-0.0851256530758749
-0.0399563263418226,-0.0899448920807065,0.107236910757447,-0.156875607070633,-0.263688795279839,0.04160518276994,-0.241996890971718,0.344566326489569,-0.116306786523522,0.0952878230645472,0.0725384453159583,-0.0945370782314322,-0.0868240609586658,0.0851256530758749,-0.0851256530758749
-0.0339494954763355,-0.571353397790846,0.112951944523023,-0.452901505705546,0.0161877654158972,-0.213611776916875,0.0817921305421082,-0.213438401221752,-0.114509043370292,0.180402623374567,-0.0397513801116984,0.149052742557028,0.0356703140020569,0.0851256530758749,-0.0851256530758749
-0.0740838567571464,0.347476822691025,-0.0976773341845535,0.376305350582595,-0.316834038272879,0.384496712308121,-0.634797597610908,0.0546414723697543,-0.263918857639939,-0.229046793524783,0.126263071208832,-0.266782930079487,0.143877522782915,0.0851256530758749,-0.0851256530758749
-0.0214882950612804,-0.0477064789731207,-0.148806253313322,-0.324429838820853,0.165795472185673,-0.391358267489597,0.107590161811819,-0.117912309380175,-0.0103048944277551,-0.0684480513033366,0.196052654824591,0.100826317584389,0.00922707704092619,0.0851256530758749,-0.0851256530758749
-0.0372948925675627,0.100021695118218,-0.137426171812766,-0.144734213564666,-0.481462867724165,-0.0349977573043221,-0.100614063846933,-0.327916013258568,-0.0881471968210976,0.0903075964613848,-0.0200505966869393,-0.202577677907288,-0.226693178524946,0.0851256530758749,-0.0851256530758749
-0.0618690515619634,0.113602976821758,0.121753229761909,-0.128810262163788,0.394283604558254,0.0132818184956046,-0.063817962288981,-0.085951224805377,-0.359403989069174,-0.0624030364244033,0.0102612806814942,-0.280274483656474,-0.367642292743388,0.0851256530758749,-0.0851256530758749
-0.00455674093063869,0.0563259649161813,0.008867146237313,-0.184783155256378,0.107803898569495,-0.25382421783161,0.190268891883246,-0.0437808831793336,0.0789979766079641,0.0845244639200759,0.136463974108496,-0.326554492204685,-0.0121564338469223,0.0851256530758749,-0.0851256530758749
-0.0300895357040043,0.0667690822916113,-0.109927154485794,-0.115351680407854,-0.180340825865794,-0.271183056011232,0.153980393532393,-0.264749542143702,-0.087405281091921,-0.0621345978776107,-0.311034067427714,-0.14544396996516,-0.141276800841648,0.0851256530758749,-0.0851256530758749
