ORIG,D1,D2,A2,UP,LOW
1,1,1,1,0.0851256530758749,-0.0851256530758749
0.528317009880793,-0.570751619857092,0.437918618170947,0.910105951616769,0.0851256530758749,-0.0851256530758749
0.000522634233800275,-0.594763780347468,-0.865000031493194,-0.929565423898891,0.0851256530758749,-0.0851256530758749
-0.117738102295445,-0.623359101607286,0.1962554872819,0.87306820393416,0.0851256530758749,-0.0851256530758749
-0.00806302788797879,-0.598889075929635,-0.746603010290795,-0.53453483861856,0.0851256530758749,-0.0851256530758749
-0.0324876081242284,-0.543188122899313,0.204854783673104,0.317148590108357,0.0851256530758749,-0.0851256530758749
-0.0585246722576447,-0.492978446307139,-0.652052579599364,0.0406768764715047,0.0851256530758749,-0.0851256530758749
0.00583379580068592,-0.414134073383725,0.168893766886703,0.616329389585898,0.0851256530758749,-0.0851256530758749
0.0277722283871576,-0.41893033222704,-0.683742656215909,-0.74061495056139,0.0851256530758749,-0.0851256530758749
0.088491391969515,-0.508369457245725,0.176235114397296,0.363917627624183,0.0851256530758749,-0.0851256530758749
0.151640073274654,-0.372574705488377,-0.637300646115734,0.121086679410067,0.0851256530758749,-0.0851256530758749
0.163509528718556,-0.439227693881159,0.236864988437788,0.0986475764256028,0.0851256530758749,-0.0851256530758749
0.224355073055464,-0.367146555062797,-0.559228130902449,-0.707179291366794,0.0851256530758749,-0.0851256530758749
-0.0399563263418227,-0.380638444472435,0.137965769582286,0.582860957319074,0.0851256530758749,-0.0851256530758749
-0.0339494954763355,-0.354472618699965,-0.564628092893647,0.272896093065599,0.0851256530758749,-0.0851256530758749
-0.0740838567571464,-0.319917632972232,0.101414683631324,0.000605125962051346,0.0851256530758749,-0.0851256530758749
-0.0214882950612804,-0.326688954365986,-0.557791997267937,-0.515636567541758,0.0851256530758749,-0.0851256530758749
-0.0372948925675627,-0.276324336806748,0.086138572678115,0.550742519487074,0.0851256530758749,-0.0851256530758749
-0.0618690515619634,-0.313662837990776,-0.538934650130127,0.073115495533946,0.0851256530758749,-0.0851256530758749
-0.00455674093063865,-0.325459169159016,0.185863378740869,-0.0691029042203203,0.0851256530758749,-0.0851256530758749
-0.0300895357040043,-0.234493353403069,-0.551555199826724,-0.511803312572519,0.0851256530758749,-0.0851256530758749
