IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,ORIG
3.21175723086389,-1.66246562408691,0.0653423441852877,0.210177280431506,-0.734740902502895,0.00309454560571426,0.184250659562767,-0.0996375258554552,0.00787072154306783,1.761696
3.20490825489351,-1.38353184191418,-0.00886949889769874,0.0533750448150966,0.567539341690732,0.0180043676908517,-0.290873857344172,0.256636907183869,-0.160378126283727,1.774656
3.2053473832748,-0.827713038358507,-0.0599373931886857,-0.115186771572634,0.914652057409779,0.0171497498510705,-0.0141416423163284,-0.325770473386467,0.297601998513987,1.910304
3.22961254689157,-0.0470319295807731,-0.0162865152004138,-0.187853856841096,-0.35658148754378,-0.0613977532551686,0.328666761336798,0.24732918679733,-0.43687190435383,2.111616
3.26474401528782,0.795552216865308,0.0481410110794569,-0.203317669345677,-1.12900762751167,-0.106742522771037,-0.294413633668103,-0.0761569527186882,0.547364775270276,2.402784
3.31353304691078,1.52201952003129,0.0525088082621145,-0.120751989494186,0.0444461250135409,0.119425159331323,-0.0993736617169694,-0.127703833494067,-0.625982561707665,2.99808
3.37729905842102,1.95361543083541,-0.0429329077043049,0.0930893444428568,1.23545231368124,0.157417449833642,0.412068864029331,0.264570770704369,0.64669227600207,8.399808
3.44452665596154,1.94069793266946,-0.208841184854402,0.299767579641711,0.292933028285234,-0.229398525302685,-0.302448150405485,-0.290152941610107,-0.61062867864256,3.053376
3.53202255322521,1.47028809099945,-0.285751897818543,0.320338171875717,-1.21690894887687,-0.152701015982535,-0.122122546439435,0.202708868390789,0.518859061414764,2.867616
3.64884171781735,0.615830869905631,-0.176198853406415,0.0107841725923169,-0.692702047161606,0.290700597717494,0.372382726559819,-0.0885976478951127,-0.417711433635444,2.914272
3.77729119603563,-0.499815054866213,0.0354069900316151,-0.510207296847187,0.977345109586787,0.0395487645984727,-0.277432248700184,-0.0431042941781185,0.290258457840148,3.502656
3.9155543640682,-1.64486378647699,0.215667315996918,-0.706752276428971,1.00454490242276,-0.339546323156904,-0.037675272454594,0.151601447560209,-0.149208662911687,1.876608
4.05961714187377,-2.54251469896587,0.246765459378085,-0.19172384982373,-0.654293691743509,0.0682453958722944,0.263527996914699,-0.223224315711786,-0.00788639344447375,1.3981248
4.20172658967846,-2.93850253429814,0.100896735335385,0.694415802871447,-1.2266921897392,0.351035193840976,-0.245019214652678,0.240063751823914,0.171588046025902,1.3571712
4.33929924660983,-2.65648990517183,-0.118584025792731,1.07211779737997,0.270790029343749,-0.166187761770616,0.0655849179148845,-0.188175810476195,-0.324806138910822,2.6462592
4.47523866989467,-1.66231623080798,-0.24449438399497,0.398949824931345,1.34783664178038,-0.323308042377393,0.130505583834683,0.0886244660939288,0.463536143784076,4.2768
4.61132982306362,-0.114871424989892,-0.178995777042271,-0.840440772111714,0.159042174358283,0.257875355229088,-0.230669518233018,0.0249851510741054,-0.584489840791733,4.205088
4.73378154073255,1.62994778773708,0.0178484222099783,-1.44762455322047,-1.35084826188708,0.260935639527891,0.175480272087114,-0.119618037861095,0.686577418246171,4.48416
4.85271564458988,3.15597731048342,0.237320764947612,-0.599450918397042,-0.554513285097312,-0.286903691948907,0.0573198613694547,0.203671262655586,-0.744641310326602,6.401376
4.9689762774615,4.03372712243368,0.324323048577252,1.04766411698021,1.22316745364629,-0.208868048780991,-0.31923307911144,-0.286325254171273,0.735502963769979,13.365216
5.04936038963348,3.90999829945205,0.150044716529781,1.79059452242525,0.882838620085874,0.272261580267662,0.329345874423366,0.359987441418219,-0.637004964722578,14.07456
5.09309556719966,2.73856341665709,-0.151794476884033,0.774913947535807,-0.904607467786742,0.273032422227865,0.113365715964008,-0.314743695372243,0.504659306295376,9.749376
5.1015362883428,0.78118523868097,-0.309350915737379,-1.06351202717793,-1.01121644318308,-0.179990325778882,-0.526712522316267,0.182100305307181,-0.305231563336053,4.06944
5.0866708472207,-1.44195182461705,-0.115118045139824,-1.85195784240841,0.676122110600504,-0.272637040094946,0.477718835865926,0.0732079234761806,0.0887184794650177,2.6034048
5.06959768650883,-3.3000912991405,0.379376768739195,-0.708299192291479,1.15242965501851,0.155024510342387,0.135159024650402,-0.374075114017143,0.145452888440475,2.0864736
5.06347856631792,-4.26913564549388,0.811128427580636,1.21874308063777,-0.442081052122856,0.266093299604461,-0.781040649394062,0.60588635497046,-0.40197941809821,2.2111488
5.05419129334758,-4.10873747248445,0.720839572270346,1.86471303099792,-1.31678427043924,-0.189766530700411,0.683015142539644,-0.700875460638564,0.656645597064374,2.6489376
5.04691879488923,-2.85322907992264,0.00287489127976568,0.533513400120434,0.170669921770051,-0.236246095261401,0.239213492571988,0.624503053831252,-0.885129074822657,2.428704
5.04367790852477,-0.829312896446588,-0.975616126969094,-1.37781049823554,1.44194637958612,0.225990355861255,-1.09801241830201,-0.375761832175436,1.07126124962518,1.727568
5.06888453373307,1.45497765991278,-1.53787919386954,-1.82414593867454,0.174549477565689,0.209854124720973,0.897709041355727,-0.0102001219259552,-1.21471898429846,1.5552
5.12126519901008,3.36109244074996,-1.23359516721877,-0.390955403021532,-1.58108740645094,-0.354604319689582,0.241932972404417,0.374583311202753,1.25341682401745,6.374592
5.18958401379155,4.31638344674298,-0.14539511596682,1.34062623080733,-0.69626799773551,-0.236855097897585,-1.31080994558297,-0.647960152338665,-1.1991469527841,5.410368
5.26940481885941,4.01055548754616,1.1414208392036,1.55968993435956,1.51113279105428,0.451547319583339,1.15065367830152,0.729655509089284,1.02153586371868,19.0512
5.31809942976364,2.44589919621386,1.80993592339218,0.0806607192925035,1.17955781292841,0.186201809927881,0.203303467256037,-0.600090387695567,-0.713524416922259,10.740384
5.34625922904407,0.0999128029932972,1.48368517677007,-1.32310964837973,-1.15441583882927,-0.409036556184687,-1.35830227184958,0.392631384806479,0.348071304555049,3.1104
5.38007576013911,-2.27217685487741,0.378630734597721,-1.0532651763277,-1.48581130339696,-0.0766298553078605,1.19063298697676,-0.177639628204245,0.0503749676219212,2.0436192
5.40920747131971,-3.96018782755723,-0.937772434394152,0.40243718813728,0.660512945377624,0.290873164570619,0.0944555172233689,-0.0199252857490527,-0.467967262841355,1.8252
5.43600863163401,-4.44267588279366,-1.76561857439239,1.25098814144524,1.64221515661884,0.0110622715568604,-1.23780143441511,0.198472518169318,0.889081694184207,1.521072
