ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,UP,LOW
1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.528317009880793,1.00025328927916,0.866761294383301,0.722787722937203,0.494504924970673,0.085550145625459,-0.370873128562916,-0.695510360130079,-0.880807010625249,0.0851256530758749,-0.0851256530758749
0.000522634233800275,-0.980401008424371,-0.997699599808287,-0.991616974877501,-0.993961967770855,-0.986995610491406,-0.985084189080528,-0.98526235314447,-0.991295184078876,0.0851256530758749,-0.0851256530758749
-0.117738102295445,0.582021413165312,0.814250392608364,0.645801716012537,0.443207656450559,0.0929967716659049,-0.284777484583829,-0.529704021369514,-0.689310535655673,0.0851256530758749,-0.0851256530758749
-0.00806302788797879,0.172053570979087,-0.497597381203263,-0.692861240137457,-0.866139862442599,-0.891295566257038,-0.799028059914337,-0.572411745539798,-0.0665435696819092,0.0851256530758749,-0.0851256530758749
-0.0324876081242284,0.100346528512949,-0.151778273628688,-0.0956997148291641,-0.0143008651750776,0.128174518235111,0.24723970889936,0.32610226731506,0.158975915546004,0.0851256530758749,-0.0851256530758749
-0.0585246722576447,0.372255355782495,-0.038496737053945,0.0213287884858437,0.0140812507720833,-0.0471586577458449,-0.0388224411472933,-0.0344316763445658,0.0278811317415817,0.0851256530758749,-0.0851256530758749
0.00583379580068592,-0.115742960378984,-0.331202619518565,-0.191623347434626,-0.129383994193819,-0.00878920949352195,0.178608793144202,0.179849273107439,0.281109281831408,0.0851256530758749,-0.0851256530758749
0.0277722283871576,0.0866086988717735,0.0951382109884421,0.224578734538033,0.247335931251325,0.367660158944199,0.21697215350976,0.211395986308181,0.00638098010735112,0.0851256530758749,-0.0851256530758749
0.088491391969515,-0.173268024423244,-0.140122112343806,-0.082799381656337,-0.0605944985013742,-0.0180993136182481,-0.112077261290917,-0.0795417278630434,0.0514390754763873,0.0851256530758749,-0.0851256530758749
0.151640073274654,-0.139138962391312,0.0588872199326475,0.0941166176524873,0.182724347229261,0.0341577700662936,0.177982156125267,-0.0299532348589067,-0.168321209378722,0.0851256530758749,-0.0851256530758749
0.163509528718556,-0.0160640228070657,0.00176067742151331,-0.0333783478052848,0.00584805510030638,-0.226207183468487,-0.275902238198992,-0.171360945107098,-0.14025589423434,0.0851256530758749,-0.0851256530758749
0.224355073055464,-0.114226503579631,-0.135348491547282,-0.144380388210656,-0.144740098095583,-0.104472671961152,-0.257158369800196,-0.197888620313362,-0.215988572465589,0.0851256530758749,-0.0851256530758749
-0.0399563263418227,0.187251260950513,-0.0234159698465587,-0.0330385033433947,-0.162034425069063,-0.0056215676813019,0.0251203325894948,-0.173573082922087,-0.113873800780892,0.0851256530758749,-0.0851256530758749
-0.0339494954763355,-0.191266162020991,-0.313255388029448,-0.275785085231789,-0.397457110682657,-0.31303170066394,-0.1863567294714,-0.00229301487948083,-0.0237739227861179,0.0851256530758749,-0.0851256530758749
-0.0740838567571464,-0.00152656562830339,0.0986445260732743,0.147341821180515,0.109101167954206,0.0307893053779564,-0.0168356442646678,-0.00495178137026502,-0.0214255086406904,0.0851256530758749,-0.0851256530758749
-0.0214882950612804,0.303385856743417,0.0220746983071469,-0.0677300646140489,-0.0231711363053742,-0.164993999699088,-0.187465683225845,-0.343922217861821,-0.301863267805766,0.0851256530758749,-0.0851256530758749
-0.0372948925675627,0.066500459298821,-0.264348804624116,-0.35072922831758,-0.178730474554765,-0.114656755986208,-0.0427490947471923,0.170259627635539,0.165856046401105,0.0851256530758749,-0.0851256530758749
-0.0618690515619634,-0.148064912026371,-0.0685015617864253,-0.127549822242858,0.0394034881081822,0.138195296264797,0.114075617316772,0.118136774428365,0.212067239840904,0.0851256530758749,-0.0851256530758749
-0.00455674093063865,-0.0805660810284524,0.169845999285905,0.112768255564835,0.0983410246306047,0.102517109285476,0.158118260298522,0.0182959678922881,-0.148157808228758,0.0851256530758749,-0.0851256530758749
-0.0300895357040043,0.0945285582995801,0.112447674113934,0.0737920464563469,-0.0949646479853467,-0.118496973556731,-0.146841696742546,-0.125499322083882,-0.084706842556346,0.0851256530758749,-0.0851256530758749
