ORIG,D1,D2,A2,UP,LOW
1,1,1,1,0.0899842541331695,-0.0899842541331695
0.524053082052839,-0.568431829002903,0.438166723603078,0.893115127439222,0.0899842541331695,-0.0899842541331695
-0.0507359418349718,-0.606273874136023,-0.869091515179201,-0.946724448586247,0.0899842541331695,-0.0899842541331695
-0.123470572707539,-0.574891713648816,0.266390445412158,0.874648158695776,0.0899842541331695,-0.0899842541331695
-0.0998240054525329,-0.517629824611856,-0.772512024625177,-0.767571464515486,0.0899842541331695,-0.0899842541331695
-0.0926509472028789,-0.498820873385668,0.33395885715137,0.527132799599748,0.0899842541331695,-0.0899842541331695
-0.0653014203999025,-0.407816269597116,-0.630633468003185,0.141376476737053,0.0899842541331695,-0.0899842541331695
-0.0812923099021727,-0.375142259510611,0.182341983007825,0.275077834111962,0.0899842541331695,-0.0899842541331695
-0.0277849108203951,-0.461471589553999,-0.657716282532355,-0.72610545108479,0.0899842541331695,-0.0899842541331695
0.0230190554727606,-0.501197107123232,0.250658144535246,0.568316705269128,0.0899842541331695,-0.0899842541331695
0.0930576661014076,-0.369493345082749,-0.57675136758344,-0.255311124545835,0.0899842541331695,-0.0899842541331695
0.164457645179844,-0.448836740941227,0.269001175596318,-0.175518004736419,0.0899842541331695,-0.0899842541331695
0.156881886219733,-0.362132036228019,-0.592096779763089,-0.478014700183156,0.0899842541331695,-0.0899842541331695
-0.121365047015326,-0.347662990292336,0.137965501633057,0.727793653545998,0.0899842541331695,-0.0899842541331695
-0.0348760745436941,-0.307407927703575,-0.63723977575839,-0.0207509594677203,0.0899842541331695,-0.0899842541331695
-0.0742526839720294,-0.283524363622425,0.0427084010481619,-0.0265571387859479,0.0899842541331695,-0.0899842541331695
-0.0534892610381348,-0.258229885625561,-0.648499390027307,-0.314629342496817,0.0899842541331695,-0.0899842541331695
-0.0641878394210157,-0.26469272068505,0.104602658208555,0.682281370312893,0.0899842541331695,-0.0899842541331695
-0.0561877961962966,-0.340372504551258,-0.557749150878593,-0.3404155214762,0.0899842541331695,-0.0899842541331695
-0.049610358445802,-0.298184363249162,0.0454076683781056,-0.175456206184324,0.0899842541331695,-0.0899842541331695
-0.0219068481235685,-0.248796312735579,-0.587987686012488,-0.233183520684272,0.0899842541331695,-0.0899842541331695
