X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,Y
-0.5025169634824806,-0.5009100281266581,-0.49978885474463075,-0.4992213835420902,-0.4988977827795924,-0.4917878568841092,-0.271040681428274,-0.23887291917747888,-0.20499137197021855,-0.17277910847146327,-0.1398279805584003,-0.10384705166301456,-0.4248288162408552,-0.3579508951034551,-0.23885510038718416,-0.09074446990039708,0.18233888175502844,0.25169640017643347,0.23374640536405922,0.13613548776509932,-0.02075657735712899,-0.402163443495932,-0.5421041310367312,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,0.1592090274505289,0.40046548323521813,0.5361697579524591,0.2041335807884217,0.045840304569494617,-0.1933326824525029,-0.3530944690597845,-0.27588684920100015,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,-0.23751149933248183,0.4768205196318138,-0.33319233194508024,-0.41247179506094267,-0.08361028590011021,0.09443033386475874,-0.18606261490911014,0.2153837055632346,-0.32814427291631976,0.3585452611517368,0.28619531140967025,0.3456273687366811,0.37216451748028856,0.03912163470932639,-0.01829215251293359,-0.781644946651443
-0.5009100281266581,-0.49978885474463075,-0.4992213835420902,-0.4988977827795924,-0.4917878568841092,-0.4769280454736248,-0.23887291917747888,-0.20499137197021855,-0.17277910847146327,-0.1398279805584003,-0.10384705166301456,-0.08555541583162607,-0.3579508951034551,-0.23885510038718416,-0.09074446990039708,0.05814358656626872,0.25169640017643347,0.23374640536405922,0.13613548776509932,-0.02075657735712899,-0.21335018186299715,-0.5421041310367312,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.40046548323521813,0.5361697579524591,0.5041483631073438,0.045840304569494617,-0.1933326824525029,-0.3530944690597845,-0.27588684920100015,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.3222088433156278,0.23016508133814684,-0.41247179506094267,0.1477727353396221,0.21720507301528413,-0.15981747153376447,0.0328304484369395,0.031091208414219418,-0.15417955013462203,0.16134010925639508,0.023040808562376114,0.09405860457869641,0.16307925887720276,-0.01829215251293359,0.14630177504332154,-0.8068329461789834
-0.49978885474463075,-0.4992213835420902,-0.4988977827795924,-0.4917878568841092,-0.4769280454736248,-0.4692093051824643,-0.20499137197021855,-0.17277910847146327,-0.1398279805584003,-0.10384705166301456,-0.08555541583162607,-0.0891029659676964,-0.23885510038718416,-0.09074446990039708,0.05814358656626872,0.18233888175502844,0.23374640536405922,0.13613548776509932,-0.02075657735712899,-0.21335018186299715,-0.402163443495932,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.1592090274505289,0.5361697579524591,0.5041483631073438,0.30123731249277186,-0.1933326824525029,-0.3530944690597845,-0.27588684920100015,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.42717774922823193,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.26614632775936986,0.11516338900307788,-0.33319233194508024,0.1477727353396221,0.5477478501065431,0.09443033386475874,-0.18606261490911014,0.2153837055632346,-0.32814427291631976,0.3585452611517368,-0.37572599220506486,-0.2934406794146155,-0.40812842937345617,-0.39976705278820046,0.14630177504332154,-0.09163886321230041,-0.9697684948226308
-0.4992213835420902,-0.4988977827795924,-0.4917878568841092,-0.4769280454736248,-0.4692093051824643,-0.45569525802871513,-0.17277910847146327,-0.1398279805584003,-0.10384705166301456,-0.08555541583162607,-0.0891029659676964,-0.09539342238417381,-0.09074446990039708,0.05814358656626872,0.18233888175502844,0.25169640017643347,0.13613548776509932,-0.02075657735712899,-0.21335018186299715,-0.402163443495932,-0.5421041310367312,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.1592090274505289,0.40046548323521813,0.5041483631073438,0.30123731249277186,-0.007436788274898354,-0.3530944690597845,-0.27588684920100015,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.26614632775936986,-0.7253624508513334,0.4768205196318138,-0.41247179506094267,0.5477478501065431,0.28211374407756984,-0.15981747153376447,0.0328304484369395,0.031091208414219418,-0.15417955013462203,0.16134010925639508,-0.13201315171809436,0.3456273687366811,0.37216451748028856,0.31402029441291646,-0.09163886321230041,0.12752360784413042,-0.9864876569943699
-0.4988977827795924,-0.4917878568841092,-0.4769280454736248,-0.4692093051824643,-0.45569525802871513,-0.4311958775216881,-0.1398279805584003,-0.10384705166301456,-0.08555541583162607,-0.0891029659676964,-0.09539342238417381,-0.10452972181106146,0.05814358656626872,0.18233888175502844,0.25169640017643347,0.23374640536405922,-0.02075657735712899,-0.21335018186299715,-0.402163443495932,-0.5421041310367312,-0.5953137200432155,-0.37201270873766024,-0.1206005348509076,0.1592090274505289,0.40046548323521813,0.5361697579524591,0.30123731249277186,-0.007436788274898354,-0.3403187447084496,-0.27588684920100015,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.6938518480061431,0.4546072516456954,-0.26614632775936986,-0.7253624508513334,-0.4890862008503566,0.23016508133814684,0.1477727353396221,0.28211374407756984,-0.20408461551984003,-0.18606261490911014,0.2153837055632346,-0.32814427291631976,0.3585452611517368,-0.37572599220506486,0.3048144968488804,0.09405860457869641,0.16307925887720276,0.11552796766754647,0.12752360784413042,-0.009783852945698612,-0.9440824441907162
-0.4917878568841092,-0.4769280454736248,-0.4692093051824643,-0.45569525802871513,-0.4311958775216881,-0.4031808188801044,-0.10384705166301456,-0.08555541583162607,-0.0891029659676964,-0.09539342238417381,-0.10452972181106146,-0.11742511019653756,0.18233888175502844,0.25169640017643347,0.23374640536405922,0.13613548776509932,-0.21335018186299715,-0.402163443495932,-0.5421041310367312,-0.5953137200432155,-0.5387975876064567,-0.1206005348509076,0.1592090274505289,0.40046548323521813,0.5361697579524591,0.5041483631073438,-0.007436788274898354,-0.3403187447084496,-0.6111395030848475,0.04284723680361546,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.4546072516456954,-0.26614632775936986,-0.7253624508513334,-0.4890862008503566,0.1737208168721207,-0.33319233194508024,0.5477478501065431,-0.20408461551984003,-0.3417888099611054,0.0328304484369395,0.031091208414219418,-0.15417955013462203,0.16134010925639508,-0.13201315171809436,0.030332294544120675,-0.40812842937345617,-0.39976705278820046,-0.28987541289106167,-0.009783852945698612,0.023007298173718826,-0.5527422339462184
-0.4769280454736248,-0.4692093051824643,-0.45569525802871513,-0.4311958775216881,-0.4031808188801044,-0.37234397768713434,-0.08555541583162607,-0.0891029659676964,-0.09539342238417381,-0.10452972181106146,-0.11742511019653756,-0.1321021014657171,0.25169640017643347,0.23374640536405922,0.13613548776509932,-0.02075657735712899,-0.402163443495932,-0.5421041310367312,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,0.1592090274505289,0.40046548323521813,0.5361697579524591,0.5041483631073438,0.30123731249277186,-0.3403187447084496,-0.6111395030848475,-0.7477783742829343,0.3474618923275663,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,-0.26614632775936986,-0.7253624508513334,-0.4890862008503566,0.1737208168721207,0.5994891709507488,-0.41247179506094267,0.28211374407756984,-0.3417888099611054,-0.06927665277316075,0.2153837055632346,-0.32814427291631976,0.3585452611517368,-0.37572599220506486,0.3048144968488804,-0.289779243230197,0.37216451748028856,0.31402029441291646,0.26376616647666196,0.023007298173718826,0.08301706661118158,-0.3486023071774479
-0.4692093051824643,-0.45569525802871513,-0.4311958775216881,-0.4031808188801044,-0.37234397768713434,-0.3386027718308895,-0.0891029659676964,-0.09539342238417381,-0.10452972181106146,-0.11742511019653756,-0.1321021014657171,-0.14823382325594914,0.23374640536405922,0.13613548776509932,-0.02075657735712899,-0.21335018186299715,-0.5421041310367312,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.40046548323521813,0.5361697579524591,0.5041483631073438,0.30123731249277186,-0.007436788274898354,-0.6111395030848475,-0.7477783742829343,-0.7145056242077233,0.31087649150714247,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.7253624508513334,-0.4890862008503566,0.1737208168721207,0.5994891709507488,0.38683660925971464,0.1477727353396221,-0.20408461551984003,-0.06927665277316075,0.26425178407162275,0.031091208414219418,-0.15417955013462203,0.16134010925639508,-0.13201315171809436,0.030332294544120675,0.004164055225299501,0.16307925887720276,0.11552796766754647,0.047790842264703315,0.08301706661118158,-0.03562692834586145,-0.32971967400291347
-0.45569525802871513,-0.4311958775216881,-0.4031808188801044,-0.37234397768713434,-0.3386027718308895,-0.30433890183712675,-0.09539342238417381,-0.10452972181106146,-0.11742511019653756,-0.1321021014657171,-0.14823382325594914,-0.16461123192185179,0.13613548776509932,-0.02075657735712899,-0.21335018186299715,-0.402163443495932,-0.5953137200432155,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.1592090274505289,0.5361697579524591,0.5041483631073438,0.30123731249277186,-0.007436788274898354,-0.3403187447084496,-0.7477783742829343,-0.7145056242077233,-0.5196487458508632,-0.05213027513266233,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.26614632775936986,-0.4890862008503566,0.1737208168721207,0.5994891709507488,0.38683660925971464,-0.22208950012560258,0.5477478501065431,-0.3417888099611054,0.26425178407162275,0.3348432406612638,-0.32814427291631976,0.3585452611517368,-0.37572599220506486,0.3048144968488804,-0.289779243230197,0.2119455764325464,-0.39976705278820046,-0.28987541289106167,-0.16814904084395288,-0.03562692834586145,0.09764939030768227,-0.5120674042285129
-0.4311958775216881,-0.4031808188801044,-0.37234397768713434,-0.3386027718308895,-0.30433890183712675,-0.271040681428274,-0.10452972181106146,-0.11742511019653756,-0.1321021014657171,-0.14823382325594914,-0.16461123192185179,-0.17723793325780568,-0.02075657735712899,-0.21335018186299715,-0.402163443495932,-0.5421041310367312,-0.5387975876064567,-0.37201270873766024,-0.1206005348509076,0.1592090274505289,0.40046548323521813,0.5041483631073438,0.30123731249277186,-0.007436788274898354,-0.3403187447084496,-0.6111395030848475,-0.7145056242077233,-0.5196487458508632,-0.21257461257867294,-0.43304269342249513,-0.503003294647733,-0.16021333920475223,0.3343658129382605,0.5363125620099651,0.22107517157934709,-0.3672879190474685,-0.692829398589346,-0.42717774922823193,0.23592224013855656,0.6938518480061431,0.4546072516456954,-0.26614632775936986,-0.7253624508513334,0.1737208168721207,0.5994891709507488,0.38683660925971464,-0.22208950012560258,-0.6102227076307388,0.28211374407756984,-0.06927665277316075,0.3348432406612638,0.11688382526788055,-0.15417955013462203,0.16134010925639508,-0.13201315171809436,0.030332294544120675,0.004164055225299501,-0.10223768308524794,0.31402029441291646,0.26376616647666196,0.20516398781741008,0.09764939030768227,-0.012665168696780804,-0.7898539312571361
