IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,ORIG
5.07497033186744,-3.23165038732635,0.243486769067725,0.776229491680557,-1.29957549427456,0.700952476629498,-0.220761922942489,0.0357341877336194,2.571264
5.07022789385236,-2.64071777256097,0.0383590983105045,0.221247268586475,0.961229227637948,-1.10681555439769,0.552523517098174,-0.147978940495795,2.370816
5.07310860399503,-1.5173331811222,-0.183781551750847,-0.514204989181698,1.60270243652373,-0.0478433931711929,-0.598440583813336,0.252326011458111,2.919456
5.10445310009274,-0.00691495005594498,-0.219295025301212,-0.910973597239466,-0.546193917340285,1.14570188468936,0.291927562343245,-0.36430359934863,2.48832
5.16734865753707,1.60884648061224,-0.0648084809450295,-0.674711586344072,-1.88448099664009,-0.721084736379345,0.147436844748573,0.411496393951253,3.508704
5.25100779730512,2.9581377361622,0.0916176106837824,0.0721827535454757,-0.0358714540722467,-0.769058645551981,-0.538664021447417,-0.410966278838704,5.0544
5.35389751112204,3.69882238175819,0.0736882321656048,0.844544524805595,1.98166477237756,1.28797856190273,0.649033583201054,0.328408210375163,15.13296
5.45529878301961,3.5774356892477,-0.159347630913525,0.998804532055815,0.616105192567034,-0.0633316809193197,-0.417737470403763,-0.17324335626154,7.954848
5.58266811246809,2.60573678917483,-0.358270213749928,0.356406158685951,-1.86459199850276,-1.28610486592741,-0.0133355902478334,-0.0122097732537691,3.70656
5.74428665167484,0.961470718353194,-0.30424633303193,-0.718498353129913,-1.23596467458008,0.864839852081327,0.357978856671163,0.128447529049688,3.88368
5.93498082074221,-1.04327576463342,-0.00383822867091928,-1.42560120807377,1.48556135583727,0.701832752250585,-0.542708923866862,-0.202810176987831,4.82112
6.13706559588518,-3.00494208805157,0.312485480305531,-1.03792338998204,1.68338227631899,-1.36118134316181,0.470505178257463,0.203039865570012,2.785536
6.34435973602357,-4.45969116448414,0.404624499124582,0.410207886348333,-0.999011029790242,0.213829968014187,-0.171519882957449,-0.144151149280331,1.995408
6.55061656479503,-5.00165210530826,0.184718347612162,1.79951686348962,-2.01201684243252,1.24698835781061,-0.234181872695549,0.0514082136041768,2.636928
6.75115804056211,-4.3908480079172,-0.206104351385485,1.72562852211251,0.434949838717982,-1.06902884392451,0.57029615171896,0.0504254226807022,4.258656
6.94684390553945,-2.6373168334859,-0.481410437821974,-0.075724339978954,2.21633300147041,-0.538150400060945,-0.638123299362585,-0.12288770553004,5.39136
7.12823279561769,-0.0561968814934968,-0.424286140273824,-2.13974573816782,0.1978832865281,1.4809823785343,0.366684736188413,0.158633277439603,6.454944
7.31307576641226,2.82269092927859,0.00420243273059137,-2.35287143430901,-2.21390816936497,-0.443856910508125,0.177855032460198,-0.13450779331757,5.67648
7.48905582033522,5.27472198696837,0.516894143718516,-0.206463473415166,-0.874668537330298,-1.28261997222692,-0.744971922432135,0.0395756750154647,10.097568
7.66032858931093,6.61637050625876,0.741693579340455,2.44912187317423,2.03758569863059,1.37641211232086,0.970935862310381,0.100548306687604,25.203744
7.77310794164231,6.31022669630354,0.394231160692539,2.8832955640023,1.46581707133251,0.385048546380677,-0.624765495838209,-0.229787097141066,20.9952
7.83170462994359,4.32997152150175,-0.277098729723371,0.507056739675097,-1.53945414564111,-1.56659652889089,-0.0314444108590571,0.426410498092704,12.829536
7.83133824340974,1.12220927574704,-0.73026366046236,-2.44365745641333,-1.78786407869405,0.747007234129374,0.77073233303379,-0.561373884043973,5.62464
7.81447852757746,-2.42978852292316,-0.466999614413398,-2.95248214100754,1.14039182420375,1.11405107322497,-1.08443317309832,0.650219722188331,4.392576
7.78341305710748,-5.38074329056639,0.402577519453639,-0.468726064124452,2.01930514915429,-1.60210559905428,0.727648880124438,-0.656362054930586,2.839104
7.75676038157512,-6.91227904137955,1.26057013982455,2.55163612825804,-0.666854047195984,0.0205727178606628,0.152872676064865,0.564239467842361,3.604608
7.74124747864099,-6.60240404990887,1.35061996436241,3.01862858850366,-2.17585877277584,1.62942645175046,-1.06240700921174,-0.388993129244647,4.499712
7.71914252205545,-4.55818049189924,0.336515505913926,0.347830924573448,0.105456518929661,-1.25743719034103,1.36348238645008,0.122616443528032,3.1104
7.70921522328983,-1.28944491990341,-1.24815939036231,-2.72701412601063,2.25763814764812,-0.669963101484808,-0.724761510347407,0.245732755999119,2.1453984
7.73707791629427,2.37165783988821,-2.33324398263209,-3.01091890442821,0.477194901505329,1.75031617655357,-0.554505241214644,-0.702650526768654,2.089152
7.81993684703856,5.43677602469334,-2.07491536203191,-0.243468192387323,-2.30919485872177,-0.777487228267527,1.52420146949647,1.06727302907667,10.231488
7.92464904245579,6.9678805987952,-0.526200834280585,2.59355629640944,-1.2736737796981,-1.2367896074104,-1.57259582596902,-1.30944727543723,9.454752
8.05017834544772,6.47660630876624,1.47201426534378,2.61205570528165,2.10445199160239,1.82720720209841,0.563769993104488,1.31851373780196,27.4752
8.13530696796118,3.97414481682811,2.65053440916122,-0.127184609167297,1.94550904181053,-0.234620149300419,0.870760142650993,-1.06043874417442,17.195328
8.18981674242796,0.199610922322218,2.33389985298854,-2.50393180006935,-1.55337396124323,-1.5355591173414,-1.64619800692119,0.664583893691144,5.00256
8.23499683215225,-3.67104453948184,0.749298410036649,-1.91730137430291,-2.37559162573446,1.51479866933743,1.28144832138439,-0.163965952521583,2.705184
8.28947702565669,-6.42602523668551,-1.18664165766638,0.813734656055842,0.905106573924963,0.197427473811757,-0.0670851123020765,-0.380760472621279,2.236464
8.34444309781833,-7.23483560826815,-2.45491526420841,2.43429040543269,2.57766259498121,-1.69910425086093,-1.19898411469597,0.853710789353586,2.655936
8.38246544077785,-5.86088881976326,-2.42744726650162,1.08194453903748,-0.226587055799066,1.29784005502757,1.67411217030548,-1.15534129226227,2.1775392
8.42058579030571,-2.6714583975414,-1.10970578324604,-1.54267541189608,-2.56830602652382,0.629141967089843,-1.00789656751771,1.23991396956575,4.48416
8.41405619971105,1.34216340884877,0.735833314891958,-2.34238050514102,-0.487864839073982,-1.93361131731576,-0.371368559081164,-1.08300286719265,3.160512
8.40794933154723,5.06532735167,2.24277927178263,-0.177979808070862,2.53269128212969,1.17462333708579,1.63820227204532,0.781279467210833,25.7904
8.33955162969576,7.313989162731,2.56492079315476,2.38355102890486,1.11860332154014,0.903542291672906,-1.96012083179254,-0.417068039557602,20.570112
8.24944592275452,7.4850046546285,1.65745739483935,2.35520955636696,-2.14241103649328,-1.90082899837623,1.2010584746566,0.184297246442023,19.980864
8.11574552810863,5.50912399824218,0.00925150561104599,-0.471513425490476,-1.62115098958011,0.773418577645947,0.283120833340162,-0.0997705346546728,11.09376
8.00126190161879,2.05275014981331,-1.44101079942999,-2.91035576738469,1.79589988057705,1.31301394866404,-1.58655087609228,0.189074841776996,6.240672
7.90623244791066,-1.91274280507629,-2.08154908939129,-2.18879031944177,1.94293320384555,-2.09348634302855,1.84869532621329,-0.442117415042968,3.16224
7.80993199850723,-5.3430194848559,-1.82419485574984,0.969163072698376,-1.496074187837,0.414858927098526,-0.996543334556767,0.673827753045637,1.8293472
