X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,Y
-0.6249123569402893,-0.1556423446220243,-0.48799097209128783,-0.3370998202228034,-0.2612688570988828,-0.16750366794344507,0.39370401521096055,0.15043761156699365,0.5488791110904157,0.043551485502896004,0.03454666961915298,-0.058387845775630165,0.06924675619689502,-0.0034742552446905828,-0.5310829267799091,0.019430764900113084,-0.25430074613558495,-0.02901861023365837,0.2403716098173474,-0.04286721310707009,0.31881979570991636,-0.07024004321655297,-0.11294886405556293,-0.571996901763302,-0.002371239300883121,0.15242507934877358,-0.1519827083879387,-0.015463202059297076,0.009585203771272921,0.19419933202898698,0.36510402526699726,0.055223654781362486,-0.037827828713782985,-0.3007005243109504,-0.14669378965357793,-0.284092815251477,0.11103013746490697,0.4131005868353159,-0.06411250860738771,0.17481756843259744,-0.036143744488215224,-0.0564469146043588,-0.307302768837761,0.28254505847001177,0.15075468804021952,-0.3348369665046289,0.40911965157096075,-0.20326284670147776,-0.20025296320045238,0.08880467885663124,-0.149787237423048,-0.5885402631509788,0.3659996702010868,-0.27601078615641705,-0.3532946531566783,-0.0428028206229345
-0.552304798459123,0.05495061134016077,-0.5751241338054879,-0.43660002826957844,-0.3102736338919295,0.08361841022353622,0.5540665146555295,-0.32388422891561175,0.3758278030303521,-0.07993625401697146,-0.05730397963395595,0.05015668145020924,-0.09094521866228522,-0.22485927685657636,0.10571623123743978,0.3500708832425945,0.048811135550578255,-0.42439462071035305,-0.14611935316520597,-0.3938796451733535,-0.10712642346561418,-0.03659372886339385,-0.14923432083524002,-0.20925174044729622,-0.37406731686398786,-0.036902120641983616,-0.19506928307907756,-0.29112438222742365,0.18838172703602152,0.10287265950721158,0.07099650312731076,0.14285660147536272,-0.2961597003299693,0.0015468249823487046,-0.49697309903375886,-0.00918141480258905,0.1160864097293619,0.47176661409257314,-0.047625531333686966,0.10506260860537764,-0.11025672102064576,0.07859066523830771,-0.20056232746463876,-0.3684779333176529,0.09677089835048891,0.024080071659808855,-0.0932587717094816,-0.02851251890659623,-0.28939483928059184,-0.3842010148395837,0.22828970377665692,-0.7771521064143025,-0.23706029508331716,0.5280497504466084,0.025600965932159436,-0.4163588778456673
-0.3689093210256833,0.19721342894174376,-0.65870877012703,-0.5200106546661917,-0.06807029937233311,0.30213296601341444,0.4304631611413017,-0.368363468075138,-0.32408279342583457,0.007681267998528529,0.07297806474244073,-0.1094841453147618,-0.15066440485174737,0.09826552074977912,0.29626255029115356,-0.25507803309369026,0.22332238337170285,0.004896487848755626,0.14541288190357893,0.29046702211630415,-0.2573310189264296,0.0839332041253007,-0.10097885342262258,0.07943540878915911,-0.12194161725401287,-0.21459365924303386,-0.3000844114340919,-0.35195585089878556,-0.19155813005245592,-0.13007717791891205,-0.2034233036268167,-0.02650809324115111,-0.35234642344916367,0.25049287447831037,-0.3979539276581626,0.04388347687792704,-0.07607304737647336,0.13356361070586198,-0.30337312115500403,0.3579942661050606,-0.012385074886050118,-0.17021192832066667,0.1385811569798161,-0.16403732937981974,-0.07275119812164954,-0.15449885862363788,-0.24574011317107747,-0.08334230392773045,0.2163063148837041,-0.24364127448345596,-0.11053968701373229,-0.1078323299226186,-0.9301267966447838,-0.46809731600556737,0.10772352890058223,-0.7459625135646777
-0.11384852806300927,0.22793397007677307,-0.6962629371452685,-0.5755985877634526,0.26919327981869157,0.24005991904105195,0.09059910739516552,0.08202117052555002,-0.6102606829045587,0.01706901752842227,-0.13320211901489676,-0.06789690112860025,0.12587155495878988,0.03163018193167999,-0.4098024636669483,-0.3240255495218828,-0.08930310305642408,0.10825654984324595,-0.37964432051229136,0.0005840038824060922,0.012817177242358868,0.04799758711653457,0.11843365560187835,-0.2678304581977311,0.2077055898134672,-0.10845097833528561,-0.1389373376769465,0.024064618623969247,-0.26156201754182784,-0.1700277512365007,-0.22285986066898955,0.017189434043364926,-0.22168437732650104,0.21356774848903703,-0.023992964337455458,0.2598780178719349,-0.1736907620728093,0.24622241893715668,-0.3992831852425426,-0.15724286807464916,-0.2167183210482716,0.19696595834544706,-0.07345916347459758,0.5947103218887246,-0.21415279253636643,0.012236421418572174,0.024265141748353702,-0.1253291233046091,-0.027331510165490625,-0.015563961259919767,-0.21161951439713744,0.20008908938147907,0.48212169273986283,-0.3219958123569292,0.06563848238046388,-0.8023259605649546
0.14929635238142147,0.13409092591290617,-0.656562699432902,-0.598676738054363,0.38780877859223484,-0.08403200197395289,-0.27126515443201504,0.42541350591290006,-0.20898233925629328,-0.0023355680844543425,0.04067572796520613,0.17741408984810603,-0.08707559158015943,-0.18216386778314175,-0.3291664900361777,0.2833010065236916,-0.36393355196395916,-0.19162908661396494,0.2672230402139788,-0.2216396582148208,-0.25769080194719407,-0.1902601606047144,0.18980573150902114,-0.38906538424862025,-0.06768598461775932,-0.03153558210951002,0.028701165565701903,-0.041034199606576394,0.15697333952925274,-0.12286061416243499,-0.04158166164337551,0.105595679861614,-0.016202319503271667,0.2795553016699692,0.17639302833564563,0.5472642732945494,0.013820268615008402,-0.1289971368477223,-0.12303624829508752,-0.41134515292780105,-0.17914379687917892,0.3243628555154592,-0.06737165072048124,-0.20689541335168748,-0.09348962202032707,-0.2572834753480966,-0.37987032868511794,0.1790237388095799,-0.35100051028928114,-0.27504692970728506,-0.04339065074556636,-0.05193435442209038,-0.14940151727095485,0.7521615590471247,0.08807256261599994,-0.8733929154783472
0.35152090648825096,-0.06354868922710877,-0.5334540440404474,-0.5858914536519003,0.1613210204397626,-0.3887155146504999,-0.47164919402472405,0.24452686759398357,0.2676570696422491,0.0031251442613295932,-0.05876125714262326,-0.15275801396899014,-0.3029316374492913,-0.06498881369474507,0.21585390611406718,0.1588374926035081,0.18370366056966891,-0.649547659669677,-0.03767677936369662,0.087090316381637,0.27671172005232036,-0.1366421678499078,0.09715239609147663,-0.02647080598216489,-0.35115568130615094,-0.057634476792442046,-0.08602198266970917,-0.2723897952909956,-0.008467084032463879,0.14382829175542833,0.19364731700879778,-0.18810459211209818,-0.07477158498807135,0.36776319032601146,0.0787418026634068,0.046578659020609425,0.1044633815549949,-0.6477002372240201,0.1822052272445407,-0.1604370637663498,0.07705436746691685,-0.1599391115605756,0.08391460687054852,-0.02974316131242294,0.0224093350445862,-0.5934516440679574,-0.13148427365717064,-0.057126323762372255,0.19844530301791496,-0.14353110955797188,-0.2724458161420905,-0.21798371640205938,-0.3764523108689366,-0.5527891692554796,-0.2302620982115483,-0.8383732702874318
0.43745843380013993,-0.3153347755920912,-0.3475535279213461,-0.5383753665534201,-0.2420013743744599,-0.3852060450591419,-0.49488242986033504,-0.18713445909811366,0.2795360934562032,-0.07694050919732298,-0.02188489283985784,-0.12799977829956044,0.08090483175185792,0.10093099587331089,0.03527734191086762,-0.3381328408079055,0.42295197510086746,0.2225270403933397,0.004966550573737516,-0.247785925296504,-0.21934290054702765,0.28838518523308454,0.07090060334501724,-0.014862580231704281,-0.23605078029825466,0.02793799845809053,-0.3118682813245801,0.183384453481636,-0.36285396391418845,0.35289424290920945,0.196387837730704,-0.2637071631552653,-0.2990320518082774,0.0752001209054809,-0.2440132981447516,-0.17939202993274328,0.03398125937077112,-0.19210597253384942,0.2664118955645536,-0.5043176923781634,0.006382336429733737,-0.09748789558551885,-0.3861132153467841,0.3182509029073759,-0.0573653169633489,0.08587464141120349,0.22670842998186935,-0.3686606177381878,-0.01819178534490251,-0.15638730472079798,-0.22832659663473998,-0.4697239023808213,0.5517517661524198,0.09146612392743836,-0.3460411282649186,-0.7974247912605827
0.38236395002296675,-0.5577304386556259,-0.13978591889521974,-0.4541061718454694,-0.47178689722844414,-0.02930745315268035,-0.43311497128415455,-0.3985431148767681,-0.004694230717063874,0.05254515127083037,0.16574473420610158,0.1014428110418435,0.17285895775212112,-0.024903285404438646,-0.2890588614373868,-0.04561508683091842,-0.1466395417864541,0.22027062394637809,-0.24763521839958524,0.21561807577755543,-0.30367741557266803,-0.2666393709718714,-0.04155532299200149,-0.2693757941520647,-0.05845687735158289,0.19490012563116843,0.0017163162936577603,0.5204909186667586,-0.05363697053773819,-0.20143639512421907,-0.18175421984272755,0.030870592850825274,-0.49534679634663836,-0.2053185932926067,-0.5951394100746512,-0.022880177021220915,0.042322499687829085,-0.16418117286357348,0.08722497924321382,-0.27756894927812714,-0.20593063011050228,-0.006712475282414587,-0.2793325391350526,-0.6594609452134982,-0.02612337314642077,0.35016755462215543,-0.24330823170531035,0.07457199665262348,-0.082140690040169,-0.1480297401949484,-0.00985018355726397,-0.7517020167979525,-0.48333986388631744,0.3976540698812432,-0.4352328265279024,-0.8609818899817925
0.19732646787379937,-0.7291754979487031,0.043922565803636404,-0.3364971035174552,-0.2842949396564243,0.3968885466435508,-0.40165361336441663,-0.23127078180104244,-0.210050799395897,-0.0025250040936460882,-0.15688537619518317,-0.031137046388869827,-0.24047088218052215,-0.2239479152191438,-0.09988007928009202,0.0030433722107556793,-0.677747730462775,-0.22758271421158638,0.001964572501752082,0.03342359497381442,-0.08410284805133983,-0.13444294231094234,-0.06477111480549202,-0.18853288587071226,-0.5101122665067821,-0.022081222075395757,0.0286835438864379,0.1402571209704757,0.28777781073200015,-0.24532313648821447,-0.30791461789387087,-0.24961448863946945,-0.11108440919054474,-0.2887685042332593,-0.28439376700872676,-0.3393640740061391,-0.42242417613757677,-0.24562810360366394,-0.3236106725768326,0.12990402300784987,0.023325091093973294,-0.17279668874810217,0.283936047178198,-0.10340734638123483,-0.38110164406064717,0.1384708034939406,0.038425725010950984,-0.004819054784878873,0.5272213166411364,0.022971174730435306,0.027865205559167494,-0.16529032225694718,-0.6460826255215821,-0.541581017050111,-0.12390101187252966,-0.9051279867241553
-0.07848994042642066,-0.7825528301588893,0.16815294905332112,-0.2048637847143887,0.19650238144271248,0.4925406836954038,-0.390466015608263,0.041414680693058425,-0.13283006883066495,-0.03847792063301447,0.02029640111390396,-0.08699566306019835,-0.06208401255799734,0.1920552243370166,-0.06430259189218712,-0.07856815379399318,-0.13700992285412084,-0.6852796052185541,0.12142537221062955,-0.07358285102426387,0.12123505217587538,0.3042198974061563,-0.1773611487343839,0.21156985780965853,-0.24822851607823104,-0.23954376599002325,-0.05390905177541361,-0.1665590017855737,0.005451635581703584,-0.02923131899340148,-0.12313412137892532,-0.28830542277399474,0.1501101356740273,-0.6474570698591294,0.11002639855570395,-0.14152515979927827,-0.15950448252192528,0.23415625989721445,-0.5055512636273299,-0.35557264758217877,-0.2704967682102405,-0.00223554184015351,-0.16301155650159582,0.34513340161174777,-0.23886636757250757,0.227413187797469,0.15601708426142613,-0.17562697446605036,-0.297287853323439,0.3333763009013604,0.1847521752074721,0.2705323331652669,0.24314314364449596,0.06984750677848095,0.11733284793508902,-0.9077011006089505
