,series_max,series_min
X1,1.59322982249766,-1.38305410871018
X2,1.59322982249766,-1.38305410871018
X3,1.59322982249766,-1.38305410871018
X4,1.59322982249766,-1.38305410871018
X5,1.59322982249766,-1.38305410871018
Y,1.59322982249766,-1.38305410871018
