X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,Y
0.22486447000303955,-0.23362651763068198,0.13337493330341932,0.5042356961661723,0.3916698542921466,-0.21839384259804573,-0.3689509507373301,0.3491101241988763,-0.7187972122303974,0.4378135707393531,-0.2230049396883539,-0.31037921960042625,0.0628839805967758,-0.32706171518685545,-0.04485646856496861,1.0,0.3608154439421858,-0.6041000859788004,-0.2833369100452604,-0.59351926040321,-0.05617589458915928,0.9078932104725874,0.35407118378340874,0.14506176941541926,0.1336945911412799,-1.0,0.08380003447821349,-1.0,-0.19536529968534777,-0.4232001902120798,-0.6525544029375184,-0.15446676971908468,1.0,0.17945421888588653,0.4005159189865528,-0.47172828776836706,-0.40754665305120796,-0.35486560073450923,-0.5728060479966051,-0.12305346224880698,-0.008262593151053044,-0.21926051140283054,-0.13928514654959712,-0.14314444785103164,-1.0,-0.346187295061511,-0.8040624667181303,-0.012390335222749016,-0.2783258932777066,0.3056045134518872,0.19204369905479024,-0.8758435001305331
0.2150561631103971,-0.04298831782770873,0.1836916337807688,0.4952627406544421,0.4183951171626785,-0.13589631388203927,-0.28796923051907786,0.4259785043504891,-0.6802994052522112,0.47437183685534934,-0.12998691025238185,-0.14416539451459487,-0.10004680745133676,-0.47599103773398,-0.03303416899863154,0.9156649974667133,0.2540851290585806,-0.5045360192799266,-0.286427657799994,-0.573607836077318,-0.004497500691637679,0.943716560602736,0.2429489578965902,0.23259748430638472,0.2006685495686713,-0.9040421948236445,0.001278521342411132,-0.8895840973448571,-0.2109218075668413,-0.37495784150919365,-0.6008437056549848,-0.09052856410294652,0.8493602535717351,0.14789257026024027,0.42338725716381487,-0.3778435200138477,-0.38038109193959757,-0.38386445245699896,-0.5288063045087865,-0.09690385395743006,-0.001939382149840685,-0.1883214181617754,-0.09468422710847046,-0.07658312414565782,0.9821162377927928,-0.1825566584882321,0.15942966942908243,0.7971864202576162,0.2134408344023926,-0.5731559771643886,-0.2825672837907153,-0.911989623750276
0.11864824772361016,0.10462372825019717,0.19157023683468077,0.4552065088987862,0.4643282550585761,-0.11411675556255296,-0.2490565870249103,0.3467006026204258,-0.6632383720318415,0.46806093753357514,-0.06341204649828458,-0.007008239069909328,-0.22004818805111237,-0.5692943984070524,0.006383889091089889,0.8522715827196032,0.001597953711398592,-0.3498259928459667,-0.16078026179764937,-0.6168817064555954,0.02185900064479318,0.9705373608162613,0.18656505960819159,0.23949522609890272,0.25994506399896977,-0.8184682153284973,0.04086589515927663,-0.7682175311132707,-0.1659055496866091,-0.34273480724545957,-0.5504063107129211,-0.09159833076470147,0.7075529953101676,0.13462144967029355,0.43819350981320593,-0.30158227888562283,-0.3383370174581295,-0.41967648491723764,-0.4792911854136853,-0.07827403954173284,0.005934871823463972,-0.11689770087261764,0.011977821859987303,-0.26534221986987594,-0.3820711750376974,0.6174258408176367,0.7338565580296468,-0.30472891074944874,-0.2020728658236226,0.20999252543172053,0.5046673027831452,-0.8826418962624039
0.009606109279990172,0.19484772822589735,0.16676513428782402,0.41731721421714263,0.5109722657414171,-0.09033146727761421,-0.2410344054943685,0.16564888659417232,-0.6505034429638371,0.3848284116330696,-0.04692480398025756,0.02630643559323942,-0.254595690057394,-0.5759523617286546,-0.037131935934964,0.80443053378161,-0.2310315285827821,-0.13732515106201937,-0.13751220295605493,-0.6274973432971875,0.02813658155643939,0.9863986625407182,0.19615043748343464,0.07256503617244436,0.295195573625501,-0.768373688737152,0.034130835775792345,-0.6676093991260633,-0.12414270802680227,-0.2962162221706768,-0.50950172181777,-0.09683606205775463,0.578561468540512,0.13540511368489216,0.4364188743355415,-0.24845009491337688,-0.32926434330735865,-0.4492581799229941,-0.42969883128921493,-0.08665382862820292,0.011967232307457554,-0.1299018616398323,0.06161080153051368,0.19554884438058528,0.16441182504214735,-0.7632290260578096,-0.22304031428026805,-0.6393663401315695,0.18958158342940568,-0.13427933648116164,-0.6787291334996391,-0.8084524221954195
-0.06254807632204529,0.24370195656793525,0.12106198801402202,0.3764261645415272,0.51626997754462,-0.017807918803635414,-0.23292419900169659,-0.02346922489617831,-0.63360344504935,0.26273024456702476,-0.05844191904413887,0.030597567137970794,-0.2176266923445782,-0.5215047395273762,-0.15810763849978227,0.7630811509997892,-0.38577985464288034,0.0039549637976816765,-0.08873211721639118,-0.6219360816061985,0.0175551266745253,0.9864662277797174,0.22465725666103054,-0.06685551423021252,0.27433360170934407,-0.7257128659644683,-0.11559732847600712,-0.5847698567468006,-0.0668867186422204,-0.24007881121102648,-0.4701143972307652,-0.06637804727564989,0.4635109876307182,0.14285725475051647,0.4222682029225229,-0.16760027330994742,-0.33649836504675135,-0.46612732855496963,-0.37896781285977144,-0.10570968435525574,0.01282359105236508,-0.09099342105202479,0.04642540332490008,-0.5202079638793073,0.11324494883370462,0.6293676166635815,-0.6819735699260132,0.13325841313624065,-0.37868288502144065,0.04831113645455476,0.46695445106434064,-0.7566344144693585
-0.09349937590735757,0.26818001427600024,0.054642489420458684,0.303339398265291,0.45483115142066066,0.09988123643783431,-0.20620263919369175,-0.18271733264566137,-0.6167077638288965,0.12884124609091074,-0.08406991214605597,0.057017137887969804,-0.1612131889279077,-0.4560381366407441,-0.26310846609686434,0.7195275629645681,-0.4399800114982674,0.11032815614548763,-0.1612032426828749,-0.5483361348808755,0.012116229368101417,0.9821739063023134,0.2329933660638932,-0.06252699220164326,0.18425528091500065,-0.6610795159619178,-0.15039365857323383,-0.5079151742645402,-0.012004442698730355,-0.18176752632296878,-0.4181600154780155,-0.046655893561548756,0.38251858950575857,0.13030827292919556,0.4092060534425417,-0.06937528303715657,-0.3455418610490636,-0.46357142976615895,-0.33870173962952965,-0.11144095179455804,0.010007477959079747,-0.07628789520679513,0.009180857186510627,0.29365663911358464,-0.5362138205744532,-0.2420920175728868,0.4094898743142774,0.44115621085082535,0.14329990519658664,-0.3336940397674075,-0.6770425014350655,-0.7079784514557954
-0.11454190642843942,0.26772757065971464,-0.03236864739060996,0.1698701047315747,0.3228733782190887,0.22813547248878185,-0.1472396345527005,-0.26873646731736023,-0.6062260053177768,-0.023564348510100475,-0.1351722656543607,0.03628853361146911,-0.12024347309476247,-0.3952586945539136,-0.20065405609098497,0.6724033436557653,-0.46107231712049446,0.1445248496225351,-0.2769996482424,-0.4308838501030344,0.026004989173440407,0.9938166528015899,0.22465591371169547,-0.09642372629454288,0.10252363892395033,-0.6083722460445866,-0.0576752042295956,-0.4137153013280449,0.011899077899034882,-0.12615843363067747,-0.3794223033396493,-0.07040399023068067,0.32552279155623043,0.10338377893455197,0.410461326276492,-0.02347295396198157,-0.32782217731040975,-0.44682036532927627,-0.3123036228660597,-0.11137240016719652,0.015585425846970535,-0.10485230310482452,0.1279149672552553,-0.49771492931082173,0.4527759279116699,-0.3510240886255579,0.25344236640963524,-0.20342054789201747,0.49743254446379415,0.311920088425822,0.4047096220588464,-0.7435909800303042
-0.17081073676801195,0.2150725026155904,-0.13540645256569328,-0.029800954872092555,0.1415039485979217,0.3159397126733614,-0.0455111154322424,-0.21204114666422424,-0.6078504182387993,-0.1769392806095328,-0.20617381521472233,-0.09437202596311556,-0.07167979978895245,-0.3083738461833604,-0.07670152062710711,0.6254164814265999,-0.5102046079825027,0.11121750496868654,-0.3190744080215111,-0.3276643441962328,0.04646453283766716,1.0,0.19898431606252687,-0.12627231305830122,-0.000749417903086691,-0.5854803030130413,-0.08714956463069057,-0.32445892927221165,0.042996393372505715,-0.07539507091966613,-0.36586752559468483,-0.02264227461197199,0.28181464277185087,0.09404683300963246,0.4112622065796794,-0.013834394892824231,-0.310322595257732,-0.41804570071109015,-0.2944098420726369,-0.11388074608395637,0.01765357337721407,-0.12474385415823364,0.12102642839661781,0.043078357305548876,0.04317300420450798,0.5467441037362177,-0.17544196471990492,-0.3082886619994919,-0.5892256985507152,0.4290065584492311,-0.610352057288677,-0.5413386951071508
-0.2694558022459437,0.07439939779879134,-0.25211701582047785,-0.25967417282406935,-0.03138859576184383,0.3049408523222208,0.08034196520268755,-0.033124554786622684,-0.6305749361050881,-0.24854373520471107,-0.2377353939071709,-0.1905289261313714,0.002770323887399284,-0.18758911680821866,-0.09579380527179227,0.5766061275326995,-0.5694146483675885,0.053490063866163284,-0.26437846056850955,-0.2688478959874284,0.04994433910236995,0.9793105655941834,0.1856159465439311,-0.1743478398485877,-0.11334563145926224,-0.5924529104595426,-0.013469956807156125,-0.2040041611575214,0.060178436930612644,-0.024674529456533034,-0.38692285676676863,-0.015646993572858037,0.2565846861928416,0.08104021474224532,0.40726725998758107,-0.009690049248432753,-0.295823550437355,-0.3925415990339445,-0.27872270264301435,-0.0874143065196995,0.02329390189909364,-0.23617555576653515,0.16141220821212143,0.048993954352882785,-0.40897739074019335,-0.3506809635377848,0.10109687224480113,-0.1399440164319039,-0.08598689466930376,-0.31406566403829206,0.20000255443814274,0.14972617680928746
-0.35268069998619733,-0.15712022064399123,-0.378196537253517,-0.44694302295544286,-0.11754562421067971,0.16546774801869812,0.17596138689473584,0.10569815274698136,-0.6768886241914556,-0.21622546713633628,-0.20204695248947546,-0.12655163426112437,0.06059490593900674,-0.07565442077554474,-0.15355997192396276,0.517287414609664,-0.5128540455873338,-0.018923264087138292,-0.3153640190999335,-0.172306380168343,0.047397761216416257,0.9548932895506157,0.18416123649343286,-0.30278130501586586,-0.2025018168859768,-0.6268767116085785,0.015831779364767984,-0.07514838205862351,0.07580689868811419,0.012319700837090108,-0.43114762564530285,0.047170575010420324,0.22961776201470396,0.07775561866329372,0.409809012315999,-0.01288107519221815,-0.28509295559061143,-0.38336682967052604,-0.25699220456651795,-0.06756057102581592,0.03194676664980811,-0.27042729930176124,0.13001437680647077,-0.6313140079980708,0.40344281215797717,-0.11424003852203946,-0.2896561909311769,-0.08720013221882772,-0.25445391678297724,-0.37645429267728703,-0.0015388004081082762,-0.0428028206229345
-0.31605364740957653,-0.40905259829524276,-0.4908325792434517,-0.5200368984069748,-0.07696992812778802,-0.05711567032529841,0.19653074094537004,0.040447475693407675,-0.7297910442664354,-0.16467243087689987,-0.1437936859347403,0.021782801351384773,0.048335823346428386,-0.036866326747574285,-0.19916141041425062,0.4634415105046443,-0.3937916124344988,-0.20510149005462774,-0.18237337675801135,-0.12159063069040854,0.02758409829013564,0.9286671643328945,0.17813929174026333,-0.36912192415532885,-0.276660365515661,-0.644937717710411,-0.08647498993220426,0.06398477438767669,0.0902054549304161,0.041460757145874494,-0.46195391507430494,0.04856109377057072,0.1812590501961664,0.10140163589495677,0.4235914663383469,0.008139774803772593,-0.24055673361830987,-0.3971506884436954,-0.2146172564534241,-0.06559170877816078,0.03590627223104592,-0.18518127646281757,0.2460662819747086,0.34793119997780075,-0.10676235443240456,0.4587361072420877,-0.0075910848628781835,0.0991804291973275,0.07213764753690999,-0.345872980369312,0.22123401345017868,-0.4163588778456673
-0.11598744962501473,-0.5614430754399062,-0.5404822592336432,-0.4717630447252795,0.03335627532960439,-0.24570373633510645,0.17587981346777837,-0.1351160074234521,-0.7542065498365365,-0.20677764038519442,-0.1400922785310471,-0.00248503851865689,-0.004065196820207784,-0.040165625680347095,-0.0973266228572317,0.4085568664920003,-0.30199079030874965,-0.1944968167029204,-0.400560346150035,0.003411577231934526,0.05038294159648693,0.9096845767622221,0.0602466736553362,0.1328097566582953,-0.5037443097542504,-0.5542718611699221,-0.3426770501793073,0.08491996944864666,0.06587061878604739,0.1139279236518349,-0.40164350543103955,0.02478619739053456,0.14850011886482717,0.1446101789178884,0.4518079628076834,0.0860211150720529,-0.20529888258077633,-0.39075310011510755,-0.17357756728809826,-0.08770155207627606,0.014854133118268775,-0.05746678555161122,0.16131519599990973,-0.6375690153214947,-0.443677330300846,-0.6295727719851874,-0.013801759044366757,-0.018455714892257058,-0.04211116295344974,-0.019510111485559145,-0.45529662927296044,-0.7459625135646777
0.17803968617858557,-0.5239547112444827,-0.4948174918629963,-0.365829065437821,0.11718859630634904,-0.32423107631352244,0.1881140513522641,-0.19789592322401994,-0.7351069833249667,-0.2903313427022973,-0.16316315994446207,-0.17246848427037886,-0.000795487051887589,-0.016096958255026994,-0.11032997403405442,0.36926445372395555,-0.5060440321354742,-0.16562145989504473,-0.15548137527473116,-0.09357510253764412,0.06459305800275406,0.8983318691757141,0.023214309318325466,0.2515769347244228,-0.5262465342287426,-0.4711061348709731,0.18059467787508066,0.23450525361706354,0.00878813612893059,0.1803960811624079,-0.39507879568783155,0.054538966950222534,0.10411108751559928,0.17901788903960236,0.4735214383599624,0.16866921269784418,-0.25068764796343324,-0.3828988684995318,-0.145778265403943,-0.07416617092925992,0.0067068049102418925,-0.02400272053646224,0.1942072417153453,0.02408544663167511,0.3846435372896311,0.43380641237837936,-0.08909809957496251,0.0817979652663865,0.5735783174107871,0.4617159242298299,-0.03058402662162285,-0.8023259605649546
0.4116429759045248,-0.3064043590804497,-0.37173663122547485,-0.28051797583770044,0.13511608749567228,-0.3262776336731352,0.26352157339610915,-0.060980956476886616,-0.6916729511696809,-0.30311343119961565,-0.14198243232682028,-0.2796774116113343,0.05814761024178927,0.03944950458447316,-0.2030456424804119,0.31336017074786193,-0.4485056923936226,-0.055375107802147716,-0.44351116803376744,0.0008084789254283464,0.11569546015928989,0.9174098387452874,0.047967979251196,-0.15397258003717484,-0.402746113600296,-0.47615856277870505,0.13924944172159548,0.3011367898713928,0.0087762838928378,0.20664826125586,-0.3724130672807453,0.029052449190934748,0.03440800751556883,0.11426829758167933,0.48918862027299537,0.18917085023492897,-0.338227945204446,-0.37810432954480777,-0.14643816623669625,-0.10151907656330217,-0.0045345456921006555,0.03294263627211391,0.2406610196021426,-0.11219862461730123,-0.2325029641242482,-0.17890001068770256,0.21036245292605438,-0.00014284881979886865,-0.830824279786171,0.4264312881769978,-0.1799479326300144,-0.8733929154783472
0.4501924706097433,-0.017951425077371908,-0.2244428774436782,-0.24253847417380758,0.12641939976706995,-0.3395671478929878,0.366725867258348,0.17595730201662785,-0.653472989265848,-0.22849522699624103,-0.0661367797256649,-0.2648889898982941,0.10375130049974635,0.09809551165474795,-0.04561181483060961,0.2462961465476643,-0.3003110008619675,-0.25482034251755004,-0.42795422869736954,0.05397317250622646,0.1773038878436346,0.9330458627519718,-0.024235703093818506,-0.17319216856332953,-0.371125806817429,-0.4428967883767331,-0.1200868804474805,0.3740188136753009,0.008338591962578468,0.2148038036762061,-0.3431107416175664,0.038618502781325725,-0.011276966943480349,0.024451319235718527,0.5216774425022339,0.2096800073258962,-0.3145223495039997,-0.35024779760123537,-0.15883429927644488,-0.10579069442468181,-0.014317618018800049,0.06339214961177819,0.270900748526796,-0.11718470348806898,0.23460736092849177,0.04151331131151981,0.27656295779561724,-0.4777881246846807,0.10817843218051348,-0.5432499618978057,-0.019201229008252718,-0.8383732702874318
0.28731674689068454,0.20869934232357523,-0.10897282677828968,-0.20941719304200646,0.16111619476311634,-0.41186929892989455,0.42784326496434266,0.3105688733945513,-0.6355353315470371,-0.1275767522379021,0.029622319828016996,-0.18825582868481427,0.14192526520760174,0.15535670827816017,-0.05287652377139729,0.19417780539340046,-0.3189887370396277,-0.34450846979818717,-0.20608439462662942,-0.023411468948324243,0.20430718172241225,0.898389660007626,-0.11005628342141349,0.2135707034212524,-0.4546052272400748,-0.3488439561270462,-0.20008306385375285,0.4394431709221902,-0.0062035176364844125,0.22914034762889823,-0.2931996294609919,0.05116948412273503,-0.03657278617373416,-0.026722361332024658,0.5391813837850128,0.2876646930937963,-0.2627078436985264,-0.3280894431119191,-0.1561367216672256,-0.06719884577139279,-0.029865242707801887,0.19751664268783586,0.3030209262439034,-0.1706844590849913,-0.26756976462597615,-0.011609843245211082,-0.6413726094551138,-0.2815077467294904,-0.002650295933828928,0.01604276841170038,-0.005410980182716685,-0.7974247912605827
0.05265559408031306,0.31254356533938465,-0.04689594360909166,-0.12160226837814647,0.25502078682601326,-0.49341251824897836,0.41055120115494237,0.22629385738953234,-0.6292658394720576,-0.043924606740079586,0.12545903190641727,-0.029054190339289687,0.21220014445843938,0.24932109418217463,-0.15418007686904722,0.1471175539859122,-0.4589458725303631,-0.1376678148952455,-0.21948278328700865,-0.10396077535791837,0.21630595898403904,0.8589017364296858,-0.1211594014945736,0.46248069232565636,-0.4981204057499665,-0.2567678504450951,-0.02906889106792887,0.4868621896819689,0.00447237292680458,0.23222141310420552,-0.2417476112223491,0.06411291049415402,-0.06626578254442717,-0.049289929623829276,0.5545293655313259,0.38372958240183364,-0.25692937415709327,-0.3280558289994365,-0.14033348776688137,-0.03564635991625853,-0.03789259179531801,0.19885405974553905,0.23650851973327125,-0.17076834935890728,-0.08194932451274861,-0.06323557867290186,-0.25842321228363274,0.5650095090536367,0.027178484042138296,-0.010742441186737506,-0.34954589018935944,-0.8609818899817925
