X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Y
0.22486447000303644,-0.23362651763068432,0.1333749333034211,0.5042356961661727,0.3916698542921462,-0.21839384259805417,-0.36895095073731987,0.349110124198897,-0.7187972122303883,0.4378135707393507,-0.223004939688359,-0.31037921960042514,0.0628839805967698,-0.3270617151868537,-0.04485646856497083,1.0,0.36081544394218534,-0.6041000859787913,-0.28333691004526906,-0.5935192604032122,-0.05617589458915839,0.907893210472597,0.3540711837834225,0.14506176941540305,0.13369459114131477,-1.0,0.08380003447814932,-0.8758435001305331
0.21505616311039577,-0.04298831782771051,0.18369163378077125,0.4952627406544423,0.41839511716267874,-0.13589631388204737,-0.28796923051906786,0.42597850435050866,-0.6802994052522013,0.4743718368553478,-0.12998691025238807,-0.14416539451459398,-0.10004680745134531,-0.47599103773397233,-0.03303416899863498,0.9156649974667126,0.2540851290585744,-0.5045360192799171,-0.2864276577999997,-0.5736078360773189,-0.004497500691638012,0.943716560602748,0.24294895789660176,0.2325974843063694,0.20066854956869307,-0.9040421948236363,0.0012785213423984754,-0.911989623750276
0.11864824772361038,0.10462372825019695,0.19157023683468322,0.4552065088987862,0.4643282550585759,-0.11411675556256062,-0.24905658702490485,0.34670060262044444,-0.6632383720318331,0.46806093753357425,-0.06341204649829135,-0.007008239069908773,-0.22004818805112225,-0.5692943984070402,0.006383889091086781,0.8522715827196021,0.0015979537113892661,-0.34982599284595695,-0.16078026179765326,-0.6168817064555944,0.02185900064479318,0.9705373608162651,0.18656505960820047,0.23949522609888407,0.25994506399898176,-0.8184682153285002,0.040865895159233334,-0.8826418962624039
0.00960610927999106,0.1948477282258987,0.16676513428782647,0.41731721421714285,0.5109722657414173,-0.09033146727762176,-0.2410344054943706,0.16564888659418986,-0.6505034429638324,0.3848284116330689,-0.04692480398026366,0.026306435593240307,-0.2545956900574037,-0.5759523617286411,-0.03713193593496655,0.8044305337816091,-0.23103152858279197,-0.13732515106200927,-0.13751220295605848,-0.6274973432971858,0.028136581556440943,0.9863986625407206,0.19615043748344285,0.07256503617242105,0.2951955736255105,-0.768373688737163,0.03413083577574949,-0.8084524221954195
-0.06254807632204407,0.2437019565679377,0.12106198801402468,0.37642616454152655,0.5162699775446207,-0.01780791880364274,-0.23292419900170802,-0.023469224896161767,-0.6336034450493493,0.2627302445670241,-0.058441919044143864,0.03059756713797146,-0.2176266923445862,-0.5215047395273633,-0.1581076384997847,0.7630811509997879,-0.38577985464289166,0.0039549637976916685,-0.08873211721639529,-0.6219360816061953,0.017555126674529298,0.9864662277797198,0.22465725666103808,-0.06685551423024028,0.2743336017093574,-0.7257128659644765,-0.11559732847597293,-0.7566344144693585
-0.09349937590735591,0.26818001427600313,0.05464248942046157,0.30333939826529077,0.454831151420662,0.09988123643782743,-0.2062026391937124,-0.18271733264564594,-0.6167077638288991,0.12884124609090986,-0.08406991214605997,0.05701713788797069,-0.16121318892791447,-0.45603813664073267,-0.2631084660968669,0.7195275629645663,-0.4399800114982777,0.11032815614549807,-0.16120324268287978,-0.5483361348808731,0.012116229368105857,0.9821739063023187,0.2329933660638981,-0.06252699220167013,0.18425528091502152,-0.6610795159619228,-0.15039365857318876,-0.7079784514557954
-0.11454190642843776,0.26772757065971775,-0.032368647390607075,0.16987010473157427,0.3228733782190907,0.2281354724887763,-0.14723963455272804,-0.2687364673173459,-0.606226005317781,-0.023564348510101474,-0.13517226565436347,0.036288533611469775,-0.12024347309476724,-0.39525869455390283,-0.2006540560909874,0.6724033436557633,-0.46107231712050334,0.14452484962254575,-0.2769996482424062,-0.4308838501030323,0.02600498917344307,0.9938166528015855,0.22465591371170568,-0.09642372629456064,0.10252363892398386,-0.6083722460445975,-0.057675204229564625,-0.7435909800303042
-0.17081073676801062,0.21507250261559419,-0.1354064525656905,-0.02980095487209311,0.14150394859792415,0.31593971267335674,-0.045511115432271265,-0.21204114666421137,-0.6078504182388027,-0.17693928060953434,-0.2061738152147231,-0.09437202596311467,-0.07167979978895511,-0.3083738461833512,-0.07670152062710911,0.6254164814265977,-0.510204607982507,0.11121750496869653,-0.3190744080215183,-0.32766434419623114,0.046464532837670935,1.0,0.19898431606254374,-0.12627231305830833,-0.0007494179030353987,-0.5854803030130549,-0.08714956463070556,-0.5413386951071508
-0.2694558022459437,0.07439939779879556,-0.2521170158204755,-0.2596741728240701,-0.03138859576184094,0.3049408523222168,0.08034196520266401,-0.033124554786610694,-0.6305749361050876,-0.24854373520471273,-0.23773539390717047,-0.19052892613137018,0.00277032388739884,-0.1875891168082109,-0.09579380527179415,0.5766061275326968,-0.569414648367586,0.053490063866171056,-0.26437846056851777,-0.2688478959874271,0.0499443391023735,0.9793105655941867,0.18561594654395908,-0.17434783984858626,-0.11334563145919829,-0.5924529104595604,-0.01346995680718599,0.14972617680928746
-0.3526806999861992,-0.15712022064398667,-0.37819653725351543,-0.4469430229554435,-0.11754562421067738,0.1654677480186948,0.17596138689471852,0.10569815274699268,-0.6768886241914526,-0.21622546713633717,-0.20204695248947546,-0.12655163426112293,0.06059490593900674,-0.07565442077553919,-0.15355997192396353,0.5172874146096609,-0.5128540455873273,-0.018923264087131186,-0.3153640190999428,-0.17230638016834576,0.047397761216423806,0.9548932895506308,0.18416123649346638,-0.30278130501585687,-0.20250181688590252,-0.6268767116085998,0.015831779364726017,-0.0428028206229345
