X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,Y
-0.3747930529168456,-0.5189267230036042,-0.4599219427809287,-0.21724604752709198,0.058195144870486715,-0.2612478322071595,0.40402373522099144,-0.11054168187573077,-0.36470045628562686,-0.053366681004592076,-0.13758337987764335,0.03941060046757938,-0.3055676198426287,0.0607012930099049,-0.0507862429458541,-0.36504250516466663,-0.24074115689479758,-0.20503296930871362,-0.27036899361508304,0.6147508485079396,-0.6315144998966884,-0.025014518266091135,-0.07430064147835103,-0.21061394670237332,0.008844413747457924,-0.007612645001304652,0.5429710246168633,0.07014128663515451,-0.1651604440922878,0.15332736660953694,0.6109678514978063,-0.08856774340830964,-0.12216931678844145,-0.6597341582025477,0.015512239863717525,0.009602180438416985,0.6791356489328126,0.11664617426908341,-0.4429409695101283,0.6208558020272912,-0.6524360067683301,0.48194259637965686,0.023607046713825852,0.41864285647507504,0.5172498156403018,0.11512975263576264,0.4727695314153635,0.8507470291429386,-0.2833519493877954,0.4528101668903006,0.7794778702448528,-1.0,-0.41372152740046164,-1.0,-0.4409016569901254,-1.0,-0.660635153722283,-1.0,1.0,0.7820069478383223,-0.7566344144693585
-0.34122360423154774,-0.484963117302066,-0.46184268224110303,-0.3265824351117187,0.1860214107374718,-0.3378165497875022,-0.2478302385627409,0.06817117711598608,-0.5281596159702442,-0.06164949364739758,-0.10444958534266624,-0.2105861808712226,0.2202735559203941,0.05022113440738285,-0.20406810031301925,-0.31046438237533225,0.05207841319609963,-0.21977000161782945,-0.5648846171137276,0.5318808068261949,0.21735576130603973,0.13108228983849268,-0.27524087333759806,-0.20201379929058638,-0.023059932487222046,-0.03636307515652615,0.14244244959915098,0.11442827233881858,0.15610407495476508,0.04558393863829835,0.01182464962428642,-0.15472043476366393,0.11693105074719945,0.20907452856112752,0.22471127437298466,-0.14731462853391886,-0.1370480121964407,0.36580687476666274,0.22872513505642456,-0.045994126773354016,0.11250121342253117,0.5027143470856974,-0.6383539293242821,-0.1120531225225504,-0.1562808227117396,0.3769174589509887,-0.020598597029234833,0.12572625848431507,0.015520137508295173,0.15153280254164758,-0.06509248239575094,-0.15138537492920434,-0.6047394634604184,0.6542093421762953,0.35787875931375757,-0.46878138824507787,-0.09661298795069462,-0.2384259571696088,0.44253336168338553,1.0,-0.7079784514557954
-0.30350106616977723,-0.34903310112227837,-0.4266307127640917,-0.360958028410052,0.36595013512524277,0.14007131742856838,-0.5273703671296666,0.0953007456636914,-0.2338947471362297,-0.12229862242651401,0.07478019519441648,-0.483650579684045,0.2945568090239812,-0.4826945971008484,-0.147713785844647,-0.22868890142174736,-0.18083553455045054,0.31915461416361635,-0.07064803927592123,0.47750002744367537,0.2593678338381451,0.1895700924791126,0.08632790956368064,0.1032456747007442,0.24505685899108354,-0.09893519133394935,0.09809215252860692,0.08336833921643838,-0.04344704798449339,0.01594178345188113,0.06631306436275874,0.01994753042135211,0.40550263115378726,-0.01541676373177503,0.00484245725166943,-0.18323740741822558,-0.06761908664387528,-0.016209828967279627,0.378218141105636,-0.36281556714072527,0.20954369391086192,-0.35330851725283885,0.3286293637293993,-0.0021554921736307575,-0.10513398359898007,-0.1534895413724673,-0.3641354436468789,0.010500614260910313,0.0631721940629637,0.04790909740773874,-0.2573591995733835,-0.14588317524578465,-0.4077249521282291,0.36537019196210463,-0.19110959731948418,-0.05543984274085123,0.26448325668408623,-0.8313924450732207,0.03973174783335098,0.3534403965279067,-0.7435909800303042
-0.26316871091217175,-0.13099024506527235,-0.3718163046835782,-0.3266181551982986,0.5352510468977858,0.36729095432590286,-0.09685531762543209,0.0028019951824633793,0.26206409757682225,0.15570210869877266,-0.09808791875104994,-0.5692171766287972,-0.04670734300313095,-0.31367766518461704,0.4663503525583148,-0.1536509625204434,-0.1690459091153783,0.09731766473894621,0.2791280583011291,0.33070685222388874,0.09025630136050511,0.021415263570971232,0.14492729273199134,-0.22010651305420714,-0.28868988095771597,-0.03239094016442712,0.42722069241035543,0.11627332069077001,-0.05423867005781202,0.11315550996494439,-0.1616741490986613,-0.12237703068130956,0.02404169692666569,0.06880986846354475,-0.04328706224676093,-0.0023807484709031934,-0.06120988526974014,-0.40489158650951373,-0.08446561173209766,-0.06368792508683452,-0.2728578915042844,0.04238206127698119,0.11440863882713281,0.4589837820040765,-0.11679640052306128,0.2843320716351716,-0.38465629704163773,0.2671220010243809,0.4600641346129315,0.01723850555678008,0.14606353241833037,-0.15334415069260088,0.024326552215861108,0.5076253375709434,-1.0,0.4423692245069357,0.06642878415894637,-0.9577967986720143,0.6888221964231755,-0.07656176146433813,-0.5413386951071508
-0.22105170016589792,0.13310929701396845,-0.31193564413775243,-0.4053011901256256,0.4069131053722106,-0.12914470087858332,0.3571928835307254,0.030996712416120564,0.44500040616338654,0.08042660864376727,-0.4873857607293024,-0.40002691564572157,-0.31694751358874473,0.12656032747386936,0.03812116689837364,-0.10919008736743929,-0.1606818466181027,0.2522617432144947,-0.09852751594097198,0.017742105090047477,0.13788692990759177,0.04835337024499031,-0.03749199646638124,0.03471824675855539,0.13850560757410002,0.035776207394068615,-0.03970241456971968,0.04074829426340054,-0.08555114798957408,-0.11844442226002805,0.25926938560438484,-0.04846545609308206,0.08309678433300793,0.057212760084496495,-0.2356791273542267,0.06655811778457088,-0.09308145271944879,-0.3228979590440064,-0.33450504049366614,-0.13202417007742762,-0.614468348806499,0.45913535956912654,0.005234543540254544,0.07111103793180829,-0.05698444196221786,0.14660184741335214,-0.3767927364094986,0.18880270400222132,-0.18667100395365643,0.2724984154059693,0.32404389518374943,-0.3112449439051357,0.5822039636759282,0.2743084838015646,-0.5805620805863935,0.15433213825714365,-0.3849459113401571,-0.9205437896704072,0.8483168141132795,0.4358875900491044,0.14972617680928746
-0.17610792718725543,0.3956838918310437,-0.266121558337051,-0.6279641305964356,-0.061745445828515266,-0.6440225417391348,0.14595174057539984,-0.12513541786645377,0.10627157902324269,-0.3226701386540749,-0.007582440429420356,-0.39015344389926665,0.07991805380646766,0.20973629471561916,-0.13247612845099777,-0.05111405040146877,-0.2649704172573649,0.14040352507402787,0.0988792665885263,0.37469418212667627,-0.002735390755988054,-0.13117989483460557,-0.1465857696062527,0.03660687000576557,-0.050839265582106274,0.003645377263173044,0.11498905541149385,-0.18337737731814585,0.1591811801637315,-0.1805142132612345,-0.12969865938773772,0.37761267625173134,0.10333658385806332,-0.479482359175744,-0.2171419657681548,-0.2839941798128335,-0.1071469035585143,-0.28847149414720197,-0.11946692335684106,-0.2420512043338373,-0.47305291278073147,0.46000392429530046,-0.11051968224952602,-0.09518786149804093,-0.3515382647105084,0.1282206721953918,-0.060391108835532115,0.10936443332109813,0.10436064487430019,0.1943892481803111,0.0216140821045121,0.28497255603581473,0.5686725705555695,-0.13474657361593223,0.42171593167655286,-0.37830612541750863,-0.42288093943947647,-0.33181985903536704,0.4448677920797879,0.8461710503366848,-0.0428028206229345
-0.13023553987042935,0.5822028665774501,-0.2716652709509858,-0.6457349124436177,-0.3982821424826011,-0.2338369880436718,-0.25186935297317437,0.2268980596340051,-0.41470937666303176,0.21437630448851563,0.11067271996384398,-0.2448907832184133,0.10137856616386554,-0.11535906888339986,-0.2343883158335287,0.012292145883544325,-0.10745227603290908,-0.03048540407328637,0.15395213526847407,0.40777572641612014,-0.11817173729033625,0.21906137490884459,0.11123363831969102,0.08120882057256873,-0.23642425638765474,0.0673257366365021,-0.05882990945518374,-0.06311250621581233,-0.09835027256580842,-0.25924946344445277,0.24800487842398922,-0.06677857183570257,-0.06428798072147879,-0.1444490108193518,0.24225469297646218,-0.22113313889865938,0.0058454179557350106,-0.3086004342775379,-0.3762976521729129,-0.08760070069518677,-0.4167396950066493,0.10903127846539817,0.220896510373789,-0.23955651140487966,-0.5691655361151142,0.17948826406258855,-0.09664943619078414,0.06041054885555419,-0.08614069532594104,-0.302765189224384,-0.20218066289291592,-0.11268422065623818,0.6083664740963808,-0.3969926065643492,0.7816516821900674,-0.2734052287025399,-0.14821103730896612,-0.13002345111749558,-0.17057265709526992,0.2468641106138314,-0.4163588778456673
-0.0847523113185531,0.6210441826496917,-0.3433733108578856,-0.20254022525194182,-0.14606882566920276,0.5069593562014048,-0.14995517421627702,-0.18085501783180802,-0.5379014646880621,-0.08463982259048453,-0.2567049162356063,0.07702139052723878,0.08958330935653391,-0.26949218750151716,0.0781799879441536,0.04896030555033648,-0.10497954832934253,-0.24402196215262795,-0.12522128965545953,0.26924332080655433,-0.10408064473291945,-0.008458900983791207,0.2034289694966831,0.05343289482922575,-0.20053445158836158,0.1670590613250167,-0.11424150527102961,-0.04279811854940574,0.12027173031618088,-0.02900730111679395,0.1732484076827634,0.22170551222108736,0.06353567285698714,-0.30322798786320426,-0.4103374812927276,0.00116502302780086,-0.06875586158818348,0.3642290702660611,-0.09473080735804462,-0.34302788599440137,-0.4149320847936351,0.6257348312928219,-0.24019943363349006,0.05511590504959196,-0.9377449112888491,-0.440341446402326,-0.011927119932792718,-0.31744584118879426,0.14458094963433044,-0.15294739592523232,0.19136999440379898,-0.0025191736388978647,0.3844448351139902,0.5637169927410999,-0.05539281330058676,-0.5476335413166107,-0.08464798780743499,0.12622249234973704,-0.0014735719024613347,-0.5900099220893831,-0.7459625135646777
-0.0435544054512671,0.48207659482116805,-0.4446771184366842,0.39095377414824095,0.3682452788319257,0.35555937436621865,0.310087899721359,0.1591982710026052,-0.30444266057108704,-0.16865097311419974,0.18628602325032628,0.09850208551584183,-0.16177739392671753,-0.09554117649294203,0.01903036106102185,0.055438605199100044,-0.07749969418499902,0.3147881872044771,-0.3723505410895154,0.13310709166836943,0.10096584653669227,-0.10003876770355147,0.05162122213191833,0.31477242285729656,-0.22815836147281,0.15559455042369685,-0.1981670864127787,0.06681699942332209,-0.049051173574973794,-0.22911726788372677,0.36220414692015357,0.06377886839427283,-0.07601457400724576,-0.32127080235063,-0.11827740942978415,-0.5155528001495544,-0.02254930649827891,-0.09347042180499343,0.5783353239298541,0.4119222274260781,0.01939882985970187,0.18671254085835098,0.0959293806687489,-0.3443532644030719,-0.5932958659176291,0.5595282764164053,0.15415114341961678,-0.40762099330735757,0.0955422635866019,0.20528544058218667,-0.2619654473996371,-0.1488376144349971,-0.050992155589403065,-0.004941190609868085,0.14124056682167496,-0.14623614198525525,-0.17199148271135767,0.1544863460188899,0.06044753932446478,-0.6179729168608544,-0.8023259605649546
-0.008906243597863628,0.20999991104509608,-0.5137403520257819,0.5888715050031197,0.367135025947779,-0.4233843214441265,0.01715577007212077,-0.174432509877404,-0.022387053978095484,0.1989557985052135,0.0432275410021663,0.4007706370401125,0.11874118095089692,0.011507212249195486,0.1395513147233629,0.0676229912321149,-0.3688706958895188,0.2619179214261995,0.1761891645451723,0.4483476796483543,0.10815263253369345,-0.5100032817505102,0.27126099631690237,0.01467093614381132,-0.06516379779017445,0.01878934109756214,0.07815117000291849,0.025435145815156934,0.16876831340977083,0.0012986892410518092,-0.21594940627115444,-0.591274775119467,0.6626414479445664,0.049321784868515905,0.19423967688021304,0.2002412777478395,0.3592998620169283,-0.47087707881602403,0.1664993423778678,0.021092809288056458,-0.32991176780696685,-0.05267585532654995,0.4411218602968332,-0.2567656758050517,-0.29121186718475833,-0.4141852726956702,0.12143256700447025,-0.30986351090405095,0.2179239729446596,-0.33440936765076623,-0.12358866570451288,-0.22108077775956558,-0.22149348091763643,0.2384076291393289,0.1091737357873972,0.06687120728927787,-0.19955635479570977,0.08937420555341857,-0.4610470531467765,-0.034796112321577866,-0.8733929154783472
