X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
-0.18846570087476866,-0.36321062317250985,-0.5746037453362991,-0.1293354584864438,0.6730311045481387,0.1423896630688326,-0.5522130134215264,-0.026905269922745445,0.15312549078554416,-0.43034735325176576,-0.9628648318599662,0.18091458430983898,-0.2125124248430521,0.4796984784683169,0.1590061352410317,-0.28863434819014855,1.0,-0.40636755622529985,0.2883519765362401,-0.1695152639027081,0.2912938902007369,-1.0,-0.7155112305440251,0.3321095060432677,-0.15783288669235207,0.47509426801518706,1.0,-0.1670243676034152,-0.2716186709405424,0.4409261212281934,-0.8183786763258399
-0.2958509848231974,-0.3737780209391699,-0.5529683095617137,-0.03239189905392437,0.6104229634673297,0.48575418511094126,-0.4581759044427368,0.022260739353004766,0.20149362147766414,-0.45588290060240677,-0.9064977141293233,0.06724146968319844,-0.27156817437121106,0.4268754173071725,0.19524868056985967,-0.045801862814330185,0.9719403246398626,-0.14821392638128428,-0.004768340701849283,-0.3216637935345006,0.32524643153188526,-0.9544209867368084,-0.6309590137979508,0.26666040732955376,-0.11179029491105663,0.42264503718176294,0.8643738786475836,-0.3669152650113576,-0.1391100206226601,0.3678312502457841,-0.9054017874719476
-0.2831469043941476,-0.3589703765654666,-0.5125363866176658,0.037487948710550834,0.345277397810704,0.8050779743482472,-0.31652688234343374,0.12478599604550733,0.2301547581893999,-0.5361201877245503,-0.786051943655738,-0.18848938747428956,-0.3418766902637568,0.36253715042548973,0.20926618330960434,0.15963424995038822,0.9484881248661676,-0.14342176744309365,-0.15666683330720088,-0.1933563073023542,0.3538480654383669,-0.8977787746589028,-0.6018193418409798,-0.06444774202404235,-0.12614393355052156,0.31417787846820366,0.8807059482928246,0.0413471337509157,-0.125245949795187,0.2690268312012538,-0.7535139178707824
-0.20215165582657546,-0.35936443359508086,-0.48218980958995605,0.019826696780801845,-0.06852859287201485,0.9566542485983003,-0.22793522288085422,0.24106424609578525,0.22107971612067634,-0.6819048452361969,-0.5756783820322802,-0.2939983169395972,-0.3121819866269633,0.3160656891639011,0.2036420725666801,-0.056404703819633806,0.9005748093034394,-0.33629492438113995,-0.044657989344699334,-0.07953466243305463,0.35191852096328535,-0.8006752730264262,-0.5623588319083477,-0.4103117809511794,-0.15372324603626442,0.22108886519745274,0.7179094932066572,-0.2836120455259149,-0.16140344875764645,0.17763616757011325,-0.7998129847631796
-0.17882900397364665,-0.3598366158661752,-0.4508491553230628,-0.11351715011217445,-0.47153419151007436,0.7939457601943651,-0.38225787736846306,0.2586006737357489,0.16691458848028273,-0.8510963995684722,-0.3266300634636662,-0.03174243048780767,-0.22936151303862773,0.3128937535033065,0.21247491396894103,-0.38618567539973825,0.8321902139003037,-0.4066033144692198,0.09502227002463992,-0.06469142253488136,0.3314351536592186,-0.7026922022148967,-0.42701500340153686,-0.08501430074338201,0.0030641721027793167,0.3971052401153081,0.591936269837128,-0.5015354063163249,-0.10249462861079905,0.1283308592851753,-0.6310976810110634
-0.28475938185595584,-0.2901111629572317,-0.3647591727577254,-0.3216572707987033,-0.6582585555992715,0.36849438703464,-0.7079565565280325,0.19941402894936355,0.0925605419690334,-0.9279655778993994,-0.23210698415378428,0.07333922478852606,-0.1487275748580824,0.3687959531748255,0.27124403879353887,-0.19439993226258367,0.7870585842567581,-0.14399398937039998,-0.013129827521329296,-0.36212860062846586,0.34465174923827613,-0.6556861763352273,-0.3407197634303216,0.13916578618243913,0.10801255391348485,0.45619996514904826,0.6103690039999969,-0.1775121978545673,-0.07935843750399396,0.042258869642781915,0.11172487105791573
-0.47077759972743427,-0.08653878098701673,-0.18001873449322126,-0.5088473459335339,-0.5202720085877135,-0.05639815803324555,-0.8775662445241361,0.22182392364077064,0.038907837376841004,-0.8941309540198915,-0.321606022632391,-0.19111282348796987,-0.09035384460871299,0.3595837160230362,0.2957306033339233,-0.14755820178288948,0.7218299645327113,-0.04819600338484875,-0.1521125070110917,0.05211177330200156,0.3589717691990504,-0.588935927724082,-0.357341649518385,-0.16972410303071306,0.08978019261927095,0.35727385423001956,0.6082359791423455,-0.00845036321893855,-0.08845897179251139,-0.01603711492693105,0.1612268199535416
-0.5600301602182212,0.22304625486883523,0.067408116223858,-0.5790975906416067,-0.16368022050950604,-0.2059670029765751,-0.6372920813636458,0.4493912068959436,0.025439714851213546,-0.8398099032986657,-0.4352670142519076,-0.515978488815487,-0.04285520709975865,0.30433371827434574,0.3122894554801452,-0.1628450335554944,0.6598095379197881,0.044210410236580566,-0.10155941187978967,-0.45109943685399734,0.38139661157099325,-0.5458208772273183,-0.36050810038132675,-0.4634966395084321,0.05997502439147251,0.21730318005407412,0.47760758440189366,-0.25794877087749657,-0.1203556282210545,-0.07566494797243806,-0.6946533328083783
-0.38541714148668516,0.49076948787810437,0.2467116117417847,-0.5132886136231141,0.14881215868397102,-0.06241470817377737,-0.13406941359657365,0.7981993621511354,0.036187281058734255,-0.852168177996183,-0.4195322073426906,-0.5672923501394148,-0.0032454221703169805,0.27716482754563443,0.36088372002275504,0.07000066948792405,0.6483453442147686,-0.012871773802525466,-0.1654387447208745,-0.24291854296865467,0.3968749162234855,-0.5431867196920757,-0.2648265054100606,-0.05540153030931738,0.18954955667980178,0.3725159388048782,0.32139065306471837,-0.7303108332674673,-0.18835479915844522,-0.2299109056847921,-0.7582385133272963
-0.0050862399749199705,0.5478345366758326,0.22704725804766812,-0.3941571452854994,0.23895561094697504,0.0721147275487779,0.10486098185531234,0.9797122513132202,0.037448383491049286,-0.9376693575555829,-0.2540641767399433,-0.13393798597823148,-0.07799541714463121,0.1717284243702124,0.3509362048303206,-0.287618058136633,0.5825905298841974,0.12227939424567302,-0.30251891677477916,0.15041567498661923,0.4097539200613036,-0.47686356139088026,-0.17525654772657717,0.3238658976641551,0.2377579055014587,0.47017775323169353,0.400024349024088,-0.16936526412820896,-0.11735527354310404,-0.2574402227630608,-0.8954683255246272
