X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,Y
-0.2659852496853563,-0.22569834536806566,-0.2161866822746462,-0.06461523995900698,-0.030391261611312115,0.095998613428949,0.10121562732573208,-0.055118093041839344,-0.01221817000940506,0.01135163573113629,-0.4591001858495197,0.05311669875872305,0.08288698333692968,0.17304719177003403,0.013295275524576544,-0.10741114282934994,-0.1455724036338798,-0.04443487668511392,-0.8137188334588431
-0.12565974595403417,-0.24077724104258436,-0.28950830035849484,-0.06638639382798905,0.025639874105973126,0.11632475478952675,-0.32323687184570626,0.03480390848988213,-0.05131707357486248,0.20430449288982167,0.004182381381123701,-0.0424322742258727,-0.41106320861739176,-0.07052991367590766,-0.04795485393767651,0.07123462792348678,-0.2547865832575771,0.18338988640622,-0.7664640678603125
0.04270439462904663,-0.2512757420748345,-0.3150924684532752,-0.02652203099764816,0.05567292076221375,0.11485383422725737,-0.2512927635933738,0.04903337654440354,-0.06030715082075899,-0.12547543204224776,0.17102315767140985,-0.1845227947007948,0.29101406039957745,-0.29276656180867233,0.05279593488267431,0.18771810441750403,-0.29296313334499136,-0.16880843516325605,-0.33767336463532893
0.20590325792808883,-0.25277172600950804,-0.2735915849527226,0.031970130721824086,0.032904618153263954,0.09100733177676723,0.22327435872273171,-0.12752494749179555,-0.013175638655051558,-0.3884005184301611,-0.20436796458358564,0.17520714475806942,-0.008359559988446952,-0.07727874952772218,-0.08925008149783287,0.09662373041696926,-0.311751344808169,-0.19159816306913324,-0.7620746556711893
0.3230024005201977,-0.24909899642169675,-0.15481891854607854,0.05108655401259843,-0.02792427068202652,0.0924107359764137,0.29407494042641447,0.1361310540194236,0.05318994511624098,0.16334834669624798,-0.07790271336767873,-0.3121237590852384,-0.3264301900744472,0.009849179878237857,0.08688617147532551,-0.21264029642070958,-0.36593114852797026,0.061253028255348285,-0.7768203372440253
0.3628234897897722,-0.2335082070670388,0.012443816219864345,0.021147600646744147,-0.061431275623362036,0.08193462168423826,-0.2418266893543869,-0.13909459412282021,0.0906288403092721,0.31920620109775455,-0.06319485536386005,0.0693954265732204,0.2695862465861456,-0.1371865703330729,-0.06533166420772418,-0.45959815638299817,-0.44520205329846385,-0.035828454992236636,-0.7731167707094525
0.31060102979032167,-0.20049900243184637,0.1861318447560245,-0.028130969180071075,-0.05699254622884853,0.0105289974346916,-0.42448736666910947,0.1365540639604994,0.06964830100105668,-0.2701085262147662,-0.27291951712816986,0.08493415971711427,-0.11554551566224258,-0.33397306044787667,-0.01622874063106161,-0.3096852532314428,-0.5217160566905544,-0.12858452229862694,-0.7264106816345623
0.1707568331317897,-0.1491352478125748,0.32955900650305114,-0.07605902668323172,-0.025478432533771467,-0.08641688819328464,0.028605004764001185,-0.08043447349505395,-0.001350929230916842,-0.27400251938889,0.1230897933927182,-0.4114922417955128,-0.11343968369258439,0.1505249575351082,0.07953979842335546,0.18385954290904172,-0.6231101287724821,-0.000423818698052969,-0.8554868338209696
-0.03336052734958306,-0.08460169165304177,0.41844184614825264,-0.0980544997458973,0.04598769184776841,-0.07454621577532616,0.39481752760020483,-0.003082452230331434,-0.11005302653279081,0.09546581517396646,0.16366878642328797,0.26331380179300345,0.05744021887541795,-0.05127446617713449,-0.15173386339846529,0.5316745192005028,-0.6538591158073828,-0.26970786109969336,-0.8934689661699773
-0.2629825756845343,-0.014297538497791806,0.42446967430050875,-0.035717033340447735,0.12209438383354954,0.0776361174453799,0.08949139958109154,0.02811190563906174,-0.19068585723037423,0.11943354614371104,-0.39851847770120075,-0.09678026122173455,-0.06194460665376733,-0.49761883503869875,0.1577165144832744,0.3014297887052617,-0.6614702126337431,-0.2246691220878867,-0.8967198745725466
