X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,Y
-0.265985249685356,-0.225698345368066,-0.21618668227464588,-0.06461523995900698,-0.030391261611312337,0.09599861342894633,0.10121562732569744,-0.05511809304187476,-0.012218170009411833,0.011351635731141618,-0.45910018584951917,0.05311669875872016,0.08288698333692168,0.1730471917700369,0.013295275524574546,-0.10741114282856956,-0.14557240364028656,-0.04443487667324286,-0.11276072899408507,0.07927038099247818,-0.8137188334588431
-0.12565974595403373,-0.24077724104258436,-0.2895083003584946,-0.06638639382798883,0.025639874105972904,0.1163247547895454,-0.32323687184572003,0.034803908489876356,-0.051317073574864036,0.20430449288982144,0.004182381381125699,-0.0424322742258717,-0.411063208617394,-0.07052991367591432,-0.04795485393768373,0.07123462792426882,-0.2547865832650603,0.18338988642142828,-0.3550531398365756,-0.021451982676110926,-0.7664640678603125
0.04270439462904707,-0.2512757420748343,-0.3150924684532752,-0.026522030997647827,0.05567292076221331,0.11485383422727247,-0.2512927635933848,0.049033376544389995,-0.06030715082075888,-0.1254754320422472,0.1710231576714103,-0.18452279470080113,0.291014060399575,-0.29276656180866345,0.05279593488266965,0.18771810441805314,-0.2929631333495095,-0.1688084351557484,-0.3928549861966878,-0.2362698610029763,-0.33767336463532893
0.20590325792808928,-0.25277172600950737,-0.27359158495272284,0.031970130721824086,0.03290461815326351,0.09100733177675857,0.22327435872269064,-0.12752494749184007,-0.013175638655055222,-0.3884005184301548,-0.2043679645835872,0.17520714475806543,-0.00835955998844884,-0.07727874952771985,-0.08925008149783575,0.0966237304170443,-0.3117513448047581,-0.19159816307695499,-0.08702517095167406,-0.20654146056113631,-0.7620746556711893
0.32300240052019813,-0.24909899642169586,-0.15481891854607865,0.05108655401259865,-0.027924270682027297,0.09241073597640148,0.29407494042639404,0.13613105401936543,0.053189945116229875,0.16334834669625287,-0.07790271336767896,-0.3121237590852385,-0.32643019007445284,0.009849179878231418,0.08688617147531841,-0.21264029642079074,-0.36593114852036346,0.06125302824093892,0.24563084721303707,0.14725746458840194,-0.7768203372440253
0.3628234897897724,-0.2335082070670378,0.012443816219864123,0.02114760064674437,-0.06143127562336248,0.08193462168425203,-0.24182668935442198,-0.13909459412282277,0.09062884030926988,0.31920620109775677,-0.0631948553638575,0.06939542657321596,0.2695862465861425,-0.13718657033306425,-0.06533166420772663,-0.4595981563831748,-0.4452020532880153,-0.035828455012666294,0.16636194511710767,0.23051505375849946,-0.7731167707094525
0.3106010297903219,-0.20049900243184526,0.1861318447560243,-0.028130969180070964,-0.05699254622884853,0.010528997434714915,-0.4244873666691108,0.1365540639604954,0.0696483010010589,-0.2701085262147651,-0.27291951712816886,0.08493415971711404,-0.1155455156622398,-0.3339730604478762,-0.01622874063106805,-0.3096852532319596,-0.521716056675648,-0.12858452232815298,-0.23627166042683334,-0.27869481152387876,-0.7264106816345623
0.17075683313179013,-0.14913524781257403,0.32955900650305114,-0.0760590266832315,-0.025478432533771023,-0.08641688819328441,0.028605004763960995,-0.08043447349508381,-0.0013509292309183962,-0.274002519388886,0.12308979339271575,-0.41149224179551924,-0.11343968369259516,0.15052495753510553,0.07953979842335013,0.18385954290839868,-0.623110128758396,-0.0004238187252896264,-0.36106890343725195,-0.5958757978284452,-0.8554868338209696
-0.033360527349582614,-0.08460169165304132,0.41844184614825286,-0.09805449974589708,0.04598769184776885,-0.07454621577534348,0.3948175276001582,-0.0030824522303937174,-0.11005302653280136,0.09546581517397024,0.16366878642328864,0.26331380179299946,0.05744021887541528,-0.051274466177129385,-0.15173386339846695,0.5316745191996413,-0.6538591157918837,-0.2697078611312047,0.0026218313889612155,-0.27843998188095886,-0.8934689661699773
-0.26298257568453365,-0.014297538497791806,0.4244696743005092,-0.03571703334044729,0.12209438383354931,0.07763611744537857,0.08949139958106134,0.028111905639023105,-0.19068585723038312,0.11943354614371482,-0.39851847770119897,-0.09678026122173256,-0.06194460665376278,-0.49761883503869764,0.15771651448326662,0.3014297887047688,-0.6614702126226514,-0.2246691221107373,0.36436478942886485,-0.03010909429918407,-0.8967198745725466
-0.4665886526669195,0.0540385401828809,0.32740910873394946,0.10785005737441122,0.09413076362325623,0.24242517085463477,-0.39118064834450084,-0.06817652452445111,-0.16436869029874113,-0.005117687202306764,-0.31055799969148323,-0.28232731943150946,0.060661718943675336,0.18326824918764673,-0.14722981683641534,-0.33531466674612076,-0.6802281029754345,0.11850640384620492,0.2952498486449615,-0.2744294690545036,-0.7943917029136095
