X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,Y
0.22486447000303955,-0.23362651763068154,0.1333749333034171,0.5042356961661729,0.39166985429214796,-0.21839384259805028,-0.3689509507373284,0.349110124198875,-0.7187972122303989,0.437813570739342,-0.22300493968837487,-0.31037921960042725,0.06288398059676847,-0.32706171518685623,-0.04485646856497094,1.0,0.3608154439421807,-0.6041000859787965,-0.2833369100452604,-0.593519260403226,-0.05617589458916106,0.9078932104725923,0.35407118378338454,0.1450617694154106,0.1336945911413745,-1.0,0.08380003447829032,-1.0,-0.1953652996855435,-0.42320019021197053,-0.6525544029329298,-0.1544667697170008,1.0,0.17945421887985358,0.40051591899452044,-0.4717282877651364,-0.40754665305348003,-0.3548656007349662,-0.8758435001305331
0.2150561631103971,-0.04298831782770818,0.18369163378076792,0.49526274065444276,0.4183951171626801,-0.13589631388204337,-0.2879692305190775,0.42597850435048756,-0.6802994052522136,0.4743718368553409,-0.12998691025240316,-0.14416539451459598,-0.10004680745134253,-0.4759910377339803,-0.033034168998635205,0.9156649974667135,0.2540851290585737,-0.5045360192799243,-0.28642765779999213,-0.5736078360773333,-0.004497500691632683,0.9437165606027531,0.24294895789656712,0.23259748430638294,0.20066854956876723,-0.9040421948236579,0.0012785213425150488,-0.8895840973448828,-0.2109218075671082,-0.37495784150915656,-0.6008437056499545,-0.0905285641007485,0.8493602535711202,0.14789257025531355,0.4233872571703665,-0.3778435200151582,-0.38038109194006053,-0.3838644524567002,-0.911989623750276
0.11864824772361038,0.10462372825019783,0.191570236834681,0.4552065088987869,0.4643282550585772,-0.11411675556255652,-0.2490565870249115,0.3467006026204247,-0.6632383720318431,0.4680609375335687,-0.06341204649830479,-0.007008239069910327,-0.2200481880511167,-0.5692943984070524,0.006383889091086781,0.852271582719603,0.0015979537113886,-0.34982599284596194,-0.16078026179764793,-0.61688170645561,0.02185900064480162,0.970537360816272,0.1865650596081645,0.23949522609890184,0.25994506399906947,-0.8184682153285298,0.04086589515938188,-0.7682175311133354,-0.16590554968693838,-0.34273480724543304,-0.5504063107071572,-0.09159833076260426,0.7075529953093274,0.13462144966702372,0.4381935098236647,-0.30158227888882694,-0.33833701745703304,-0.4196764849266966,-0.8826418962624039
0.009606109279990172,0.19484772822589802,0.1667651342878249,0.4173172142171435,0.5109722657414182,-0.09033146727761765,-0.24103440549437138,0.16564888659417099,-0.650503442963837,0.38482841163306425,-0.04692480398027454,0.026306435593238753,-0.2545956900573976,-0.5759523617286546,-0.037131935934966,0.8044305337816102,-0.23103152858279552,-0.13732515106201404,-0.13751220295605393,-0.6274973432971995,0.028136581556447826,0.9863986625407273,0.1961504374834051,0.07256503617243615,0.29519557362559934,-0.7683736887371962,0.0341308357759087,-0.6676093991261507,-0.12414270802717631,-0.2962162221706388,-0.5095017218116747,-0.09683606205565665,0.5785614685398073,0.13540511368286778,0.43641887434686555,-0.24845009491523562,-0.32926434330600374,-0.4492581799450026,-0.8084524221954195
-0.06254807632204529,0.24370195656793592,0.12106198801402313,0.376426164541527,0.5162699775446211,-0.01780791880363841,-0.23292419900170225,-0.02346922489617942,-0.6336034450493486,0.26273024456701966,-0.058441919044151525,0.030597567137969683,-0.21762669234458165,-0.5215047395273755,-0.1581076384997837,0.7630811509997895,-0.3857798546428959,0.003954963797687672,-0.08873211721639074,-0.621936081606207,0.01755512667453174,0.9864662277797296,0.22465725666100234,-0.06685551423022618,0.2743336017094362,-0.7257128659645122,-0.11559732847586646,-0.5847698567469652,-0.06688671864265261,-0.24007881121096597,-0.4701143972244619,-0.06637804727365915,0.46351098763037313,0.14285725474899524,0.4222682029344662,-0.1676002733078571,-0.3364983650470751,-0.46612732858871786,-0.7566344144693585
-0.09349937590735735,0.26818001427600113,0.05464248942046046,0.30333939826529144,0.45483115142066155,0.09988123643783187,-0.20620263919370108,-0.18271733264566237,-0.6167077638288931,0.12884124609090541,-0.0840699121460643,0.057017137887968694,-0.1612131889279106,-0.4560381366407432,-0.2631084660968658,0.7195275629645683,-0.43998001149828214,0.11032815614549052,-0.16120324268287345,-0.5483361348808795,0.012116229368107412,0.9821739063023196,0.2329933660638659,-0.06252699220165892,0.1842552809150828,-0.661079515961957,-0.15039365857307174,-0.5079151742647172,-0.012004442699227513,-0.18176752632294568,-0.41816001547193227,-0.0466558935596314,0.38251858950593354,0.13030827292807134,0.4092060534530808,-0.0693752830311184,-0.345541861052889,-0.4635714298043677,-0.7079784514557954
-0.11454190642843931,0.26772757065971575,-0.03236864739060752,0.16987010473157493,0.32287337821908935,0.22813547248878008,-0.14723963455271316,-0.2687364673173608,-0.6062260053177725,-0.02356434851010658,-0.13517226565436435,0.036288533611467555,-0.12024347309476491,-0.3952586945539124,-0.2006540560909863,0.6724033436557659,-0.46107231712050545,0.14452484962253154,-0.2769996482423981,-0.430883850103035,0.02600498917344307,0.9938166528015899,0.2246559137116797,-0.0964237262945552,0.10252363892402849,-0.6083722460446346,-0.05767520422943784,-0.4137153013282503,0.011899077898446686,-0.12615843363067747,-0.3794223033337677,-0.07040399022889621,0.32552279155681885,0.10338377893392847,0.41046132628737153,-0.023472953954121745,-0.3278221773180551,-0.4468203653630082,-0.7435909800303042
-0.17081073676801173,0.2150725026155913,-0.13540645256569017,-0.029800954872092222,0.14150394859792237,0.31593971267335985,-0.045511115432257054,-0.2120411466642249,-0.6078504182387955,-0.17693928060954067,-0.2061738152147211,-0.09437202596311667,-0.07167979978895567,-0.30837384618335895,-0.07670152062710855,0.6254164814265997,-0.5102046079825078,0.11121750496867921,-0.3190744080215092,-0.32766434419623125,0.04646453283767005,1.0,0.19898431606252287,-0.12627231305831355,-0.0007494179030091974,-0.5854803030130946,-0.08714956463051782,-0.32445892927245823,0.042996393371754094,-0.07539507091972875,-0.3658675255892463,-0.022642274610434998,0.2818146427724888,0.09404683300947503,0.41126220658701884,-0.013834394884977952,-0.3103225952657278,-0.4180457007352254,-0.5413386951071508
-0.26945580224594357,0.07439939779879223,-0.25211701582047463,-0.259674172824069,-0.031388595761843496,0.3049408523222197,0.08034196520267334,-0.03312455478662335,-0.6305749361050859,-0.2485437352047194,-0.2377353939071677,-0.19052892613137196,0.0027703238873948433,-0.187589116808217,-0.09579380527179415,0.5766061275326979,-0.5694146483675856,0.05349006386615551,-0.26437846056850856,-0.2688478959874283,0.04994433910237084,0.9793105655941807,0.18561594654394797,-0.17434783984860613,-0.11334563145918175,-0.5924529104596072,-0.013469956806996142,-0.204004161157755,0.06017843692964786,-0.024674529456581107,-0.386922856761848,-0.015646993571583945,0.2565846861937451,0.08104021474234657,0.4072672599930234,-0.009690049240842269,-0.2958235504429463,-0.39254159904460284,0.14972617680928746
-0.3526806999861972,-0.15712022064399045,-0.3781965372535141,-0.4469430229554425,-0.1175456242106796,0.16546774801869701,0.1759613868947243,0.10569815274698047,-0.6768886241914553,-0.2162254671363435,-0.20204695248947335,-0.1265516342611247,0.060594905939002075,-0.07565442077554285,-0.15355997192396398,0.5172874146096624,-0.5128540455873256,-0.018923264087146174,-0.31536401909993406,-0.1723063801683471,0.047397761216416034,0.9548932895506155,0.18416123649346305,-0.3027813050158926,-0.2025018168858913,-0.626876711608659,0.01583177936490454,-0.07514838205887076,0.07580689868699819,0.012319700837146286,-0.4311476256412833,0.04717057501145683,0.22961776201680406,0.07775561866266201,0.409809012315701,-0.012881075182395563,-0.28509295559224435,-0.3833668296680588,-0.0428028206229345
-0.3160536474095763,-0.409052598295242,-0.4908325792434505,-0.5200368984069743,-0.07696992812778836,-0.05711567032529963,0.19653074094536183,0.04044747569340634,-0.7297910442664352,-0.16467243087690575,-0.14379368593473985,0.02178280135138433,0.04833582334642461,-0.036866326747574285,-0.19916141041424984,0.46344151050464233,-0.39379161243448924,-0.20510149005463052,-0.18237337675801313,-0.12159063069041931,0.02758409829013253,0.9286671643329025,0.1781392917402984,-0.3691219241553573,-0.27666036551557993,-0.6449377177104949,-0.08647498993210978,0.06398477438743377,0.09020545492930543,0.04146075714607034,-0.46195391507147865,0.04856109377141915,0.18125905020013322,0.1014016358923524,0.4235914663368099,0.008139774822167878,-0.2405567336169716,-0.3971506884289937,-0.4163588778456673
-0.11598744962501473,-0.5614430754399058,-0.5404822592336429,-0.4717630447252794,0.033356275329603946,-0.24570373633510778,0.1758798134677726,-0.13511600742345387,-0.7542065498365349,-0.20677764038520052,-0.14009227853104533,-0.0024850385186577784,-0.00406519682021278,-0.04016562568034876,-0.09732662285722882,0.40855686649199785,-0.3019907903087429,-0.1944968167029274,-0.4005603461500361,0.0034115772319254223,0.05038294159647805,0.9096845767622257,0.06024667365537639,0.13280975665828043,-0.5037443097541818,-0.5542718611699852,-0.342677050179213,0.08491996944844948,0.06587061878502043,0.11392792365211402,-0.40164350542938154,0.024786197391278186,0.14850011886958514,0.14461017891241612,0.45180796280480395,0.08602111509627886,-0.2052988825746369,-0.39075310008930686,-0.7459625135646777
0.17803968617858557,-0.5239547112444818,-0.4948174918629965,-0.36582906543782034,0.11718859630634881,-0.32423107631352377,0.18811405135225945,-0.19789592322402216,-0.7351069833249648,-0.29033134270230454,-0.16316315994445718,-0.1724684842703802,-0.0007954870518938062,-0.01609695825502866,-0.11032997403405154,0.3692644537239529,-0.5060440321354689,-0.16562145989504917,-0.15548137527473138,-0.09357510253765222,0.06459305800275028,0.8983318691757187,0.02321430931836077,0.25157693472441744,-0.5262465342287082,-0.4711061348710375,0.18059467787514016,0.2345052536169563,0.008788136128071278,0.18039608116266703,-0.395078795685899,0.05453896695105809,0.1041110875194935,0.17901788903214166,0.47352143836014804,0.16866921272473467,-0.2506876479515834,-0.38289886845724397,-0.8023259605649546
0.4116429759045248,-0.30640435908044894,-0.37173663122547385,-0.28051797583769955,0.13511608749567228,-0.32627763367313645,0.2635215733961054,-0.06098095647688928,-0.6916729511696798,-0.30311343119962264,-0.1419824323268143,-0.2796774116113362,0.05814761024178261,0.03944950458447294,-0.20304564248041113,0.3133601707478575,-0.4485056923936196,-0.05537510780216193,-0.44351116803376367,0.0008084789254252378,0.11569546015928922,0.917409838745292,0.04796797925121132,-0.15397258003716918,-0.40274611360030166,-0.47615856277876234,0.1392494417217114,0.30113678987136683,0.008776283891966052,0.20664826125604607,-0.3724130672792356,0.02905244919247041,0.03440800751697015,0.11426829757370616,0.4891886202732598,0.18917085025129787,-0.3382279451873531,-0.3781043294901907,-0.8733929154783472
0.4501924706097433,-0.017951425077371352,-0.22444287744367553,-0.24253847417380647,0.12641939976706995,-0.33956714789298836,0.36672586725834555,0.17595730201662452,-0.6534729892658488,-0.22849522699624614,-0.06613677972566023,-0.26488898989829623,0.10375130049974102,0.09809551165474928,-0.045611814830610165,0.2462961465476583,-0.30031100086196416,-0.25482034251756824,-0.42795422869736244,0.05397317250621847,0.17730388784363926,0.9330458627519829,-0.02423570309381684,-0.1731921685633101,-0.37112580681743546,-0.4428967883767855,-0.12008688044731453,0.3740188136753193,0.008338591961666086,0.2148038036762614,-0.34311074161553046,0.038618502783039244,-0.011276966944531619,0.024451319229241264,0.5216774425080335,0.20968000733090975,-0.3145223494817112,-0.3502477975497912,-0.8383732702874318
0.28731674689068476,0.2086993423235759,-0.10897282677828557,-0.2094171930420059,0.16111619476311634,-0.4118692989298951,0.427843264964342,0.310568873394548,-0.6355353315470396,-0.12757675223790454,0.02962231982801944,-0.18825582868481594,0.14192526520759752,0.15535670827816261,-0.0528765237713984,0.19417780539339424,-0.3189887370396275,-0.3445084697982014,-0.20608439462662154,-0.023411468948338343,0.20430718172242357,0.8983896600076464,-0.11005628342140927,0.21357070342127282,-0.4546052272400609,-0.3488439561271087,-0.2000830638535568,0.4394431709221778,-0.006203517637459854,0.2291403476288949,-0.2931996294583149,0.051169484124250486,-0.0365727861760039,-0.02672236133643857,0.5391813837905404,0.2876646930926692,-0.26270784367415456,-0.3280894430835539,-0.7974247912605827
0.052655594080313284,0.31254356533938554,-0.04689594360908744,-0.12160226837814625,0.2550207868260135,-0.4934125182489789,0.41055120115494237,0.22629385738952856,-0.6292658394720596,-0.04392460674007914,0.12545903190641794,-0.02905419033929113,0.2122001444584367,0.2493210941821773,-0.154180076869047,0.14711755398590598,-0.45894587253036834,-0.13766781489525737,-0.21948278328700144,-0.10396077535793313,0.21630595898404836,0.8589017364297031,-0.12115940149458049,0.4624806923256706,-0.49812040574993055,-0.2567678504451745,-0.0290688910677247,0.48686218968188144,0.004472372925859336,0.2322214131042324,-0.241747611219034,0.06411291049566792,-0.06626578254644999,-0.04928992962644263,0.554529365539163,0.3837295824016598,-0.25692937413187533,-0.32805582901139985,-0.8609818899817925
