X1,X2,X3,X4,Y
0.43119173179192183,-0.4875625568189922,0.09842244508719156,0.1584263472035401,-0.154450743192715
-0.4875625568189922,0.09842244508719156,0.1584263472035401,-0.154450743192715,-0.21056923104899705
0.09842244508719156,0.1584263472035401,-0.154450743192715,-0.21056923104899705,0.2820700421990805
0.1584263472035401,-0.154450743192715,-0.21056923104899705,0.2820700421990805,-0.1537696531411562
-0.154450743192715,-0.21056923104899705,0.2820700421990805,-0.1537696531411562,-0.1730784113203716
-0.21056923104899705,0.2820700421990805,-0.1537696531411562,-0.1730784113203716,0.09589989927124232
0.2820700421990805,-0.1537696531411562,-0.1730784113203716,0.09589989927124232,0.07863355303639796
-0.1537696531411562,-0.1730784113203716,0.09589989927124232,0.07863355303639796,-0.21774285170006769
-0.1730784113203716,0.09589989927124232,0.07863355303639796,-0.21774285170006769,-0.007490772039428273
0.09589989927124232,0.07863355303639796,-0.21774285170006769,-0.007490772039428273,0.1474785528043121
0.07863355303639796,-0.21774285170006769,-0.007490772039428273,0.1474785528043121,-0.11704871463253885
-0.21774285170006769,-0.007490772039428273,0.1474785528043121,-0.11704871463253885,-0.17720575617481393
-0.007490772039428273,0.1474785528043121,-0.11704871463253885,-0.17720575617481393,0.2099124725553727
0.1474785528043121,-0.11704871463253885,-0.17720575617481393,0.2099124725553727,-0.030501479854906144
-0.11704871463253885,-0.17720575617481393,0.2099124725553727,-0.030501479854906144,-0.21173098986933825
-0.17720575617481393,0.2099124725553727,-0.030501479854906144,-0.21173098986933825,0.05298141114702304
0.2099124725553727,-0.030501479854906144,-0.21173098986933825,0.05298141114702304,0.17851525045246297
-0.030501479854906144,-0.21173098986933825,0.05298141114702304,0.17851525045246297,-0.2985867881653277
-0.21173098986933825,0.05298141114702304,0.17851525045246297,-0.2985867881653277,0.13591196175383757
0.05298141114702304,0.17851525045246297,-0.2985867881653277,0.13591196175383757,0.008463700595366275
0.17851525045246297,-0.2985867881653277,0.13591196175383757,0.008463700595366275,-0.15744052075296155
-0.2985867881653277,0.13591196175383757,0.008463700595366275,-0.15744052075296155,0.03973626981946099
0.13591196175383757,0.008463700595366275,-0.15744052075296155,0.03973626981946099,0.08129973172407845
0.008463700595366275,-0.15744052075296155,0.03973626981946099,0.08129973172407845,-0.15527458131351768
-0.15744052075296155,0.03973626981946099,0.08129973172407845,-0.15527458131351768,-0.10515296694893261
0.03973626981946099,0.08129973172407845,-0.15527458131351768,-0.10515296694893261,0.18582061365210634
0.08129973172407845,-0.15527458131351768,-0.10515296694893261,0.18582061365210634,-0.0902401530306276
-0.15527458131351768,-0.10515296694893261,0.18582061365210634,-0.0902401530306276,-0.3006468093421121
-0.10515296694893261,0.18582061365210634,-0.0902401530306276,-0.3006468093421121,0.3200834020297827
0.18582061365210634,-0.0902401530306276,-0.3006468093421121,0.3200834020297827,-0.017874732908915947
-0.0902401530306276,-0.3006468093421121,0.3200834020297827,-0.017874732908915947,-0.3009299534643475
-0.3006468093421121,0.3200834020297827,-0.017874732908915947,-0.3009299534643475,0.13626192456501252
0.3200834020297827,-0.017874732908915947,-0.3009299534643475,0.13626192456501252,0.06444880302127398
-0.017874732908915947,-0.3009299534643475,0.13626192456501252,0.06444880302127398,-0.1728579793322661
-0.3009299534643475,0.13626192456501252,0.06444880302127398,-0.1728579793322661,-0.013370319651557883
0.13626192456501252,0.06444880302127398,-0.1728579793322661,-0.013370319651557883,0.16728132884022995
0.06444880302127398,-0.1728579793322661,-0.013370319651557883,0.16728132884022995,-0.3461439949350976
-0.1728579793322661,-0.013370319651557883,0.16728132884022995,-0.3461439949350976,0.22923444723458064
-0.013370319651557883,0.16728132884022995,-0.3461439949350976,0.22923444723458064,-0.015549675797933982
0.16728132884022995,-0.3461439949350976,0.22923444723458064,-0.015549675797933982,-0.19068548165351085
-0.3461439949350976,0.22923444723458064,-0.015549675797933982,-0.19068548165351085,0.18267577669120327
0.22923444723458064,-0.015549675797933982,-0.19068548165351085,0.18267577669120327,-0.11395500227994915
-0.015549675797933982,-0.19068548165351085,0.18267577669120327,-0.11395500227994915,-0.08524338383474717
-0.19068548165351085,0.18267577669120327,-0.11395500227994915,-0.08524338383474717,0.027984986475038776
0.18267577669120327,-0.11395500227994915,-0.08524338383474717,0.027984986475038776,0.04339685548567096
-0.11395500227994915,-0.08524338383474717,0.027984986475038776,0.04339685548567096,-0.11913969478469799
-0.08524338383474717,0.027984986475038776,0.04339685548567096,-0.11913969478469799,-0.1228801179589023
0.027984986475038776,0.04339685548567096,-0.11913969478469799,-0.1228801179589023,0.2969138068780881
0.04339685548567096,-0.11913969478469799,-0.1228801179589023,0.2969138068780881,-0.1801997051139389
-0.11913969478469799,-0.1228801179589023,0.2969138068780881,-0.1801997051139389,-0.4179458742616483
-0.1228801179589023,0.2969138068780881,-0.1801997051139389,-0.4179458742616483,0.7433472130195571
0.2969138068780881,-0.1801997051139389,-0.4179458742616483,0.7433472130195571,-0.5496499692312671
-0.1801997051139389,-0.4179458742616483,0.7433472130195571,-0.5496499692312671,-0.16851788968136272
-0.4179458742616483,0.7433472130195571,-0.5496499692312671,-0.16851788968136272,0.46655809334277865
0.7433472130195571,-0.5496499692312671,-0.16851788968136272,0.46655809334277865,-0.35859332614523864
-0.5496499692312671,-0.16851788968136272,0.46655809334277865,-0.35859332614523864,-0.12459510317303524
-0.16851788968136272,0.46655809334277865,-0.35859332614523864,-0.12459510317303524,0.2707999661128748
0.46655809334277865,-0.35859332614523864,-0.12459510317303524,0.2707999661128748,-0.07966106773672288
-0.35859332614523864,-0.12459510317303524,0.2707999661128748,-0.07966106773672288,-0.283863922102805
