X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,Y
0.11116317458073044,-0.3261140959530504,0.35376655283554004,0.24997881767240848,-0.1838211566618101,-0.5949495300208703,0.4427357187980674,0.3288846774106451,0.6029215184368497,0.216937879948232,0.26719339992626767,-0.3282917563218324,0.2475887579539593,-0.3936883076408799,0.039204036140410015,-1.0,0.0718180296558717,-0.4539384667787929,0.3173768691967538,0.23033967863427685,0.17590197452183065,1.0,0.2831765431436426,-0.23423194779576584,0.11241604874810984,-1.0,0.08969999531424255,-0.7706971330542485,-0.2963962599986172,-0.7069167728624409,-0.008673661438888702,0.11380483873817826,1.0,-0.13783055506047615,-0.15944058996351618,0.007760251763116344,-0.18126146009395827,-0.16366931638865923,-0.734849175464759,-0.03547998638353855,-0.2569673421810954,-0.7620746556711893
0.07199439974385546,-0.41978859876561336,0.41016153262302923,0.3691864028609657,0.00732121795808216,-0.5987288727694033,0.42830557088002297,0.2828189805560297,0.5926876957495619,0.17339037279589364,0.377743520091258,-0.17011902910518462,0.22728048539997592,-0.25175355674161026,-0.03806481680864937,-0.9196299518595976,0.07698110736639041,-0.4695598975934494,0.29976279906755776,0.15527933992833032,0.1782666215457409,0.9064214421718912,0.35193542953182133,-0.15294041565863759,0.13316004353750355,-0.9656896382764486,0.055607353974333584,-0.6511489714309906,-0.29608297283755314,-0.6145812558619459,-0.08774716004957461,0.077724791727243,0.888487519881132,-0.12773237621787825,-0.19037595707183197,-0.09719768765198922,-0.16839792607481285,-0.1796385759438487,-0.6768621020632024,-0.04553757342853981,-0.24026212791451917,-0.7768203372440253
-0.05289363633964361,-0.44111424827974854,0.4382668945602688,0.49996093864515734,0.17621860435946335,-0.548539829314096,0.4271468426656184,0.17931855721908319,0.5749946228982514,0.1355000924987224,0.33108380519153924,-0.1542049840065941,0.22103740370623837,-0.08139003246995202,0.15734611301686208,-0.8462645733915249,0.01627469121690006,-0.6203911671417413,0.1366164980690825,0.061782424822167226,0.2361642530403547,0.7797298010383313,0.45609508310874514,-0.18143794452144013,0.11582282354762152,-0.8941245442026229,0.05885289051952158,-0.5389927735178011,-0.259540847380787,-0.547404852481759,-0.14943633193112948,0.05473682774238653,0.7777696993471834,-0.1119772327604801,-0.24709591971580147,-0.1664340311753929,-0.14290218036202162,-0.18670587207732747,-0.6434571320830504,-0.07586587371636921,-0.2339079991103341,-0.7731167707094525
-0.19220108446376039,-0.3624452979050612,0.4137540934156334,0.5845766586730696,0.25345385262653464,-0.42222862837507635,0.44138108653160013,0.17955885957232187,0.5463984419549155,0.09223938313048352,0.17859428528011523,-0.26973119807202517,0.22698365278526955,0.08134574710303566,0.14627665269486578,-0.7831390472004109,-0.0064171428056825075,-0.3044196135110383,0.40986785546227966,0.05119783196259853,0.2386385802087052,0.6960985296965727,0.5359468689716829,-0.12281056229741272,0.13222392352779844,-0.8373181954670001,0.06246022502356641,-0.4257255281371065,-0.26475872144308843,-0.4566036138923605,-0.20063841903743462,0.11214555281100513,0.6559797158651344,-0.10230022998910171,-0.28517046321350004,-0.2503539052571122,-0.11004314168365625,-0.2168693430159131,-0.5783729180231041,-0.0777139280844984,-0.2214772617100359,-0.726410681634563
-0.2735570711198796,-0.21323979083942846,0.35418272541157947,0.5941748339198523,0.25922461650673223,-0.2881776339416363,0.4443065602269627,0.2643689333199397,0.5199736635122434,0.048289017589816075,0.1936353203030825,-0.21324365071006712,0.24359679965293712,0.23577920690207366,-0.10966767817168965,-0.7179462349531649,0.04378050435212999,-0.36275954009757705,0.24239535464575956,0.08571534067301223,0.2362763463735107,0.6411991515614177,0.6015589131320815,-0.1923286078355242,0.12293915237049946,-0.7979391016617208,-0.11642591592188622,-0.40514529887086026,-0.30106792559000073,-0.35257944949116016,-0.23911384901479638,0.07587914121093742,0.5870392400103663,-0.101138632004808,-0.302183992665666,-0.2951772307168494,-0.14368358585144325,-0.23231026639757024,-0.5233123198197673,-0.06429063814378444,-0.20913271610698692,-0.8554868338209696
-0.26933964229382745,-0.0532783897352056,0.3006478699887556,0.5497612559254272,0.2720965694560262,-0.2195824232317346,0.4152862551380174,0.25854690494947796,0.5075808714354193,0.015389942317201033,0.334274334213418,0.0036694738806917204,0.2564173059349266,0.3740377338454759,-0.055319417395192194,-0.6553086761908874,0.030339557403003647,-0.3723336107573356,0.08498721147871291,0.14362407235258035,0.2577419869068234,0.5778576307260215,0.6824239743690257,-0.252551592173898,0.14925763053652563,-0.7269188234209842,0.012622981742731243,-0.30557712567598905,-0.29660818750391993,-0.28506383211808983,-0.2605391783791856,0.052247100884237785,0.4954952423699188,-0.06967742410118805,-0.3355556964449964,-0.33618055133935476,-0.12456691278604837,-0.23663187640047811,-0.4888937480420631,-0.0572853965256962,-0.20143909520913617,-0.8934689661699773
-0.20998023025727164,0.07748535870875184,0.27441685031238006,0.4881356159261996,0.3166574060156204,-0.19857961808377877,0.3665845362402622,0.10213699282522293,0.5045545969197829,-0.006909722873729152,0.3298327629194997,0.08648081767081539,0.2614096378046846,0.4592395189050069,0.04583145174307868,-0.6055561826942061,0.022626380634398036,-0.16209355582583385,0.13863491147147466,0.20256259409276955,0.253635237114759,0.5644600362496479,0.7490329185902915,-0.061156409993771144,0.2136083247069902,-0.6972062323651593,0.0213850157066533,-0.25338336127037,-0.2642686638462618,-0.2478984603094495,-0.269934068105817,0.0477835323511453,0.40427187721000246,-0.05424275319522065,-0.3452757966703487,-0.38798275483511313,-0.08998740002318917,-0.24520645809267516,-0.4412455045734074,-0.058805055726970035,-0.1778427165898735,-0.8967198745725466
-0.14972973525097655,0.18076814220517523,0.26303857081583937,0.41623994636259454,0.3353345188873078,-0.15199145426700222,0.3215998904583155,-0.06877586667286628,0.5014062987607264,-0.02751514042808212,0.20265841939195162,0.04461732295682119,0.26003334714047766,0.4822568295826666,-0.05360154317548216,-0.5620050354529387,0.07031571388750257,-0.08384835650598421,0.08446933083601449,0.2254445439343704,0.2338990610798326,0.5712278739248366,0.7875700456887404,-0.021685741380443324,0.19501261219471933,-0.6942184494502419,-0.20777812061829537,-0.28640629722593236,-0.22445700325231377,-0.21539901865287536,-0.24859198464444743,0.009917282929676974,0.368116246067415,-0.0658508882125316,-0.3343341781359974,-0.38536367807710503,-0.09621576520921893,-0.24197901488889528,-0.401532085969855,-0.057485738077256876,-0.15808400750345208,-0.7943917029136095
-0.09820673375919198,0.2600768422001871,0.25928887133931644,0.3155384202874034,0.2957676771369533,-0.06883699898612661,0.27930062782386744,-0.17519908443589938,0.4991997806262529,-0.048408983696588304,0.10345978565597047,0.038405179815410806,0.2538367518741773,0.46485354045780203,-0.17999413157680977,-0.5165084840253088,0.11393466903303517,-0.08903670865447699,-0.07116743405763726,0.26254716769167663,0.22247936222843667,0.5651441977666438,0.8195597845402769,-0.15946319575754464,0.12135470759470612,-0.6698941186876759,-0.19938637419524452,-0.27850626305597637,-0.17974778428932636,-0.1852129455290218,-0.20687523816227182,-0.0015999677613141028,0.34752505102739506,-0.06556922516390395,-0.3384249348840408,-0.3569310228396133,-0.10492588056535401,-0.22489430373765495,-0.3816941431673807,-0.05031546613521487,-0.15319769547842388,-0.6649589109868368
-0.036069164691376554,0.2999150753441564,0.2727062080476219,0.1755638602084113,0.21737714955620646,0.011117953284080162,0.22600652816868783,-0.2481450806763944,0.5032868639963739,-0.06677566516589384,0.03455920118327471,0.06721965307831579,0.2350412319316566,0.39752774195747587,-0.19949701523563734,-0.4699275570822985,0.11681049767793827,-0.08388737238777033,-0.2585501495624313,0.3310190518935803,0.22607331183541501,0.5575399518373569,0.8567280205258263,-0.18118626038991148,0.0589108643987053,-0.6362595005063312,-0.1387965436455112,-0.25899775319142837,-0.12869870508135783,-0.15779628481225616,-0.17891997720481834,0.019003585791985023,0.3177514566139752,-0.054485304833347126,-0.36309193015876995,-0.33708139931808934,-0.0978533790540852,-0.20908144507516724,-0.363444025940142,-0.04921078225667064,-0.14499977709011802,-0.6706514299196059
0.04114960347783114,0.2822497207391095,0.3106696551422743,0.004258952415346018,0.12039402061923021,0.06401375581531421,0.15792305308180654,-0.29910219138931804,0.5143242635648302,-0.0830245042630513,-0.06221847103990552,0.05493170991903895,0.19538628101240252,0.26135542866563277,-0.15968077292378258,-0.42530913686413907,0.09055281029530549,-0.04841970938329476,-0.3784647944612509,0.36096820829844845,0.2381445364833943,0.5502700334679842,0.88446499334906,-0.058554018052504375,0.0023279620464802253,-0.6115913708767102,-0.09202981201619875,-0.23044567986527864,-0.09691449701334642,-0.12010874094217605,-0.17032337325085156,0.013247759445891072,0.29330470440780765,-0.05216189685923389,-0.3936210385236171,-0.33776624221579565,-0.08439453583635037,-0.18937995692113285,-0.34706354721935073,-0.05803252803823811,-0.13226345574823484,-0.6484986152776228
0.12281844719608737,0.19797352805527968,0.37213887958276315,-0.18057017339878845,0.01438597954585319,0.08335672316466369,0.0787206037201651,-0.2962927461434085,0.530105883566953,-0.09992538281516494,-0.17969171423447805,-0.00629322264566079,0.1387813729921592,0.0783166911606683,-0.13329249802210763,-0.3807242885194717,0.05075888699739162,-0.06406510874343363,-0.45342686795623155,0.30534866516842696,0.26051118768133463,0.527011794971558,0.8936641894059376,0.07071767389637929,-0.07857589619425764,-0.5941816737806793,-0.11585581215539165,-0.19162176623844995,-0.0646485570957065,-0.08562679626304726,-0.16985214271283622,-0.02894719039133664,0.28278747538119275,-0.05614617305529057,-0.426768586399478,-0.3447347839237478,-0.08090175807048972,-0.16313069077744258,-0.338323987740095,-0.07521357486942803,-0.12130623862915912,-0.4963094645328636
0.1976973933997037,0.04556650515989502,0.4531676969798142,-0.355267643522589,-0.08318989621101935,0.0575011176844511,-0.008551900616218244,-0.21936388639498305,0.5487785295626526,-0.11916501201522411,-0.2756700166688797,-0.08197243331722615,0.06976674404330896,-0.11660915470083155,-0.08733144999367404,-0.3323208315996371,-0.0162184921555506,-0.14322568246850198,-0.5185964711108321,0.19462527138457597,0.3010908758470978,0.465506562634195,0.8922202989136367,0.07254443771503727,-0.20568877232886262,-0.561898679990228,-0.13359215783201994,-0.1130976807370736,-0.01794026263136872,-0.06071037040214333,-0.1667787944425403,-0.06669536220369021,0.27684565334875444,-0.05413147444481814,-0.47457184713125833,-0.34076423768586694,-0.07530212999923891,-0.13303307076248638,-0.34092762748140437,-0.09704735821064348,-0.11955856709981882,0.05648213303485328
0.23942036759393792,-0.16163164939702446,0.5493729658028066,-0.4855732162839441,-0.1355381296546343,-0.030628645097987794,-0.10357689254379454,-0.11198930341124835,0.5695207959281334,-0.138170495171826,-0.3032732535219227,-0.11782372632961113,-0.00015610536157362187,-0.28437632480499564,-0.09045033064665253,-0.2798805240454342,-0.07881937017749563,-0.11948213387002393,-0.41463275626637397,0.06620270913700788,0.32914894470111045,0.39818098746820163,0.8733564930148738,0.11438832868203863,-0.31362528590596583,-0.533501193013886,-0.02451456415830089,0.02307040299630736,0.0025571032681082073,-0.02900438268593275,-0.170058138458829,-0.07080728758461619,0.25364445246495837,-0.0476729727311741,-0.5200851952371333,-0.36389317470551263,-0.05882676000897025,-0.11271168914797436,-0.3334950257122812,-0.11281190411261899,-0.119249825436338,0.1127900612734507
