p,q,nse_train,nrmse_train,ppts_train,nse_dev,nrmse_dev,ppts_dev,nse_test,nrmse_test,ppts_test
17,16,0.534163477808388,0.890677200448052,44.9905392582832,0.576842152273561,1.00888760121729,37.8224336695516,0.508712632906839,1.05993718447206,39.2199686859492
