X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,Y
-0.008124937896408446,-0.0436585632226153,-0.13969627246905758,0.08721195177720253,-0.8181708234666236,-0.09102497741065207,0.07964708675156906,1.0,-0.017617423547231503,0.003908743219938504,-0.1116714754478928,1.0,0.4722101623720767,0.10298038649103769,-0.28991653598633516,-1.0,0.007482534234285021,0.16826014254740773,-0.591289494683787,1.0,-1.0,-0.05070003597349104,-1.0,-1.0,0.681877405471381,-0.7796369935824246
0.09026627632673079,-0.061449779973226315,-0.00713101900134705,0.10010989258182956,-0.8406632340143271,0.07524600664700865,-0.20563176209280987,0.9414671680639424,-0.08546608584629611,-0.04510781247365314,-0.2808792257553149,0.9231357449531754,0.3857208853159457,0.17153091237582885,-0.767717598880095,-0.7463252949249712,0.16375042563744846,0.18838199146490298,-0.18572493981935367,0.8885214286559884,-0.8196981301177054,-0.2156683279436018,-0.8908231680666591,-0.9389132268596027,0.6021387085934897,-0.23266664041891616
0.21375892672935737,-0.11886305203742975,0.032789192267298706,0.11056653980376052,-0.6970364369039149,0.17801821416475927,-0.43010861886264906,0.8981480169889653,-0.13103295274371607,-0.21568752306809125,-0.27839012166105903,0.8547900044768155,0.28605919152659265,-0.05859199191006592,-0.9609060344104532,-0.6137074295699347,0.20083278372224345,0.20455885633201598,0.1651771395447883,0.7909237806730074,-0.6640834858594182,-0.28905101263005484,-0.8522772079317941,-0.8689356117495921,0.5313550834000231,-0.6525630930351589
0.29132478324895317,-0.11182367958829664,-0.10784381248559649,0.1329296475920012,-0.44837021437448443,0.22310345379491836,-0.48669183860244125,0.8723741867956261,-0.16384024396186037,-0.45415430854855576,-0.061648553211297696,0.7536842031021789,0.2023306866346939,-0.13052005647497567,-0.9625498996169595,-0.568930380228887,0.19088827912168949,0.21063662597109944,0.44984953830903485,0.6909832338571607,-0.5410690834140799,-0.30497812090106646,-0.8608405905843849,-0.8056676012544668,0.45494846238695885,-0.912067404228513
0.2459142346665486,-0.024417844811948863,-0.34945294303228014,0.1878318287127363,-0.21722514123840386,0.25164042756078486,-0.40493931814684725,0.8615434252817431,-0.1851760847545576,-0.4665545211183264,-0.054587405906310726,0.6526268909622028,0.1651697925762583,0.23523262658198285,-0.9448618528164243,-0.5162032527905773,0.2145253064812338,0.21740054628332284,0.5982168661276903,0.5699887141418227,-0.4561229663896694,-0.32123017631011386,-0.8504259020210316,-0.7469474912465364,0.36682196935504163,-0.8687212094964366
0.06369832001671494,0.05792723850610493,-0.4998269502655609,0.2680609995142855,-0.07392299073771658,0.29985823388617705,-0.3398950057913024,0.850920864183839,-0.19475064203244663,-0.2989137954113863,-0.31192068426789954,0.6105325322828803,0.1158203298261049,0.17745539083679862,-0.6773667530727039,-0.5468939080769679,0.13635308054622897,0.23409462133942327,0.7127805263993634,0.4547541366065171,-0.3904163856741444,-0.282376347401316,-0.8691186749291012,-0.6666904768140982,0.3100719314196245,-0.8238907043584396
-0.18219560733988627,0.05090399629451392,-0.4694031053975707,0.3443568524496401,0.026497843230823603,0.36012354653550793,-0.37837682483156154,0.832859829274708,-0.1939765176601167,-0.2340093994962371,-0.48489192256680314,0.5585148735570937,0.054262964991496965,0.04488412134530928,-0.3141777231218593,-0.6189020685168294,0.05163908350637603,0.2415178347372231,0.666815293807103,0.3510030124588672,-0.33840843086965666,-0.16432192638125176,-0.9134281024047615,-0.5963368715495265,0.26715635978388974,-0.9113114689554707
-0.386908977352999,-0.05081381034152299,-0.3446560781450324,0.39676834531682514,0.17005293907295593,0.40066316195626084,-0.4585131769525326,0.8167374457511827,-0.1824037297431521,-0.2913317994150527,-0.5140190645759292,0.4913259433918027,-0.0039610743034439455,0.055023154473708535,-0.046160058826337336,-0.6638251267088434,0.007990341410676782,0.24299721787406692,0.4534571095480222,0.261678756228062,-0.2988624536428418,-0.022063553976348405,-0.9514220336474828,-0.5447000693587158,0.2141772897710268,-0.9584156856569156
-0.4967358689171757,-0.197737883511101,-0.23593550449470968,0.41807033881686495,0.3832189684126517,0.40344568021877736,-0.47749647676581564,0.8119372479381104,-0.16342391032710757,-0.3805992871697037,-0.4567123341975847,0.4415077462222299,-0.0577729224253406,0.07425162346114744,0.05064173930592042,-0.6568733213650915,-0.018838068057715263,0.25141789064675124,0.13208989946606087,0.19743098802508863,-0.27203263309919323,0.08221622744388868,-0.9634600522973374,-0.5044698566684673,0.13961501461063497,-0.8469427930233476
-0.5183449585250273,-0.3238258413286478,-0.19679483362310257,0.4093522807444987,0.6175073986707331,0.37494824425806783,-0.364212152879983,0.8201341751121511,-0.14543437379833846,-0.4256858779304338,-0.3464682178542541,0.41723933510076683,-0.10503778380560358,0.058469291580175886,-0.03443769166472854,-0.5956705413821818,-0.038109587811331225,0.27239656524568745,-0.10096465351537975,0.15438371926989358,-0.24214639490632817,0.10150539901908573,-0.9409300254738817,-0.4679155305798588,0.05374843562636089,-0.81837867632584
