X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,Y
0.22486447000303866,-0.23362651763068276,0.13337493330341976,0.5042356961661723,0.3916698542921466,-0.21839384259805839,-0.3689509507373303,0.3491101241988632,-0.7187972122304171,0.4378135707393518,-0.22300493968835355,-0.310379219600426,0.0628839805967869,-0.3270617151868558,-0.0448564685649685,1.0,0.36081544394218223,-0.604100085978813,-0.2833369100452341,-0.5935192604032019,-0.05617589458917327,0.9078932104726323,0.35407118378343627,0.1450617694153835,0.1336945911413523,-1.0,0.08380003447817819,-1.0,-0.1953652996860774,-0.42320019021255495,-0.6525544029330208,-0.1544667697194263,1.0,0.17945421888987112,0.40051591899559824,-0.47172828780459786,-0.8758435001305331
0.21505616311039688,-0.04298831782770918,0.1836916337807697,0.49526274065444187,0.4183951171626783,-0.13589631388205103,-0.2879692305190822,0.42597850435047646,-0.6802994052522344,0.47437183685534823,-0.1299869102523823,-0.1441653945145952,-0.10004680745132666,-0.4759910377339792,-0.03303416899863176,0.915664997466713,0.25408512905857483,-0.5045360192799367,-0.28642765779996804,-0.5736078360773105,-0.004497500691654777,0.9437165606027844,0.24294895789661708,0.2325974843063574,0.2006685495687337,-0.9040421948236481,0.0012785213423893715,-0.8895840973448772,-0.21092180756744494,-0.3749578415096716,-0.6008437056507114,-0.09052856410319043,0.849360253572093,0.1478925702643401,0.4233872571711583,-0.3778435200468515,-0.911989623750276
0.1186482477236106,0.10462372825019739,0.19157023683468188,0.4552065088987858,0.4643282550585759,-0.11411675556256407,-0.24905658702491662,0.34670060262041313,-0.6632383720318611,0.4680609375335747,-0.06341204649828502,-0.007008239069909994,-0.2200481880511027,-0.5692943984070507,0.006383889091089889,0.8522715827196019,0.0015979537113930409,-0.34982599284595883,-0.16078026179762805,-0.616881706455589,0.021859000644780524,0.9705373608163013,0.18656505960822267,0.2394952260988754,0.25994506399902795,-0.8184682153285217,0.04086589515926509,-0.7682175311133356,-0.1659055496870605,-0.3427348072458055,-0.550406310708709,-0.09159833076502255,0.7075529953116926,0.1346214496739444,0.4381935098198242,-0.3015822789157263,-0.8826418962624039
0.009606109279990616,0.19484772822589846,0.16676513428782536,0.4173172142171424,0.5109722657414169,-0.09033146727762498,-0.2410344054943767,0.16564888659415944,-0.6505034429638481,0.38482841163306936,-0.04692480398025789,0.026306435593239197,-0.25459569005738436,-0.5759523617286524,-0.03713193593496322,0.8044305337816093,-0.23103152858278697,-0.13732515106200338,-0.13751220295603828,-0.6274973432971839,0.02813658155643095,0.9863986625407586,0.19615043748347016,0.07256503617241061,0.29519557362556004,-0.7683736887371865,0.03413083577579323,-0.6676093991261343,-0.12414270802713612,-0.2962162221708612,-0.5095017218133189,-0.09683606205792039,0.5785614685432594,0.13540511368814823,0.4364188743414821,-0.24845009494151793,-0.8084524221954195
-0.06254807632204462,0.24370195656793658,0.12106198801402357,0.37642616454152633,0.5162699775446198,-0.01780791880364585,-0.23292419900170913,-0.023469224896191077,-0.6336034450493524,0.26273024456702476,-0.05844191904413931,0.03059756713797035,-0.21762669234456855,-0.5215047395273734,-0.15810763849978104,0.7630811509997888,-0.3857798546428839,0.0039549637977063234,-0.08873211721637841,-0.6219360816061963,0.017555126674521748,0.9864662277797596,0.22465725666107295,-0.06685551423024882,0.274333601709402,-0.7257128659645102,-0.11559732847599602,-0.5847698567469145,-0.06688671864248419,-0.2400788112110378,-0.47011439722659254,-0.06637804727556806,0.46351098763476406,0.14285725475318967,0.42226820292598677,-0.167600273336031,-0.7566344144693585
-0.09349937590735646,0.2681800142760016,0.05464248942046046,0.30333939826529055,0.45483115142066044,0.09988123643782454,-0.20620263919371074,-0.18271733264567414,-0.6167077638288914,0.12884124609091097,-0.08406991214605652,0.05701713788796958,-0.16121318892789804,-0.45603813664074144,-0.263108466096863,0.7195275629645683,-0.4399800114982694,0.1103281561455074,-0.1612032426828638,-0.548336134880876,0.012116229368101639,0.9821739063023458,0.23299336606394316,-0.06252699220168112,0.1842552809150595,-0.6610795159619641,-0.15039365857321063,-0.5079151742646496,-0.012004442698987927,-0.18176752632289261,-0.41816001547425474,-0.04665589356112965,0.3825185895110468,0.1303082729316829,0.40920605344266336,-0.06937528305936291,-0.7079784514557954
-0.11454190642843853,0.2677275706597164,-0.032368647390608296,0.16987010473157427,0.3228733782190887,0.22813547248877275,-0.14723963455272615,-0.26873646731737266,-0.6062260053177677,-0.023564348510100253,-0.13517226565436136,0.03628853361146889,-0.12024347309475214,-0.3952586945539107,-0.20065405609098363,0.6724033436557662,-0.46107231712049535,0.14452484962254197,-0.276999648242389,-0.43088385010303565,0.02600498917344174,0.993816652801607,0.22465591371175764,-0.09642372629457796,0.10252363892401273,-0.6083722460446485,-0.05767520422955896,-0.41371530132815715,0.011899077898762878,-0.12615843363053303,-0.3794223033365519,-0.07040399023004795,0.3255227915624612,0.10338377893719941,0.41046132627241483,-0.02347295398208793,-0.7435909800303042
-0.17081073676801128,0.2150725026155922,-0.1354064525656915,-0.02980095487209322,0.14150394859792192,0.3159397126733534,-0.04551111543227315,-0.21204114666423712,-0.6078504182387932,-0.1769392806095328,-0.20617381521472278,-0.09437202596311522,-0.07167979978894079,-0.3083738461833573,-0.07670152062710656,0.6254164814266003,-0.5102046079825006,0.11121750496868832,-0.3190744080215002,-0.32766434419623436,0.04646453283766938,1.0,0.19898431606259392,-0.1262723130583301,-0.000749417903016969,-0.5854803030131224,-0.08714956463061452,-0.324458929272308,0.04299639337223771,-0.07539507091965958,-0.36586752559247815,-0.02264227461124524,0.28181464277859636,0.09404683301251349,0.4112622065751592,-0.013834394912508818,-0.5413386951071508
-0.26945580224594334,0.07439939779879334,-0.2521170158204762,-0.25967417282407035,-0.031388595761843274,0.3049408523222139,0.08034196520265668,-0.033124554786635674,-0.6305749361050905,-0.24854373520471096,-0.2377353939071709,-0.1905289261313704,0.0027703238874112746,-0.18758911680821588,-0.09579380527179282,0.5766061275326984,-0.5694146483675828,0.053490063866169946,-0.2643784605685,-0.2688478959874322,0.049944339102369284,0.9793105655941807,0.18561594654399638,-0.1743478398486138,-0.11334563145918541,-0.592452910459641,-0.013469956807031447,-0.20400416115757425,0.06017843693032621,-0.024674529456718552,-0.38692285676541094,-0.015646993572347445,0.25658468620005315,0.08104021474552248,0.4072672599835969,-0.009690049266953493,0.14972617680928746
-0.3526806999861979,-0.15712022064398945,-0.37819653725351576,-0.44694302295544364,-0.11754562421067916,0.16546774801869213,0.17596138689470986,0.10569815274696781,-0.6768886241914649,-0.21622546713633584,-0.20204695248947535,-0.1265516342611227,0.060594905939016286,-0.07565442077554341,-0.15355997192396353,0.5172874146096622,-0.5128540455873266,-0.018923264087138403,-0.3153640190999234,-0.1723063801683511,0.04739776121641737,0.954893289550605,0.18416123649348703,-0.30278130501589373,-0.20250181688588675,-0.6268767116086778,0.0158317793649434,-0.07514838205864427,0.07580689868775825,0.01231970083682321,-0.4311476256448865,0.04717057501071564,0.22961776202219286,0.07775561866550396,0.4098090123126137,-0.012881075209900006,-0.0428028206229345
