X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,Y
0.22486447000303533,-0.23362651763068543,0.13337493330341976,0.5042356961661729,0.39166985429214596,-0.21839384259805217,-0.3689509507373271,0.34911012419887655,-0.7187972122304007,0.4378135707393538,-0.22300493968835267,-0.31037921960042714,0.06288398059678069,-0.32706171518685523,-0.04485646856497261,1.0,0.36081544394218734,-0.604100085978809,-0.28333691004526473,-0.5935192604032139,-0.056175894589154396,0.9078932104726014,0.35407118378338964,0.14506176941536775,0.13369459114127435,-1.0,0.08380003447818685,-1.0,-0.8758435001305331
0.21505616311039533,-0.042988317827711287,0.18369163378076991,0.4952627406544423,0.41839511716267763,-0.13589631388204526,-0.28796923051907664,0.4259785043504889,-0.680299405252216,0.47437183685535,-0.12998691025238118,-0.14416539451459576,-0.10004680745133232,-0.47599103773397833,-0.033034168998635316,0.9156649974667117,0.2540851290585793,-0.5045360192799333,-0.28642765779999657,-0.5736078360773231,-0.004497500691633238,0.943716560602752,0.2429489578965689,0.2325974843063392,0.20066854956865177,-0.904042194823645,0.0012785213423898156,-0.8895840973448816,-0.911989623750276
0.11864824772361038,0.10462372825019717,0.19157023683468166,0.455206508898786,0.4643282550585748,-0.11411675556255818,-0.24905658702491107,0.34670060262042557,-0.663238372031845,0.46806093753357625,-0.06341204649828414,-0.007008239069909883,-0.22004818805110793,-0.56929439840705,0.006383889091087669,0.8522715827196017,0.0015979537113965936,-0.34982599284597093,-0.16078026179765048,-0.6168817064555983,0.0218590006447974,0.9705373608162737,0.18656505960816894,0.23949522609885698,0.2599450639989418,-0.8184682153285123,0.04086589515927397,-0.7682175311133249,-0.8826418962624039
0.009606109279991504,0.19484772822589957,0.16676513428782536,0.4173172142171424,0.5109722657414157,-0.09033146727761909,-0.2410344054943725,0.16564888659417165,-0.6505034429638379,0.3848284116330707,-0.046924803980257446,0.026306435593239197,-0.2545956900573896,-0.5759523617286522,-0.03713193593496522,0.8044305337816076,-0.2310315285827832,-0.13732515106201992,-0.13751220295605537,-0.6274973432971913,0.02813658155644383,0.9863986625407242,0.1961504374834131,0.07256503617239951,0.29519557362547144,-0.768373688737174,0.034130835775776136,-0.66760939912615,-0.8084524221954195
-0.06254807632204329,0.2437019565679388,0.12106198801402313,0.37642616454152655,0.516269977544618,-0.017807918803639744,-0.23292419900170513,-0.023469224896179308,-0.6336034450493481,0.26273024456702565,-0.0584419190441392,0.030597567137970794,-0.21762669234457366,-0.5215047395273731,-0.15810763849978293,0.7630811509997868,-0.3857798546428808,0.003954963797683675,-0.08873211721639129,-0.6219360816062014,0.017555126674529742,0.9864662277797376,0.22465725666101322,-0.06685551423025726,0.27433360170932186,-0.7257128659644878,-0.11559732847594872,-0.5847698567469464,-0.7566344144693585
-0.09349937590735513,0.2681800142760047,0.054642489420460016,0.30333939826529055,0.45483115142065844,0.09988123643783053,-0.20620263919370563,-0.1827173326456627,-0.6167077638288923,0.12884124609091163,-0.08406991214605686,0.05701713788797025,-0.1612131889279036,-0.45603813664074144,-0.263108466096865,0.7195275629645657,-0.43998001149826527,0.1103281561454923,-0.16120324268287478,-0.548336134880882,0.012116229368102971,0.9821739063023296,0.2329933660638781,-0.0625269922016849,0.18425528091497667,-0.6610795159619403,-0.1503936585731912,-0.5079151742647243,-0.7079784514557954
-0.11454190642843698,0.2677275706597191,-0.03236864739060841,0.16987010473157427,0.3228733782190858,0.22813547248877875,-0.14723963455271916,-0.26873646731736167,-0.606226005317771,-0.023564348510099253,-0.13517226565436202,0.03628853361146955,-0.12024347309475736,-0.3952586945539108,-0.20065405609098552,0.6724033436557633,-0.4610723171204907,0.14452484962254109,-0.276999648242401,-0.43088385010304375,0.02600498917344085,0.9938166528015935,0.22465591371168991,-0.0964237262945713,0.10252363892393457,-0.6083722460446084,-0.05767520422954231,-0.413715301328236,-0.7435909800303042
-0.17081073676801006,0.21507250261559574,-0.13540645256569173,-0.02980095487209311,0.14150394859791837,0.3159397126733585,-0.04551111543226338,-0.21204114666422613,-0.6078504182387947,-0.1769392806095318,-0.2061738152147239,-0.09437202596311467,-0.07167979978894645,-0.3083738461833576,-0.07670152062710789,0.6254164814265979,-0.5102046079824976,0.11121750496869343,-0.31907440802151377,-0.3276643441962417,0.04646453283766849,1.0,0.1989843160625342,-0.126272313058316,-0.000749417903091909,-0.5854803030130684,-0.08714956463070389,-0.32445892927243314,-0.5413386951071508
-0.26945580224594334,0.07439939779879756,-0.2521170158204765,-0.25967417282407,-0.031388595761847604,0.3049408523222179,0.08034196520266823,-0.033124554786624794,-0.6305749361050861,-0.24854373520470974,-0.23773539390717213,-0.1905289261313703,0.0027703238874059455,-0.18758911680821622,-0.0957938052717936,0.5766061275326972,-0.569414648367581,0.05349006386617017,-0.2643784605685148,-0.2688478959874363,0.04994433910236995,0.9793105655941841,0.18561594654394753,-0.17434783984859648,-0.11334563145924947,-0.5924529104595724,-0.013469956807186989,-0.20400416115771292,0.14972617680928746
-0.3526806999861998,-0.15712022064398457,-0.3781965372535159,-0.4469430229554434,-0.11754562421068326,0.16546774801869502,0.17596138689472052,0.10569815274697847,-0.6768886241914565,-0.2162254671363345,-0.20204695248947668,-0.12655163426112337,0.060594905939010735,-0.07565442077554274,-0.15355997192396376,0.5172874146096618,-0.5128540455873254,-0.01892326408713163,-0.31536401909993994,-0.17230638016835353,0.0473977612164187,0.9548932895506099,0.18416123649345106,-0.30278130501587497,-0.20250181688595492,-0.62687671160861,0.015831779364726017,-0.07514838205882435,-0.0428028206229345
-0.31605364740958175,-0.40905259829523777,-0.49083257924345125,-0.520036898406975,-0.07696992812779047,-0.057115670325301404,0.19653074094535827,0.0404474756934039,-0.7297910442664356,-0.1646724308768982,-0.14379368593474184,0.02178280135138566,0.04833582334643105,-0.036866326747574396,-0.1991614104142504,0.46344151050464166,-0.3937916124344917,-0.2051014900546244,-0.18237337675801624,-0.12159063069041465,0.027584098290138748,0.928667164332893,0.1781392917402802,-0.36912192415533884,-0.276660365515632,-0.6449377177104394,-0.08647498993226399,0.06398477438749284,-0.4163588778456673
-0.11598744962502205,-0.5614430754399056,-0.5404822592336429,-0.47176304472527986,0.03335627532960306,-0.24570373633510945,0.1758798134677686,-0.13511600742345686,-0.7542065498365343,-0.20677764038519308,-0.14009227853104889,-0.002485038518656113,-0.004065196820204786,-0.04016562568034754,-0.09732662285722982,0.4085568664919985,-0.3019907903087402,-0.19449681670291685,-0.4005603461500393,0.003411577231924312,0.05038294159648715,0.909684576762229,0.060246673655352856,0.13280975665828598,-0.503744309754218,-0.554271861169938,-0.34267705017923755,0.08491996944849345,-0.7459625135646777
0.17803968617857846,-0.523954711244487,-0.49481749186299595,-0.36582906543782046,0.11718859630634815,-0.3242310763135249,0.18811405135225523,-0.19789592322402483,-0.7351069833249642,-0.2903313427022971,-0.16316315994446373,-0.17246848427037842,-0.000795487051882815,-0.016096958255026994,-0.11032997403405265,0.36926445372395356,-0.5060440321354647,-0.1656214598950453,-0.15548137527473194,-0.09357510253764456,0.06459305800275628,0.898331869175728,0.023214309318341675,0.25157693472441833,-0.5262465342287291,-0.4711061348710065,0.18059467787515238,0.2345052536170027,-0.8023259605649546
0.41164297590452015,-0.30640435908045727,-0.37173663122547373,-0.2805179758377002,0.1351160874956714,-0.32627763367313745,0.2635215733961016,-0.0609809564768915,-0.6916729511696799,-0.30311343119961576,-0.14198243232682162,-0.2796774116113342,0.058147610241795045,0.03944950458447427,-0.20304564248041168,0.31336017074785905,-0.4485056923936116,-0.055375107802149826,-0.4435111680337679,0.0008084789254199087,0.11569546015928656,0.9174098387453011,0.04796797925119334,-0.15397258003716918,-0.40274611360031376,-0.47615856277872826,0.1392494417216683,0.30113678987142833,-0.8733929154783472
0.45019247060974177,-0.017951425077379013,-0.2244428774436763,-0.2425384741738078,0.12641939976706906,-0.33956714789298936,0.3667258672583431,0.17595730201662296,-0.6534729892658502,-0.22849522699624114,-0.066136779725666,-0.264888989898294,0.10375130049975345,0.09809551165475017,-0.04561181483060961,0.24629614654766052,-0.3003110008619603,-0.2548203425175558,-0.4279542286973699,0.053973172506221134,0.17730388784362838,0.9330458627519882,-0.0242357030938255,-0.17319216856331787,-0.3711258068174469,-0.44289678837674396,-0.12008688044740012,0.374018813675391,-0.8383732702874318
0.2873167468906861,0.2086993423235719,-0.10897282677828735,-0.20941719304200745,0.16111619476311545,-0.4118692989298963,0.42784326496434066,0.3105688733945464,-0.6355353315470413,-0.1275767522379021,0.02962231982801633,-0.18825582868481394,0.14192526520760818,0.15535670827816306,-0.05287652377139718,0.19417780539339624,-0.31898873703962527,-0.3445084697981957,-0.20608439462662886,-0.02341146894832169,0.20430718172240825,0.8983896600076393,-0.11005628342142282,0.21357070342125684,-0.45460522724010777,-0.34884395612705843,-0.20008306385364538,0.4394431709222619,-0.7974247912605827
0.05265559408031595,0.31254356533938643,-0.04689594360908944,-0.1216022683781478,0.25502078682601304,-0.49341251824898,0.41055120115494126,0.2262938573895268,-0.6292658394720607,-0.04392460674007925,0.12545903190641639,-0.02905419033928902,0.21220014445844448,0.24932109418217707,-0.15418007686904622,0.1471175539859073,-0.4589458725303601,-0.13766781489525126,-0.219482783287008,-0.10396077535791903,0.2163059589840357,0.8589017364296911,-0.12115940149459148,0.4624806923256499,-0.4981204057499924,-0.2567678504451214,-0.02906889106781696,0.48686218968198847,-0.8609818899817925
-0.10971175104216757,0.32137171256651387,-0.03437243540071799,0.029872776998433492,0.35617482908656495,-0.48861662409512885,0.3266145802828164,-0.07642491905375437,-0.6144103388490377,-0.059624200485861256,0.1665629802464248,0.10689656779931722,0.323016533674509,0.38360125837015424,-0.2155665000731838,0.11173041947277351,-0.5858094669051432,0.007684142928979565,-0.13182999583160493,-0.19920280828948922,0.20524542493388975,0.8422133433854968,-0.020336755512591398,0.1991591103539334,-0.403925565379576,-0.23085993052970344,0.11360370247790774,0.5646011615445694,-0.9051279867241552
-0.14255519155765783,0.30926524306944914,-0.04783526118877213,0.182572636920038,0.3685789710281995,-0.3312152912954337,0.24564820362393536,-0.4100934390934823,-0.5760392275251345,-0.21011349930271572,0.113003708519958,0.0808948040487647,0.36821777666404976,0.43960248657615586,-0.2595990756190516,0.08243517618735052,-0.2937750595335462,-0.12819790782863094,-0.19736489231184362,-0.11090430381580207,0.20034055202131373,0.8512131022338032,0.11975915986274388,-0.4759930036493679,-0.21767067405625162,-0.27465014841659807,0.3027928101760129,0.6861466701368222,-0.9077011006089504
-0.09925920541788003,0.3244979648740647,-0.07105905729085893,0.24013710236686459,0.22932363963377567,-0.06118862995119678,0.24205719688506755,-0.5509757832909437,-0.5247650647045672,-0.39488748167578835,0.013666403955705064,-0.033633736657687985,0.23801908714186526,0.30450215893347843,-0.32394469536260995,0.055075723224256024,0.128838457476822,-0.45155026259428777,-0.14343317162120572,0.008791534404463341,0.21328114845748658,0.8295967271056293,0.08639449178282432,-0.3298394025065112,-0.2366282256246539,-0.23141146443523275,-0.5255237357564835,0.6549666783163022,-0.535212233476686
-0.10719055421818613,0.33401152913076504,-0.10939033242517826,0.14168980196304526,-0.02822798124894843,0.1792506087245065,0.3357792727060114,-0.40334695623992145,-0.4887368029399646,-0.5133014058755306,-0.07302374935541234,-0.17673695603588135,-0.04362054857120101,0.040433425964560454,-0.22918714961167974,0.011047954235808177,0.3032974569857385,-0.45813556515644294,-0.42792472442812834,0.17014654413744634,0.2903150094576563,0.8072261974569452,-0.10129471293594428,0.46990603343560955,-0.35156797213585733,-0.06295671074588949,-0.034111856018986475,0.6792337468699552,-0.5707457109333822
