1,1,1,1,1,1,1,1,1
-0.14437,0.76749,0.90074,0.97601,0.99476,0.98965,0.99817,0.99986,1.0057
-0.1524,-0.85387,-0.98035,-0.99377,-0.99261,-0.97517,-0.99761,-0.99363,-1
-0.16571,0.50132,0.8848,0.95227,0.97997,0.95687,0.99841,1.0004,-0.5308
-0.082541,-0.62794,-0.69945,-0.85792,-0.94544,-0.94832,-0.9989,-0.99385,-0.54546
-0.033075,0.16779,0.13341,0.48158,0.68989,0.82474,0.84875,0.69035,-0.44555
-0.025376,-0.46331,-0.42628,-0.3501,-0.48935,-0.49351,-0.16162,-0.17188,-0.36704
0.0012175,-0.00026673,-0.10847,0.012276,0.20433,0.20693,0.2915,0.017665,-0.34032
-0.01921,-0.16952,-0.12581,-0.13909,-0.17597,-0.13493,-0.003364,-0.05007,-0.14502
-0.027319,0.0704,-0.068003,-0.1328,0.040316,0.00059887,-0.1004,0.053114,-0.62005
-0.048189,0.040057,-0.084415,-0.19208,-0.067272,-0.028178,-0.14327,-0.03678,-0.14223
-0.097363,-0.020268,-0.026686,-0.10023,-0.019131,0.0017552,-0.013642,0.048442,-0.32955
0.12106,-0.043265,0.010687,0.10019,-0.011788,0.036067,0.018697,0.084161,0.078896
0.016856,0.11458,0.016762,0.14804,0.027938,0.0038048,0.038397,-0.019131,0.014579
0.025399,0.055619,-0.010328,0.17451,-0.04352,0.016397,-0.084578,0.05744,-0.20633
-0.056766,-0.033371,-0.147,-0.020541,-0.14407,-0.0015307,0.0080827,-0.066028,-0.12538
-0.014036,-7.4475e-05,-0.021189,-0.13471,-0.053987,0.11523,-0.069414,0.027414,0.046719
0.0041677,-0.080878,-0.083646,-0.0026102,0.095352,0.0050265,0.009595,0.070081,-0.16756
-0.020693,-0.05711,-0.031198,-0.061543,0.049264,0.043969,0.12457,-0.015462,-0.066975
0.043881,-0.017627,0.0074912,-0.084592,0.03018,0.035633,-0.025247,0.047257,-0.16455
-0.017777,-0.014461,-0.093383,-0.083009,-0.017315,-0.01767,0.012449,0.046693,0.029006
