ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,UP,LOW
1,1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.537903172604161,-0.140407961129974,0.768478027243124,0.902006347621733,0.977052580307978,0.993526740823624,0.994370647008477,0.997068712833397,0.999902333707285,1.00606883204406,0.0851256530758749,-0.0851256530758749
-0.0282039540787306,-0.143356134691208,-0.853440736902663,-0.979404563574462,-0.994240150032593,-0.989964919836279,-0.979760724436421,-0.996024543640977,-0.996041428308508,-0.999999999999979,0.0851256530758749,-0.0851256530758749
-0.124258719013069,-0.159977809902142,0.493559792163791,0.889752163155861,0.957603568202399,0.972007731378375,0.960292032136671,0.991354356088705,1.00034192190585,-0.629342839642022,0.0851256530758749,-0.0851256530758749
-0.0336054214702543,-0.0763092912508191,-0.630990225762363,-0.711587411302522,-0.86871763349287,-0.938741993967849,-0.953804300432656,-0.991708753085586,-0.972121550430974,-0.540309723298985,0.0851256530758749,-0.0851256530758749
-0.0590922119707479,-0.0402144402146692,0.159982322268756,0.129509631709909,0.491288427568101,0.677127510845177,0.849826655940691,0.884597180779617,0.630409180984192,-0.328830117552257,0.0851256530758749,-0.0851256530758749
-0.0685272132868409,-0.0274091614310296,-0.462493960853155,-0.427189093658512,-0.373688198367709,-0.474700656208727,-0.427992192263587,-0.0254538100045787,-0.179336565575044,-0.643926221912404,0.0851256530758749,-0.0851256530758749
-0.0182054389270637,-0.00502457911224343,-0.0142276570264479,-0.0873989626670218,0.0172478330831239,0.205303050816259,0.0791692843287476,0.0893275916669614,-0.141697961669101,-0.241943001639718,0.0851256530758749,-0.0851256530758749
0.0145521538274529,-0.017287896238465,-0.19117167322505,-0.11265449118659,-0.14884760410687,-0.15820409795709,-0.138577200806378,-0.0536403216589005,-0.290390997744681,-0.283207603354952,0.0851256530758749,-0.0851256530758749
0.0809350622619575,-0.0272281938204609,0.0565587160031889,-0.056759269146301,-0.124431577716579,0.0250673335009484,-0.0136005931741409,0.0576378821467028,-0.112314772948007,-0.268101028107807,0.0851256530758749,-0.0851256530758749
0.138322313189094,-0.0369912447466101,0.0352374943161548,-0.0933225637550723,-0.166832971102556,-0.0478478561782705,0.081879136323555,-0.212423950123956,0.00794229657016202,-0.163222066742954,0.0851256530758749,-0.0851256530758749
0.159723877341001,-0.0892844667006743,-0.0105044575494413,-0.0104020477595814,-0.0340758408603358,0.00595339851454136,-0.0141491089912498,-0.0958500179376913,0.00268841428040314,-0.155687866022646,0.0851256530758749,-0.0851256530758749
0.234292171832671,0.123933174451738,-0.043827529544982,0.00908317288889433,0.0840394332856632,-0.0320359811536231,0.0229071798313887,0.0668617711674423,-0.191504622311021,-0.191892284495426,0.0851256530758749,-0.0851256530758749
-0.0399407776009876,0.0281451379125588,0.101038635091892,-0.000456515317541079,0.200999192356638,0.0499426394874998,0.0311723940948668,-0.0419430469216572,0.174758636963623,-0.22131689043891,0.0851256530758749,-0.0851256530758749
-0.0583276417297121,0.0231432054418799,0.0658940009808216,-0.0352948703667995,0.180412624368158,-0.0274075613122992,-0.0191290444211587,-0.0016266762897458,0.110409136746671,-0.143050981796974,0.0851256530758749,-0.0851256530758749
-0.0919909663142236,-0.0610004982702824,-0.0404101675877962,-0.13127182447483,-0.0305165158817121,-0.144202697539518,0.0955211540764055,0.0838456503690012,-0.189233210649615,-0.178091611765633,0.0851256530758749,-0.0851256530758749
-0.0136814869730899,-0.0127935526641565,0.00629490974605668,-0.0224216686355991,-0.176889330109914,-0.0734587981997321,0.0751788961589978,-0.0580752111390491,0.0811204464612476,-0.0465516290512028,0.0851256530758749,-0.0851256530758749
-0.0348568914579095,0.00784576439140424,-0.0880151297656525,-0.0536210842458468,0.032284297686532,0.143456339979176,0.0220876655710347,-0.0385299435822052,-0.0600049397877508,-0.143854017035609,0.0851256530758749,-0.0851256530758749
-0.061839262843084,-0.0203071370784218,-0.0582684075635261,0.0017853420786851,-0.105936968377455,0.0107664050093802,0.0732336142644338,-0.0276982724006197,0.144403127510792,-0.119325890501922,0.0851256530758749,-0.0851256530758749
-0.00532382139443053,0.0427554278476269,-0.0171857972011347,0.0186833042479745,-0.0774104095978811,-0.00256388486849723,-0.029829256941819,0.013159652668461,0.0878372522993455,-0.102480767343196,0.0851256530758749,-0.0851256530758749
-0.038565379112428,-0.0177965515335941,-0.00296835304930866,-0.101212800702291,-0.0720947731788028,0.0440123702376807,-0.074156392912086,0.0199335681042055,0.0290145675800588,-0.0154333790893449,0.0851256530758749,-0.0851256530758749
