X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,Y
-0.6249123569402364,-0.15564234462207582,-0.4879909720912876,-0.3370998202228037,-0.26126885709888703,-0.16750366794344296,0.393704015210963,0.1504376115669861,0.5488791110904188,0.04355148550291399,0.03454666961914632,-0.05838784577562417,0.06924675619688991,-0.0034742552446894726,-0.5310829267799098,0.01943076490011464,-0.25430074613558495,-0.029018610233658704,0.24037160981734274,-0.04286721310703845,0.31881979570993013,-0.07024004321655619,-0.11294886405556048,-0.5719969017633031,-0.0023712393008836763,0.15242507934877492,-0.15198270838793493,-0.015463202059294967,0.009585203771271589,0.19419933202898543,0.36510402526699903,0.055223654781362486,-0.03782782871378709,-0.3007005243109474,-0.1466937896535806,-0.28409281525148256,0.11103013746489876,0.4131005868353066,-0.06411250860738893,0.17481756843260055,-0.036143744488214224,-0.05644691460435325,-0.30730276883779617,0.2825450584699938,0.15075468804018732,-0.33483696650464756,0.40911965157100116,-0.20326284670150863,-0.0428028206229345
-0.5523047984590911,0.05495061134011925,-0.5751241338054882,-0.43660002826957867,-0.3102736338919244,0.08361841022354155,0.5540665146555326,-0.32388422891561797,0.3758278030303486,-0.0799362540169617,-0.05730397963395362,0.05015668145021657,-0.09094521866229033,-0.22485927685657559,0.105716231237446,0.35007088324259183,0.048811135550572926,-0.4243946207103553,-0.14611935316520064,-0.39387964517334095,-0.10712642346560641,-0.036593728863396846,-0.1492343208352379,-0.20925174044729844,-0.3740673168639883,-0.03690212064198373,-0.19506928307907523,-0.291124382227424,0.18838172703602085,0.1028726595072127,0.0709965031273101,0.14285660147536405,-0.2961597003299814,0.001546824982340933,-0.4969730990337564,-0.009181414802594046,0.11608640972935058,0.4717666140925654,-0.04762553133368763,0.10506260860537586,-0.11025672102063566,0.07859066523830127,-0.20056232746466118,-0.36847793331765644,0.09677089835044117,0.024080071659789315,-0.09325877170946595,-0.028512518906614104,-0.4163588778456673
-0.3689093210256673,0.19721342894172245,-0.6587087701270306,-0.520010654666192,-0.06807029937232223,0.30213296601341266,0.43046316114130434,-0.36836346807513676,-0.3240827934258401,0.007681267998540742,0.07297806474243318,-0.10948414531475892,-0.1506644048517526,0.09826552074978578,0.2962625502911507,-0.25507803309369403,0.22332238337170152,0.004896487848760733,0.1454128819035796,0.2904670221163097,-0.25733101892645693,0.08393320412529626,-0.10097885342262214,0.07943540878915734,-0.12194161725401409,-0.21459365924303442,-0.3000844114340906,-0.35195585089878634,-0.19155813005245648,-0.13007717791890694,-0.20342330362682082,-0.026508093241148667,-0.352346423449181,0.2504928744782968,-0.39795392765816173,0.043883476877919936,-0.0760730473764819,0.13356361070585354,-0.30337312115500137,0.35799426610506657,-0.012385074886028247,-0.17021192832068177,0.13858115697979034,-0.16403732937980509,-0.07275119812167896,-0.15449885862366564,-0.24574011317104272,-0.08334230392772968,-0.7459625135646777
-0.11384852806299917,0.22793397007677774,-0.6962629371452693,-0.5755985877634531,0.269193279818698,0.24005991904103796,0.09059910739516797,0.08202117052555646,-0.6102606829045587,0.017069017528430708,-0.13320211901489853,-0.06789690112859292,0.12587155495878188,0.0316301819316831,-0.4098024636669506,-0.32402554952188023,-0.08930310305641886,0.10825654984324751,-0.379644320512291,0.000584003882419637,0.012817177242351763,0.04799758711653279,0.1184336556018788,-0.26783045819773244,0.20770558981346632,-0.10845097833528416,-0.13893733767694527,0.024064618623970135,-0.26156201754182795,-0.1700277512364965,-0.22285986066899632,0.017189434043365592,-0.22168437732652124,0.21356774848902682,-0.023992964337457012,0.2598780178719302,-0.17369076207282153,0.24622241893715202,-0.39928318524254314,-0.15724286807465293,-0.21671832104824718,0.1969659583454566,-0.07345916347463533,0.59471032188873,-0.21415279253639163,0.012236421418565069,0.02426514174836303,-0.12532912330463808,-0.8023259605649546
0.14929635238143746,0.13409092591293592,-0.656562699432903,-0.5986767380543636,0.38780877859222906,-0.08403200197397309,-0.27126515443201216,0.4254135059129047,-0.20898233925628718,-0.0023355680844389104,0.04067572796520147,0.17741408984810958,-0.08707559158016887,-0.18216386778314242,-0.32916649003617193,0.2833010065236925,-0.36393355196396504,-0.19162908661396183,0.2672230402139766,-0.22163965821480958,-0.25769080194719374,-0.1902601606047134,0.1898057315090249,-0.3890653842486219,-0.06768598461775921,-0.031535582109509463,0.02870116556570501,-0.04103419960657584,0.1569733395292523,-0.1228606141624331,-0.04158166164338084,0.10559567986161422,-0.016202319503293205,0.279555301669965,0.17639302833564363,0.5472642732945467,0.013820268614997078,-0.12899713684772662,-0.12303624829509707,-0.41134515292780294,-0.17914379687915427,0.3243628555154694,-0.06737165072051066,-0.20689541335171324,-0.0934896220203314,-0.25728347534812257,-0.3798703286850599,0.17902373880956524,-0.8733929154783472
0.3515209064882834,-0.0635486892270607,-0.5334540440404485,-0.5858914536519008,0.16132102043974705,-0.3887155146505141,-0.4716491940247215,0.24452686759397912,0.2676570696422549,0.0031251442613449143,-0.05876125714263014,-0.15275801396898703,-0.3029316374492961,-0.06498881369474241,0.21585390611407007,0.15883749260350344,0.18370366056966692,-0.6495476596696783,-0.03767677936369751,0.08709031638167364,0.27671172005232103,-0.1366421678499088,0.09715239609147863,-0.02647080598216678,-0.35115568130615094,-0.05763447679244216,-0.08602198266970673,-0.27238979529099716,-0.008467084032464989,0.1438282917554281,0.19364731700879712,-0.18810459211209696,-0.07477158498809455,0.3677631903260046,0.07874180266340636,0.04657865902060587,0.1044633815549898,-0.647700237224025,0.18220522724453425,-0.16043706376634936,0.07705436746691996,-0.15993911156058394,0.08391460687051966,-0.029743161312393185,0.022409335044594414,-0.593451644067986,-0.13148427365708992,-0.05712632376240079,-0.8383732702874318
0.43745843380019567,-0.31533477559203726,-0.3475535279213475,-0.5383753665534206,-0.242001374374472,-0.3852060450591416,-0.4948824298603335,-0.1871344590981192,0.27953609345620145,-0.07694050919730888,-0.021884892839857062,-0.12799977829955445,0.08090483175185303,0.100930995873316,0.03527734191086562,-0.3381328408079053,0.4229519751008657,0.22252704039333882,0.0049665505737404025,-0.24778592529650534,-0.21934290054703087,0.28838518523308143,0.07090060334501702,-0.014862580231704614,-0.23605078029825355,0.027937998458092084,-0.3118682813245778,0.18338445348163623,-0.3628539639141892,0.3528942429092101,0.19638783773070667,-0.263707163155265,-0.2990320518082922,0.07520012090547068,-0.2440132981447527,-0.17939202993274628,0.03398125937076779,-0.19210597253385353,0.2664118955645458,-0.5043176923781598,0.0063823364297312946,-0.09748789558552817,-0.3861132153468264,0.31825090290736946,-0.05736531696335401,0.08587464141121459,0.22670842998192042,-0.36866061773819525,-0.7974247912605827
0.38236395002304624,-0.5577304386555806,-0.13978591889522074,-0.45410617184546953,-0.4717868972284409,-0.029307453152668916,-0.4331149712841522,-0.39854311487676997,-0.0046942307170703135,0.052545151270843915,0.1657447342060967,0.10144281104184905,0.17285895775211269,-0.024903285404436093,-0.28905886143738746,-0.04561508683091531,-0.14663954178645255,0.22027062394638208,-0.24763521839958413,0.21561807577755498,-0.30367741557269556,-0.26663937097187507,-0.04155532299199738,-0.26937579415206536,-0.05845687735158411,0.19490012563116976,0.0017163162936604248,0.5204909186667603,-0.05363697053773786,-0.20143639512421496,-0.18175421984273477,0.03087059285082594,-0.4953467963466466,-0.20531859329261826,-0.595139410074645,-0.02288017702122358,0.042322499687826864,-0.16418117286357925,0.08722497924320294,-0.27756894927811526,-0.20593063011049595,-0.006712475282430241,-0.2793325391350585,-0.6594609452135115,-0.026123373146423545,0.3501675546221603,-0.2433082317052585,0.07457199665258996,-0.8609818899817925
0.19732646787389774,-0.7291754979486783,0.04392256580363574,-0.3364971035174551,-0.28429493965640795,0.39688854664355855,-0.40165361336441263,-0.23127078180104121,-0.21005079939589877,-0.0025250040936413143,-0.15688537619518728,-0.03113704638886472,-0.24047088218052792,-0.22394791521914137,-0.09988007928008946,0.0030433722107525707,-0.6777477304627769,-0.22758271421157905,0.001964572501747641,0.03342359497383485,-0.08410284805134371,-0.13444294231094367,-0.06477111480548747,-0.1885328858707137,-0.5101122665067833,-0.02208122207539598,0.0286835438864399,0.14025712097047682,0.2877778107319997,-0.24532313648820825,-0.3079146178938794,-0.2496144886394679,-0.11108440919055218,-0.2887685042332566,-0.2843937670087251,-0.33936407400614454,-0.4224241761375823,-0.24562810360367127,-0.3236106725768315,0.12990402300786008,0.023325091093993278,-0.17279668874812482,0.28393604717819354,-0.10340734638120708,-0.3811016440606426,0.13847080349394258,0.03842572501099739,-0.004819054784901411,-0.9051279867241552
-0.07848994042631408,-0.7825528301588932,0.16815294905332157,-0.20486378471438838,0.19650238144272802,0.4925406836953943,-0.39046601560825867,0.04141468069305909,-0.1328300688306625,-0.038477920633002705,0.020296401113897522,-0.08699566306019302,-0.062084012558004886,0.19205522433702038,-0.06430259189218712,-0.07856815379399595,-0.1370099228541244,-0.6852796052185537,0.12142537221062688,-0.07358285102423556,0.12123505217587827,0.3042198974061536,-0.17736114873438347,0.2115698578096572,-0.24822851607823182,-0.23954376599002414,-0.053909051775413275,-0.16655900178557337,0.005451635581702474,-0.02923131899339826,-0.12313412137892943,-0.28830542277399385,0.15011013567403086,-0.6474570698591171,0.11002639855569885,-0.1415251597992807,-0.15950448252193739,0.23415625989721178,-0.505551263627334,-0.35557264758217366,-0.27049676821019997,-0.0022355418401669436,-0.16301155650162003,0.345133401611736,-0.238866367572509,0.227413187797461,0.15601708426150007,-0.17562697446602293,-0.9077011006089504
