X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,Y
0.3654200372228349,-0.5834872667687746,-0.37443406297941395,-0.7326827450002042,-0.46181885362152764,0.4049816458682045,-0.009756801109715108,-0.46212834753876053,0.07146049752210493,-0.6114256263767354,0.2420116663455676,-0.4946242759974624,-0.13575038109228876,-0.28126464475689716,-0.28482444953832453,0.876052365584707,-0.17377833320151348,0.12033433934138582,-0.17608614623355467,-0.46411905679125265,-0.22860514120363928,0.42124121254984637,-0.47322687717045664,-0.09203063285522806,-0.5598978480630714,-0.011374384146779493,-0.3479640567865234,0.1568525239744687,-0.32798187573291926,0.03627573744095636,0.5723041702323735,-0.2402271148786861,0.3034945778584066,0.21737295864303974,-0.04552114699497167,-0.49219287891399033,0.06352093965997185,-0.23715619316870784,0.515928886497226,0.5285992583141543,-0.5880779592782515,-0.3895705611664978,-0.8159927556202999
0.07326464623405382,-0.7380378273616461,-0.23582469475159673,-0.7042448794420415,-0.31593663429302665,-0.28277030971675166,-0.5160461346145555,-0.2895808623498748,0.018494786342768688,0.5264415830624223,-0.11106026074306286,0.07169480327128941,0.10042545617602294,0.24438316226044998,-0.3209686867560745,0.017370538232708954,-0.7141572978258166,0.3774617844242969,0.6738722353702407,-0.4022807005849385,-0.5031374121592471,0.1035027872475549,-0.2873250141056517,-0.57090357134243,0.03498667141181144,-0.5908607312440617,-0.15350853873239034,-0.3196205506951073,0.5569958346552377,0.24672767088139969,-0.07151281615162186,-0.713523927359508,-0.3565462166508474,-0.10834977741741014,-0.4823123516762955,0.061457135137813035,-0.17255090422580488,-0.2850360324150799,0.3153118863203648,-0.6525002356741092,-0.17628834953493644,0.1709868853061005,0.35022048112130433
-0.2905606284050919,-0.7824482298623966,-0.10053736962167925,-0.4648231584583068,0.3275142539984015,-0.5382002687621621,-0.7253502480591627,0.14021406567144856,-0.07150470108992146,-0.1639023995616814,-0.07149552499548861,-0.047359505627023735,-0.1103904973949077,-0.6212857484813805,-0.21519355538876417,-0.2674184785770103,-0.4613622639573798,-0.6032251438929479,0.20062465336227486,1.0,-0.1844369417581403,-0.07141490568357534,0.10172596731284855,-0.35482612034803396,0.4789158172172061,-0.0712100113756049,0.08683841267908932,-0.0745181159689472,0.5107531007370754,-0.15595618721091786,-0.6348754274344779,0.1224712260448253,-0.4935965545715416,-0.6514552612006826,0.09175433900218177,0.08459918514194542,0.09199627102017294,-0.13069778194755388,-0.600771250838084,0.1294515297440051,0.3650158230207794,-0.30914166143927524,-0.7662486712075278
-0.6462601338105705,-0.67764124616339,0.011933775291551152,-0.14082560290441248,0.7017687380939621,-0.07632438263540176,-0.4921900412353435,0.4723320583485693,0.2911786425144376,-0.12284136876547891,0.13328652121651907,0.11586429674703713,-0.0008015741558929923,0.14262848918976934,0.6536084325932261,-0.37070969995797964,-0.09826787719830588,-0.5773716441161441,-0.147819660242967,0.4105033089267687,0.24142708709489957,-0.11504717449250412,0.107179449820755,1.0,-0.07925778297525576,0.5327028986175264,-0.00011720516016278104,-0.1268696797829706,-0.46535292903383896,-0.26849071046516004,0.01663808751609208,-0.2074851913410498,0.6555644557301312,-0.13865544673088903,-0.1714830534022369,-0.5201205938233566,0.07555377478415815,0.036075696859335205,0.41250831685016665,0.3865851393156563,-0.09796554292094195,9.973525750761603e-05,-0.9083861569353124
-0.9019407329641835,-0.4170529173808557,0.08683748752261922,0.05334541345102983,0.3065131282402709,0.5671507499593345,-0.005733070174092414,0.2625971166560692,0.6396035853750148,0.12262225091641499,0.12737399968181196,-0.2543075365516563,0.03846495965149166,-0.17554337683784016,1.0,0.2428940429697808,0.9166709368864778,0.0117451055425839,-0.13677068845913254,-0.8433837859610888,0.30819425041274795,-0.13510914041349398,-0.011402913134985537,-0.15299463677612457,-0.241417766716993,-0.08248590218627905,-0.2995611086383191,0.04678688761755767,-0.3132780692014109,0.04677172506844207,0.22166722632924962,-0.4592602328907114,-0.6393501316709507,-0.23009723583031882,0.09158740359158513,-0.0036326697126526364,-0.3159823556772383,-0.41314486251541227,0.06495667450328746,-0.2305358591658313,-0.3564935047826009,0.28609580524394906,-0.9268986967990865
-0.9783953750237581,-0.042519194307887864,0.11242490268774352,0.027223956432632423,-0.4741468238328933,0.5749590277664931,0.23823939347761836,-0.28325156228406667,0.2664016297780891,0.38026329433723016,-0.5339400367310188,-0.11932643807661758,-0.06231123466664712,-0.898758686805343,-0.3476001499424096,-0.903875496158694,0.2280500137364212,0.28102310170294853,-0.4959416648169017,-0.6070218849718558,-0.229041130382991,0.299404702054362,-0.09329856958326699,-0.5431274885804984,0.046197942410431736,-0.3835279901147183,-0.09338938715178313,-0.11727072956297413,-0.1716532074770717,0.04923636847223123,-0.36275147965033905,-0.1766349365350054,-0.45212398710262347,-0.20959014379109653,-0.4915885141341324,-0.20552335883276962,-0.030761834171903812,-0.07825068703355553,-0.44904266686047334,-0.29353772825761115,-0.008244513534466535,-0.44148880925237666,-0.9979723611165794
-0.8393189478596432,0.3530952314986664,0.08176810626757991,-0.10443199350104837,-0.7733606391977251,-0.16046469826341025,0.10520219590678748,-0.3673592106446061,-0.4486353431911615,-0.5606090577635072,0.28981971166006226,0.5304122537911109,-0.15220658142857224,0.09700487067361019,-0.47502301817440395,-1.0,-0.201223614948297,-0.11472734895787917,-0.7091153010906812,0.4627468198143301,-0.9231914874356798,0.2663464847989634,-0.10615418269603483,-0.10925642949062453,-0.1634481790534268,-0.15280387090645287,0.08687394649650693,0.07292523087153224,-0.3060790154141598,0.115102852514122,-0.19742926326477261,-0.011641723014387706,0.4855546374777402,0.054992529488083086,0.02736853714486953,0.21228248353729806,-0.06794679593126851,-0.08755685670008095,-0.26250823157075287,0.2629042923127074,0.19084660212352622,0.04689095673410271,-0.9979113350919327
-0.5149428083357757,0.6570951732165469,-0.0020574686653956897,-0.1513135354912969,-0.264105594629788,-0.8157016072653137,-0.034799372763807956,0.047485993778172864,-0.6897514916140306,0.12439778898155596,0.8228097460956305,-0.36607005191311237,0.24194341936301966,0.5964572152555652,0.3687244591803107,0.6691379560323512,0.34164313217212494,-0.575052285598606,-0.29961305688368434,0.14631762405257098,-0.8563675082838118,-0.21820638453532337,-0.39888014453849185,-0.053121460197756654,-0.22246187455628696,-0.28362023177117157,-0.013042244605556252,-0.16236356829425203,0.3594999571765456,0.13852869974832238,-0.13045101919752078,-0.3919011938279301,0.015021666867917505,0.00816866813258077,0.2694522716208234,-0.4288074095824649,0.22636267140901056,-0.16926789038656365,-0.0019134082063728686,-0.030548043767816613,-0.39903455770915064,0.11818434538365774,-0.998584589944486
-0.0896870661018977,0.7810491800917925,-0.12464228172613079,-0.04345568949714007,0.47295263407649046,-0.6500393076674131,0.014468674706682005,0.19373977773372353,-0.15543051554954834,0.5230705754529414,-1.0,-0.5923137307040505,-0.1501517031485644,-0.503326599816967,-0.025661642642382243,1.0,-0.20008519436533712,-0.5342197098320685,-0.07647447286656295,-0.34068517140871657,-0.43447154007354616,-0.012120714011938039,-0.4294142112260032,0.25181395186787303,0.33843173037203167,-0.13230672382402098,-0.1279815518823223,-0.1860867277907977,0.453155803117808,-0.011629308653824721,-0.3569799993374213,-0.09836418278684456,-0.06612906113187456,0.03297802680775641,-0.34476727164307686,-0.32686930341092546,-0.2897858385412172,0.10623538179910641,-0.11026093227254108,-0.030512457233088375,-0.1043125988662853,-0.14593591612933954,-0.9966573487145163
0.3294864077489874,0.692864050336172,-0.2625580862289282,0.13112310721864917,0.6345021213294146,0.1349517018451747,0.002603633950986506,-0.17171371954466497,0.6672677701964538,-0.968559212777695,-0.5992319049646684,0.39208291847449517,0.042301390974289754,-0.271931957142278,-0.27100266650875926,-0.030493907335639947,-0.9197973921894451,0.1069397400602301,0.26938218559509086,-0.48436662218223436,-0.3285059382910065,0.09760261352000188,0.07979254188602614,0.13819058628499126,0.31213302067924964,0.4261036551776831,-0.10405067752299146,-0.03764551690466256,0.3207537174192012,0.07276963798591574,-0.040695404092111476,0.10342841551501403,-0.09172515253335778,-0.3660656912121585,0.19064662673777888,0.01610192616545425,-0.31573065099817577,-0.3045143073784581,0.318394497535853,0.21119231030235097,-0.15133346135237113,-0.11779181877760769,-0.9693767471160282
