,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,Y
0,-0.367694651243625,0.0810680789542514,0.7076801666943191,1.61890576248433,0.45594740643640796,0.39669792689792605,0.286863622262444,0.11472206728546801,-0.695894906131265,-0.497098988121305,-0.31568238995283804,-0.15133630946004098,-1.0214120560674,-0.835156511954298,-0.6604602758089909,-0.49693872968363895,-0.34420725563040006,-1.05163124793315,-0.9360189807668291,-0.8258628884267241,-0.72106846157966,-0.62154119089246,-1.30166601801875,-1.26994932274295,-1.23835651590741,-1.2068894720099599,-1.1755500655484499,-0.0184953303249732,-0.0161285368327656,-0.0137842327437334,-0.0114623460922167,-0.00916280491255512,4.79835266116637,4.80029789016187,4.80221722397461,2.99808
1,0.0810680789542514,0.7076801666943191,1.61890576248433,2.69993120656044,0.39669792689792605,0.286863622262444,0.11472206728546801,-0.131594618179418,-0.497098988121305,-0.31568238995283804,-0.15133630946004098,-0.00375194447709178,-0.835156511954298,-0.6604602758089909,-0.49693872968363895,-0.34420725563040006,-0.20188123570143598,-0.9360189807668291,-0.8258628884267241,-0.72106846157966,-0.62154119089246,-0.52718656703195,-1.26994932274295,-1.23835651590741,-1.2068894720099599,-1.1755500655484499,-1.14434017102071,-0.0161285368327656,-0.0137842327437334,-0.0114623460922167,-0.00916280491255512,-0.00688553723908848,4.80029789016187,4.80221722397461,4.80411066260458,8.399807999999991
2,0.7076801666943191,1.61890576248433,2.69993120656044,3.1241199977394998,0.286863622262444,0.11472206728546801,-0.131594618179418,-0.464536133886309,-0.31568238995283804,-0.15133630946004098,-0.00375194447709178,0.127379507161831,-0.6604602758089909,-0.49693872968363895,-0.34420725563040006,-0.20188123570143598,-0.0695760519489051,-0.8258628884267241,-0.72106846157966,-0.62154119089246,-0.52718656703195,-0.437910080664955,-1.23835651590741,-1.2068894720099599,-1.1755500655484499,-1.14434017102071,-1.1132616629245902,-0.0137842327437334,-0.0114623460922167,-0.00916280491255512,-0.00688553723908848,-0.004630471106156779,4.80221722397461,4.80411066260458,4.80597820605179,3.0533759999999996
3,1.61890576248433,2.69993120656044,3.1241199977394998,2.25185582599304,0.11472206728546801,-0.131594618179418,-0.464536133886309,-0.886309865253644,-0.15133630946004098,-0.00375194447709178,0.127379507161831,0.24236684762254898,-0.49693872968363895,-0.34420725563040006,-0.20188123570143598,-0.0695760519489051,0.05309291357503201,-0.72106846157966,-0.62154119089246,-0.52718656703195,-0.437910080664955,-0.353617222458299,-1.2068894720099599,-1.1755500655484499,-1.14434017102071,-1.1132616629245902,-1.08231641575793,-0.0114623460922167,-0.00916280491255512,-0.00688553723908848,-0.004630471106156779,-0.00239753454809967,4.80411066260458,4.80597820605179,4.80781985431622,2.867616
4,2.69993120656044,3.1241199977394998,2.25185582599304,1.1407213490461998,-0.131594618179418,-0.464536133886309,-0.886309865253644,-1.35641811124006,-0.00375194447709178,0.127379507161831,0.24236684762254898,0.341518879070885,-0.34420725563040006,-0.20188123570143598,-0.0695760519489051,0.05309291357503201,0.166510278818216,-0.62154119089246,-0.52718656703195,-0.437910080664955,-0.353617222458299,-0.274213483078808,-1.1755500655484499,-1.14434017102071,-1.1132616629245902,-1.08231641575793,-1.05150630401857,-0.00916280491255512,-0.00688553723908848,-0.004630471106156779,-0.00239753454809967,-0.00018665559925685901,4.80597820605179,4.80781985431622,4.8096356073979,2.914272
5,3.1241199977394998,2.25185582599304,1.1407213490461998,0.6199325715301179,-0.464536133886309,-0.886309865253644,-1.35641811124006,-1.81422844892452,0.127379507161831,0.24236684762254898,0.341518879070885,0.42514440367265904,-0.20188123570143598,-0.0695760519489051,0.05309291357503201,0.166510278818216,0.27106066172848603,-0.52718656703195,-0.437910080664955,-0.353617222458299,-0.274213483078808,-0.19960435319330602,-1.14434017102071,-1.1132616629245902,-1.08231641575793,-1.05150630401857,-1.02083320220435,-0.00688553723908848,-0.004630471106156779,-0.00239753454809967,-0.00018665559925685901,0.0020022377060313896,4.80781985431622,4.8096356073979,4.81142546529681,3.5026559999999907
6,2.25185582599304,1.1407213490461998,0.6199325715301179,0.217945876612163,-0.886309865253644,-1.35641811124006,-1.81422844892452,-2.17811182163194,0.24236684762254898,0.341518879070885,0.42514440367265904,0.493552223593695,-0.0695760519489051,0.05309291357503201,0.166510278818216,0.27106066172848603,0.36712868025368395,-0.437910080664955,-0.353617222458299,-0.274213483078808,-0.19960435319330602,-0.12969532346862,-1.1132616629245902,-1.08231641575793,-1.05150630401857,-1.02083320220435,-0.990298984813114,-0.004630471106156779,-0.00239753454809967,-0.00018665559925685901,0.0020022377060313896,0.0041692173334258705,4.8096356073979,4.81142546529681,4.813189428012951,1.8766080000000003
7,1.1407213490461998,0.6199325715301179,0.217945876612163,-0.43217033026437,-1.35641811124006,-1.81422844892452,-2.17811182163194,-2.3703084269142995,0.341518879070885,0.42514440367265904,0.493552223593695,0.547051140999813,0.05309291357503201,0.166510278818216,0.27106066172848603,0.36712868025368395,0.455098952341649,-0.353617222458299,-0.274213483078808,-0.19960435319330602,-0.12969532346862,-0.0643918845715722,-1.08231641575793,-1.05150630401857,-1.02083320220435,-0.990298984813114,-0.9599055263427041,-0.00239753454809967,-0.00018665559925685901,0.0020022377060313896,0.0041692173334258705,0.0063143552485862104,4.81142546529681,4.813189428012951,4.81492749554633,1.3981248
8,0.6199325715301179,0.217945876612163,-0.43217033026437,-1.07946502962404,-1.81422844892452,-2.17811182163194,-2.3703084269142995,-2.33959279607598,0.42514440367265904,0.493552223593695,0.547051140999813,0.585961917237442,0.166510278818216,0.27106066172848603,0.36712868025368395,0.455098952341649,0.535356095940221,-0.274213483078808,-0.19960435319330602,-0.12969532346862,-0.0643918845715722,-0.00359952716898971,-1.05150630401857,-1.02083320220435,-0.990298984813114,-0.9599055263427041,-0.9296547012909592,-0.00018665559925685901,0.0020022377060313896,0.0041692173334258705,0.0063143552485862104,0.0084377234171728,4.813189428012951,4.81492749554633,4.816639667896941,1.3571712
9,0.217945876612163,-0.43217033026437,-1.07946502962404,-1.4602751450068403,-2.17811182163194,-2.3703084269142995,-2.33959279607598,-2.04782343868691,0.493552223593695,0.547051140999813,0.585961917237442,0.61055011877946,0.27106066172848603,0.36712868025368395,0.455098952341649,0.535356095940221,0.60828472899724,-0.19960435319330602,-0.12969532346862,-0.0643918845715722,-0.00359952716898971,0.0527762580723031,-1.02083320220435,-0.990298984813114,-0.9599055263427041,-0.9296547012909592,-0.899548384155723,0.0020022377060313896,0.0041692173334258705,0.0063143552485862104,0.0084377234171728,0.0105393938048459,4.81492749554633,4.816639667896941,4.818325945064791,2.6462592000000003
