X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,Y
-0.6249123569402248,-0.15564234462208504,-0.4879909720912876,-0.3370998202228048,-0.26126885709888936,-0.16750366794344373,0.39370401521096676,0.15043761156699542,0.5488791110904172,0.043551485502899334,0.034546669619156534,-0.05838784577562239,0.06924675619689058,-0.0034742552446879182,-0.5310829267799113,0.019430764900124853,-0.2543007461355804,-0.029018610233638276,0.24037160981734074,-0.04286721310705233,0.31881979570991503,-0.0702400432165533,-0.11294886405556004,-0.5719969017633022,-0.002371239300882677,0.15242507934877425,-0.15198270838793837,-0.015463202059296743,0.009585203771270923,0.19419933202898232,0.3651040252670035,0.05522365478136004,-0.03782782871378565,-0.3007005243109476,-0.14669378965358004,-0.28409281525147867,0.11103013746489854,0.41310058683532036,-0.06411250860739115,0.1748175684326032,-0.03614374448819524,-0.05644691460437423,-0.3073027688377785,0.28254505847002,0.15075468804023706,-0.334836966504633,0.40911965157099184,-0.0428028206229345
-0.5523047984590836,0.05495061134011192,-0.5751241338054874,-0.43660002826957844,-0.31027363389192775,0.08361841022354088,0.5540665146555368,-0.3238842289156103,0.3758278030303581,-0.07993625401697158,-0.05730397963394984,0.0501566814502179,-0.09094521866229233,-0.22485927685658125,0.10571623123744822,0.3500708832425794,0.0488111355505787,-0.42439462071035217,-0.14611935316519886,-0.3938796451733476,-0.1071264234656093,-0.03659372886339529,-0.14923432083523813,-0.2092517404472959,-0.3740673168639892,-0.03690212064198273,-0.19506928307907723,-0.29112438222742365,0.18838172703602174,0.10287265950720981,0.0709965031273112,0.1428566014753645,-0.2961597003299776,0.0015468249823393787,-0.4969730990337603,-0.00918141480259016,0.11608640972935058,0.47176661409257314,-0.04762553133368963,0.10506260860537608,-0.11025672102062356,0.07859066523829794,-0.20056232746462532,-0.36847793331763135,0.096770898350516,0.02408007165979753,-0.09325877170948749,-0.4163588778456673
-0.3689093210256629,0.19721342894171934,-0.6587087701270292,-0.5200106546661927,-0.06807029937232689,0.3021329660134131,0.430463161141309,-0.36836346807513864,-0.32408279342582946,0.007681267998524088,0.07297806474244473,-0.10948414531475359,-0.1506644048517456,0.09826552074976669,0.29626255029114557,-0.25507803309371546,0.22332238337170374,0.004896487848760733,0.14541288190357116,0.29046702211630704,-0.2573310189264473,0.08393320412529803,-0.1009788534226218,0.07943540878915956,-0.12194161725401442,-0.21459365924303342,-0.3000844114340917,-0.3519558508987871,-0.19155813005245514,-0.1300771779189076,-0.20342330362682415,-0.026508093241149444,-0.3523464234491779,0.2504928744782975,-0.3979539276581654,0.04388347687792771,-0.07607304737648501,0.13356361070586398,-0.3033731211550005,0.3579942661050799,-0.012385074886030245,-0.17021192832071375,0.13858115697980566,-0.16403732937980176,-0.07275119812163644,-0.1544988586236551,-0.24574011317107025,-0.7459625135646777
-0.11384852806299606,0.22793397007677973,-0.6962629371452675,-0.5755985877634566,0.2691932798186929,0.2400599190410404,0.09059910739517263,0.0820211705255467,-0.6102606829045573,0.017069017528418273,-0.1332021190148941,-0.06789690112859081,0.12587155495878655,0.031630181931673995,-0.4098024636669618,-0.3240255495218721,-0.08930310305641098,0.10825654984324351,-0.3796443205122976,0.0005840038824123095,0.012817177242352873,0.0479975871165339,0.11843365560187924,-0.2678304581977293,0.20770558981346743,-0.10845097833528483,-0.13893733767694716,0.024064618623968137,-0.2615620175418256,-0.17002775123649527,-0.22285986066899932,0.01718943404336226,-0.22168437732651758,0.21356774848902993,-0.023992964337457123,0.259878017871936,-0.17369076207281753,0.24622241893716312,-0.399283185242548,-0.15724286807463572,-0.21671832104825184,0.19696595834544128,-0.07345916347460046,0.5947103218887322,-0.21415279253634767,0.01223642141859127,0.024265141748358143,-0.8023259605649546
0.14929635238144146,0.13409092591294303,-0.656562699432901,-0.5986767380543698,0.3878087785922244,-0.08403200197396865,-0.2712651544320086,0.4254135059128994,-0.20898233925629184,-0.0023355680844550086,0.04067572796520258,0.1774140898481127,-0.08707559158016831,-0.1821638677831392,-0.32916649003617005,0.2833010065236967,-0.3639335519639568,-0.1916290866139445,0.2672230402139735,-0.22163965821481246,-0.25769080194719796,-0.1902601606047133,0.1898057315090238,-0.38906538424861925,-0.06768598461775854,-0.03153558210950924,0.02870116556570279,-0.04103419960657673,0.1569733395292503,-0.12286061416243521,-0.04158166164338051,0.10559567986161356,-0.016202319503290097,0.2795553016699661,0.1763930283356412,0.547264273294551,0.013820268615003073,-0.1289971368477203,-0.12303624829510273,-0.41134515292779317,-0.17914379687914384,0.32436285551546407,-0.06737165072047635,-0.2068954133516966,-0.09348962202027866,-0.25728347534810025,-0.37987032868506143,-0.8733929154783472
0.35152090648829026,-0.06354868922705026,-0.5334540440404465,-0.585891453651907,0.16132102043974328,-0.38871551465050835,-0.47164919402471894,0.24452686759398357,0.26765706964225644,0.003125144261327817,-0.05876125714262148,-0.15275801396898525,-0.3029316374492921,-0.06498881369475173,0.21585390611407207,0.15883749260348323,0.18370366056966203,-0.649547659669677,-0.03767677936368996,0.08709031638165543,0.2767117200523197,-0.13664216784990868,0.09715239609147752,-0.026470805982165113,-0.3511556813061525,-0.057634476792440714,-0.08602198266970773,-0.2723897952909963,-0.008467084032464545,0.14382829175542566,0.19364731700879978,-0.18810459211209607,-0.07477158498808978,0.367763190326007,0.07874180266340414,0.046578659020609425,0.1044633815549938,-0.6477002372240238,0.1822052272445347,-0.16043706376634748,0.07705436746692951,-0.15993911156060892,0.08391460687052699,-0.029743161312385746,0.022409335044612844,-0.5934516440679634,-0.13148427365712723,-0.8383732702874318
0.437458433800207,-0.31533477559202616,-0.34755352792134575,-0.5383753665534233,-0.24200137437447566,-0.38520604505913647,-0.4948824298603306,-0.1871344590981121,0.27953609345621055,-0.07694050919732609,-0.021884892839854286,-0.12799977829955145,0.08090483175185814,0.10093099587330023,0.03527734191085652,-0.33813284080791794,0.4229519751008719,0.2225270403933346,0.004966550573732631,-0.24778592529650456,-0.21934290054703198,0.2883851852330823,0.07090060334501813,-0.014862580231702727,-0.23605078029825532,0.027937998458092306,-0.31186828132457967,0.18338445348163468,-0.36285396391418945,0.3528942429092079,0.1963878377307091,-0.263707163155264,-0.2990320518082873,0.07520012090547024,-0.24401329814475536,-0.17939202993274428,0.033981259370773786,-0.19210597253384676,0.2664118955645418,-0.5043176923781637,0.0063823364297410645,-0.09748789558553494,-0.38611321534680365,0.3182509029073888,-0.05736531696331815,0.08587464141120549,0.22670842998185647,-0.7974247912605827
0.3823639500230622,-0.5577304386555713,-0.13978591889521974,-0.454106171845469,-0.4717868972284449,-0.02930745315266614,-0.4331149712841489,-0.39854311487676675,-0.004694230717057768,0.05254515127082593,0.16574473420610247,0.10144281104185504,0.17285895775211513,-0.024903285404442754,-0.289058861437392,-0.045615086830911644,-0.14663954178643868,0.22027062394638186,-0.2476352183995939,0.21561807577755432,-0.3036774155726847,-0.26663937097187396,-0.041555322991999266,-0.26937579415206325,-0.058456877351582004,0.19490012563116998,0.0017163162936577603,0.5204909186667586,-0.053636970537737305,-0.20143639512421485,-0.18175421984273799,0.03087059285082505,-0.49534679634664314,-0.20531859329262447,-0.5951394100746545,-0.022880177021221804,0.042322499687829085,-0.16418117286357592,0.08722497924320449,-0.27756894927812104,-0.20593063011049295,-0.006712475282447117,-0.2793325391350442,-0.6594609452135012,-0.026123373146386353,0.350167554622149,-0.24330823170532268,-0.8609818899817925
0.19732646787391728,-0.7291754979486735,0.043922565803636404,-0.33649710351745343,-0.2842949396564106,0.3968885466435599,-0.4016536133644065,-0.2312707818010432,-0.2100507993958891,-0.0025250040936518614,-0.15688537619518284,-0.0311370463888615,-0.24047088218052726,-0.22394791521914703,-0.09988007928009823,0.003043372210754347,-0.6777477304627728,-0.22758271421156173,0.0019645725017432003,0.033423594973830184,-0.08410284805134827,-0.13444294231094212,-0.0647711148054897,-0.18853288587071204,-0.5101122665067823,-0.02208122207539487,0.02868354388643879,0.1402571209704766,0.28777781073199904,-0.2453231364882088,-0.3079146178938832,-0.249614488639469,-0.11108440919055029,-0.2887685042332616,-0.28439376700872987,-0.339364074006142,-0.422424176137577,-0.24562810360366638,-0.32361067257683307,0.1299040230078683,0.023325091093981065,-0.17279668874817478,0.28393604717819176,-0.10340734638119553,-0.3811016440605772,0.13847080349395102,0.03842572501095454,-0.9051279867241552
-0.07848994042629265,-0.782552830158894,0.16815294905332112,-0.20486378471438949,0.19650238144272758,0.49254068369539583,-0.390466015608251,0.04141468069305665,-0.1328300688306584,-0.03847792063301814,0.020296401113905516,-0.08699566306019091,-0.06208401255799767,0.19205522433700928,-0.06430259189218834,-0.07856815379400384,-0.1370099228541326,-0.685279605218541,0.12142537221063199,-0.07358285102424678,0.12123505217587272,0.3042198974061556,-0.17736114873438324,0.21156985780965942,-0.24822851607823238,-0.23954376599002292,-0.0539090517754135,-0.1665590017855736,0.00545163558170092,-0.029231318993398925,-0.12313412137893043,-0.2883054227739963,0.1501101356740313,-0.6474570698591188,0.11002639855570151,-0.14152515979927838,-0.15950448252192806,0.23415625989721933,-0.5055512636273436,-0.3555726475821569,-0.2704967682102347,-0.0022355418401969196,-0.1630115565015845,0.34513340161175865,-0.23886636757243263,0.227413187797481,0.1560170842614259,-0.9077011006089504
