X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,Y
-0.3361842207707999,-0.2271997464605504,-0.45020113004963236,-0.30793890152523984,-0.07865366810192542,0.017931087391677814,0.010475667108426512,-0.07500215763443396,-0.15326202361336083,0.15566579044531315,-0.002834949499531003,-0.8358399937005394
-0.19489837223283613,-0.28617215081897873,-0.46879054476351545,-0.1871915792187807,-0.2950893700603051,-0.011987463306905144,-0.25240620053364504,0.023198060258882824,-0.16134872746178153,-0.0729551752665063,-0.26751093292311057,-0.7796369935824246
-0.03549183626011798,-0.29864857543024914,-0.4802405388692109,0.10530040776593341,-0.3245144721498324,0.10234210223805773,-0.10187153392930315,-0.1718349004336066,0.13569279609674112,-0.3109969412452459,-0.17283608405516615,-0.23266664041891394
0.11175180018011988,-0.25414436351206293,-0.47417048634827563,0.3470923269643347,-0.08803814614757899,-0.1666461432492493,0.11241240340490166,0.11166228296941849,0.12594555555963116,-0.14720335513809413,0.028056663150165306,-0.6525630930351589
0.21141404525668595,-0.13861975749539102,-0.463401404626153,0.26837503233367643,0.24610440541227474,-0.07091422322497487,0.07444459323984809,-0.22057941626537636,-0.17425184941205174,0.19704593984412289,-0.24251481512789264,-0.912067404228513
0.23616843662486486,0.02651571252346563,-0.4549031555838704,-0.10427176278346562,0.3458636540191473,0.2081805092976481,-0.24503143838608132,0.08267133193820664,-0.08492405520278112,0.20977407946350013,-0.20264578631471342,-0.8687212094964368
0.1748729339371038,0.18821770654902714,-0.44292963358396,-0.41898558759915727,0.08716896673766095,-0.004944241511124048,-0.2749011349412628,-0.09627413090107739,0.16305306617174864,-0.10302946615224318,0.008793669551345307,-0.8238907043584393
0.0359642033929215,0.3022047992390835,-0.41828900156653415,-0.3737581848809963,-0.2919142001519811,-0.22803571204007744,0.1290969694590398,-0.10791696895180469,0.0724077358798405,-0.3157023560749065,-0.21917969200841658,-0.9113114689554708
-0.15277117302867882,0.3548949000278734,-0.3815048953543788,-0.007347076825022558,-0.4696163642366852,0.02037018160719306,0.2956680095337487,0.060352093997067646,-0.1585667381929604,-0.2218778550816729,-0.25864087797882296,-0.9584156856569156
-0.35303888217041735,0.337016711795606,-0.33260587562647936,0.385665680116015,-0.2904937932619669,0.14350805252983667,-0.09904246824217555,-0.11913005749196637,-0.16049622265703856,0.08736472967920061,0.06195043460733429,-0.8469427930233474
-0.5213893751974439,0.2429102876735172,-0.2728773214778214,0.4795239196514387,0.13374226439727188,-0.10686791644258298,-0.45063610773805063,0.009440956818928647,0.049771109483694564,0.29052311737300984,-0.11741542801067795,-0.8183786763258396
-0.6163251647182391,0.08457520476508718,-0.21634971093413824,0.15261644045584077,0.46608191563510193,0.026674974278028563,-0.1301062432181357,-0.15755526931678776,0.22383278526491157,0.05664038251806747,-0.4088126351796507,-0.9054017874719476
-0.6078079174627007,-0.11268617952693527,-0.17610981921671698,-0.36283236818901665,0.39194712999075065,0.06141659433051627,0.26873562271981344,0.055094256040083334,0.08393671401527958,-0.3325027346434629,0.009278299108287147,-0.7535139178707824
-0.48564177999096814,-0.3139923186806737,-0.1588119921198543,-0.6228367368107359,-0.07873106767181837,-0.26661799412965437,0.14873339325640766,-0.09482539639506116,-0.300871272868922,-0.32368219067136295,0.06747676161055294,-0.7998129847631796
-0.2652376733461803,-0.4717864734392422,-0.16075194711097074,-0.35938759462617087,-0.5545604299818692,0.05339140044274493,-0.1610110161052556,-0.03459442156236836,-0.21407568165910307,0.041283522102622205,-0.5189983141788248,-0.6310976810110634
0.012872313497336085,-0.5376780600262604,-0.15731289580802066,0.24799089641459204,-0.5931669965401287,0.3554657897532001,-0.3227599230373803,-0.02518933972242743,0.23702576336940107,0.26576660563537735,0.010711212712974927,0.11172487105791573
0.28674031685024226,-0.4735593414710657,-0.1274700956375674,0.6662132332778439,-0.1067632529972673,-0.30270681201504934,-0.1961922693122724,-0.11367584436210776,0.25720422186440306,0.16048850187732966,0.1568228655506907,0.1612268199535416
0.47946049596399987,-0.25986792931211755,-0.09158911323753649,0.4437687159046,0.49875987398376886,-0.17378013743298337,0.25729747078154475,-0.017068132030162997,-0.09511595933810324,-0.1673824265967354,-0.6196276066968313,-0.6946533328083783
0.5258946100037198,0.06446478214685625,-0.07698881998938101,-0.26891571043355644,0.606199463158898,0.3586838516446973,0.1744216393106386,-0.0633112654899477,-0.3016203129520115,-0.40040166119952514,-0.002012809961110751,-0.7582385133272963
0.4022322048365534,0.38468237786168524,-0.08288712052400626,-0.7448299662796956,0.05557142267616566,-0.19991636088405917,-0.36067477588992747,0.04468417712888506,-0.06279242198773272,-0.18153219528033349,0.17749467378812733,-0.8954683255246271
0.13611044756853308,0.5821519133365669,-0.09394088142288703,-0.4695646027979271,-0.5796192522052778,-0.12292734012423823,-0.10988790452644492,-0.20215449321739287,0.28981624072746714,0.24688292390884747,-0.5373586743232062,-0.9109807472735147
