ORIG,D1,D2,A2,UP,LOW
1,1,1,1,0.0899842541331695,-0.0899842541331695
0.535660583709665,-0.582464239841601,0.4193974031467,0.91138223783275,0.0899842541331695,-0.0899842541331695
-0.00714575366151397,-0.566708837657237,-0.868305714128697,-0.925954037153636,0.0899842541331695,-0.0899842541331695
-0.0861277310107919,-0.572723035160529,0.27613353625406,0.903488794156216,0.0899842541331695,-0.0899842541331695
-0.000166645521726355,-0.542166839294716,-0.784422078514462,-0.739458926449792,0.0899842541331695,-0.0899842541331695
-0.0251141007915554,-0.468147585439496,0.317141343438592,0.608767803677079,0.0899842541331695,-0.0899842541331695
-0.0508572871753945,-0.436461283045512,-0.621692833022945,0.161909198226778,0.0899842541331695,-0.0899842541331695
0.0187622994101924,-0.401841545881522,0.219965557543226,0.22557009455619,0.0899842541331695,-0.0899842541331695
0.020545013213164,-0.393491711221594,-0.664712501833507,-0.67389917463031,0.0899842541331695,-0.0899842541331695
0.0585129414481078,-0.511405681190708,0.233073627679554,0.588745619656746,0.0899842541331695,-0.0899842541331695
0.181122296603223,-0.370025411256091,-0.582741347576708,-0.202147701298862,0.0899842541331695,-0.0899842541331695
0.136270888139484,-0.457635165107476,0.22817058253062,-0.15276263672886,0.0899842541331695,-0.0899842541331695
0.252004329286353,-0.351299244334789,-0.56155650098724,-0.481797949674791,0.0899842541331695,-0.0899842541331695
-0.129413817233337,-0.373593903947064,0.144251326677672,0.731825691479846,0.0899842541331695,-0.0899842541331695
0.0506807247178574,-0.300255806546667,-0.609465030806152,-0.17210664987616,0.0899842541331695,-0.0899842541331695
-0.13961080882702,-0.245495424278417,0.0755660090166749,-0.0675913451845527,0.0899842541331695,-0.0899842541331695
-0.0018612474763698,-0.285939094011481,-0.586771075316704,-0.22146678779842,0.0899842541331695,-0.0899842541331695
-0.0437959977197658,-0.256622979812673,0.0580714939131221,0.576458947394092,0.0899842541331695,-0.0899842541331695
-0.0509907129056882,-0.306537718951982,-0.535878859524578,-0.28982416773245,0.0899842541331695,-0.0899842541331695
0.00219933322494063,-0.257979335125232,0.0655112432326903,-0.190024775819489,0.0899842541331695,-0.0899842541331695
-0.0482990005888043,-0.215327284087048,-0.579761888069514,-0.224708331588735,0.0899842541331695,-0.0899842541331695
