X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,Y
-0.23836430504744388,-0.30234369188179655,-0.2262848513690613,-0.09433764402379985,-0.35749429998687265,-0.6210002384680536,-0.6406199629312679,-0.3209994659682919,0.1796661955529646,0.020412536512408375,-0.4613541295030966,0.6098810576783769,0.0688875131519815,-0.1856431423665409,-0.39992602351056805,1.0,-0.09213504245244186,-0.6329390115264275,-0.2733215736951792,0.28330931925828207,1.0,-0.9375519279739764,-0.31098373780167143
-0.36211231213480766,-0.3773816114241124,-0.21789909679333697,0.014522781909784177,-0.2139528145028411,-0.6082597803077654,-0.6363302938681281,-0.4092777623279351,0.13464019110600534,0.0013118147071740083,-0.4902243861173192,0.515066779065642,-0.07182929463033327,-0.1636652632526382,-0.3913455351939973,0.9003298496479344,-0.07972125592604384,-0.6107486032940521,-0.36626493961032747,0.3134359152952837,0.8724774526381718,-0.979547949593727,-0.6393620811945884
-0.44863520581428984,-0.32661231288143144,-0.324218020273381,0.19357536036673872,-0.05300081079559993,-0.6068611985657169,-0.6205986657167185,-0.422174049589085,0.09043585724286118,-0.15108983128929754,-0.43292878021694314,0.43537236561771686,-0.1420178441527652,-0.045906400314664086,-0.3410926469139971,0.8102099044672326,-0.07436934869154455,-0.5813751017139445,-0.42661954436619554,0.35236817008051724,0.7721658615786564,-1.0,-0.8337092543364977
-0.4312904059085563,-0.1748621078817847,-0.5000751724285282,0.3695898568877467,0.09041828337695068,-0.5927631613600198,-0.6072424683810946,-0.34780908337955707,0.04848548244435613,-0.16578795798084545,-0.3787956109726278,0.38280594204740037,0.025627998727685286,0.07288319904431306,-0.31369050251610087,0.7402589824516608,-0.04221663188884661,-0.5227615043103802,-0.38059139225193783,0.4344726498233178,0.6724827565194438,-0.9801537536098421,-0.8256065147607208
-0.2965436510253536,-0.05340669755014471,-0.6205396072541682,0.45336275525360303,0.1905124245114178,-0.5522105070818901,-0.6045282770560092,-0.26831729932107395,0.007714271280522933,-0.022208431809969675,-0.39124910052043416,0.33545915662198444,-0.03179615936808655,0.2464444136216175,-0.2717130460516387,0.656438344657247,-0.008189030682264398,-0.5014456290434002,-0.3966056023745731,0.5119088477858758,0.5617955949511528,-0.9599865499877449,-0.7827212833474666
-0.1024696078308327,-0.05005296270403725,-0.6214763340905876,0.43869425362569947,0.2574553255812382,-0.49660294780654435,-0.6070494911636328,-0.2504840157822834,-0.0329036897457291,0.04168818041201394,-0.40122530629730424,0.28535554550020903,-0.14585696862732045,0.4574799041976456,-0.20568844465518676,0.5786635649428917,0.01959791950593459,-0.4625384326818174,-0.30413871082496124,0.5943554397396738,0.48138143732616134,-0.9140584139248928,-0.8758435001305331
0.06848047843316496,-0.12686483372410595,-0.5585461645710976,0.39969605075128545,0.31822986561539324,-0.44621547676046325,-0.6069429060592832,-0.26258723347230695,-0.07298524200448409,-0.022189502072502587,-0.37206278254435665,0.2373071643533431,-0.1989150829257067,0.5990298195786385,-0.1458897910425544,0.5172709764947359,0.0399319254072692,-0.40453124648909866,-0.06886747968596252,0.6832134916575487,0.4380689682342789,-0.8433302480515773,-0.9119896237502759
0.17946008576175831,-0.20506279266630567,-0.5012046215009858,0.3857543404875463,0.3810691234876187,-0.40688205966537805,-0.603431875916034,-0.23985333382259888,-0.11007354699762217,-0.15084938296807093,-0.29795911224772587,0.19922889977974667,-0.20867814044942234,0.6116008580869574,-0.11146055643823194,0.47003933862422875,0.05314462030610101,-0.35686602295804337,0.16065345120228547,0.7576664081065132,0.41449731610771523,-0.7758817299557689,-0.8826418962624039
0.23860753411969027,-0.23920405164985847,-0.4685979847188878,0.38562231262675617,0.43052520010236583,-0.3685742939727311,-0.6030368802385846,-0.14791298483881898,-0.14090155095585222,-0.258607608640433,-0.1913952006000763,0.1754671789731308,-0.17581037180026293,0.5304990514392416,-0.1017940146727987,0.43261979350913515,0.06678260679240844,-0.3266740151867795,0.24680410714084022,0.803828955379728,0.3896925731673848,-0.732524989443488,-0.8084524221954195
0.2684880331957593,-0.22263396888081954,-0.4401242098312549,0.35698916827528104,0.44372349298639047,-0.3165882557040113,-0.6134833723366915,0.0010694670561428588,-0.16296796741318986,-0.3234749429835898,-0.0649494325426756,0.16153013441279107,-0.1992337936488725,0.4405024900519341,-0.09132292654423912,0.3948553717171266,0.07695613940383272,-0.3133210012954496,0.28632330787592686,0.8386859561003406,0.37092953884044766,-0.6952949579132629,-0.7566344144693585
