X1,X2,X3,Y
-0.41288048119550147,-0.4138162821932112,-0.41324784641881607,-0.40706279758366537
-0.4138162821932112,-0.41324784641881607,-0.40706279758366537,-0.39465193945104293
-0.41324784641881607,-0.40706279758366537,-0.39465193945104293,-0.3781439099916095
-0.40706279758366537,-0.39465193945104293,-0.3781439099916095,-0.35784120987454404
-0.39465193945104293,-0.3781439099916095,-0.35784120987454404,-0.33783221637604277
-0.3781439099916095,-0.35784120987454404,-0.33783221637604277,-0.3126990791170008
-0.35784120987454404,-0.33783221637604277,-0.3126990791170008,-0.28080772075719906
-0.33783221637604277,-0.3126990791170008,-0.28080772075719906,-0.24317901731326785
-0.3126990791170008,-0.28080772075719906,-0.24317901731326785,-0.20330266392722474
-0.28080772075719906,-0.24317901731326785,-0.20330266392722474,-0.16239837323453765
-0.24317901731326785,-0.20330266392722474,-0.16239837323453765,-0.12169876987967576
-0.20330266392722474,-0.16239837323453765,-0.12169876987967576,-0.08212694785305796
-0.16239837323453765,-0.12169876987967576,-0.08212694785305796,-0.043513258627982276
-0.12169876987967576,-0.08212694785305796,-0.043513258627982276,-0.00772071821545095
-0.08212694785305796,-0.043513258627982276,-0.00772071821545095,0.02875339824936196
-0.043513258627982276,-0.00772071821545095,0.02875339824936196,0.06347864073317733
-0.00772071821545095,0.02875339824936196,0.06347864073317733,0.0972750187940663
0.02875339824936196,0.06347864073317733,0.0972750187940663,0.11952919061395462
0.06347864073317733,0.0972750187940663,0.11952919061395462,0.131091774921954
0.0972750187940663,0.11952919061395462,0.131091774921954,0.13101947774425038
0.11952919061395462,0.131091774921954,0.13101947774425038,0.12769263639244333
0.131091774921954,0.13101947774425038,0.12769263639244333,0.12156264625494684
0.13101947774425038,0.12769263639244333,0.12156264625494684,0.11630341033546698
0.12769263639244333,0.12156264625494684,0.11630341033546698,0.11324232867304529
0.12156264625494684,0.11630341033546698,0.11324232867304529,0.10888047083509322
0.11630341033546698,0.11324232867304529,0.10888047083509322,0.10692156782784457
0.11324232867304529,0.10888047083509322,0.10692156782784457,0.11241957029609506
0.10888047083509322,0.10692156782784457,0.11241957029609506,0.12876969860839083
0.10692156782784457,0.11241957029609506,0.12876969860839083,0.1494320196829586
0.11241957029609506,0.12876969860839083,0.1494320196829586,0.17420207394790022
0.12876969860839083,0.1494320196829586,0.17420207394790022,0.19100006890923327
0.1494320196829586,0.17420207394790022,0.19100006890923327,0.20175620344778533
0.17420207394790022,0.19100006890923327,0.20175620344778533,0.21067135909265922
0.19100006890923327,0.20175620344778533,0.21067135909265922,0.22142165657145818
0.20175620344778533,0.21067135909265922,0.22142165657145818,0.23226782999649553
0.21067135909265922,0.22142165657145818,0.23226782999649553,0.23977058414186048
0.22142165657145818,0.23226782999649553,0.23977058414186048,0.2472926774212627
0.23226782999649553,0.23977058414186048,0.2472926774212627,0.24600422676071876
0.23977058414186048,0.2472926774212627,0.24600422676071876,0.24479918975181914
0.2472926774212627,0.24600422676071876,0.24479918975181914,0.2313026216511651
0.24600422676071876,0.24479918975181914,0.2313026216511651,0.21352252411761197
0.24479918975181914,0.2313026216511651,0.21352252411761197,0.18714011019760735
0.2313026216511651,0.21352252411761197,0.18714011019760735,0.16454964268913286
0.21352252411761197,0.18714011019760735,0.16454964268913286,0.1457979674307317
0.18714011019760735,0.16454964268913286,0.1457979674307317,0.12679549310316718
0.16454964268913286,0.1457979674307317,0.12679549310316718,0.10140840448699495
0.1457979674307317,0.12679549310316718,0.10140840448699495,0.07382453554571722
0.12679549310316718,0.10140840448699495,0.07382453554571722,0.04921738381171603
0.10140840448699495,0.07382453554571722,0.04921738381171603,0.028230808214900538
0.07382453554571722,0.04921738381171603,0.028230808214900538,0.012581804944589825
0.04921738381171603,0.028230808214900538,0.012581804944589825,-0.010940390414011958
0.028230808214900538,0.012581804944589825,-0.010940390414011958,-0.030893685772982904
0.012581804944589825,-0.010940390414011958,-0.030893685772982904,-0.05833265307180424
-0.010940390414011958,-0.030893685772982904,-0.05833265307180424,-0.0715742559652095
-0.030893685772982904,-0.05833265307180424,-0.0715742559652095,-0.07641529072296027
-0.05833265307180424,-0.0715742559652095,-0.07641529072296027,-0.06752190957385473
-0.0715742559652095,-0.07641529072296027,-0.06752190957385473,-0.05137474892066729
-0.07641529072296027,-0.06752190957385473,-0.05137474892066729,-0.02861368873626291
-0.06752190957385473,-0.05137474892066729,-0.02861368873626291,-4.654023869099522e-05
