1,1,1,1,1,1,1,1,1
-0.13284,0.76031,0.90148,0.97626,0.99181,0.99373,0.99626,1.0001,1.0047
-0.1101,-0.85201,-0.98075,-0.99385,-0.98874,-0.98219,-0.99505,-0.99222,-1
-0.15907,0.49086,0.88363,0.94738,0.96772,0.96314,0.99559,0.99922,-0.91469
-0.084992,-0.61617,-0.71846,-0.86495,-0.93616,-0.96002,-0.99636,-0.99236,-0.52179
-0.032925,0.19165,0.15255,0.47451,0.69372,0.84749,0.90455,0.65694,-0.4118
-0.042385,-0.44913,-0.43229,-0.37891,-0.44256,-0.43436,-0.11349,-0.22509,-0.44676
-0.0079299,0.0083356,-0.050797,0.050217,0.11692,0.05384,0.10587,0.29619,-0.029976
-0.02617,-0.18211,-0.13076,-0.12202,-0.092318,-0.088959,-0.055549,-0.22084,-0.48572
-0.03497,0.069288,-0.10322,-0.12078,-0.011121,0.10708,-0.045056,0.10785,-0.045816
-0.036358,0.042491,-0.092995,-0.17321,-0.039596,-0.0017263,0.021479,-0.073751,-0.21178
-0.069977,-0.0090932,-0.026639,-0.10814,-0.028855,0.035986,-0.12097,0.081457,-0.0091396
0.12483,-0.053177,-0.010621,0.064787,-0.011167,0.0019836,-0.050197,-0.021801,-0.059248
-0.01186,0.15206,-0.026591,0.14238,0.059693,0.012103,-0.018442,0.02989,-0.01641
0.0075616,0.046537,-0.016162,0.2206,-0.024501,-0.014743,-0.013644,-0.0354,-0.066712
-0.048066,-0.007571,-0.13201,-0.0014306,-0.083326,0.028385,0.11925,-0.01647,0.019445
-0.012945,0.014907,-0.018184,-0.1799,-0.07658,0.054651,-0.034787,-0.026394,-0.0050618
0.0047543,-0.076368,-0.057764,0.044042,0.11162,0.040907,0.032769,0.043345,0.015938
-0.020862,-0.02891,-0.044466,-0.035695,0.033851,-0.004198,0.001662,-0.017033,-0.2106
0.04709,-0.021902,-0.020562,-0.079702,-0.039177,0.024634,0.048405,0.014187,0.042289
0.020456,0.0046161,-0.12313,-0.046114,0.082293,0.067806,-0.013193,-0.020522,-0.071699
