ORIG,IMF1,IMF2,IMF3,IMF4,IMF5,IMF6,IMF7,IMF8,IMF9,UP,LOW
1,1,1,1,1,1,1,1,1,1,0.0851256530758749,-0.0851256530758749
0.528317009880793,-0.123352315085631,0.760416196417323,0.901962542725161,0.97593762088156,0.993225783379375,0.995313037977161,0.996614022821247,0.999926933372898,1.00448398016044,0.0851256530758749,-0.0851256530758749
0.000522634233800275,-0.107049531061483,-0.854846029943824,-0.979819799576683,-0.993325136316933,-0.9896391150535,-0.988266066571583,-0.994608358383667,-0.998406153899837,-1.00000000000007,0.0851256530758749,-0.0851256530758749
-0.117738102295445,-0.159408143582698,0.480864811813184,0.884311799710297,0.946207456774921,0.972312924335263,0.974569045489962,0.987701877148097,1.00034820119885,-0.698804887998407,0.0851256530758749,-0.0851256530758749
-0.00806302788797862,-0.0838950948166819,-0.62087847880877,-0.717137821288902,-0.864638684279837,-0.945457583324338,-0.972537907983372,-0.990072842348808,-0.997641866764383,-0.482413226822351,0.0851256530758749,-0.0851256530758749
-0.0324876081242285,-0.0291998336444355,0.187699562087453,0.160070121855987,0.4637243250135,0.693360070050802,0.841079333980945,0.864989574242964,0.658381140620388,-0.400146739127269,0.0851256530758749,-0.0851256530758749
-0.0585246722576448,-0.0315855279276015,-0.455432949895756,-0.398859765044043,-0.369363084713388,-0.478933751698151,-0.392615096219794,-0.0295928534057003,-0.279053219283579,-0.332570504608206,0.0851256530758749,-0.0851256530758749
0.00583379580068605,-0.00160762407900517,-0.0148737938153204,-0.0507512008151834,0.04170864270191,0.212721759220844,0.188167984307948,0.0995715629968308,0.210417390704398,-0.273819991476897,0.0851256530758749,-0.0851256530758749
0.0277722283871576,-0.0291764732191678,-0.215443523450159,-0.145673640591064,-0.128738993141668,-0.185767021343394,-0.14017722068356,-0.0761578838207369,-0.184954446181451,-0.1797368621631,0.0851256530758749,-0.0851256530758749
0.0884913919695149,-0.04442302758801,0.0619718610754163,-0.101046021869607,-0.0987391255508724,0.0418928127725405,0.00843082825416112,0.148671672673105,0.0607983116054691,-0.102435700976421,0.0851256530758749,-0.0851256530758749
0.151640073274654,-0.0391309700149793,0.0395435142470896,-0.0940425643771927,-0.18385124095479,-0.0808673640156965,0.00254516188590389,-0.154871977128352,0.173197228124581,-0.281323081829754,0.0851256530758749,-0.0851256530758749
0.163509528718557,-0.0697181600028353,-0.0205697124872164,0.000861210600778448,-0.138976135905949,0.00683681595753387,0.0355318055393969,-0.143397450127444,0.0689942338579169,-0.223329936884233,0.0851256530758749,-0.0851256530758749
0.224355073055463,0.117729075403706,-0.0638171814641438,-0.00313915843523096,0.076462489981211,0.00536280348311224,0.00766302504490257,0.0280657654365697,0.019324759851581,-0.164324899149607,0.0851256530758749,-0.0851256530758749
-0.0399563263418225,-0.0083327154655117,0.144467803454832,0.0114534159774412,0.168379913351798,0.0397147772588833,0.0164796060130199,0.0241148439967709,-0.126421109101182,-0.134982173781443,0.0851256530758749,-0.0851256530758749
-0.0339494954763356,0.00777828797383394,0.0627842410313983,-0.0198502610355588,0.167180671338914,0.00626023617068956,0.0116764782488353,-0.0577169435855316,0.0921220127543353,-0.198373396646486,0.0851256530758749,-0.0851256530758749
-0.0740838567571464,-0.0476221968894251,0.00025693461770306,-0.143794904907152,-0.00802498785088882,-0.116336675627879,0.000736112070385517,-0.0217329938796334,-0.0825058594724027,-0.0426937897986601,0.0851256530758749,-0.0851256530758749
-0.0214882950612805,-0.0134707686378845,0.0204036511707168,-0.0225638182381696,-0.147654318927053,-0.0708717361766295,0.0391335248106379,0.0109244057769217,0.081346186649989,-0.106614103678083,0.0851256530758749,-0.0851256530758749
-0.0372948925675626,0.00335355104632842,-0.0587532243643226,-0.072348471615783,0.0301724039756933,0.0788808269626503,0.0355586741017764,0.0434388604075581,-0.038577058485003,-0.0813502316923929,0.0851256530758749,-0.0851256530758749
-0.0618690515619634,-0.0234019451025195,-0.0322716720130918,-0.0280463181038714,-0.042773054059248,0.0580947281412827,0.0537063471594382,0.00418996396547102,0.0476497472911172,-0.0339504646325357,0.0851256530758749,-0.0851256530758749
-0.00455674093063866,0.0501204441512307,-0.025212414990624,0.0305962511703867,-0.0492043650051431,0.0795737284324858,0.0419615787872117,-0.0432781754481859,0.0449373662302944,-0.111493848592851,0.0851256530758749,-0.0851256530758749
-0.0300895357040041,0.0163764168013466,0.00261705758939566,-0.123043945363989,-0.0386575304423794,-0.00055261206621714,-0.00133952039207552,0.0200198813738573,-0.0371115620022756,-0.185376457043275,0.0851256530758749,-0.0851256530758749
