X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
-0.20502814895082855,-0.14614522356184023,-0.08702831877932249,0.2799601440132966,-0.7966368904289114,0.5693276256159534,0.36386123776707624,-0.1974942002533846,-0.28087938367217535,-0.1271911612634119,0.4350078803002517,0.326242878979629,0.06064539092956278,-0.5969762427023431,-0.07806214723064808,1.0,0.1574084711680943,0.9277859128848656,-0.18171742047121497,0.5387069026764668,1.0,1.0,0.31232881365070564,0.09422446154572373,-0.7664640678603125
-0.30216959601816407,-0.21576586849700585,-0.11997774060791777,0.15868892080122854,-0.6405685541449748,0.6066500282226135,0.3416010499339335,-0.2578744411612731,-0.25891371277657393,-0.032513449781596204,0.4449826199293574,0.23592787016470496,0.058382733426117106,-0.570131634508001,-0.09827789043928492,0.9049407603432329,0.20389290099594382,0.8230231980176295,-0.26007592922271994,0.42341912688071415,0.8465302307978577,0.9652296157708771,0.21754663405299168,0.03379805542207537,-0.3376733646353297
-0.40370821206061314,-0.2393504710754435,-0.19231801294079043,-0.0033105273353357667,-0.47859308407516765,0.6542737210629235,0.311852783011749,-0.3081398358929073,-0.23372918068468218,-0.04137930053324168,0.43254529986411905,0.1502399036592097,-0.06688672069037971,-0.5267199298319515,-0.04685263647834581,0.8145602229130684,0.2277704945370791,0.7483443902479303,-0.3355607535797026,0.33061698151133556,0.710997055697844,0.938473019485611,0.17134353332505659,-0.04828424288191113,-0.7620746556711893
-0.45596294041377317,-0.14497735712546156,-0.30484838440285833,-0.18722517838107688,-0.3178940018509119,0.6988203621492868,0.28100545377720887,-0.3013158136390979,-0.20968194184846733,-0.15184387190028892,0.36548170612007436,0.08952562554755228,-0.11988090568702325,-0.49054166940771027,0.09749796502012997,0.7397294305921127,0.2420746824886304,0.6600338332693905,-0.3822127884658011,0.25054884838894353,0.6205419608252576,0.9206394196404846,0.1526531320516582,-0.12125241183698199,-0.7768203372440253
-0.4174031237293704,0.0029646640537182023,-0.40675066024914597,-0.3269014399782111,-0.17989144491861853,0.7193863010140373,0.26119207767205466,-0.23561836043585183,-0.1953395768030004,-0.11276967747284472,0.303774872599456,0.042907393041364594,0.05956461188049178,-0.49456712691024063,0.22743179812222336,0.6663379575594346,0.288150866807241,0.5468943259324199,-0.339221134902183,0.138130666547724,0.5560789442676068,0.8889842900485001,0.11442241875322012,-0.15436458422206978,-0.7731167707094525
-0.30154384419847113,0.06465323966824976,-0.44256167688833903,-0.38234965081188,-0.07205152114741231,0.7149043772815733,0.25190779299616195,-0.18776588515134596,-0.18225333854850345,0.04601607929071938,0.3040546189460076,-0.018420419120876663,-0.024244288547395354,-0.47956277981927353,0.3630647140999763,0.5827875409073533,0.3279137187585335,0.4947647037998899,-0.31222196746570463,0.032489136029711485,0.47501971366297924,0.848541495705516,0.13764976671876084,-0.2281860792660575,-0.726410681634563
-0.1635602890704111,0.02568239691269092,-0.42768896670611956,-0.3948111876200088,0.021299262353043247,0.704497578852209,0.24176219093330342,-0.18840618948037224,-0.1587180201235221,0.015236676109397607,0.2821984207389343,-0.06579152397307297,-0.2270875342801183,-0.43490281914269757,0.5047740851121076,0.523360002294736,0.33951136354761413,0.4321338533590049,-0.15718679908344013,-0.04094061816157524,0.46323982248687323,0.8255282306078933,0.19580749373082273,-0.3015539656395714,-0.8554868338209696
-0.04825059987796054,-0.006316161983576873,-0.41770602425183323,-0.4176390666929235,0.10861481823403629,0.6940819893604853,0.23102311134044773,-0.16425608625438426,-0.13562506318473022,-0.1463755640112795,0.19648841931642314,-0.08301057245926535,-0.20379367051895914,-0.40009279451906476,0.5823175989883846,0.4895565897855638,0.35037589963025373,0.334210176932219,-0.049014570231755705,-0.0971603158471458,0.47392275492434277,0.8101130705714146,0.2012982779156134,-0.33621678396835497,-0.8934689661699773
0.04507287307776031,0.004486461271734132,-0.41095661689975704,-0.4340736788991967,0.17814238981198272,0.6702485361897481,0.2299451376139141,-0.07789922797252913,-0.1248588072351896,-0.22358581113508058,0.09831940230938385,-0.09068117304034895,-0.12626065460787272,-0.37581378158743406,0.6236159938589354,0.45026981677006495,0.36978282268896123,0.25674353865772415,-0.00958370581453638,-0.1558186400113113,0.4621519671933756,0.7857629692195354,0.19209807890789143,-0.36886110861174337,-0.8967198745725466
0.12582704062887617,0.007831369960266565,-0.3667549589026363,-0.40180731563519645,0.21804494325753576,0.6234696419187333,0.2435210942276438,0.029569088122859633,-0.12311708572121383,-0.23280223653878906,0.01007973837841436,-0.09543135217261733,-0.14388235728386178,-0.34256960038926676,0.6327100732152005,0.4052460454086224,0.3864535425724791,0.19806736550243698,0.12084597846452372,-0.21483576461392317,0.4677718660294816,0.7570862063942552,0.1913911734747631,-0.40536638813676573,-0.7943917029136095
