,series_max,series_min
X1,1.732940531,-2.689612116
X2,1.732940531,-2.428410111
X3,1.732940531,-2.1781104819999997
X4,1.732940531,-1.938531396
X5,1.732940531,-1.709491015
X6,1.732940531,-1.490807505
Y,1.732940531,-1.382877746
