1,1,1,1,1,1,1,1,1,1,1,1
0.99066,0.88311,0.85334,0.56467,0.47685,0.1303,-0.026106,-0.35122,-0.52385,-0.98008,-0.83047,-0.8853
-0.96288,-0.98486,-0.98328,-0.96662,-0.97616,-0.94741,-0.96784,-0.95124,-0.96945,-0.76939,-0.95228,-0.96877
0.52691,0.92334,0.5566,0.67536,0.28832,0.17283,-0.15488,-0.31705,-0.57869,-0.84394,-0.76188,-0.85489
0.080068,-0.86178,-0.37388,-0.79143,-0.63897,-0.49388,-0.75187,-0.83188,-0.82792,-0.81848,-0.76083,-0.91567
0.031872,0.24853,-0.39047,0.22366,-0.45267,0.027887,-0.56096,-0.14479,-0.63416,-0.064774,-0.058962,-0.70791
0.092814,0.16741,-0.28908,0.22027,-0.23052,0.22815,-0.27499,0.17747,-0.35834,0.079082,0.02673,-0.3954
0.10353,-0.17282,-0.2222,0.047754,-0.21491,0.15086,-0.29353,0.16371,-0.27265,0.27641,0.25913,0.057775
0.14668,-0.28853,-0.10176,0.0039127,-0.2651,0.036937,-0.24777,0.36346,-0.16941,0.13391,0.18167,-0.0099102
0.14488,-0.24188,-0.011734,-0.019884,-0.34417,-0.17593,-0.13189,-0.33094,-0.25356,0.0344,0.016329,0.1522
0.14171,-0.16931,0.066892,0.03495,-0.29956,0.045356,-0.18366,0.03195,-0.30806,-0.13136,-0.2854,-0.1128
0.077596,-0.13225,0.03901,-0.17045,-0.13978,-0.070408,-0.29756,-0.10004,0.0024648,-0.24477,0.065141,-0.095578
-0.024407,-0.049047,-0.048863,-0.23334,0.02906,-0.16211,-0.29653,-0.027357,-0.35668,0.23134,0.075538,0.033658
-0.18224,0.085748,-0.18777,-0.25458,0.088822,-0.064552,0.17402,-0.1548,-0.051625,-0.28448,-0.2829,0.11445
-0.52598,0.068105,-0.42778,-0.22212,-0.2382,0.0061575,-0.10422,-0.15795,-0.035793,-0.24926,-0.23842,-0.21452
0.20815,-0.00030526,0.24684,-0.23826,0.29265,-0.59313,0.26138,-0.29639,0.26826,-0.16652,0.0153,0.058141
0.097797,-0.14875,-0.14024,0.20384,-0.12879,0.033962,-0.058855,0.048961,0.11222,-0.0086449,-0.23768,0.17784
0.07998,-0.30668,-0.21622,-0.51344,-0.18706,-0.29152,-0.22721,-0.29598,-0.18999,-0.23188,-0.30537,-0.14898
0.063247,0.076453,-0.21176,0.16212,-0.12224,-0.05039,-0.16438,-0.17701,-0.27161,-0.38784,-0.20755,-0.28217
0.068101,0.095723,-0.14542,0.15437,-0.12693,0.083998,-0.23025,-0.18278,-0.18946,0.01576,-0.1264,0.099576
0.052408,-0.10358,-0.094328,0.054288,-0.21464,0.12576,-0.21008,0.033998,-0.081175,0.032972,0.069307,-0.006882
