X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
-0.8240370085726807,0.2726440364775955,0.4086094937186946,-0.32502933636018205,-0.5777829987314148,-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697
0.2726440364775955,0.4086094937186946,-0.32502933636018205,-0.5777829987314148,-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436
0.4086094937186946,-0.32502933636018205,-0.5777829987314148,-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808
-0.32502933636018205,-0.5777829987314148,-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106
-0.5777829987314148,-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024
-0.03866603481168307,0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092
0.37695552420299094,-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265
-0.061460952891736476,-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127
-0.6280581300829253,-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801
-0.3878380111366726,0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887
0.34768327171741675,0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346
0.33347197819399765,-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868
-0.46056400945617737,-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868,-0.17852950505683118
-0.6684594731267477,0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868,-0.17852950505683118,0.0025602953117540572
0.0437680462230845,0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868,-0.17852950505683118,0.0025602953117540572,-0.11322862701217506
0.5341167743660697,0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868,-0.17852950505683118,0.0025602953117540572,-0.11322862701217506,-0.2717687744272985
0.034685104768867436,-0.7122930760599808,-0.43918120921483106,0.3986652713854024,0.4207686373345092,-0.32740404133947265,-0.5106279174722127,-0.05544288879572801,0.21715776636495887,-0.02357082732878346,-0.2963869166811868,-0.17852950505683118,0.0025602953117540572,-0.11322862701217506,-0.2717687744272985,-0.19051750225722808
