X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,Y
0.11116317458073022,-0.32611409595305074,0.35376655283553915,0.24997881767240826,-0.18382115666181098,-0.5949495300208718,0.4427357187980647,0.3288846774106402,0.6029215184368486,0.2169378799482351,0.2671933999262657,-0.32829175632183405,0.24758875795395752,-0.3936883076408858,0.039204036140412235,-1.0,0.07181802965587192,-0.45393846677879746,0.3173768691967247,0.2303396786342795,0.17590197452181888,1.0,0.2831765431436035,-0.23423194779578127,0.11241604874812294,-1.0,0.08969999531428541,-0.7706971330542632,-0.29639625999820085,-0.7069167728620205,-0.008673661437607061,0.11380483873934866,1.0,-0.1378305550597818,-0.15944058996876742,0.007760251801294915,-0.1812614601097864,-0.7620746556711893
0.07199439974385524,-0.4197885987656136,0.41016153262302835,0.3691864028609655,0.007321217958081272,-0.5987288727694047,0.42830557088002075,0.28281898055602483,0.5926876957495608,0.17339037279589653,0.37774352009125667,-0.1701190291051865,0.2272804853999757,-0.25175355674161604,-0.03806481680864637,-0.9196299518595974,0.07698110736639152,-0.4695598975934564,0.2997627990675289,0.1552793399283301,0.1782666215457278,0.9064214421719026,0.35193542953178913,-0.15294041565865912,0.13316004353751354,-0.9656896382764454,0.055607353974424845,-0.6511489714310101,-0.29608297283712404,-0.6145812558615797,-0.08774716004778182,0.07772479172839053,0.8884875198819189,-0.12773237621771405,-0.1903759570792064,-0.09719768762844849,-0.1683979260910745,-0.7768203372440253
-0.052893636339643835,-0.44111424827974877,0.4382668945602681,0.49996093864515734,0.17621860435946224,-0.5485398293140966,0.42714684266561687,0.17931855721907852,0.5749946228982505,0.13550009249872508,0.3310838051915379,-0.154204984006596,0.2210374037062397,-0.08139003246995757,0.1573461130168654,-0.846264573391525,0.016274691216900727,-0.620391167141745,0.1366164980690503,0.06178242482216878,0.23616425304034094,0.7797298010383553,0.4560950831087225,-0.18143794452146855,0.11582282354763174,-0.8941245442025949,0.05885289051965281,-0.53899277351777,-0.25954084738028493,-0.5474048524814494,-0.14943633192950334,0.05473682774353339,0.7777696993474981,-0.11197723276041627,-0.24709591971760914,-0.16643403113062938,-0.14290218037206803,-0.7731167707094525
-0.1922010844637606,-0.36244529790506086,0.4137540934156325,0.5845766586730694,0.2534538526265335,-0.4222286283750769,0.44138108653159924,0.17955885957231743,0.5463984419549148,0.0922393831304853,0.17859428528011367,-0.26973119807202706,0.22698365278527266,0.081345747103031,0.14627665269486845,-0.78313904720041,-0.006417142805683618,-0.3044196135110465,0.4098678554622581,0.051197831962591644,0.23863858020868922,0.6960985296965962,0.5359468689716587,-0.12281056229744514,0.1322239235278193,-0.8373181954669742,0.062460225023722726,-0.42572552813714415,-0.26475872144246526,-0.45660361389207693,-0.20063841903597368,0.11214555281195016,0.6559797158652154,-0.10230022998905464,-0.28517046321856687,-0.2503539052178263,-0.1100431416904788,-0.726410681634563
-0.2735570711198798,-0.21323979083942812,0.35418272541157836,0.5941748339198525,0.2592246165067309,-0.2881776339416373,0.44430656022696224,0.2643689333199357,0.5199736635122423,0.04828901758981741,0.19363532030308117,-0.21324365071006912,0.24359679965294134,0.23577920690206988,-0.10966767817168743,-0.7179462349531635,0.043780504352128435,-0.36275954009758593,0.2423953546457327,0.08571534067301001,0.2362763463734905,0.6411991515614486,0.6015589131320587,-0.19232860783556016,0.12293915237052011,-0.7979391016616759,-0.11642591592172225,-0.4051452988708879,-0.3010679255893034,-0.35257944949096565,-0.23911384901295973,0.0758791412120059,0.5870392400110427,-0.10113863200461792,-0.3021839926685831,-0.29517723067051826,-0.1436835858582286,-0.8554868338209696
-0.26933964229382734,-0.05327838973520538,0.30064786998875426,0.5497612559254275,0.2720965694560249,-0.21958242323173538,0.41528625513801787,0.25854690494947463,0.5075808714354186,0.01538994231720281,0.3342743342134178,0.003669473880689944,0.25641730593493217,0.374037733845473,-0.05531941739519075,-0.6553086761908847,0.030339557403002537,-0.3723336107573405,0.08498721147868826,0.14362407235258035,0.25774198690680383,0.5778576307260674,0.6824239743690095,-0.25255159217394096,0.14925763053654206,-0.7269188234209328,0.012622981742890005,-0.30557712567602924,-0.2966081875031451,-0.285063832118032,-0.26053917837693585,0.052247100885405295,0.49549524237067355,-0.06967742410023714,-0.3355556964446641,-0.33618055127364965,-0.12456691279064125,-0.8934689661699773
-0.20998023025727142,0.07748535870875206,0.27441685031237895,0.48813561592619936,0.31665740601561887,-0.19857961808377833,0.3665845362402629,0.1021369928252196,0.5045545969197824,-0.00690972287372793,0.3298327629194999,0.08648081767081361,0.26140963780469084,0.45923951890500536,0.04583145174307934,-0.6055561826942023,0.022626380634395593,-0.16209355582583562,0.13863491147146312,0.20256259409276334,0.25363523711473857,0.5644600362497036,0.7490329185902731,-0.061156409993813,0.21360832470701108,-0.6972062323651049,0.021385015706803623,-0.2533833612703724,-0.26426866384538805,-0.24789846030947982,-0.2699340681039262,0.047783532352265734,0.40427187721062996,-0.05424275319350558,-0.34527579666683983,-0.38798275476114297,-0.08998740002508931,-0.8967198745725466
-0.1497297352509761,0.18076814220517523,0.26303857081583826,0.4162399463625943,0.3353345188873067,-0.15199145426700056,0.3215998904583173,-0.06877586667286906,0.5014062987607262,-0.027515140428081675,0.2026584193919525,0.04461732295682008,0.2600333471404839,0.48225682958266614,-0.0536015431754816,-0.5620050354529345,0.07031571388749991,-0.08384835650598532,0.0844693308360085,0.22544454393436308,0.2338990610798133,0.5712278739248984,0.7875700456887165,-0.02168574138048418,0.19501261219474486,-0.6942184494501835,-0.20777812061815693,-0.2864062972259276,-0.22445700325142237,-0.21539901865300626,-0.24859198464214993,0.009917282930794302,0.3681162460682106,-0.06585088821022456,-0.3343341781359511,-0.38536367799783244,-0.09621576521160735,-0.7943917029136095
-0.09820673375919142,0.2600768422001871,0.2592888713393151,0.3155384202874034,0.2957676771369522,-0.06883699898612416,0.2793006278238699,-0.1751990844359016,0.4991997806262529,-0.04840898369658864,0.10345978565597136,0.03840517981540992,0.253836751874184,0.46485354045780247,-0.17999413157680955,-0.5165084840253029,0.11393466903303229,-0.08903670865447533,-0.07116743405764159,0.2625471676916722,0.22247936222841758,0.5651441977667031,0.8195597845402482,-0.1594631957575856,0.12135470759473388,-0.6698941186876028,-0.19938637419513439,-0.27850626305594905,-0.17974778428848315,-0.18521294552923873,-0.206875238160116,-0.001599967760209653,0.34752505102831255,-0.06556922516083463,-0.33842493488416925,-0.3569310227659447,-0.10492588057128771,-0.6649589109868368
-0.03606916469137589,0.2999150753441564,0.2727062080476206,0.1755638602084113,0.21737714955620557,0.01111795328408327,0.22600652816869116,-0.24814508067639607,0.5032868639963741,-0.06677566516589462,0.034559201183276045,0.06721965307831557,0.2350412319316626,0.3975277419574763,-0.19949701523563756,-0.46992755708229184,0.11681049767793539,-0.08388737238776389,-0.2585501495624325,0.3310190518935805,0.2260733118353977,0.5575399518374207,0.8567280205257877,-0.181186260389945,0.05891086439873061,-0.636259500506253,-0.13879654364543803,-0.2589977531914126,-0.12869870508059011,-0.1577962848125427,-0.1789199772027702,0.019003585793069266,0.3177514566149633,-0.0544853048294055,-0.3630919301590606,-0.33708139924555014,-0.09785337905661773,-0.6706514299196059
