ORIG,D1,D2,A2,UP,LOW
1,1,1,1,0.0851256530758749,-0.0851256530758749
0.526852850581619,-0.580030930269894,0.401149168311681,0.888318935534184,0.0851256530758749,-0.0851256530758749
-0.0680875876247778,-0.624839525439223,-0.85504850673425,-0.944614447102676,0.0851256530758749,-0.0851256530758749
-0.131106856032605,-0.603186090219049,0.214432030782617,0.827457442759498,0.0851256530758749,-0.0851256530758749
-0.094156927051794,-0.560148186451943,-0.774166495400225,-0.605101268923136,0.0851256530758749,-0.0851256530758749
-0.0939675225135678,-0.562223768759014,0.209445859549343,0.221850189394867,0.0851256530758749,-0.0851256530758749
-0.0684925389309322,-0.468508900435501,-0.638044005126216,0.00353567459544729,0.0851256530758749,-0.0851256530758749
-0.0914423330202164,-0.37743663299267,0.166261951637764,0.606330300132494,0.0851256530758749,-0.0851256530758749
-0.0322557568319733,-0.42928291265977,-0.701572873973442,-0.702615501691488,0.0851256530758749,-0.0851256530758749
0.026867121140427,-0.496882584232294,0.189928981856831,0.292270488061407,0.0851256530758749,-0.0851256530758749
0.0859645575008307,-0.373385369787408,-0.629720918066359,0.0763402282404102,0.0851256530758749,-0.0851256530758749
0.164650254830837,-0.446254247063455,0.2330657637969,0.112377173063993,0.0851256530758749,-0.0851256530758749
0.161383858550288,-0.392904574907462,-0.551298071441188,-0.783775013266418,0.0851256530758749,-0.0851256530758749
-0.110748185335719,-0.378510390247344,0.180691744939904,0.610057923124946,0.0851256530758749,-0.0851256530758749
-0.0545503475127736,-0.353025253027759,-0.555566236839638,0.331788765441315,0.0851256530758749,-0.0851256530758749
-0.0696406706282378,-0.336366290882719,0.0683609778293851,0.0360846679829595,0.0851256530758749,-0.0851256530758749
-0.0579265478354308,-0.313696946838142,-0.560436632894835,-0.492489136311439,0.0851256530758749,-0.0851256530758749
-0.062527180139705,-0.292030684154211,0.096112442342234,0.569131982580456,0.0851256530758749,-0.0851256530758749
-0.06656282887153,-0.333727982269284,-0.540659784035765,0.145838790436195,0.0851256530758749,-0.0851256530758749
-0.0552789733848881,-0.285416748463615,0.166211368421456,-0.0536220537906289,0.0851256530758749,-0.0851256530758749
-0.0240974271454442,-0.268476028654623,-0.548647187741762,-0.551159308886961,0.0851256530758749,-0.0851256530758749
