X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,Y
-0.2500295405392515,0.44738046252381425,-0.17766933593806578,-0.33200431112823703,-0.11157207098797217,-0.13959314271323098,-0.49665489830215226,-0.14600365017243455,-0.5613494875141742,0.06083110941766856,0.038972572817506324,-0.04121446591453781,0.12288028120174488,0.14205172354518614,0.26980302644551735,0.10182944454871112,-0.24741782154328873,0.3355049527144469,0.21862055588691054,0.042818821008858254,-0.05028942193602326,0.0589772180094279,-0.05465126816063193,-0.2684103041662126,0.09322994051122402,0.04533322159193842,-0.18528340704625001,-0.28419307384790227,-0.1925610069886805,0.3620509973754831,-0.08182245548547962,-0.07548297010515326,0.02142776761970233,-0.03625145102055716,-0.30772480585576867,0.09417080998308691,-0.22247266033381574,-0.06390767953835153,0.317943039519635,0.16678304247283093,-0.028720015843225588,-0.06954145655887878,-0.47369639958824283,-0.46682883736585723,0.1127900612734507
-0.05952581917560873,0.4632336011015863,-0.3349208170357786,-0.4594425192247171,-0.18968155422038258,-0.03183060595981346,-0.6417952792980723,0.24089227660867274,-0.3679871578369246,-0.12792751526670565,-0.04612835301870355,-0.22310021813828063,-0.04809411664016028,-0.3999917930601261,0.13561407803182646,-0.07349957788444361,-0.18438362132864383,0.14450276148646002,-0.22342475913561732,-0.11083886214810068,-0.09337518337008721,-0.2585832199662529,0.11204184070464174,-0.05390620340526364,0.05724731174244768,-0.0678544284934488,0.0604426445942674,-0.4216836563559667,0.03787046316078757,0.2730939331211606,0.1054554816519917,0.04464481373792606,0.08735923143194291,-0.04916958401595428,-0.3631481850070971,-0.3941003892132888,0.010800413197256775,-0.022755472921694775,-0.17652047925410408,0.10072336548397165,0.20958441545075468,0.2186763621969008,-0.5366579870082062,0.17169926671885838,-0.2305442733945383
0.11265371992943529,0.3600273028647303,-0.48484236953038595,-0.5742647372381577,-0.11177611676462895,0.12926084384215564,-0.5600747332603129,0.28143984649409526,0.2213526166548554,0.04386815123469123,-0.10903426848048714,0.04410227707100978,-0.18334045761305717,-0.3184138510768313,-0.3305744124416097,-0.126803706187962,-0.10471872577762775,-0.19945874524936058,-0.0879420870326767,-0.20907886150419375,-0.32607993750790365,-0.33130875604161103,-0.23591193840861457,0.07795539209244207,-0.12508699077254426,-0.21053874222595892,0.1747946508196807,-0.3231314707042482,0.013278163743136728,0.056023740141460276,0.01993124049615047,0.12497798702920249,0.2826348245835839,0.01089729576022247,-0.037913042126279106,-0.18077708692814998,-0.1773786578347507,-0.1521153292204528,-0.3278603967690755,-0.018490812686490776,-0.18788220514935405,-0.054558766252328805,0.06283143718128681,0.5822460728848768,-0.6814192066960483
0.22880426490311057,0.15156032868384917,-0.5693099948877965,-0.6544831497178121,0.09897484517027832,0.1879881651909161,-0.2572132538841271,-0.09301851319818821,0.5311362951024214,-0.12920906100172003,-0.19077742400808895,0.0772739109534828,0.09610513146538513,0.1225403860218135,-0.31885222259244306,0.09892144078388054,0.06741975228759856,-0.000950146849211797,0.275454551226757,-0.16400765279402962,-0.224003499534703,0.0774130390603438,-0.21521602383500515,0.079968393713306,0.017442763052587074,-0.23401722666430425,0.14018709241640126,-0.15235324974545472,0.2500836051349964,0.23666513428858327,-0.0028222947469266346,0.1040885555707638,-0.2470754088577639,0.2325573130093297,-0.138637571826966,0.32643769115712207,-0.016471360692994375,-0.2517556141259356,0.060758176548797005,0.14908482692672198,-0.09782660215769967,-0.176175357693923,0.34863068240359807,-0.588655910652617,-0.7977934973601801
0.26346804470861795,-0.1142917423210652,-0.5420418354185794,-0.6877659875054656,0.27781641063852613,0.043828773041922675,0.10907506493600816,-0.43918333047513913,0.23157934888300025,0.10569768792340861,0.010990753984954083,-0.20447608989884192,0.062282783859124,0.07601699876667678,0.1555877144095006,0.07395733289441542,0.17689504148294954,0.16950177355013674,0.03692923694937833,-0.11235763025142076,-0.04986317613894675,-0.04616575363310493,0.17807926433813193,0.00670833759409506,0.07462805307724474,-0.24565026140489787,0.25384205333707044,-0.10194314572169139,0.48473646786150915,-0.1301522535353229,-0.10885087302758722,-0.1605225795370373,-0.4089398624964862,0.15219850465845308,-0.32298651968585357,-0.2612628566605961,-0.14187655950126254,-0.26471466800951926,-0.30212237706876954,-0.09692289988879688,0.26106639800014864,-0.026949781781291593,0.08770534632143612,0.03843651898726308,-0.8388276428719376
0.2093867716793647,-0.3713815481324396,-0.3884955837761842,-0.669821461425569,0.23461837971025723,-0.22274514940096568,0.3480394694378435,-0.3116111036339304,-0.27126714145219255,-0.19305384553077598,-0.01400069448109642,-0.08581833485288848,-0.17912422236405467,-0.3773441565719041,0.21798557412885144,-0.10463916022024744,0.08689420883224308,-0.0950536887326291,-0.21529633805415682,-0.08781556175743299,-0.08427720979209974,-0.3191027512616117,-0.10051466541055498,-0.06833907687149743,-0.20857429287502882,-0.13085236126965527,0.3233080050093218,-0.16862183171898915,0.0236780277690396,-0.5208138797537533,-0.11116120439696353,-0.4456225897114471,-0.22033281825949358,0.018694165813387453,-0.11050466502159695,-0.09650168730428577,-0.4436929587373173,-0.1302252462381871,-0.10344185371884607,-0.05181358275507586,-0.257709268281094,-0.2073144066545538,-0.16238456538935997,0.01624207063958716,-0.8289308900767736
0.08129956191294174,-0.5508371430325918,-0.1313028329570498,-0.6024115641542219,-0.057758632275285104,-0.36251059187888746,0.3946664138344371,0.15399545405637172,-0.37418763198048355,0.0651490141246307,-0.27822875825000604,0.11681444055918555,-0.04541605240080815,-0.43367498112587044,-0.25072497428910057,-0.039581173771404576,-0.03831269351878219,-0.11787474322216418,-0.0027296151614674136,0.0008880817920033923,-0.20694179628959497,0.16383731487170183,-0.4429799450990608,-0.02197115424571816,-0.17747548321408013,-0.021641419665381578,0.058466927880439945,-0.3050061248765714,-0.11537901059261957,-0.11682805257011186,0.059328410385286245,-0.4287659813077035,-0.5427878898972416,-0.10108561771982383,-0.35801978217283736,0.12796472837285622,0.06358462209472115,0.11118092055735307,0.29182921822027597,0.2804480598946961,-0.06522335428124715,-0.14231409922280258,-0.35801233639918095,-0.5855670234542252,-0.7941790907606989
-0.0874194828112288,-0.6012334138938386,0.17274216757625394,-0.4889752719608794,-0.35916926364908563,-0.170322751759156,0.34680610150134283,0.4170501857766322,-0.026662337062497654,-0.06965052839995356,0.005691527429936727,-0.0707114322527107,0.12740034348104978,0.030880391540838215,-0.43744081440799,0.13364852699430751,-0.057689292878820186,0.21423829115379545,-0.08489405577037779,0.006056323111706785,-0.18878878254439924,0.5129795670564155,-0.0037515026771424154,0.11636271141673338,-0.013534402992838035,-0.05224525112421263,-0.1316885283351531,-0.3894584356697143,-0.04173576686261049,-0.16001224491155208,0.14083911306005037,-0.11594316775740077,-0.22032422488396175,-0.2281905499586131,-0.46060297771212244,-0.6230245300156286,0.2924686788839008,0.10332767272997545,-0.24151850449529721,-0.08158157822581702,0.014807288335797475,0.03672703196631666,-0.6432786660026615,0.21608772555881384,-0.8116612964951916
-0.2519186245841911,-0.5033012788344117,0.4535389536366492,-0.3367959226426407,-0.3454592816998725,0.23177159501357747,0.3150592951063351,0.24676470379584292,0.2684005125081179,-0.0023329031876041517,-0.011533942213231785,-0.2362120044695124,-0.05459122515602044,0.30166558310909686,0.011507946824313775,-0.09520971377028853,-0.09433631553265809,0.08498700575047713,-0.41974102281726744,-0.20166910787595538,0.01207332335110034,0.11312386301883048,0.20200537456898782,0.12268648301822727,-0.31244128825139417,-0.08874683460862587,-0.3305599848345514,-0.2555991824829902,-0.37481079317835897,-0.22030985538189374,0.20670103129764783,0.2588322190343171,0.15901469304198845,-0.03143688864555938,0.057352913753581314,-0.18306666152522577,0.1328844261471369,-0.1377426322549482,0.052896819548481355,-0.04384829517250188,-0.5373370362616858,-0.09211563992489613,-0.06222352887591964,0.31566538814443423,-0.867317671361966
-0.36394641029839625,-0.27033235093016084,0.648815295941606,-0.16969343714500074,0.03711951258214152,0.4509076614813834,0.2948811616755227,-0.0759992987256447,0.18336436523559652,-0.0934582790354308,-0.06688811616801027,0.017909598650635905,-0.1610625167852826,0.061269230601253444,0.2744542445117897,-0.15696930981271218,-0.253518990788426,-0.38551829533569437,-0.17764692805627513,-0.2632879679490928,-0.24789854448086568,-0.1097914045295516,-0.06566717153081636,-0.05608670384022496,-0.13642658060757673,-0.006669956335981997,-0.6868767214286549,-0.10694900694480514,-0.13477255550732137,0.264046440568944,-0.07131537854314351,0.3192442507889477,-0.34154501713823426,0.10980820292528981,-0.11957900424691037,0.16347798109445577,0.36014188173672523,-0.4286200486782473,0.3349359136730663,0.10473761314871188,0.06310739650485275,-0.04966386108756593,0.3415532662244265,-0.35308920382755715,-0.8810002921702489
