X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,Y
0.22486447000303933,-0.23362651763068187,0.13337493330341732,0.5042356961661734,0.39166985429214507,-0.2183938425980415,-0.368950950737328,0.34911012419887877,-0.7187972122303941,0.4378135707393509,-0.22300493968836044,-0.3103792196004246,0.06288398059677913,-0.3270617151868578,-0.04485646856496883,1.0,0.3608154439421847,-0.6041000859788221,-0.2833369100452371,-0.5935192604031994,-0.05617589458915384,0.9078932104726094,0.35407118378340163,0.14506176941542037,0.13369459114131388,-1.0,0.08380003447819107,-1.0,-0.19536529968598537,-0.42320019021170685,-0.6525544029352113,-0.1544667697190807,1.0,0.17945421888302415,0.40051591898524563,-0.4717282877615707,-0.407546653024186,-0.35486560079995866,-0.5728060478240916,-0.12305346314996246,-0.008262596125857113,-0.21926052858486833,-0.1392851382970216,-0.14314386652719457,-1.0,-0.8758435001305331
0.21505616311039688,-0.04298831782770851,0.18369163378076725,0.4952627406544434,0.41839511716267563,-0.13589631388203494,-0.2879692305190751,0.42597850435049134,-0.6802994052522083,0.4743718368553469,-0.12998691025238895,-0.14416539451459365,-0.10004680745133288,-0.47599103773398244,-0.033034168998630875,0.9156649974667126,0.2540851290585797,-0.5045360192799453,-0.2864276577999706,-0.5736078360773067,-0.004497500691635459,0.9437165606027538,0.24294895789658666,0.2325974843063654,0.2006685495687075,-0.9040421948236406,0.0012785213424073572,-0.8895840973448503,-0.21092180756726675,-0.3749578415090108,-0.6008437056525447,-0.09052856410286492,0.8493602535722871,0.1478925702581848,0.4233872571624262,-0.37784352001003074,-0.3803810919136352,-0.3838644525226409,-0.5288063043182163,-0.09690385500936238,-0.0019393847800978081,-0.18832144890041547,-0.09468422087882888,-0.07658313911388692,0.9821157360514461,-0.911989623750276
0.11864824772361016,0.10462372825019783,0.19157023683467966,0.4552065088987871,0.46432825505857256,-0.11411675556254786,-0.24905658702490807,0.346700602620428,-0.6632383720318389,0.46806093753357314,-0.06341204649829135,-0.00700823906990844,-0.22004818805110804,-0.569294398407055,0.006383889091091666,0.8522715827196015,0.0015979537113977038,-0.3498259928459706,-0.1607802617976306,-0.616881706455587,0.02185900064479318,0.9705373608162702,0.1865650596081856,0.2394952260988663,0.2599450639990095,-0.8184682153285002,0.04086589515928818,-0.768217531113309,-0.16590554968689597,-0.34273480724542005,-0.5504063107104824,-0.09159833076458745,0.7075529953115403,0.1346214496687983,0.4381935098136338,-0.30158227888489375,-0.33833701743416633,-0.4196764849827478,-0.4792911852056022,-0.07827404076304889,0.005934869336079673,-0.11689773020047634,0.011977826895134491,-0.265341748586747,-0.3820692188316034,-0.8826418962624039
0.009606109279990172,0.19484772822589802,0.1667651342878229,0.41731721421714374,0.5109722657414133,-0.09033146727760855,-0.24103440549436705,0.16564888659417454,-0.650503442963835,0.3848284116330676,-0.04692480398026344,0.026306435593240085,-0.2545956900573898,-0.5759523617286572,-0.03713193593496167,0.8044305337816078,-0.23103152858278175,-0.13732515106201493,-0.13751220295604005,-0.6274973432971818,0.028136581556436058,0.9863986625407242,0.19615043748343375,0.07256503617240928,0.29519557362555027,-0.7683736887371596,0.034130835775814994,-0.6676093991261315,-0.12414270802699112,-0.2962162221707585,-0.5095017218150473,-0.09683606205766804,0.5785614685426734,0.13540511368394248,0.4364188743387494,-0.24845009491493164,-0.3292643432864205,-0.44925817998569695,-0.4296988310676929,-0.08665382992235782,0.011967229689150205,-0.12990189671366592,0.06161080551280729,0.1955487614888327,0.16441132765332278,-0.8084524221954195
-0.06254807632204529,0.24370195656793636,0.12106198801402068,0.37642616454152744,0.5162699775446149,-0.01780791880362953,-0.23292419900169614,-0.0234692248961762,-0.633603445049349,0.26273024456702276,-0.05844191904414353,0.030597567137971016,-0.21762669234457388,-0.5215047395273777,-0.15810763849977938,0.7630811509997866,-0.3857798546428792,0.003954963797694777,-0.08873211721637908,-0.6219360816061954,0.017555126674521748,0.9864662277797274,0.2246572566610363,-0.06685551423024005,0.2743336017094049,-0.7257128659644763,-0.1155973284759737,-0.5847698567469297,-0.06688671864241136,-0.24007881121115537,-0.4701143972277517,-0.06637804727569951,0.4635109876338446,0.14285725474963207,0.42226820292393286,-0.16760027331239258,-0.33649836502852803,-0.4661273286133709,-0.3789678126404572,-0.10570968566409367,0.012823588382174123,-0.09099343411134131,0.04642540377196691,-0.5202074162037295,0.11324769341246,-0.7566344144693585
-0.09349937590735735,0.26818001427600113,0.054642489420457574,0.30333939826529144,0.45483115142065356,0.09988123643783986,-0.20620263919369197,-0.18271733264565926,-0.6167077638288962,0.12884124609090852,-0.08406991214605941,0.057017137887969804,-0.16121318892790415,-0.45603813664074555,-0.26310846609686156,0.7195275629645659,-0.4399800114982638,0.11032815614549984,-0.16120324268286346,-0.5483361348808737,0.012116229368096754,0.9821739063023198,0.23299336606390542,-0.06252699220166891,0.18425528091507704,-0.6610795159619207,-0.15039365857318665,-0.5079151742647044,-0.012004442699042217,-0.18176752632316273,-0.4181600154747338,-0.046655893561770245,0.38251858950953244,0.1303082729281242,0.40920605344683736,-0.06937528303969875,-0.3455418610315566,-0.46357142981548827,-0.3387017393928754,-0.1114409530479159,0.010007475418488454,-0.07628790864947188,0.009180854478274991,0.29365653542318193,-0.5362142491784663,-0.7079784514557954
-0.11454190642843942,0.267727570659716,-0.03236864739061074,0.16987010473157516,0.3228733782190796,0.22813547248878652,-0.14723963455270117,-0.2687364673173578,-0.6062260053177766,-0.023564348510102806,-0.13517226565436302,0.03628853361146844,-0.12024347309475913,-0.3952586945539144,-0.2006540560909823,0.6724033436557628,-0.46107231712048913,0.1445248496225422,-0.2769996482423893,-0.4308838501030331,0.026004989173435966,0.9938166528015853,0.224655913711715,-0.09642372629455942,0.10252363892404603,-0.6083722460445885,-0.05767520422956973,-0.41371530132824164,0.011899077898516852,-0.12615843363080048,-0.3794223033362244,-0.07040399023116217,0.32552279156016173,0.1033837789333234,0.4104613262791297,-0.02347295396407889,-0.3278221772959584,-0.44682036536319103,-0.3123036226262724,-0.11137240132852433,0.015585423804436394,-0.10485231231022973,0.12791496653889745,-0.4977153420215328,0.4527757737273794,-0.7435909800303042
-0.17081073676801184,0.21507250261559152,-0.1354064525656934,-0.029800954872092333,0.14150394859791082,0.3159397126733643,-0.04551111543224318,-0.2120411466642219,-0.6078504182387992,-0.17693928060953512,-0.20617381521472333,-0.09437202596311622,-0.07167979978894978,-0.30837384618335995,-0.07670152062710478,0.6254164814265961,-0.5102046079824967,0.11121750496869431,-0.3190744080215022,-0.32766434419623347,0.04646453283766627,1.0,0.19898431606254485,-0.126272313058302,-0.0007494179029757797,-0.5854803030130462,-0.08714956463066359,-0.32445892927242526,0.0429963933716877,-0.07539507091971431,-0.36586752559136126,-0.022642274612758362,0.2818146427753403,0.09404683300815564,0.4112622065797946,-0.013834394893730173,-0.3103225952463404,-0.4180457007263738,-0.29440984185190344,-0.11388074714600083,0.017653571700935622,-0.1247438562680182,0.1210264243332313,0.04307891290613153,0.043175980518460166,-0.5413386951071508
-0.2694558022459438,0.07439939779879245,-0.2521170158204773,-0.2596741728240689,-0.03138859576185471,0.30494085232222146,0.08034196520268755,-0.03312455478662024,-0.6305749361050874,-0.24854373520471285,-0.23773539390717102,-0.19052892613137218,0.0027703238874012825,-0.1875891168082171,-0.0957938052717906,0.5766061275326959,-0.569414648367583,0.05349006386617461,-0.26437846056850356,-0.26884789598743186,0.04994433910237217,0.9793105655941847,0.18561594654394575,-0.1743478398485765,-0.11334563145914389,-0.5924529104595564,-0.01346995680713936,-0.20400416115772557,0.06017843692941094,-0.024674529456485628,-0.3869228567633727,-0.01564699357401589,0.25658468619572306,0.08104021474093837,0.4072672599852274,-0.009690049246980359,-0.2958235504284886,-0.3925415990271891,-0.278722702466239,-0.08741430743322376,0.02329390099010742,-0.23617557089034458,0.1614122040873518,0.04899395530909967,-0.40897722113929535,0.14972617680928746
-0.35268069998619755,-0.15712022064399,-0.3781965372535163,-0.4469430229554424,-0.11754562421068859,0.16546774801869768,0.17596138689473606,0.10569815274698358,-0.6768886241914547,-0.21622546713633728,-0.20204695248947535,-0.12655163426112503,0.060594905939007626,-0.07565442077554296,-0.15355997192396165,0.5172874146096611,-0.5128540455873272,-0.01892326408713385,-0.3153640190999285,-0.17230638016834754,0.047397761216423584,0.9548932895506186,0.1841612364934464,-0.30278130501582823,-0.20250181688586277,-0.626876711608598,0.015831779364780196,-0.0751483820588208,0.07580689868657342,0.012319700837323255,-0.43114762564180686,0.047170575008947946,0.22961776201730455,0.07775561866104042,0.4098090123121698,-0.012881075189642432,-0.2850929555811267,-0.38336682964800517,-0.2569922044292554,-0.06756057172968155,0.03194676612577907,-0.27042734012999714,0.1300143751827405,-0.6313139676614867,0.4034436836772446,-0.0428028206229345
