X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,Y
-0.265985249685357,-0.22569834536806532,-0.21618668227464577,-0.06461523995900698,-0.030391261611312226,0.09599861342894656,0.10121562732569878,-0.055118093041878535,-0.01221817000940928,0.011351635731140286,-0.45910018584952017,0.053116698758720604,0.08288698333692479,0.1730471917700378,0.013295275524574768,-0.10741114282857189,-0.14557240364028845,-0.04443487667324142,-0.11276072899408529,0.07927038099247818,-0.038398190300673374,-0.11874875299027232,-0.8137188334588431
-0.12565974595403462,-0.24077724104258424,-0.2895083003584944,-0.06638639382798928,0.025639874105973126,0.1163247547895434,-0.3232368718457185,0.034803908489874136,-0.051317073574859706,0.204304492889819,0.004182381381125477,-0.04243227422587137,-0.4110632086173932,-0.07052991367591033,-0.04795485393768284,0.07123462792426749,-0.2547865832650609,0.1833898864214254,-0.35505313983657816,-0.021451982676107706,-0.04264300441588409,-0.033378048801545046,-0.7664640678603125
0.04270439462904596,-0.25127574207483516,-0.315092468453275,-0.026522030997648383,0.05567292076221353,0.11485383422727113,-0.25129276359338315,0.04903337654438733,-0.06030715082075688,-0.12547543204224976,0.17102315767140874,-0.18452279470080069,0.29101406039957567,-0.29276656180866545,0.05279593488267054,0.18771810441805203,-0.29296313334950663,-0.1688084351557525,-0.3928549861966839,-0.2362698610029771,-0.14755131246637998,-0.15719984385978314,-0.33767336463532904
0.2059032579280884,-0.2527717260095089,-0.2735915849527225,0.031970130721824086,0.032904618153263954,0.09100733177675946,0.2232743587226913,-0.1275249474918433,-0.013175638655056221,-0.3884005184301571,-0.20436796458358908,0.17520714475806565,-0.008359559988447396,-0.07727874952771796,-0.08925008149783498,0.09662373041704164,-0.31175134480475586,-0.19159816307695332,-0.08702517095166962,-0.2065414605611342,0.13380436715432054,-0.4006961390743936,-0.7620746556711893
0.32300240052019746,-0.24909899642169797,-0.15481891854607832,0.05108655401259843,-0.027924270682026853,0.09241073597640193,0.2940749404263956,0.136131054019361,0.05318994511623365,0.16334834669625042,-0.07790271336767951,-0.3121237590852384,-0.3264301900744513,0.009849179878234748,0.08688617147531863,-0.21264029642079185,-0.3659311485203627,0.061253028240944474,0.2456308472130364,0.14725746458840616,0.2680178659896535,-0.010666097795255514,-0.7768203372440253
0.36282348978977175,-0.23350820706704,0.012443816219864345,0.021147600646744147,-0.06143127562336226,0.08193462168425003,-0.2418266893544203,-0.1390945941228262,0.0906288403092741,0.3192062010977541,-0.06319485536385738,0.06939542657321729,0.2695862465861436,-0.13718657033306525,-0.06533166420772629,-0.45959815638317425,-0.44520205328801343,-0.035828455012664295,0.16636194511710656,0.23051505375850123,-0.32040626681010664,-0.11007302744857539,-0.7731167707094525
0.31060102979032145,-0.20049900243184737,0.1861318447560245,-0.028130969180071075,-0.05699254622884864,0.010528997434713139,-0.424487366669108,0.1365540639604932,0.06964830100106068,-0.27010852621476744,-0.27291951712817075,0.08493415971711515,-0.11554551566224036,-0.3339730604478742,-0.016228740631066496,-0.30968525323196106,-0.5217160566756429,-0.12858452232815276,-0.2362716604268318,-0.2786948115238773,-0.26865414370970997,0.06657379260072505,-0.7264106816345623
0.17075683313178946,-0.1491352478125756,0.32955900650305114,-0.07605902668323161,-0.02547843253377191,-0.0864168881932843,0.028605004763962993,-0.08043447349508703,-0.0013509292309189513,-0.27400251938888875,0.12308979339271375,-0.41149224179552013,-0.11343968369259161,0.15052495753510708,0.07953979842335057,0.18385954290839668,-0.6231101287583964,-0.00042381872529084763,-0.3610689034372474,-0.5958757978284426,0.25169909891319087,-0.3167595869555462,-0.8554868338209696
-0.0333605273495835,-0.08460169165304188,0.41844184614825286,-0.0980544997458972,0.04598769184776752,-0.07454621577534215,0.3948175276001604,-0.003082452230397492,-0.11005302653279891,0.0954658151739678,0.16366878642328864,0.26331380179299946,0.05744021887541706,-0.051274466177128164,-0.15173386339846695,0.5316745191996393,-0.6538591157918876,-0.26970786113119916,0.002621831388968321,-0.2784399818809531,0.20684196379784803,-0.3082922992571384,-0.8934689661699773
-0.26298257568453454,-0.014297538497791362,0.4244696743005092,-0.035717033340447846,0.12209438383354865,0.0776361174453788,0.08949139958106289,0.02811190563902044,-0.190685857230379,0.11943354614371438,-0.39851847770119997,-0.09678026122173022,-0.061944606653764445,-0.4976188350386964,0.1577165144832675,0.30142978870476456,-0.6614702126226544,-0.22466912211072887,0.36436478942886863,-0.030109094299179406,-0.1110498695517026,0.08365881014976706,-0.8967198745725466
-0.4665886526669203,0.054038540182882455,0.32740910873394946,0.10785005737441034,0.09413076362325645,0.24242517085463278,-0.3911806483445006,-0.06817652452445322,-0.1643686902987379,-0.0051176872023074305,-0.31055799969148457,-0.2823273194315087,0.06066171894367889,0.18326824918764673,-0.14722981683641512,-0.3353146667461224,-0.6802281029754418,0.1185064038462087,0.29524984864495796,-0.27442946905449894,-0.3029393367290786,0.07950812524189543,-0.7943917029136095
-0.5893548207419343,0.1141553921136711,0.1315314410444648,0.20040319019979913,-0.08541850255227701,0.26189270606330606,-0.27252663984878167,0.11618047568655987,-0.03243497993470501,-0.11331965166205293,0.26314772198400105,0.2347170573558377,-0.202337939078577,0.019786594585217587,0.06735278982081239,-0.7019265091827698,-0.6751201950704799,0.056125249351995254,0.016699198322440933,-0.49500932257684704,-0.008499979826259718,-0.14830099446511402,-0.6649589109868359
-0.5883913765342572,0.15900356139398286,-0.12508773857172373,0.09002280122554662,-0.27575991698799396,0.11868284858683609,0.2352257364565069,-0.12528064393501837,0.10042968885679993,-0.20363885763781042,0.14050480984929203,-0.23683496030498985,0.03457144166455861,-0.47153034642819236,0.012167898992663462,-0.4438668482626984,-0.6425297931025946,-0.41735851650120814,-0.11622886471740634,-0.09098863268918145,0.2186644414416361,-0.14389974295745456,-0.6706514299196052
-0.4478076219868409,0.18092409085344308,-0.3801675777649267,-0.18797348717030604,-0.2509991171300613,-0.02066496334226342,0.3339013990700397,0.05485921166961094,0.0999149689958132,-0.048925672928518904,-0.39153625107937595,0.0024272846931661096,0.18407818727302105,0.05146090977478868,-0.11299646780934591,0.1572917443377413,-0.6465662296468838,-0.1533699699025235,-0.17411524444427895,0.34918602523943254,0.034728129605383184,-0.289137454342683,-0.6484986152776235
-0.1839107473753705,0.18078899440098106,-0.5712827631073372,-0.36271325866859094,0.04305813167689032,-0.017651536065057427,-0.18799724224386616,-0.02231129766683504,-0.024910978802582195,0.2682879016165727,-0.22074231087499174,-0.0039555503067991715,-0.3673847448322157,0.0009725723896278904,0.15984558778580427,0.43641643340949265,-0.676689724068834,0.3928343374904586,-0.39332362300496604,0.2813942778293008,-0.05358828807202143,0.0009198894160342697,-0.49630946453286373
0.15385616600804886,0.17180403362486985,-0.6462749561175019,-0.1932320619089225,0.345940521051892,0.09087721676851568,-0.4555860904581648,0.015573695714092173,-0.14045547424476645,0.04692443590672224,0.13888559665427946,-0.22699680566757474,0.11973809608873598,-0.2342104056622778,-0.1799507630094992,0.16232059270867483,-0.5969660723523886,-0.18337699760065618,-0.5567983197630579,-0.05422136653614407,-0.32231976205364166,0.10357045056765024,0.05648213303485328
0.48920801442127937,0.17088584085194447,-0.5696639657805855,0.21203813783544012,0.320162370086172,0.16205135929354153,0.00810496293024654,0.036183176927031546,-0.13642525234424052,-0.4450234689434095,-0.0352060150427177,0.20670996079504622,0.13357090805453664,-0.152730395219822,0.09536545477416625,-0.33649371149576823,-0.5233618071667505,-0.2654403228432509,-0.3000303847497723,-0.12439148450890813,0.04069006832762212,-0.5748934248378647,0.1127900612734507
0.7309549698693003,0.18000732437065015,-0.32298252234618174,0.428147198177492,-0.06745550586135596,0.14206458837922287,0.4184310043263637,-0.09129740552234156,-0.030295608118119155,-0.08830308190141822,-0.07034588461214986,-0.320808363623327,-0.31961358551096397,-0.047354178249747525,0.01456096757192027,-0.6206588652346954,-0.45934661267232113,0.08922731379664461,0.1556757722380382,0.269304453993654,0.5202198123292483,0.06922450769524957,-0.2305442733945383
0.8005779764520893,0.198677843374518,0.05339730516769903,0.18163293384025292,-0.4327242168116969,0.07219218083596934,0.020131603304563983,0.0580913937615084,0.06389709459521287,0.4050198489032937,-0.10082137360783672,0.05108964637546487,0.17305509140024133,0.0034122006156473983,-0.14922716971238748,-0.4172278487354033,-0.3691602406670105,-0.02211341946206935,0.25283163109733975,0.34617371080289816,-0.31542034149899667,-0.24375191580957434,-0.6814192066960483
0.6617564267810734,0.2263244277450711,0.4553770549681764,-0.29595722965130034,-0.3695199251685891,-0.007123874103810657,-0.531172488413957,0.005591391553232183,0.08394528423994596,-0.025205318381468222,-0.31121973139584347,0.13310800683690927,-0.07613550908730427,-0.395430142908476,0.18818246848280085,0.03279944615243213,-0.23558340925716892,0.06014321500729425,-0.08490094731210907,-0.19657011808851876,-0.3469687964728678,-0.226788877006727,-0.7977934973601801
