X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,Y
-0.3361842207707981,-0.2271997464605584,-0.450201130049633,-0.3079389015252404,-0.07865366810192598,0.017931087391679368,0.01047566710842851,-0.07500215763443352,-0.1532620236133596,0.15566579044531204,-0.002834949499529116,0.01582199419699526,0.054559909011792085,0.17152773573458768,-0.19097384715063725,0.257394777599971,0.06682150832974809,-0.20443919589151405,-0.10842891657629594,-0.8358399937005394
-0.1948983722328338,-0.2861721508189843,-0.4687905447635162,-0.18719157921878105,-0.29508937006030533,-0.0119874633069047,-0.2524062005336434,0.023198060258882824,-0.16134872746177997,-0.07295517526650785,-0.2675109329231098,0.1127618024198922,-0.1363368203872386,0.434274175404719,-0.010908319673864186,0.1027410518272549,-0.06895210343680702,0.1620929908334705,0.3850085083803265,-0.7796369935824246
-0.035491836260115206,-0.2986485754302517,-0.48024053886921125,0.10530040776593363,-0.3245144721498324,0.10234210223805862,-0.10187153392930093,-0.17183490043360572,0.1356927960967449,-0.31099694124524524,-0.17283608405516526,0.0772325026053109,0.09726402378687271,0.13202260501339058,0.10881954688663176,-0.20456002327825074,-0.5219791291552178,0.521259567963102,-0.07666898185254878,-0.23266664041891394
0.11175180018012232,-0.25414436351206293,-0.47417048634827563,0.3470923269643349,-0.08803814614757843,-0.16664614324924754,0.11241240340490566,0.11166228296942071,0.12594555555963116,-0.14720335513809346,0.02805666315016775,-0.10650946429972108,-0.0923994530725577,-0.3074076118983683,-0.13184106119198669,-0.0804888945553025,-0.8033539224143404,0.0861044150619601,-0.3884855916544654,-0.6525630930351589
0.2114140452566875,-0.13861975749538935,-0.46340140462615287,0.26837503233367666,0.24610440541227474,-0.07091422322497332,0.07444459323985142,-0.22057941626537558,-0.17425184941205063,0.19704593984412178,-0.24251481512788953,-0.2442213626355214,-0.07205043285730828,-0.2709634781284055,-0.20412458709043624,0.01481103205509382,-0.5005455794002442,-0.8016543477614686,-0.1495436372571609,-0.912067404228513
0.2361684366248653,0.02651571252346785,-0.4549031555838704,-0.10427176278346573,0.34586365401914687,0.20818050929764897,-0.24503143838608166,0.08267133193820642,-0.0849240552027809,0.20977407946349858,-0.20264578631471153,-0.04804946191909454,0.11986683941282505,-0.02273805320357969,-0.16505524306437225,-0.06152694404859882,-0.2976013572842492,-0.8900714767736557,-0.1549233392184638,-0.8687212094964368
0.1748729339371029,0.1882177065490278,-0.44292963358395987,-0.41898558759915727,0.0871689667376605,-0.004944241511124825,-0.27490113494126034,-0.09627413090107628,0.16305306617175064,-0.10302946615224295,0.008793669551345529,0.28395706793475317,-0.210192633116834,0.1421301192676938,0.02763820977012088,-0.3945837677995824,-0.3910365585552845,0.06387191032648243,0.31595644629757946,-0.8238907043584393
0.035964203392919725,0.3022047992390815,-0.4182890015665338,-0.3737581848809962,-0.2919142001519818,-0.228035712040076,0.12909696945904492,-0.1079169689518027,0.07240773587984273,-0.3157023560749054,-0.21917969200841603,0.23880492320218183,0.13027066503678864,0.3132292964073171,-0.33791239168991294,0.051968005743847856,-0.1315738139699325,0.8200699574429005,0.004266634407197323,-0.9113114689554708
-0.15277117302868115,0.3548949000278683,-0.38150489535437826,-0.007347076825021781,-0.4696163642366853,0.020370181607196836,0.29566800953375116,0.06035209399706831,-0.15856673819295874,-0.22187785508167357,-0.2586408779788205,-0.18865761064483788,-0.11043891380074866,0.23230737917598798,-0.3441046678148121,-0.03710018222128586,0.21449587499754186,0.5168368060499504,-0.6241234713655712,-0.9584156856569156
-0.3530388821704198,0.33701671179559733,-0.3326058756264788,0.38566568011601654,-0.29049379326196667,0.143508052529838,-0.099042468242175,-0.1191300574919667,-0.16049622265703656,0.08736472967919906,0.061950434607337845,-0.42633800698506885,-0.012568478415004747,-0.13963116790889762,0.06758533213582751,-0.7053474275011626,0.3246096941678298,-0.20472603182221494,-0.01846511566089537,-0.8469427930233474
-0.5213893751974458,0.24291028767350564,-0.27287732147782107,0.4795239196514398,0.1337422643972721,-0.10686791644258453,-0.45063610773804896,0.009440956818929314,0.0497711094836939,0.29052311737300873,-0.11741542801067562,-0.11150301388592976,-0.0035446235652510927,-0.394877244664151,-0.4816117516423547,0.0029148010346748965,0.3984235686602846,-0.3411399906830751,0.3315315857579293,-0.8183786763258396
-0.6163251647182402,0.0845752047650743,-0.21634971093413846,0.15261644045584077,0.4660819156351017,0.026674974278028563,-0.13010624321813313,-0.15755526931678565,0.2238327852649129,0.05664038251806813,-0.4088126351796517,0.37620754107172893,-0.0610054271400452,-0.37164046067851875,-0.5157803299771647,0.053767482528384036,0.24405485000033877,0.07150586554035843,-0.19858502874306427,-0.9054017874719476
-0.6078079174627002,-0.11268617952694804,-0.17610981921671764,-0.36283236818901743,0.39194712999075,0.06141659433051938,0.26873562271981655,0.05509425604008511,0.0839367140152818,-0.3325027346434619,0.009278299108287147,0.3757318371795071,0.006554748342691097,-0.13840753108211734,0.1612035229679447,-0.807718053505446,-0.12791297172253036,0.3189606347840839,-0.3317916276239914,-0.7535139178707824
-0.485641779990966,-0.31399231868068433,-0.15881199211985564,-0.622836736810737,-0.07873106767181914,-0.26661799412965237,0.14873339325641255,-0.09482539639506116,-0.3008712728689197,-0.32368219067136406,0.06747676161055649,-0.1710313895269614,-0.05161199136960104,0.14846614303047434,-0.35667926582228937,-0.03883671556252255,-0.3677925942943636,0.1869847987543023,-0.11328580168898494,-0.7998129847631796
-0.26523767334617676,-0.47178647343924907,-0.16075194711097196,-0.35938759462617176,-0.5545604299818694,0.05339140044274604,-0.1610110161052546,-0.034594421562368916,-0.21407568165910185,0.04128352210261954,-0.5189983141788203,-0.5472514186926104,0.005998996224939157,0.2887785795063671,-0.47869108235612323,0.17282329824482612,-0.4675727879377124,-0.036392881577143044,0.34177766102399154,-0.6310976810110634
0.012872313497340304,-0.5376780600262625,-0.15731289580802132,0.24799089641459227,-0.5931669965401283,0.35546578975320053,-0.32275992303738177,-0.02518933972242643,0.23702576336940218,0.26576660563537735,0.010711212712976925,-0.18936915588279257,-0.08772950817368819,0.15459806751866978,0.014808683007239587,-0.5393976276244488,-0.6031574851987315,-0.20193707598185484,-0.007950301038029295,0.11172487105791573
