ORIG,UP,LOW
1,0.0851256530758749,-0.0851256530758749
0.528317009880793,0.0851256530758749,-0.0851256530758749
0.000522634233800275,0.0851256530758749,-0.0851256530758749
-0.117738102295445,0.0851256530758749,-0.0851256530758749
-0.00806302788797879,0.0851256530758749,-0.0851256530758749
-0.0324876081242284,0.0851256530758749,-0.0851256530758749
-0.0585246722576447,0.0851256530758749,-0.0851256530758749
0.00583379580068592,0.0851256530758749,-0.0851256530758749
0.0277722283871577,0.0851256530758749,-0.0851256530758749
0.088491391969515,0.0851256530758749,-0.0851256530758749
0.151640073274654,0.0851256530758749,-0.0851256530758749
0.163509528718556,0.0851256530758749,-0.0851256530758749
0.224355073055464,0.0851256530758749,-0.0851256530758749
-0.0399563263418226,0.0851256530758749,-0.0851256530758749
-0.0339494954763355,0.0851256530758749,-0.0851256530758749
-0.0740838567571464,0.0851256530758749,-0.0851256530758749
-0.0214882950612804,0.0851256530758749,-0.0851256530758749
-0.0372948925675627,0.0851256530758749,-0.0851256530758749
-0.0618690515619634,0.0851256530758749,-0.0851256530758749
-0.00455674093063869,0.0851256530758749,-0.0851256530758749
-0.0300895357040043,0.0851256530758749,-0.0851256530758749
