X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,Y
-0.4138162821932112,-0.41324784641881607,-0.40706279758366537,-0.36459393740730817,-0.2983934749339766,-0.17254396581830878,-0.0033362035010489066,0.09203734379684403,0.04023823549998018,-0.015857012631035894,-0.024824921522325294,0.13251972261367007,0.0268256148234971,-0.11323827726606561,-0.18880124538064158,-0.35935183462904174,0.2456859095197863,0.417357305759547,-0.1577314623016165,0.24752846274501406,-0.26045019257204627,0.0371185470257982,0.372502022616485,-0.048895634646137,0.27168962428973487,-0.20547198410315892,0.16365290549627565,-0.019373334969466915,0.09473689520048056,-0.0810384642481442,-0.8427606073260228
-0.41324784641881607,-0.40706279758366537,-0.39465193945104293,-0.2983934749339766,-0.17254396581830878,-0.0033362035010489066,0.17767285114264153,0.04023823549998018,-0.015857012631035894,-0.024824921522325294,0.01418622315637208,0.0268256148234971,-0.11323827726606561,-0.18880124538064158,-0.14380610606413868,0.2456859095197863,0.417357305759547,-0.1577314623016165,-0.5158845516131548,-0.26045019257204627,0.0371185470257982,0.372502022616485,-0.15206072064407317,0.27168962428973487,-0.20547198410315892,0.16365290549627565,0.10375058260825876,0.09473689520048056,-0.0810384642481442,0.14010972632304552,-0.7720493824427862
-0.40706279758366537,-0.39465193945104293,-0.3781439099916095,-0.17254396581830878,-0.0033362035010489066,0.17767285114264153,0.3288300269300939,-0.015857012631035894,-0.024824921522325294,0.01418622315637208,0.05368714485467363,-0.11323827726606561,-0.18880124538064158,-0.14380610606413868,-0.0015631159588983534,0.417357305759547,-0.1577314623016165,-0.5158845516131548,-0.021158697315983188,0.0371185470257982,0.372502022616485,-0.15206072064407317,-0.16554127868777935,-0.20547198410315892,0.16365290549627565,0.10375058260825876,-0.18069008115750573,-0.0810384642481442,0.14010972632304552,-0.09434004613207747,-0.31098373780167143
-0.39465193945104293,-0.3781439099916095,-0.35784120987454404,-0.0033362035010489066,0.17767285114264153,0.3288300269300939,0.4118067739570255,-0.024824921522325294,0.01418622315637208,0.05368714485467363,0.049159594689792474,-0.18880124538064158,-0.14380610606413868,-0.0015631159588983534,0.14553004289843852,-0.1577314623016165,-0.5158845516131548,-0.021158697315983188,0.5187754046249851,0.372502022616485,-0.15206072064407317,-0.16554127868777935,0.4124814413988609,0.16365290549627565,0.10375058260825876,-0.18069008115750573,0.3117003408110275,0.14010972632304552,-0.09434004613207747,0.11642475388892426,-0.6393620811945888
-0.3781439099916095,-0.35784120987454404,-0.33783221637604277,0.17767285114264153,0.3288300269300939,0.4118067739570255,0.39820817577253886,0.01418622315637208,0.05368714485467363,0.049159594689792474,-0.009686926913700211,-0.14380610606413868,-0.0015631159588983534,0.14553004289843852,0.17490823404683087,-0.5158845516131548,-0.021158697315983188,0.5187754046249851,0.15332363443828223,-0.15206072064407317,-0.16554127868777935,0.4124814413988609,0.03276637382192371,0.10375058260825876,-0.18069008115750573,0.3117003408110275,-0.13055688625794415,-0.09434004613207747,0.11642475388892426,-0.02657516518432368,-0.8337092543364972
-0.35784120987454404,-0.33783221637604277,-0.3126990791170008,0.3288300269300939,0.4118067739570255,0.39820817577253886,0.2893515735773944,0.05368714485467363,0.049159594689792474,-0.009686926913700211,-0.05991911827529395,-0.0015631159588983534,0.14553004289843852,0.17490823404683087,0.05256607587706208,-0.021158697315983188,0.5187754046249851,0.15332363443828223,-0.5105618475114885,-0.16554127868777935,0.4124814413988609,0.03276637382192371,-0.3108300763958791,-0.18069008115750573,0.3117003408110275,-0.13055688625794415,0.037098257303435744,0.11642475388892426,-0.02657516518432368,0.01932878662145865,-0.8256065147607211
-0.33783221637604277,-0.3126990791170008,-0.28080772075719906,0.4118067739570255,0.39820817577253886,0.2893515735773944,0.10514922698527496,0.049159594689792474,-0.009686926913700211,-0.05991911827529395,-0.04627693710296221,0.14553004289843852,0.17490823404683087,0.05256607587706208,-0.15214511775832273,0.5187754046249851,0.15332363443828223,-0.5105618475114885,-0.3423282737357115,0.4124814413988609,0.03276637382192371,-0.3108300763958791,0.2935804379855309,0.3117003408110275,-0.13055688625794415,0.037098257303435744,0.19103615907732263,-0.02657516518432368,0.01932878662145865,0.05942431145218707,-0.782721283347467
-0.3126990791170008,-0.28080772075719906,-0.24317901731326785,0.39820817577253886,0.2893515735773944,0.10514922698527496,-0.11943669194930773,-0.009686926913700211,-0.05991911827529395,-0.04627693710296221,0.029582511179218285,0.17490823404683087,0.05256607587706208,-0.15214511775832273,-0.286809981350729,0.15332363443828223,-0.5105618475114885,-0.3423282737357115,0.3860079483742105,0.03276637382192371,-0.3108300763958791,0.2935804379855309,0.24777581816818395,-0.13055688625794415,0.037098257303435744,0.19103615907732263,-0.18236699891951602,0.01932878662145865,0.05942431145218707,-0.035003431439843524,-0.8758435001305331
-0.28080772075719906,-0.24317901731326785,-0.20330266392722474,0.2893515735773944,0.10514922698527496,-0.11943669194930773,-0.33919646587920227,-0.05991911827529395,-0.04627693710296221,0.029582511179218285,0.10946098880074606,0.05256607587706208,-0.15214511775832273,-0.286809981350729,-0.21297831722137162,-0.5105618475114885,-0.3423282737357115,0.3860079483742105,0.438948886754972,-0.3108300763958791,0.2935804379855309,0.24777581816818395,-0.33192639367603505,0.037098257303435744,0.19103615907732263,-0.18236699891951602,0.2376868239869685,0.05942431145218707,-0.035003431439843524,0.0806874725689859,-0.9119896237502759
-0.24317901731326785,-0.20330266392722474,-0.16239837323453765,0.10514922698527496,-0.11943669194930773,-0.33919646587920227,-0.5021677746818553,-0.04627693710296221,0.029582511179218285,0.10946098880074606,0.13272805460691695,-0.15214511775832273,-0.286809981350729,-0.21297831722137162,0.062812396148624,-0.3423282737357115,0.3860079483742105,0.438948886754972,-0.27891461517337124,0.2935804379855309,0.24777581816818395,-0.33192639367603505,0.11064815915845427,0.19103615907732263,-0.18236699891951602,0.2376868239869685,-0.028481087414645723,-0.035003431439843524,0.0806874725689859,-0.018282191493706468,-0.8826418962624039
