,series_max,series_min
X1,1.87122095130553,-2.02409702933811
X2,1.87122095130553,-2.02409702933811
X3,1.87122095130553,-2.02409702933811
X4,1.87122095130553,-2.02409702933811
Y,1.87122095130553,-2.02409702933811
