X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,Y
0.11116317458072977,-0.32611409595305163,0.3537665528355387,0.24997881767240848,-0.1838211566618091,-0.5949495300208709,0.4427357187980683,0.3288846774106413,0.6029215184368488,0.21693787994823155,0.26719339992626767,-0.3282917563218327,0.24758875795395885,-0.39368830764088136,0.039204036140411125,-1.0,0.07181802965586992,-0.453938466778799,0.3173768691967356,0.23033967863427773,0.17590197452182754,1.0,0.28317654314374807,-0.2342319477957816,0.11241604874816158,-1.0,0.08969999531456208,-0.7620746556711893
0.07199439974385458,-0.4197885987656146,0.41016153262302724,0.3691864028609657,0.007321217958082826,-0.5987288727694032,0.42830557088002363,0.2828189805560264,0.592687695749561,0.17339037279589276,0.37774352009125756,-0.17011902910518517,0.2272804853999768,-0.2517535567416128,-0.03806481680864893,-0.919629951859597,0.07698110736638886,-0.46955989759345684,0.2997627990675391,0.1552793399283281,0.1782666215457378,0.9064214421718888,0.3519354295319266,-0.15294041565865157,0.13316004353754884,-0.9656896382764464,0.05560735397467975,-0.7768203372440253
-0.05289363633964461,-0.44111424827974954,0.4382668945602666,0.49996093864515756,0.17621860435946335,-0.5485398293140951,0.4271468426656184,0.1793185572190794,0.5749946228982508,0.13550009249872175,0.331083805191539,-0.15420498400659455,0.22103740370623992,-0.08139003246995413,0.15734611301686208,-0.8462645733915243,0.01627469121689873,-0.6203911671417417,0.13661649806906118,0.061782424822167004,0.23616425304034516,0.7797298010383313,0.4560950831088324,-0.18143794452145634,0.1158228235476575,-0.8941245442025944,0.05885289051987064,-0.7731167707094525
-0.19220108446376138,-0.36244529790506186,0.4137540934156312,0.5845766586730698,0.2534538526265342,-0.422228628375075,0.4413810865316006,0.17955885957231832,0.5463984419549153,0.09223938313048374,0.17859428528011434,-0.2697311980720256,0.22698365278527222,0.08134574710303433,0.14627665269486445,-0.7831390472004095,-0.006417142805684839,-0.30441961351104285,0.40986785546226834,0.05119783196258165,0.23863858020869722,0.6960985296965625,0.5359468689717577,-0.12281056229743803,0.13222392352783285,-0.8373181954669676,0.06246022502392967,-0.726410681634563
-0.2735570711198806,-0.2132397908394289,0.3541827254115779,0.5941748339198525,0.2592246165067309,-0.2881776339416351,0.44430656022696335,0.2643689333199364,0.5199736635122425,0.048289017589816075,0.19363532030308162,-0.213243650710068,0.24359679965294045,0.23577920690207144,-0.10966767817169198,-0.7179462349531631,0.04378050435212799,-0.3627595400975816,0.2423953546457447,0.08571534067299891,0.23627634637350048,0.6411991515614044,0.6015589131321504,-0.1923286078355545,0.1229391523705361,-0.797939101661661,-0.11642591592145146,-0.8554868338209696
-0.269339642293828,-0.053278389735206044,0.3006478699887549,0.549761255925427,0.2720965694560247,-0.21958242323173338,0.41528625513801876,0.2585469049494753,0.5075808714354189,0.015389942317199923,0.33427433421341735,0.003669473880690166,0.2564173059349306,0.3740377338454741,-0.05531941739519397,-0.6553086761908853,0.030339557403002093,-0.3723336107573362,0.08498721147870025,0.1436240723525688,0.25774198690681493,0.5778576307260064,0.6824239743690881,-0.2525515921739292,0.14925763053655516,-0.7269188234209075,0.012622981743165562,-0.8934689661699773
-0.20998023025727186,0.07748535870875117,0.2744168503123803,0.48813561592619936,0.3166574060156182,-0.1985796180837771,0.36658453624026244,0.10213699282522004,0.5045545969197827,-0.006909722873729929,0.32983276291949903,0.08648081767081406,0.26140963780468907,0.4592395189050058,0.045831451743077345,-0.6055561826942034,0.022626380634395593,-0.1620935558258323,0.138634911471476,0.20256259409275001,0.25363523711475144,0.5644600362496281,0.7490329185903477,-0.06115640999380101,0.2136083247070173,-0.6972062323650878,0.021385015707104937,-0.8967198745725466
-0.14972973525097655,0.18076814220517434,0.26303857081584026,0.41623994636259454,0.3353345188873056,-0.15199145426699967,0.3215998904583155,-0.06877586667286839,0.5014062987607264,-0.02751514042808212,0.20265841939195095,0.04461732295682008,0.2600333471404823,0.48225682958266547,-0.05360154317548316,-0.562005035452936,0.07031571388750035,-0.08384835650598099,0.08446933083602248,0.2254445439343491,0.23389906107982594,0.5712278739248129,0.7875700456888037,-0.021685741380479517,0.19501261219474353,-0.6942184494501746,-0.20777812061790613,-0.7943917029136095
-0.09820673375919187,0.26007684220018623,0.2592888713393178,0.3155384202874034,0.2957676771369504,-0.06883699898612383,0.2793006278238672,-0.17519908443590093,0.49919978062625336,-0.04840898369658764,0.10345978565597003,0.03840517981540992,0.253836751874182,0.4648535404578009,-0.17999413157681055,-0.5165084840253057,0.11393466903303295,-0.08903670865447111,-0.07116743405762715,0.2625471676916604,0.2224793622284298,0.565144197766615,0.8195597845403322,-0.15946319575758872,0.12135470759472788,-0.6698941186876067,-0.19938637419485394,-0.6649589109868368
-0.03606916469137611,0.2999150753441553,0.27270620804762413,0.17556386020841108,0.2173771495562038,0.011117953284082827,0.2260065281686876,-0.2481450806763955,0.5032868639963741,-0.06677566516589295,0.03455920118327427,0.06721965307831512,0.2350412319316606,0.397527741957475,-0.19949701523563756,-0.4699275570822947,0.11681049767793628,-0.08388737238776134,-0.2585501495624175,0.3310190518935716,0.22607331183540902,0.5575399518373292,0.8567280205258818,-0.18118626038995522,0.05891086439872284,-0.6362595005062694,-0.13879654364515437,-0.6706514299196059
