-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
-0.085126,-0.085126,-0.085126
