X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
-0.04814398045338586,-0.0131002149442635,0.025346149331364032,-0.2087589101197721,0.01530861161543351,0.08389257663180416,0.10474000014799678,-0.3131877443394533,-0.44954605384393265,-0.5638206290041374,-0.03703190487701413,0.2470653907227256,0.484508541349957,-0.4011351709921861,0.10359985681562422,0.28849918461909185,0.3825472454289778,0.047041178853292065,-0.1217406412955565,-0.2626487943103115,-0.06563537470618963,0.182854135568554,0.43583355309537386,0.6353377788783092,-0.8023259605649546
-0.0131002149442635,0.025346149331364032,0.03015142200325882,-0.20983097319981292,0.08389257663180416,0.10474000014799678,0.0675471344466041,-0.44954605384393265,-0.5638206290041374,-0.5867356401335726,0.2470653907227256,0.484508541349957,0.6134401325456174,-0.3989223874214394,0.28849918461909185,0.3825472454289778,0.35298387147348387,-0.1217406412955565,-0.2626487943103115,-0.35442587906883427,0.182854135568554,0.43583355309537386,0.6353377788783092,0.6361132964724683,-0.8733929154783472
0.025346149331364032,0.03015142200325882,0.022989543616316555,-0.16111346801900484,0.10474000014799678,0.0675471344466041,-0.02485899855299789,-0.5638206290041374,-0.5867356401335726,-0.49795516764181946,0.484508541349957,0.6134401325456174,0.5930542347545129,-0.29573995779224516,0.3825472454289778,0.35298387147348387,0.2850730784494009,-0.2626487943103115,-0.35442587906883427,-0.3588301754959622,0.43583355309537386,0.6353377788783092,0.6361132964724683,0.4770096477369674,-0.8383732702874318
0.03015142200325882,0.022989543616316555,0.011072778563012697,-0.07691822666392467,0.0675471344466041,-0.02485899855299789,-0.15979851829490388,-0.5867356401335726,-0.49795516764181946,-0.3035802886604808,0.6134401325456174,0.5930542347545129,0.418491851126753,-0.11274609165135696,0.35298387147348387,0.2850730784494009,0.18629393770896008,-0.35442587906883427,-0.3588301754959622,-0.2581476744968032,0.6353377788783092,0.6361132964724683,0.4770096477369674,0.21661191619318254,-0.7974247912605827
0.022989543616316555,0.011072778563012697,-0.002127218447820156,0.01530861161543351,-0.02485899855299789,-0.15979851829490388,-0.3131877443394533,-0.49795516764181946,-0.3035802886604808,-0.03703190487701413,0.5930542347545129,0.418491851126753,0.12569122346431505,0.10359985681562422,0.2850730784494009,0.18629393770896008,0.047041178853292065,-0.3588301754959622,-0.2581476744968032,-0.06563537470618963,0.6361132964724683,0.4770096477369674,0.21661191619318254,-0.0755256180710615,-0.8609818899817925
0.011072778563012697,-0.002127218447820156,-0.018578994782083913,0.08389257663180416,-0.15979851829490388,-0.3131877443394533,-0.44954605384393265,-0.3035802886604808,-0.03703190487701413,0.2470653907227256,0.418491851126753,0.12569122346431505,-0.2171873628349268,0.28849918461909185,0.18629393770896008,0.047041178853292065,-0.1217406412955565,-0.2581476744968032,-0.06563537470618963,0.182854135568554,0.4770096477369674,0.21661191619318254,-0.0755256180710615,-0.340523269541683,-0.9051279867241553
-0.002127218447820156,-0.018578994782083913,-0.03648773697093599,0.10474000014799678,-0.3131877443394533,-0.44954605384393265,-0.5638206290041374,-0.03703190487701413,0.2470653907227256,0.484508541349957,0.12569122346431505,-0.2171873628349268,-0.5291279470610066,0.3825472454289778,0.047041178853292065,-0.1217406412955565,-0.2626487943103115,-0.06563537470618963,0.182854135568554,0.43583355309537386,0.21661191619318254,-0.0755256180710615,-0.340523269541683,-0.5174709078987576,-0.9077011006089505
-0.018578994782083913,-0.03648773697093599,-0.05612856328966698,0.0675471344466041,-0.44954605384393265,-0.5638206290041374,-0.5867356401335726,0.2470653907227256,0.484508541349957,0.6134401325456174,-0.2171873628349268,-0.5291279470610066,-0.736510069097162,0.35298387147348387,-0.1217406412955565,-0.2626487943103115,-0.35442587906883427,0.182854135568554,0.43583355309537386,0.6353377788783092,-0.0755256180710615,-0.340523269541683,-0.5174709078987576,-0.5671571160748107,-0.535212233476686
-0.03648773697093599,-0.05612856328966698,-0.0779706412218043,-0.02485899855299789,-0.5638206290041374,-0.5867356401335726,-0.49795516764181946,0.484508541349957,0.6134401325456174,0.5930542347545129,-0.5291279470610066,-0.736510069097162,-0.790832946860105,0.2850730784494009,-0.2626487943103115,-0.35442587906883427,-0.3588301754959622,0.43583355309537386,0.6353377788783092,0.6361132964724683,-0.340523269541683,-0.5174709078987576,-0.5671571160748107,-0.4777984157742998,-0.5707457109333822
-0.05612856328966698,-0.0779706412218043,-0.09595652019045853,-0.15979851829490388,-0.5867356401335726,-0.49795516764181946,-0.3035802886604808,0.6134401325456174,0.5930542347545129,0.418491851126753,-0.736510069097162,-0.790832946860105,-0.6795514923901727,0.18629393770896008,-0.35442587906883427,-0.3588301754959622,-0.2581476744968032,0.6353377788783092,0.6361132964724683,0.4770096477369674,-0.5174709078987576,-0.5671571160748107,-0.4777984157742998,-0.2553134406380557,0.25363887117375317
