X1,X2,Y
-0.4225309793963373,-0.4182634268622316,-0.4173577342279541
-0.4182634268622316,-0.4173577342279541,-0.413335857384038
-0.4173577342279541,-0.413335857384038,-0.4022939472344875
-0.413335857384038,-0.4022939472344875,-0.38896186072284344
-0.4022939472344875,-0.38896186072284344,-0.37543770915709074
-0.38896186072284344,-0.37543770915709074,-0.3702377062330877
-0.37543770915709074,-0.3702377062330877,-0.34432765058429393
-0.3702377062330877,-0.34432765058429393,-0.30137119216355246
-0.34432765058429393,-0.30137119216355246,-0.25373785139829785
-0.30137119216355246,-0.25373785139829785,-0.2134433267954382
-0.25373785139829785,-0.2134433267954382,-0.1570960786699781
-0.2134433267954382,-0.1570960786699781,-0.09878453055529901
-0.1570960786699781,-0.09878453055529901,-0.038327402409049305
-0.09878453055529901,-0.038327402409049305,0.02082969665242529
-0.038327402409049305,0.02082969665242529,0.07328065957654362
0.02082969665242529,0.07328065957654362,0.1185225289575782
0.07328065957654362,0.1185225289575782,0.1561519263305322
0.1185225289575782,0.1561519263305322,0.19546995455372485
0.1561519263305322,0.19546995455372485,0.2044797511749532
0.19546995455372485,0.2044797511749532,0.2023938527012803
0.2044797511749532,0.2023938527012803,0.19092897654473906
0.2023938527012803,0.19092897654473906,0.17712130353284783
0.19092897654473906,0.17712130353284783,0.1611624578443538
0.17712130353284783,0.1611624578443538,0.14362115548859888
0.1611624578443538,0.14362115548859888,0.123748888922242
0.14362115548859888,0.123748888922242,0.10225965799562253
0.123748888922242,0.10225965799562253,0.08466675760982234
0.10225965799562253,0.08466675760982234,0.07184541329260297
0.08466675760982234,0.07184541329260297,0.09114563527236119
0.07184541329260297,0.09114563527236119,0.12099868320763174
0.09114563527236119,0.12099868320763174,0.1767449470853899
0.12099868320763174,0.1767449470853899,0.20448278642950246
0.1767449470853899,0.20448278642950246,0.2190763734248684
0.20448278642950246,0.2190763734248684,0.2330582023814991
0.2190763734248684,0.2330582023814991,0.2471596125843638
0.2330582023814991,0.2471596125843638,0.26130625512806405
0.2471596125843638,0.26130625512806405,0.27622182103468473
0.26130625512806405,0.27622182103468473,0.2931747905609281
0.27622182103468473,0.2931747905609281,0.3081360746796582
0.2931747905609281,0.3081360746796582,0.33035918181937074
0.3081360746796582,0.33035918181937074,0.3041111476713747
0.33035918181937074,0.3041111476713747,0.27680080893766235
0.3041111476713747,0.27680080893766235,0.21960106696818982
0.27680080893766235,0.21960106696818982,0.17650862968599768
0.21960106696818982,0.17650862968599768,0.1398213278093774
0.17650862968599768,0.1398213278093774,0.10349919867221113
0.1398213278093774,0.10349919867221113,0.0664750997253083
0.10349919867221113,0.0664750997253083,0.028289162789193467
0.0664750997253083,0.028289162789193467,-0.010853984222911728
0.028289162789193467,-0.010853984222911728,-0.052353682026828
-0.010853984222911728,-0.052353682026828,-0.09440695513832431
-0.052353682026828,-0.09440695513832431,-0.1532882297819308
-0.09440695513832431,-0.1532882297819308,-0.19643204406908532
-0.1532882297819308,-0.19643204406908532,-0.2591489100704152
-0.19643204406908532,-0.2591489100704152,-0.2678011690475387
-0.2591489100704152,-0.2678011690475387,-0.26052416912771736
-0.2678011690475387,-0.26052416912771736,-0.23534634100310903
-0.26052416912771736,-0.23534634100310903,-0.20172926813783654
-0.23534634100310903,-0.20172926813783654,-0.16363552068437615
-0.20172926813783654,-0.16363552068437615,-0.1225088924310841
-0.16363552068437615,-0.1225088924310841,-0.07833369565484682
-0.1225088924310841,-0.07833369565484682,-0.02903978004034502
-0.07833369565484682,-0.02903978004034502,0.02332402360497743
-0.02903978004034502,0.02332402360497743,0.08785206466231177
0.02332402360497743,0.08785206466231177,0.15686657192888775
0.08785206466231177,0.15686657192888775,0.2277697088630688
