X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,Y
-0.008124937896408557,-0.043658563222614855,-0.1396962724690587,0.0872119517772052,-0.8181708234666226,-0.09102497741065008,0.07964708675158061,1.0,-0.017617423547132027,0.003908743219942057,-0.11167147544789102,1.0,0.47221016237209046,0.10298038649103858,-0.2899165359863325,-1.0,0.007482534234279692,0.1682601425474124,-0.5912894946838121,1.0,-1.0,-0.050700035973482604,-1.0,-1.0,-0.7796369935824246
0.09026627632673079,-0.06144977997322587,-0.00713101900134816,0.10010989258183334,-0.8406632340143263,0.07524600664702175,-0.20563176209279588,0.9414671680639521,-0.08546608584620108,-0.04510781247364848,-0.280879225755314,0.9231357449531759,0.3857208853159586,0.17153091237583085,-0.7677175988800955,-0.7463252949249715,0.16375042563744469,0.18838199146490786,-0.18572493981938076,0.8885214286559975,-0.8196981301177022,-0.21566832794358193,-0.8908231680666553,-0.9389132268595709,-0.23266664041891616
0.21375892672935737,-0.1188630520374293,0.03278919226729782,0.11056653980376385,-0.6970364369039138,0.17801821416478147,-0.4301086188626335,0.8981480169889833,-0.13103295274362425,-0.21568752306808636,-0.27839012166105925,0.854790004476816,0.2860591915266055,-0.05859199191006326,-0.960906034410457,-0.6137074295699352,0.20083278372224167,0.20455885633202087,0.16517713954476587,0.7909237806730196,-0.664083485859416,-0.2890510126300341,-0.8522772079317962,-0.8689356117495214,-0.6525630930351589
0.29132478324895295,-0.11182367958829631,-0.10784381248559749,0.132929647592003,-0.44837021437448377,0.223103453794943,-0.48669183860242493,0.8723741867956465,-0.16384024396177033,-0.4541543085485522,-0.06164855321129892,0.7536842031021793,0.2023306866347061,-0.1305200564749731,-0.9625498996169654,-0.568930380228887,0.1908882791216917,0.21063662597110366,0.4498495383090171,0.6909832338571773,-0.5410690834140768,-0.304978120901068,-0.8608405905843792,-0.805667601254353,-0.912067404228513
0.2459142346665486,-0.02441784481194864,-0.34945294303228136,0.1878318287127363,-0.21722514123840297,0.25164042756080574,-0.4049393181468297,0.8615434252817622,-0.18517608475446823,-0.4665545211183232,-0.05458740590631128,0.6526268909622039,0.16516979257626874,0.23523262658198485,-0.9448618528164306,-0.516203252790576,0.21452530648123735,0.21740054628332417,0.5982168661276783,0.5699887141418412,-0.4561229663896684,-0.32123017631013606,-0.8504259020210129,-0.7469474912464072,-0.8687212094964366
0.06369832001671494,0.05792723850610493,-0.49982695026556234,0.2680609995142844,-0.07392299073771558,0.29985823388619526,-0.3398950057912836,0.8509208641838568,-0.19475064203235826,-0.2989137954113822,-0.3119206842678992,0.6105325322828823,0.11582032982611468,0.17745539083679995,-0.6773667530727103,-0.5468939080769666,0.13635308054623207,0.23409462133942283,0.7127805263993607,0.45475413660653774,-0.3904163856741456,-0.2823763474013429,-0.8691186749291027,-0.6666904768139591,-0.8238907043584396
-0.18219560733988638,0.05090399629451414,-0.469403105397572,0.344356852449639,0.026497843230824714,0.36012354653552703,-0.37837682483154145,0.8328598292747256,-0.19397651766002966,-0.2340093994962319,-0.4848919225668027,0.5585148735570966,0.05426296499150651,0.044884121345309946,-0.31417772312186554,-0.6189020685168283,0.05163908350637825,0.24151783473722377,0.6668152938071072,0.35100301245888677,-0.3384084308696651,-0.16432192638128273,-0.9134281024047871,-0.5963368715493679,-0.9113114689554707
-0.3869089773529991,-0.05081381034152277,-0.3446560781450333,0.39676834531682426,0.1700529390729566,0.4006631619562835,-0.4585131769525119,0.8167374457512016,-0.1824037297430664,-0.2913317994150474,-0.5140190645759295,0.4913259433918056,-0.003961074303434731,0.055023154473708535,-0.04616005882634289,-0.663825126708842,0.007990341410679003,0.24299721787406847,0.45345710954802687,0.26167875622807935,-0.2988624536428477,-0.022063553976387817,-0.9514220336475355,-0.5447000693585269,-0.9584156856569156
-0.4967358689171758,-0.19773788351110066,-0.23593550449471012,0.4180703388168643,0.3832189684126517,0.4034456802188011,-0.477496476765795,0.8119372479381279,-0.16342391032702241,-0.3805992871696984,-0.4567123341975853,0.4415077462222332,-0.05777292242533183,0.07425162346114722,0.0506417393059142,-0.6568733213650895,-0.018838068057713375,0.251417890646753,0.1320898994660693,0.1974309880250995,-0.27203263309920434,0.0822162274438365,-0.9634600522974117,-0.5044698566682484,-0.8469427930233476
-0.5183449585250274,-0.3238258413286472,-0.1967948336231029,0.4093522807444978,0.6175073986707333,0.3749482442580867,-0.36421215287996256,0.8201341751121651,-0.14543437379825253,-0.4256858779304291,-0.3464682178542542,0.41723933510077016,-0.10503778380559514,0.058469291580175664,-0.034437691664734094,-0.59567054138218,-0.03810958781132867,0.2723965652456857,-0.10096465351537054,0.1543837192699007,-0.24214639490633982,0.10150539901902023,-0.9409300254739691,-0.46791553057963164,-0.81837867632584
-0.4963329634974132,-0.35983899582971046,-0.2341548887887418,0.37686402771608263,0.7811104856230779,0.33914665885387163,-0.09294611800702213,0.8351185566205266,-0.14025114763801438,-0.41342676194466377,-0.14565439125400192,0.4083923499491948,-0.1558307766579513,-0.1445640015071169,-0.14929802792735758,-0.5397872658929632,-0.08439847456512206,0.30073952393207626,-0.21410528838802778,0.13389078561058398,-0.20994343359771295,0.05511978512341709,-0.9088454460898243,-0.43126378086924577,-0.9054017874719477
-0.4824050944522792,-0.27088824134289613,-0.30455142411244995,0.335265419589311,0.7818977197709434,0.33224060198568406,0.2774451389896435,0.845910342759389,-0.15635638068639457,-0.3188396337771897,0.10162218251879307,0.36630217492770156,-0.19215128042212315,-0.22433075851515705,-0.1493055514843612,-0.5234071334395155,-0.12250004677315363,0.32307083316426155,0.10237229863444575,0.09268080249563404,-0.1418357364035412,-0.04075303908396688,-0.8820282702254771,-0.38684686248479017,-0.7535139178707824
-0.4891678631070542,-0.10876955469884697,-0.30182097333125013,0.3004063220696591,0.5820994256874139,0.3896199322278915,0.581960345553463,0.841071824024205,-0.19028008707237654,-0.06374741690686925,0.15100658932487843,0.29530368468146984,-0.20369758206342137,-0.04100136249577435,-0.020547426896980858,-0.5213305841020877,-0.09748782674455536,0.3296737131194345,0.18568585536322235,0.036163042963226255,-0.0967524356615106,-0.09815023063339734,-0.8489871546154024,-0.34899014954138885,-0.7998129847631796
-0.4576455259540396,-0.009024462203844452,-0.10627748236710055,0.2702887636635969,0.25462089389685194,0.5169009894758743,0.6189940862113441,0.8128254351107658,-0.22817922617019415,0.2941637798275516,-0.1191377792866396,0.2462348269097585,-0.21046849053609373,0.1991734997350083,0.010061935323008031,-0.4475422399750477,0.011123327863877153,0.3340313597087792,-0.054201828495367255,-0.01701301395530641,-0.06404423094021428,-0.15080787067269819,-0.7692898273710933,-0.3163546411311532,-0.6310976810110634
-0.30531793848784883,-0.03852692739793484,0.21653009569598147,0.22492812879456192,-0.02173499685218927,0.6632410052330378,0.3716141403486508,0.764181545951599,-0.26106370187282646,0.42179642440688103,-0.2986051182547137,0.23113681320030532,-0.2662893841576939,-0.11517917022422197,0.037250320625794586,-0.381553143193192,0.06413512432556656,0.34479853739885336,-0.21380101588255962,-0.0414204407182579,-0.0008417618468480326,-0.2073565411074707,-0.6967897628222857,-0.2733216876750344,0.11172487105791573
-0.015574832515921178,-0.13334631970903066,0.4326334973287249,0.16528431558938106,-0.10130639947729503,0.7654324741186962,0.028020041394158257,0.7147846063391459,-0.28521898805882784,0.2506302136609426,-0.16141411629499003,0.17072567924715343,-0.31482943356679016,-0.09300331855320765,-0.11480552555660695,-0.26395818988790387,0.15646067137588116,0.35454971330967044,-0.12278711546336851,-0.07528483816923193,0.097144162754351,-0.31212293107139544,-0.6097690163981772,-0.23953555306597007,0.1612268199535416
0.2951014274136199,-0.14125921938795138,0.32217520973187286,0.12308323126839205,0.00788069349169862,0.8033771397420757,-0.18734216489296263,0.680236258689707,-0.302582905825023,-0.01574890418225472,0.1617733681824618,0.11406094827954738,-0.3660122912444723,-0.24104071773371216,-0.07651777371336033,-0.23612928966687285,0.11042426812992945,0.3753981902516965,0.0789310987637799,-0.10633475950205384,0.17914558115311752,-0.36635339852800575,-0.5819750278227267,-0.18800302870355734,-0.6946533328083783
0.4283919508244711,0.022758798182690887,-0.08295196544332928,0.131808143221414,0.14892275438769897,0.8123052458132924,-0.2021203639455459,0.6592980320371671,-0.31834438180920577,-0.18678384615656984,0.4936902159437875,0.05868964517067177,-0.3926501190700521,-0.1635359296447273,-0.05551108853344733,-0.21748533517536095,0.06396000720531725,0.39697761521408137,-0.1673609081899039,-0.12371398422442637,0.18428967800112628,-0.2531543306021846,-0.5989583934606026,-0.14635749499871986,-0.7582385133272963
0.2907762574751407,0.24190402518627185,-0.47669650221504756,0.1976513390444905,0.1606072381918171,0.8513310001514383,-0.16144522012889195,0.644129200444082,-0.32503156006135203,0.04314403368030861,0.29047180622805535,0.06324052484121134,-0.37075859363848096,0.40796260200522894,-0.424785666730763,-0.03441377482778585,0.1709481716097192,0.4340296582477088,-0.3672759196382196,-0.15787132723539976,0.1828817489206611,-0.21858412828343365,-0.5186642447580929,-0.10635216940892622,-0.8954683255246272
-0.026746275576715495,0.30310065559619814,-0.5519869112464487,0.27114188154051266,0.04957410569075327,0.9333745164141327,-0.27507454677634946,0.6193224908543387,-0.3171426588328421,0.41106015032321563,-0.2649219664703366,0.1683821361026736,-0.39432656825145085,0.18450201187387605,-0.6269397247973725,0.09212429047426651,0.17093903067751182,0.48943076994544477,-0.07632479951356619,-0.18081344064506777,0.23077185840286418,-0.31932665078047084,-0.4079508857576246,-0.029292584453329495,-0.9109807472735147
-0.3328189418865368,0.14785726039707714,-0.35569674439260524,0.29037426882176676,-0.020276501052540752,0.9988316497137719,-0.509729060165816,0.5854476568571594,-0.3014213992613367,0.3618307022575049,-0.3478882215892085,0.21976434877544482,-0.4668618350821333,-0.37890340245732923,-0.5707681799947301,0.09257372288584254,0.09176124607740066,0.5242090776653554,0.10846797017358423,-0.17316747013412082,0.27537574667416354,-0.3229971026105839,-0.3667658018020443,0.0324982307015369,-0.781644946651443
